giorno,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,ruolo,nome_stazione
2025-10-01,FR,S06421,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,4,-2,-1.0,-1.0,1.4000000000000001,1.6999999999999997,partenza,FIRENZE SANTA MARIA NOVELLA
2025-10-01,FR,S07004,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,arrivo,PERUGIA
2025-10-01,FR,S07004,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,partenza,PERUGIA
2025-10-01,FR,S07113,2,2,0,0,0,0,1,1,0,1,0,0,0,0,11,0,11,5.5,5.5,8.3,8.65,arrivo,ANCONA
2025-10-01,FR,S07113,2,2,0,0,0,0,1,1,0,1,1,1,0,0,28,0,28,14.0,14.0,22.0,23.0,partenza,ANCONA
2025-10-01,FR,S07810,2,2,0,0,0,0,0,1,1,1,1,0,0,0,13,8,5,2.5,2.5,10.9,11.95,arrivo,PESCARA
2025-10-01,FR,S07810,2,2,0,0,0,0,1,1,0,1,0,0,0,0,11,0,11,5.5,5.5,6.7,6.85,partenza,PESCARA
2025-10-01,FR,S08409,32,32,0,0,0,0,8,14,10,14,13,9,5,0,364,34,330,10.3125,2.5,35.900000000000006,43.14999999999999,arrivo,ROMA TERMINI
2025-10-01,FR,S08409,31,31,0,0,0,0,5,21,5,21,16,14,6,1,518,24,494,15.935483870967742,10.0,39.0,55.0,partenza,ROMA TERMINI
2025-10-01,FR,S09218,29,29,0,0,0,0,4,18,7,18,16,14,5,2,560,32,528,18.20689655172414,13.0,37.2,55.399999999999935,arrivo,NAPOLI CENTRALE
2025-10-01,FR,S09218,31,31,0,0,0,0,7,22,2,22,12,10,7,1,515,7,508,16.387096774193548,8.0,51.0,54.0,partenza,NAPOLI CENTRALE
2025-10-01,FR,S09818,8,8,0,0,0,0,1,6,1,6,6,5,4,2,298,7,291,36.375,31.0,75.89999999999999,94.44999999999997,arrivo,SALERNO
2025-10-01,FR,S09818,7,7,0,0,0,0,1,6,0,6,5,5,3,0,194,0,194,27.714285714285715,29.0,47.6,48.8,partenza,SALERNO
2025-10-01,FR,S09823,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11,0,11,11.0,11.0,11.0,11.0,arrivo,BATTIPAGLIA
2025-10-01,FR,S09823,1,1,0,0,0,0,0,1,0,1,1,1,1,0,52,0,52,52.0,52.0,52.0,52.0,partenza,BATTIPAGLIA
2025-10-01,FR,S11100,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,arrivo,FOGGIA
2025-10-01,FR,S11100,1,1,0,0,0,0,0,1,0,1,1,1,1,0,30,0,30,30.0,30.0,30.0,30.0,partenza,FOGGIA
2025-10-01,FR,S11119,2,2,0,0,0,0,0,1,1,1,0,0,0,0,7,6,1,0.5,0.5,5.7,6.35,arrivo,BARI CENTRALE
2025-10-01,FR,S11119,3,3,0,0,0,0,0,2,1,2,2,2,0,0,43,1,42,14.0,21.0,21.8,21.9,partenza,BARI CENTRALE
2025-10-01,FR,S11145,6,6,0,0,0,0,0,3,3,3,2,1,1,0,60,3,57,9.5,2.0,27.5,35.25,arrivo,LECCE
2025-10-01,FR,S11145,6,6,0,0,0,0,2,4,0,4,3,2,1,0,81,0,81,13.5,10.0,28.5,32.25,partenza,LECCE
2025-10-01,FR,S11465,1,1,0,0,0,0,0,1,0,1,1,1,1,0,48,0,48,48.0,48.0,48.0,48.0,arrivo,TARANTO
2025-10-01,FR,S11465,1,1,0,0,0,0,0,1,0,1,1,1,1,0,39,0,39,39.0,39.0,39.0,39.0,partenza,TARANTO
2025-10-01,FR,S11781,4,4,0,0,0,0,0,2,2,2,2,2,0,0,48,13,35,8.75,9.5,24.0,24.0,arrivo,REGGIO DI CALABRIA CENTRALE
2025-10-01,FR,S11781,5,5,0,0,0,0,1,3,1,3,2,2,2,1,149,1,148,29.6,9.0,71.2,76.6,partenza,REGGIO DI CALABRIA CENTRALE
2025-10-01,FR,S11811,1,1,0,0,0,0,0,1,0,1,1,1,1,1,103,0,103,103.0,103.0,103.0,103.0,arrivo,SIBARI
2025-10-01,FR,S11811,1,1,0,0,0,0,0,1,0,1,1,1,0,0,24,0,24,24.0,24.0,24.0,24.0,partenza,SIBARI
2025-10-01,IC,S00219,3,3,0,0,0,0,2,1,0,1,1,1,1,1,65,0,65,21.666666666666668,2.0,49.2,55.099999999999994,arrivo,TORINO PORTA NUOVA
2025-10-01,IC,S00219,3,3,0,0,0,0,2,1,0,1,1,1,1,1,85,0,85,28.333333333333332,4.0,63.2,70.6,partenza,TORINO PORTA NUOVA
2025-10-01,IC,S01645,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,partenza,MILANO PORTA GARIBALDI
2025-10-01,IC,S01700,21,21,0,0,0,0,6,12,3,12,8,4,0,0,180,13,167,7.9523809523809526,6.0,22.0,26.0,arrivo,MILANO CENTRALE
2025-10-01,IC,S01700,18,18,0,0,0,0,6,9,3,9,4,3,2,0,168,14,154,8.555555555555555,4.5,22.500000000000018,41.34999999999999,partenza,MILANO CENTRALE
2025-10-01,IC,S02026,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,arrivo,BOLZANO
2025-10-01,IC,S02026,1,1,0,0,0,0,0,1,0,1,1,1,0,0,19,0,19,19.0,19.0,19.0,19.0,partenza,BOLZANO
2025-10-01,IC,S03317,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.1,-2.05,arrivo,TRIESTE CENTRALE
2025-10-01,IC,S03317,2,2,0,0,0,0,1,1,0,1,1,1,1,0,43,0,43,21.5,21.5,37.1,39.05,partenza,TRIESTE CENTRALE
2025-10-01,IC,S04501,6,6,0,0,0,0,5,0,1,0,0,0,0,0,9,5,4,0.6666666666666666,2.0,2.5,2.75,arrivo,VENTIMIGLIA
2025-10-01,IC,S04501,7,7,0,0,0,0,3,2,2,2,0,0,0,0,19,10,9,1.2857142857142858,3.0,5.800000000000001,6.399999999999999,partenza,VENTIMIGLIA
2025-10-01,IC,S04702,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,arrivo,GENOVA BRIGNOLE
2025-10-01,IC,S04702,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,partenza,GENOVA BRIGNOLE
2025-10-01,IC,S04725,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,partenza,SESTRI LEVANTE
2025-10-01,IC,S04801,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,arrivo,SAVONA
2025-10-01,IC,S04801,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,partenza,SAVONA
2025-10-01,IC,S05043,3,3,0,0,0,0,0,2,1,2,1,1,1,0,49,1,48,16.0,8.0,34.4,37.699999999999996,arrivo,BOLOGNA CENTRALE
2025-10-01,IC,S05043,2,2,0,0,0,0,0,1,1,1,1,0,0,0,10,3,7,3.5,3.5,8.7,9.35,partenza,BOLOGNA CENTRALE
2025-10-01,IC,S06000,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,arrivo,LA SPEZIA CENTRALE
2025-10-01,IC,S06000,2,2,0,0,0,0,1,1,0,1,1,1,0,0,27,0,27,13.5,13.5,23.5,24.75,partenza,LA SPEZIA CENTRALE
2025-10-01,IC,S06039,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,arrivo,GROSSETO
2025-10-01,IC,S06039,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,partenza,GROSSETO
2025-10-01,IC,S06416,3,3,0,0,0,0,0,3,0,3,3,1,1,1,86,0,86,28.666666666666668,14.0,50.800000000000004,55.4,arrivo,PRATO CENTRALE
2025-10-01,IC,S06416,2,2,0,0,0,0,0,1,1,1,1,1,1,0,33,5,28,14.0,14.0,29.200000000000003,31.099999999999998,partenza,PRATO CENTRALE
2025-10-01,IC,S06421,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,-9,-9.0,-9.0,-9.0,-9.0,arrivo,FIRENZE SANTA MARIA NOVELLA
2025-10-01,IC,S06421,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-12,-12.0,-12.0,-12.0,-12.0,partenza,FIRENZE SANTA MARIA NOVELLA
2025-10-01,IC,S06725,5,5,0,0,0,0,1,4,0,4,2,2,2,0,107,0,107,21.4,9.0,45.4,47.199999999999996,arrivo,LIVORNO CENTRALE
2025-10-01,IC,S06725,5,5,0,0,0,0,1,4,0,4,3,2,0,0,70,0,70,14.0,13.0,23.400000000000002,25.2,partenza,LIVORNO CENTRALE
2025-10-01,IC,S07005,1,1,0,0,0,0,0,1,0,1,1,1,0,0,21,0,21,21.0,21.0,21.0,21.0,arrivo,PERUGIA PONTE S.GIOVANNI
2025-10-01,IC,S07005,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,partenza,PERUGIA PONTE S.GIOVANNI
2025-10-01,IC,S07113,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,arrivo,ANCONA
2025-10-01,IC,S07113,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,partenza,ANCONA
2025-10-01,IC,S07226,1,1,0,0,0,0,0,1,0,1,1,1,1,1,60,0,60,60.0,60.0,60.0,60.0,partenza,TERNI
2025-10-01,IC,S07513,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,S.BENEDETTO DEL TRONTO
2025-10-01,IC,S07513,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,partenza,S.BENEDETTO DEL TRONTO
2025-10-01,IC,S07810,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,arrivo,PESCARA
2025-10-01,IC,S07810,1,1,0,0,0,0,0,1,0,1,1,1,0,0,22,0,22,22.0,22.0,22.0,22.0,partenza,PESCARA
2025-10-01,IC,S08409,16,16,0,0,0,0,4,8,4,8,6,5,3,1,261,26,235,14.6875,4.5,36.5,57.75,arrivo,ROMA TERMINI
2025-10-01,IC,S08409,16,16,0,0,0,0,4,7,5,7,3,1,0,0,82,21,61,3.8125,2.5,11.0,14.25,partenza,ROMA TERMINI
2025-10-01,IC,S09006,1,1,0,0,0,0,0,1,0,1,0,0,0,0,9,0,9,9.0,9.0,9.0,9.0,arrivo,AVERSA
2025-10-01,IC,S09211,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,arrivo,CASERTA
2025-10-01,IC,S09211,1,1,0,0,0,0,0,1,0,1,1,1,1,0,43,0,43,43.0,43.0,43.0,43.0,partenza,CASERTA
2025-10-01,IC,S09218,3,3,0,0,0,0,1,1,1,1,1,1,1,0,33,1,32,10.666666666666666,0.0,26.400000000000002,29.699999999999996,arrivo,NAPOLI CENTRALE
2025-10-01,IC,S09218,2,2,0,0,0,0,1,1,0,1,1,0,0,0,18,0,18,9.0,9.0,13.0,13.5,partenza,NAPOLI CENTRALE
2025-10-01,IC,S09818,1,1,0,0,0,0,0,1,0,1,1,1,1,1,78,0,78,78.0,78.0,78.0,78.0,arrivo,SALERNO
2025-10-01,IC,S09818,3,3,0,0,0,0,0,3,0,3,2,1,1,1,83,0,83,27.666666666666668,14.0,51.6,56.3,partenza,SALERNO
2025-10-01,IC,S09823,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,arrivo,BATTIPAGLIA
2025-10-01,IC,S09823,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,partenza,BATTIPAGLIA
2025-10-01,IC,S11119,2,2,0,0,0,0,0,1,1,1,1,1,0,0,19,2,17,8.5,8.5,16.9,17.95,arrivo,BARI CENTRALE
2025-10-01,IC,S11119,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.9,0.95,partenza,BARI CENTRALE
2025-10-01,IC,S11145,5,5,0,0,0,0,2,2,1,2,1,1,0,0,28,10,18,3.6,4.0,12.200000000000001,13.599999999999998,arrivo,LECCE
2025-10-01,IC,S11145,5,5,0,0,0,0,2,1,2,1,1,0,0,0,15,8,7,1.4,2.0,7.4,9.2,partenza,LECCE
2025-10-01,IC,S11774,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,arrivo,VILLA S.GIOVANNI
2025-10-01,IC,S11774,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,partenza,VILLA S.GIOVANNI
2025-10-01,IC,S11781,4,4,0,0,0,0,2,1,1,1,0,0,0,0,13,5,8,2.0,2.5,6.500000000000001,7.249999999999998,arrivo,REGGIO DI CALABRIA CENTRALE
2025-10-01,IC,S11781,4,4,0,0,0,0,0,3,1,3,3,2,1,0,70,10,60,15.0,20.0,29.7,29.85,partenza,REGGIO DI CALABRIA CENTRALE
2025-10-01,IC,S12002,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,20,-20,-5.0,-3.0,-1.2999999999999998,-1.1500000000000004,arrivo,PALERMO CENTRALE
2025-10-01,IC,S12002,2,2,0,0,0,0,0,2,0,2,1,1,0,0,29,0,29,14.5,14.5,22.1,23.05,partenza,PALERMO CENTRALE
2025-10-01,IC,S12301,2,2,0,0,0,0,0,2,0,2,1,1,0,0,22,0,22,11.0,11.0,15.8,16.4,arrivo,MESSINA CENTRALE
2025-10-01,IC,S12301,4,4,0,0,0,0,0,1,3,1,0,0,0,0,9,16,-7,-1.75,-1.5,6.000000000000002,7.4999999999999964,partenza,MESSINA CENTRALE
2025-10-01,IC,S12349,2,2,0,0,0,0,0,2,0,2,0,0,0,0,16,0,16,8.0,8.0,8.8,8.9,arrivo,SIRACUSA
2025-10-01,IC,S12349,2,2,0,0,0,0,0,2,0,2,2,2,1,1,119,0,119,59.5,59.5,93.5,97.75,partenza,SIRACUSA
2025-10-01,ICN,S12002,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,arrivo,PALERMO CENTRALE
2025-10-01,ICN,S12002,3,3,0,0,0,0,1,0,2,0,0,0,0,0,4,7,-3,-1.0,-1.0,3.0,3.4999999999999996,partenza,PALERMO CENTRALE
2025-10-01,ICN,S12301,3,3,0,0,0,0,1,0,2,0,0,0,0,0,4,7,-3,-1.0,-1.0,3.0,3.4999999999999996,arrivo,MESSINA CENTRALE
2025-10-01,ICN,S12301,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,partenza,MESSINA CENTRALE
2025-10-01,MET,S09101,51,51,0,0,0,0,13,6,32,6,0,0,0,0,70,82,-12,-0.23529411764705882,-1.0,5.0,6.5,arrivo,POZZUOLI SOLFATARA
2025-10-01,MET,S09101,52,52,0,0,0,0,24,7,21,7,1,0,0,0,75,44,31,0.5961538461538461,0.0,5.0,5.8999999999999915,partenza,POZZUOLI SOLFATARA
2025-10-01,MET,S09103,64,64,0,0,0,0,17,9,38,9,3,1,1,0,148,127,21,0.328125,-2.0,5.0,6.0,arrivo,NAPOLI CAMPI FLEGREI
2025-10-01,MET,S09103,65,65,0,0,0,0,38,7,20,7,2,1,0,0,122,37,85,1.3076923076923077,1.0,4.600000000000001,5.799999999999997,partenza,NAPOLI CAMPI FLEGREI
2025-10-01,MET,S09110,2,2,0,0,0,0,0,1,1,1,0,0,0,0,8,5,3,1.5,1.5,6.7,7.35,arrivo,NAPOLI GIANTURCO
2025-10-01,MET,S09110,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0.5,0.5,1.7000000000000002,1.8499999999999999,partenza,NAPOLI GIANTURCO
2025-10-01,MET,S09211,7,7,0,0,0,0,3,1,3,1,0,0,0,0,6,12,-6,-0.8571428571428571,0.0,2.6000000000000014,3.799999999999997,arrivo,CASERTA
2025-10-01,MET,S09211,8,8,0,0,0,0,1,2,5,2,1,1,1,0,66,10,56,7.0,-1.0,20.59999999999999,38.79999999999997,partenza,CASERTA
2025-10-01,MET,S09213,4,4,0,0,0,0,3,1,0,1,0,0,0,0,12,0,12,3.0,2.5,5.1000000000000005,5.549999999999999,arrivo,CANCELLO
2025-10-01,MET,S09213,3,3,0,0,0,0,0,2,1,2,1,0,0,0,16,3,13,4.333333333333333,6.0,9.2,9.6,partenza,CANCELLO
2025-10-01,MET,S09800,66,66,0,0,0,0,36,7,23,7,1,0,0,0,96,40,56,0.8484848484848485,0.0,4.5,5.0,arrivo,NAPOLI S.GIOVANNI BARRA
2025-10-01,MET,S09800,65,65,0,0,0,0,18,8,39,8,0,0,0,0,89,108,-19,-0.2923076923076923,-1.0,5.0,6.0,partenza,NAPOLI S.GIOVANNI BARRA
2025-10-01,MET,S09804,33,33,0,0,0,0,18,4,11,4,2,1,0,0,70,17,53,1.606060606060606,1.0,4.800000000000001,6.999999999999993,arrivo,S.MARIA LA BRUNA
2025-10-01,MET,S09804,32,32,0,0,0,0,8,3,21,3,1,0,0,0,40,80,-40,-1.25,-3.0,4.0,6.0,partenza,S.MARIA LA BRUNA
2025-10-01,MET,S09806,29,29,0,0,0,0,6,0,23,0,0,0,0,0,5,62,-57,-1.9655172413793103,-3.0,0.1999999999999993,1.0,arrivo,TORRE ANNUNZIATA CENTRALE
2025-10-01,MET,S09806,29,29,0,0,0,0,1,1,27,1,0,0,0,0,10,116,-106,-3.6551724137931036,-4.0,-1.8000000000000007,0.19999999999999574,partenza,TORRE ANNUNZIATA CENTRALE
2025-10-01,MET,S09818,29,29,0,0,0,0,1,1,27,1,0,0,0,0,10,116,-106,-3.6551724137931036,-4.0,-1.8000000000000007,0.19999999999999574,arrivo,SALERNO
2025-10-01,MET,S09818,29,29,0,0,0,0,6,0,23,0,0,0,0,0,5,62,-57,-1.9655172413793103,-3.0,0.1999999999999993,1.0,partenza,SALERNO
2025-10-01,REG,N00024,27,27,0,0,0,0,18,8,1,8,2,0,0,0,81,1,80,2.962962962962963,2.0,7.400000000000002,10.099999999999998,arrivo,VARESE NORD
2025-10-01,REG,N00024,16,16,0,0,0,0,10,5,1,5,2,0,0,0,56,2,54,3.375,2.0,9.0,11.0,partenza,VARESE NORD
2025-10-01,REG,N00025,2,2,0,0,0,0,0,2,0,2,1,0,0,0,19,0,19,9.5,9.5,9.9,9.95,arrivo,VARESE CASBENO
2025-10-01,REG,N00025,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,partenza,VARESE CASBENO
2025-10-01,REG,N00041,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,arrivo,GRANDATE - BRECCIA
2025-10-01,REG,N00055,18,18,0,0,0,0,13,2,3,2,0,0,0,0,34,3,31,1.7222222222222223,1.5,4.300000000000001,5.449999999999996,arrivo,NOVARA NORD
2025-10-01,REG,N00055,17,17,0,0,0,0,8,5,4,5,1,0,0,0,53,6,47,2.764705882352941,1.0,8.4,9.799999999999997,partenza,NOVARA NORD
2025-10-01,REG,N00066,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,arrivo,MEDA
2025-10-01,REG,N00066,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.8,2.9,partenza,MEDA
2025-10-01,REG,N00068,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,arrivo,MARIANO COMENSE
2025-10-01,REG,N00068,2,2,0,0,0,0,1,1,0,1,0,0,0,0,9,0,9,4.5,4.5,4.9,4.95,partenza,MARIANO COMENSE
2025-10-01,REG,N00074,7,7,0,0,0,0,2,5,0,5,2,2,0,0,55,0,55,7.857142857142857,6.0,15.8,16.4,arrivo,ERBA
2025-10-01,REG,N00074,7,7,0,0,0,0,1,6,0,6,3,2,1,0,90,0,90,12.857142857142858,8.0,27.200000000000003,31.09999999999999,partenza,ERBA
2025-10-01,REG,N00079,19,19,0,0,0,0,12,6,1,6,3,3,2,0,127,1,126,6.631578947368421,1.0,29.4,31.099999999999998,arrivo,ASSO
2025-10-01,REG,N00079,16,16,0,0,0,0,3,12,1,12,4,3,1,0,157,1,156,9.75,6.0,22.5,28.75,partenza,ASSO
2025-10-01,REG,N00210,13,13,0,0,0,0,9,2,2,2,1,0,0,0,23,7,16,1.2307692307692308,0.0,5.400000000000002,7.999999999999993,arrivo,ISEO
2025-10-01,REG,N00210,14,14,0,0,0,0,12,2,0,2,2,1,0,0,46,0,46,3.2857142857142856,1.0,10.700000000000012,15.399999999999999,partenza,ISEO
2025-10-01,REG,N00217,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,PISOGNE
2025-10-01,REG,N00217,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,partenza,PISOGNE
2025-10-01,REG,N00226,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,3.6,3.8,arrivo,BRENO
2025-10-01,REG,N00226,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.8,1.9,partenza,BRENO
2025-10-01,REG,N00235,9,9,0,0,0,0,1,0,8,0,0,0,0,0,0,19,-19,-2.111111111111111,-1.0,-0.7999999999999998,-0.40000000000000036,arrivo,EDOLO
2025-10-01,REG,N00235,10,10,0,0,0,0,7,3,0,3,1,0,0,0,41,0,41,4.1,4.0,5.6999999999999975,8.849999999999993,partenza,EDOLO
2025-10-01,REG,S00016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,arrivo,BORGOMANERO
2025-10-01,REG,S00016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,partenza,BORGOMANERO
2025-10-01,REG,S00034,33,33,0,0,0,0,14,7,12,7,1,0,0,0,76,31,45,1.3636363636363635,1.0,6.800000000000001,7.799999999999997,arrivo,MORTARA
2025-10-01,REG,S00034,33,33,0,0,0,0,14,2,17,2,0,0,0,0,48,45,3,0.09090909090909091,-1.0,4.0,5.599999999999994,partenza,MORTARA
2025-10-01,REG,S00039,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,partenza,TORREBERETTI
2025-10-01,REG,S00041,3,3,0,0,0,0,0,3,0,3,2,0,0,0,36,0,36,12.0,14.0,14.0,14.0,arrivo,VALENZA
2025-10-01,REG,S00041,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.8,2.9,partenza,VALENZA
2025-10-01,REG,S00070,33,33,0,0,0,0,12,3,18,3,1,0,0,0,42,32,10,0.30303030303030304,-1.0,3.0,5.399999999999999,arrivo,BIELLA S.PAOLO
2025-10-01,REG,S00070,33,33,0,0,0,0,24,7,2,7,1,0,0,0,97,4,93,2.8181818181818183,3.0,6.0,6.399999999999999,partenza,BIELLA S.PAOLO
2025-10-01,REG,S00088,16,16,0,0,0,0,10,0,6,0,0,0,0,0,14,15,-1,-0.0625,0.0,3.0,3.25,arrivo,TORINO AEROPORTO DI CASELLE
2025-10-01,REG,S00088,16,16,0,0,0,0,5,1,10,1,0,0,0,0,17,17,0,0.0,-1.0,3.5,4.75,partenza,TORINO AEROPORTO DI CASELLE
2025-10-01,REG,S00090,20,20,0,0,0,0,10,2,8,2,1,1,0,0,47,15,32,1.6,0.5,4.300000000000004,7.750000000000011,arrivo,CIRIE\'
2025-10-01,REG,S00090,20,20,0,0,0,0,12,2,6,2,0,0,0,0,36,10,26,1.3,1.5,4.100000000000001,5.0,partenza,CIRIE\'
2025-10-01,REG,S00096,13,13,0,0,0,0,3,1,9,1,0,0,0,0,10,27,-17,-1.3076923076923077,-2.0,1.8000000000000007,3.999999999999993,arrivo,GERMAGNANO
2025-10-01,REG,S00096,13,13,0,0,0,0,10,2,1,2,0,0,0,0,23,1,22,1.6923076923076923,1.0,4.800000000000001,5.0,partenza,GERMAGNANO
2025-10-01,REG,S00154,27,27,0,0,0,0,10,2,15,2,2,2,2,0,86,25,61,2.259259259259259,-1.0,3.400000000000002,23.59999999999998,arrivo,IVREA
2025-10-01,REG,S00154,27,27,0,0,0,0,10,4,13,4,0,0,0,0,48,47,1,0.037037037037037035,0.0,6.400000000000002,7.0,partenza,IVREA
2025-10-01,REG,S00202,16,16,0,0,0,0,5,0,11,0,0,0,0,0,9,24,-15,-0.9375,-1.5,1.5,2.5,arrivo,BARDONECCHIA
2025-10-01,REG,S00202,15,15,0,0,0,0,6,0,9,0,0,0,0,0,9,28,-19,-1.2666666666666666,-1.0,2.1999999999999993,3.0,partenza,BARDONECCHIA
2025-10-01,REG,S00205,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,6,-6,-3.0,-3.0,-0.5999999999999999,-0.30000000000000027,arrivo,SALBERTRAND
2025-10-01,REG,S00205,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,9,-9,-4.5,-4.5,-4.1,-4.05,partenza,SALBERTRAND
2025-10-01,REG,S00208,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,-0.5,-0.5,-0.09999999999999998,-0.050000000000000044,arrivo,BUSSOLENO
2025-10-01,REG,S00208,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-1.2999999999999998,-1.1500000000000001,partenza,BUSSOLENO
2025-10-01,REG,S00219,113,113,0,0,0,0,46,10,57,10,3,1,0,0,159,162,-3,-0.02654867256637168,-1.0,4.0,6.0,arrivo,TORINO PORTA NUOVA
2025-10-01,REG,S00219,119,119,0,0,0,0,41,19,59,19,6,3,1,0,275,174,101,0.8487394957983193,0.0,6.0,9.199999999999989,partenza,TORINO PORTA NUOVA
2025-10-01,REG,S00228,5,5,0,0,0,0,3,1,1,1,0,0,0,0,8,1,7,1.4,1.0,3.4000000000000004,4.199999999999999,arrivo,TORINO STURA
2025-10-01,REG,S00228,7,7,0,0,0,0,4,3,0,3,1,1,0,0,33,0,33,4.714285714285714,2.0,10.800000000000004,14.399999999999991,partenza,TORINO STURA
2025-10-01,REG,S00232,44,44,0,0,0,0,26,12,6,12,2,0,0,0,132,15,117,2.659090909090909,2.0,7.0,8.0,arrivo,CHIVASSO
2025-10-01,REG,S00232,45,45,0,0,0,0,20,11,14,11,2,1,0,0,129,41,88,1.9555555555555555,2.0,6.600000000000001,7.799999999999997,partenza,CHIVASSO
2025-10-01,REG,S00240,15,15,0,0,0,0,13,2,0,2,0,0,0,0,45,0,45,3.0,3.0,5.199999999999999,6.299999999999999,arrivo,SANTHIA\'
2025-10-01,REG,S00240,15,15,0,0,0,0,6,0,9,0,0,0,0,0,10,15,-5,-0.3333333333333333,-1.0,3.0,3.0,partenza,SANTHIA\'
