giorno,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,ruolo,nome_stazione
2025-09-30,REG,S08217,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,ROMA TIBURTINA
2025-09-30,REG,S08409,3,3,0,0,0,0,1,1,1,1,1,1,0,0,17,1,16,5.333333333333333,1.0,13.0,14.499999999999998,nodo,ROMA TERMINI
2025-09-30,REG,S08640,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,FORMIA-GAETA
2025-09-30,REG,S11119,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-2.0,-2.0,nodo,BARI CENTRALE
2025-09-30,REG,S11145,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,nodo,LECCE
2025-09-30,REG,S11465,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,nodo,TARANTO
2025-09-30,REG,S12301,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,nodo,MESSINA CENTRALE
2025-09-30,REG,S12332,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,nodo,CATANIA CENTRALE
2025-09-30,REG,S19919,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,STABIO
2025-10-01,EC,S01003,12,12,0,0,0,0,2,5,5,5,4,2,0,0,73,27,46,3.833333333333333,2.25,15.75,18.375,nodo,DOMODOSSOLA
2025-10-01,EC,S01301,24,24,0,0,0,0,4,10,10,10,5,5,1,0,163,32,131,5.458333333333333,1.75,13.700000000000001,24.34999999999998,nodo,CHIASSO
2025-10-01,EC,S01700,28,28,0,0,0,0,6,9,13,9,7,5,0,0,132,54,78,2.7857142857142856,0.0,15.950000000000003,17.875,nodo,MILANO CENTRALE
2025-10-01,EC,S02001,12,12,0,0,0,0,3,5,4,5,3,3,1,0,122,10,112,9.333333333333334,6.25,23.5,28.0,nodo,BRENNERO
2025-10-01,EC,S02026,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.5,-2.5,nodo,BOLZANO
2025-10-01,EC,S02593,8,8,0,0,0,0,3,4,1,4,2,2,1,0,100,1,99,12.375,9.0,26.85,29.174999999999994,nodo,VENEZIA S.LUCIA
2025-10-01,EC,S04700,2,2,0,0,0,0,0,1,1,1,0,0,0,0,6,4,2,1.0,1.0,1.0,1.0,nodo,GENOVA PIAZZA PRINCIPE
2025-10-01,EC,S05043,6,6,0,0,0,0,0,5,1,5,2,2,1,0,94,3,91,15.166666666666666,12.0,28.400000000000002,30.45,nodo,BOLOGNA CENTRALE
2025-10-01,EC,S07113,2,2,0,0,0,0,0,1,1,1,1,1,0,0,26,2,24,12.0,12.0,12.0,12.0,nodo,ANCONA
2025-10-01,ECFR,S00201,2,2,0,0,0,0,1,1,0,1,0,0,0,0,9,0,9,4.5,4.5,6.5,6.75,nodo,MODANE
2025-10-01,ECFR,S01700,2,2,0,0,0,0,1,1,0,1,0,0,0,0,9,0,9,4.5,4.5,6.5,6.75,nodo,MILANO CENTRALE
2025-10-01,EN,S01645,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,MILANO PORTA GARIBALDI
2025-10-01,EN,S05043,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,BOLOGNA CENTRALE
2025-10-01,FA,S04700,5,5,0,0,0,0,1,3,1,3,2,2,2,0,107,1,106,18.0,22.0,30.0,31.0,nodo,GENOVA PIAZZA PRINCIPE
2025-10-01,FA,S05811,2,2,0,0,0,0,1,1,0,1,1,0,0,0,17,0,17,8.5,8.5,8.5,8.5,nodo,RAVENNA
2025-10-01,FA,S08409,20,20,0,0,0,0,5,11,4,11,8,6,5,1,317,17,300,14.383838383838384,4.5,46.2,52.6,nodo,ROMA TERMINI
2025-10-01,FA,S09311,2,2,0,0,0,0,0,2,0,2,1,1,1,0,40,0,40,20.0,20.0,20.0,20.0,nodo,BENEVENTO
2025-10-01,FA,S11119,2,2,0,0,0,0,0,1,1,1,1,1,0,0,15,1,14,7.0,7.0,7.0,7.0,nodo,BARI CENTRALE
2025-10-01,FA,S11145,5,5,0,0,0,0,3,1,1,1,1,1,1,1,89,7,82,13.416666666666666,-0.25,34.75000000000001,39.125,nodo,LECCE
2025-10-01,FA,S11781,4,4,0,0,0,0,0,3,1,3,2,1,1,0,49,8,41,10.25,10.25,19.650000000000002,20.825,nodo,REGGIO DI CALABRIA CENTRALE
2025-10-01,FB,S01700,2,2,0,0,0,0,0,2,0,2,2,2,1,0,60,0,60,30.0,30.0,30.0,30.0,nodo,MILANO CENTRALE
2025-10-01,FB,S04700,6,6,0,0,0,0,1,5,0,5,5,3,2,1,173,0,173,28.833333333333336,34.5,42.1,43.05,nodo,GENOVA PIAZZA PRINCIPE
2025-10-01,FB,S08409,8,8,0,0,0,0,1,7,0,7,7,5,3,1,233,0,233,29.125,27.25,49.050000000000004,51.52499999999999,nodo,ROMA TERMINI
2025-10-01,FR,S00219,45,45,0,0,0,0,12,28,5,28,20,18,9,4,851,14,837,18.524703557312254,8.0,43.900000000000006,56.22499999999999,nodo,TORINO PORTA NUOVA
2025-10-01,FR,S01700,120,120,0,0,0,0,26,74,20,74,50,34,21,1,1564,84,1480,12.287302028341205,6.5,37.2,43.749999999999986,nodo,MILANO CENTRALE
2025-10-01,FR,S01717,6,6,0,0,0,0,1,3,2,3,3,3,2,0,110,7,103,17.166666666666668,9.5,38.3,41.9,nodo,BRESCIA
2025-10-01,FR,S02026,14,14,0,0,0,0,1,10,3,10,9,6,3,1,305,5,300,21.42857142857143,12.5,49.000000000000014,61.74999999999997,nodo,BOLZANO
2025-10-01,FR,S02336,2,2,0,0,0,0,0,2,0,2,2,2,0,0,45,0,45,22.5,22.5,22.5,22.5,nodo,MANTOVA
2025-10-01,FR,S02593,60,60,0,0,0,0,15,38,7,38,22,15,9,2,866,21,845,14.195216907675196,8.0,38.3,49.84999999999999,nodo,VENEZIA S.LUCIA
2025-10-01,FR,S03026,4,4,0,0,0,0,1,3,0,3,0,0,0,0,26,0,26,6.5,6.5,8.1,8.3,nodo,UDINE
2025-10-01,FR,S03304,2,2,0,0,0,0,0,2,0,2,2,1,0,0,33,0,33,16.5,16.5,16.5,16.5,nodo,GORIZIA CENTRALE
2025-10-01,FR,S03317,9,9,0,0,0,0,1,6,2,6,4,2,0,0,84,7,77,8.55,5.25,20.450000000000003,22.724999999999998,nodo,TRIESTE CENTRALE
2025-10-01,FR,S04702,2,2,0,0,0,0,0,2,0,2,2,2,1,0,66,0,66,33.0,33.0,33.0,33.0,nodo,GENOVA BRIGNOLE
2025-10-01,FR,S06421,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,4,-2,-1.0,-1.0,1.4000000000000001,1.6999999999999997,nodo,FIRENZE SANTA MARIA NOVELLA
2025-10-01,FR,S07004,2,2,0,0,0,0,0,1,1,1,0,0,0,0,5,2,3,1.5,1.5,1.5,1.5,nodo,PERUGIA
2025-10-01,FR,S07113,4,4,0,0,0,0,2,2,0,2,1,1,0,0,39,0,39,9.75,9.75,15.15,15.825,nodo,ANCONA
2025-10-01,FR,S07810,4,4,0,0,0,0,1,2,1,2,1,0,0,0,24,8,16,4.0,4.0,8.8,9.399999999999999,nodo,PESCARA
2025-10-01,FR,S08409,63,63,0,0,0,0,13,35,15,35,29,23,11,1,882,58,824,13.123991935483872,6.25,37.45,49.074999999999996,nodo,ROMA TERMINI
2025-10-01,FR,S09218,60,60,0,0,0,0,11,40,9,40,28,24,12,3,1075,39,1036,17.296996662958843,10.5,44.1,54.69999999999997,nodo,NAPOLI CENTRALE
2025-10-01,FR,S09818,15,15,0,0,0,0,2,12,1,12,11,10,7,2,492,7,485,32.04464285714286,30.0,61.75,71.62499999999999,nodo,SALERNO
2025-10-01,FR,S09823,2,2,0,0,0,0,0,2,0,2,2,1,1,0,63,0,63,31.5,31.5,31.5,31.5,nodo,BATTIPAGLIA
2025-10-01,FR,S11100,2,2,0,0,0,0,0,1,1,1,1,1,1,0,30,8,22,11.0,11.0,11.0,11.0,nodo,FOGGIA
2025-10-01,FR,S11119,5,5,0,0,0,0,0,3,2,3,2,2,0,0,50,7,43,7.25,10.75,13.75,14.125,nodo,BARI CENTRALE
2025-10-01,FR,S11145,12,12,0,0,0,0,2,7,3,7,5,3,2,0,141,3,138,11.5,6.0,28.0,33.75,nodo,LECCE
2025-10-01,FR,S11465,2,2,0,0,0,0,0,2,0,2,2,2,2,0,87,0,87,43.5,43.5,43.5,43.5,nodo,TARANTO
2025-10-01,FR,S11781,9,9,0,0,0,0,1,5,3,5,4,4,2,1,197,14,183,19.175,9.25,47.6,50.3,nodo,REGGIO DI CALABRIA CENTRALE
2025-10-01,FR,S11811,2,2,0,0,0,0,0,2,0,2,2,2,1,1,127,0,127,63.5,63.5,63.5,63.5,nodo,SIBARI
2025-10-01,IC,S00219,6,6,0,0,0,0,4,2,0,2,2,2,2,2,150,0,150,25.0,3.0,56.2,62.849999999999994,nodo,TORINO PORTA NUOVA
2025-10-01,IC,S01645,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,nodo,MILANO PORTA GARIBALDI
2025-10-01,IC,S01700,39,39,0,0,0,0,12,21,6,21,12,7,2,0,348,27,321,8.253968253968253,5.25,22.250000000000007,33.675,nodo,MILANO CENTRALE
2025-10-01,IC,S02026,2,2,0,0,0,0,1,1,0,1,1,1,0,0,21,0,21,10.5,10.5,10.5,10.5,nodo,BOLZANO
2025-10-01,IC,S03317,4,4,0,0,0,0,1,1,2,1,1,1,1,0,43,5,38,9.5,9.5,17.5,18.5,nodo,TRIESTE CENTRALE
2025-10-01,IC,S04501,13,13,0,0,0,0,8,2,3,2,0,0,0,0,28,15,13,0.9761904761904763,2.5,4.15,4.574999999999999,nodo,VENTIMIGLIA
2025-10-01,IC,S04702,2,2,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,2.5,2.5,2.5,2.5,nodo,GENOVA BRIGNOLE
2025-10-01,IC,S04725,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,SESTRI LEVANTE
2025-10-01,IC,S04801,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,6,3.0,3.0,3.0,3.0,nodo,SAVONA
2025-10-01,IC,S05043,5,5,0,0,0,0,0,3,2,3,2,1,1,0,59,4,55,9.75,5.75,21.549999999999997,23.525,nodo,BOLOGNA CENTRALE
2025-10-01,IC,S06000,3,3,0,0,0,0,1,2,0,2,2,1,0,0,41,0,41,13.75,13.75,18.75,19.375,nodo,LA SPEZIA CENTRALE
2025-10-01,IC,S06039,2,2,0,0,0,0,0,1,1,1,0,0,0,0,6,8,-2,-1.0,-1.0,-1.0,-1.0,nodo,GROSSETO
2025-10-01,IC,S06416,5,5,0,0,0,0,0,4,1,4,4,2,2,1,119,5,114,21.333333333333336,14.0,40.0,43.25,nodo,PRATO CENTRALE
2025-10-01,IC,S06421,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,21,-21,-10.5,-10.5,-10.5,-10.5,nodo,FIRENZE SANTA MARIA NOVELLA
2025-10-01,IC,S06725,10,10,0,0,0,0,2,8,0,8,5,4,2,0,177,0,177,17.7,11.0,34.4,36.199999999999996,nodo,LIVORNO CENTRALE
2025-10-01,IC,S07005,2,2,0,0,0,0,1,1,0,1,1,1,0,0,22,0,22,11.0,11.0,11.0,11.0,nodo,PERUGIA PONTE S.GIOVANNI
2025-10-01,IC,S07113,2,2,0,0,0,0,0,1,1,1,1,0,0,0,10,4,6,3.0,3.0,3.0,3.0,nodo,ANCONA
2025-10-01,IC,S07226,1,1,0,0,0,0,0,1,0,1,1,1,1,1,60,0,60,60.0,60.0,60.0,60.0,nodo,TERNI
2025-10-01,IC,S07513,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0.5,0.5,0.5,0.5,nodo,S.BENEDETTO DEL TRONTO
2025-10-01,IC,S07810,2,2,0,0,0,0,0,2,0,2,1,1,0,0,30,0,30,15.0,15.0,15.0,15.0,nodo,PESCARA
2025-10-01,IC,S08409,32,32,0,0,0,0,8,15,9,15,9,6,3,1,343,47,296,9.25,3.5,23.75,36.0,nodo,ROMA TERMINI
2025-10-01,IC,S09006,1,1,0,0,0,0,0,1,0,1,0,0,0,0,9,0,9,9.0,9.0,9.0,9.0,nodo,AVERSA
2025-10-01,IC,S09211,2,2,0,0,0,0,0,2,0,2,1,1,1,0,51,0,51,25.5,25.5,25.5,25.5,nodo,CASERTA
2025-10-01,IC,S09218,5,5,0,0,0,0,2,2,1,2,2,1,1,0,51,1,50,9.833333333333332,4.5,19.700000000000003,21.599999999999998,nodo,NAPOLI CENTRALE
2025-10-01,IC,S09818,4,4,0,0,0,0,0,4,0,4,3,2,2,2,161,0,161,52.833333333333336,46.0,64.8,67.15,nodo,SALERNO
2025-10-01,IC,S09823,2,2,0,0,0,0,1,1,0,1,0,0,0,0,7,0,7,3.5,3.5,3.5,3.5,nodo,BATTIPAGLIA
2025-10-01,IC,S11119,4,4,0,0,0,0,2,1,1,1,1,1,0,0,20,2,18,4.5,4.5,8.899999999999999,9.45,nodo,BARI CENTRALE
2025-10-01,IC,S11145,10,10,0,0,0,0,4,3,3,3,2,1,0,0,43,18,25,2.5,3.0,9.8,11.399999999999999,nodo,LECCE
2025-10-01,IC,S11774,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,nodo,VILLA S.GIOVANNI
2025-10-01,IC,S11781,8,8,0,0,0,0,2,4,2,4,3,2,1,0,83,15,68,8.5,11.25,18.1,18.55,nodo,REGGIO DI CALABRIA CENTRALE
2025-10-01,IC,S12002,6,6,0,0,0,0,0,2,4,2,1,1,0,0,29,20,9,4.75,5.75,10.4,10.95,nodo,PALERMO CENTRALE
2025-10-01,IC,S12301,6,6,0,0,0,0,0,3,3,3,1,1,0,0,31,16,15,4.625,4.75,10.900000000000002,11.949999999999998,nodo,MESSINA CENTRALE
2025-10-01,IC,S12349,4,4,0,0,0,0,0,4,0,4,2,2,1,1,135,0,135,33.75,33.75,51.15,53.325,nodo,SIRACUSA
2025-10-01,ICN,S12002,4,4,0,0,0,0,1,0,3,0,0,0,0,0,4,15,-11,-4.5,-4.5,-2.5,-2.25,nodo,PALERMO CENTRALE
2025-10-01,ICN,S12301,4,4,0,0,0,0,1,0,3,0,0,0,0,0,4,15,-11,-4.5,-4.5,-2.5,-2.25,nodo,MESSINA CENTRALE
2025-10-01,MET,S09101,103,103,0,0,0,0,37,13,53,13,1,0,0,0,145,126,19,0.18042986425339366,-0.5,5.0,6.199999999999996,nodo,POZZUOLI SOLFATARA
2025-10-01,MET,S09103,129,129,0,0,0,0,55,16,58,16,5,2,1,0,270,164,106,0.8179086538461539,-0.5,4.800000000000001,5.899999999999999,nodo,NAPOLI CAMPI FLEGREI
2025-10-01,MET,S09110,4,4,0,0,0,0,1,1,2,1,0,0,0,0,10,6,4,1.0,1.0,4.2,4.6,nodo,NAPOLI GIANTURCO
