mese,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ruolo,nome_stazione,ritardo_medio,ritardo_mediano,p90,p95
2026-01,ICN,S08409,6,6.0,0.0,0.0,0.0,0,0,3,3,3,1,0,0,0,24,15,9,nodo,ROMA TERMINI,1.5,2.0,7.2,7.85
2026-01,ICN,S09818,4,4.0,0.0,0.0,0.0,0,0,1,3,1,1,0,0,0,12,20,-8,nodo,SALERNO,-2.0,-2.0,3.6000000000000005,4.3
2026-01,ICN,S11145,7,7.0,0.0,0.0,0.0,0,2,1,4,1,0,0,0,0,7,14,-7,nodo,LECCE,-0.75,-1.0,2.0500000000000003,2.5249999999999995
2026-01,ICN,S11781,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,nodo,REGGIO DI CALABRIA CENTRALE,1.0,1.0,1.0,1.0
2026-01,ICN,S12002,5,5.0,0.0,0.0,0.0,0,1,1,3,1,0,0,0,0,6,22,-16,nodo,PALERMO CENTRALE,-3.5,-2.5,0.30000000000000027,0.6499999999999999
2026-01,ICN,S12301,5,5.0,0.0,0.0,0.0,0,1,1,3,1,0,0,0,0,6,22,-16,nodo,MESSINA CENTRALE,-3.5,-2.5,0.30000000000000027,0.6499999999999999
2026-01,ICN,S12349,3,3.0,0.0,0.0,0.0,0,0,2,1,2,1,0,0,0,17,8,9,nodo,SIRACUSA,4.75,4.75,7.75,8.125
2026-01,MET,S09101,128,128.0,0.0,0.0,0.0,0,68,0,60,0,0,0,0,0,67,117,-50,nodo,POZZUOLI SOLFATARA,-0.390625,0.0,1.8500000000000014,2.424999999999997
2026-01,MET,S09103,95,95.0,0.0,0.0,0.0,0,19,7,69,7,2,2,0,0,108,204,-96,nodo,NAPOLI CAMPI FLEGREI,-1.0130762411347518,-2.0,2.5,5.799999999999997
2026-01,MET,S09110,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,6,-6,nodo,NAPOLI GIANTURCO,-3.0,-3.0,-3.0,-3.0
2026-01,MET,S09211,16,16.0,0.0,0.0,0.0,0,6,3,7,3,1,1,0,0,44,15,29,nodo,CASERTA,2.007936507936508,0.5,6.200000000000001,9.099999999999998
2026-01,MET,S09756,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,4,0,4,nodo,CASTELLAMMARE DI STABIA,2.0,2.0,3.6,3.8
2026-01,MET,S09800,130,130.0,0.0,0.0,0.0,0,71,0,59,0,0,0,0,0,71,109,-38,nodo,NAPOLI S.GIOVANNI BARRA,-0.2923076923076923,0.0,1.8000000000000007,2.3999999999999986
2026-01,MET,S09806,4,4.0,0.0,0.0,0.0,0,0,1,3,1,0,0,0,0,9,6,3,nodo,TORRE ANNUNZIATA CENTRALE,0.75,0.75,3.35,3.675
2026-01,MET,S09818,57,57.0,0.0,0.0,0.0,0,6,3,48,3,1,1,0,0,45,153,-108,nodo,SALERNO,-1.9187192118226601,-2.5,0.5,2.9749999999999925
2026-01,REG,N00019,2,2.0,0.0,0.0,0.0,0,1,1,0,1,1,1,1,0,31,0,31,nodo,TRADATE,15.5,15.5,27.1,28.55
2026-01,REG,N00024,21,21.0,0.0,0.0,0.0,0,14,4,3,4,0,0,0,0,47,4,43,nodo,VARESE NORD,2.0625,1.75,5.9,6.799999999999997
2026-01,REG,N00025,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,nodo,VARESE CASBENO,0.0,0.0,0.0,0.0
2026-01,REG,N00041,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,25,0,25,nodo,GRANDATE - BRECCIA,25.0,25.0,25.0,25.0
2026-01,REG,N00045,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,-1,nodo,RESCALDINA,-1.0,-1.0,-1.0,-1.0
2026-01,REG,N00055,30,30.0,0.0,0.0,0.0,0,15,4,11,4,0,0,0,0,41,14,27,nodo,NOVARA NORD,0.9,0.0,4.8,5.749999999999997
2026-01,REG,N00066,4,4.0,0.0,0.0,0.0,0,3,1,0,1,1,0,0,0,16,0,16,nodo,MEDA,4.0,4.0,6.0,6.25
2026-01,REG,N00068,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2,0,2,nodo,MARIANO COMENSE,2.0,2.0,2.0,2.0
2026-01,REG,N00073,3,3.0,0.0,0.0,0.0,0,1,2,0,2,2,1,0,0,33,0,33,nodo,MERONE,11.0,13.0,15.4,15.7
2026-01,REG,N00074,13,13.0,0.0,0.0,0.0,0,1,12,0,12,4,1,0,0,117,0,117,nodo,ERBA,8.94047619047619,7.75,13.900000000000002,15.949999999999996
2026-01,REG,N00079,32,32.0,0.0,0.0,0.0,0,27,3,2,3,1,1,1,0,85,2,83,nodo,ASSO,2.5912698412698414,1.0,4.700000000000001,7.27499999999998
2026-01,REG,N00210,23,23.0,0.0,0.0,0.0,0,20,0,3,0,0,0,0,0,33,5,28,nodo,ISEO,1.1160714285714286,1.0,3.5,3.5
2026-01,REG,N00211,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,nodo,PILZONE,1.0,1.0,1.0,1.0
2026-01,REG,N00217,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,4,0,4,nodo,PISOGNE,2.0,2.0,2.0,2.0
2026-01,REG,N00225,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,35,0,35,nodo,CIVIDATE - MALEGNO,35.0,35.0,35.0,35.0
2026-01,REG,N00226,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,3,0,3,nodo,BRENO,1.5,1.5,1.5,1.5
2026-01,REG,N00235,23,23.0,0.0,0.0,0.0,0,11,6,6,6,2,1,0,0,69,15,54,nodo,EDOLO,2.215909090909091,1.75,6.700000000000001,7.924999999999999
2026-01,REG,S00015,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,4,0,4,nodo,GOZZANO,4.0,4.0,4.0,4.0
2026-01,REG,S00016,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,3,0,3,nodo,BORGOMANERO,1.5,1.5,1.5,1.5
2026-01,REG,S00034,41,41.0,0.0,0.0,0.0,0,13,3,25,3,1,0,0,0,47,58,-11,nodo,MORTARA,-0.18478260869565216,-1.25,3.5500000000000007,4.299999999999997
2026-01,REG,S00039,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,3,0,3,nodo,TORREBERETTI,3.0,3.0,3.0,3.0
2026-01,REG,S00060,4,4.0,0.0,0.0,0.0,0,2,1,1,1,1,1,0,0,20,2,18,nodo,TORINO REBAUDENGO FOSSATA,4.5,4.5,8.5,8.999999999999998
2026-01,REG,S00070,28,28.0,0.0,0.0,0.0,0,10,1,17,1,0,0,0,0,15,38,-23,nodo,BIELLA S.PAOLO,-0.8214285714285714,-1.5,1.200000000000001,2.7249999999999988
2026-01,REG,S00074,2,2.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,9,1,8,nodo,SALUSSOLA,4.0,4.0,4.0,4.0
2026-01,REG,S00088,32,32.0,0.0,0.0,0.0,0,14,7,11,7,0,0,0,0,67,21,46,nodo,TORINO AEROPORTO DI CASELLE,1.4375,0.5,5.5,6.25
2026-01,REG,S00090,36,36.0,0.0,0.0,0.0,0,18,3,15,3,1,0,0,0,39,28,11,nodo,CIRIE\',0.3055555555555556,0.0,3.950000000000001,5.149999999999999
2026-01,REG,S00093,2,2.0,0.0,0.0,0.0,0,1,1,0,1,1,1,1,0,42,0,42,nodo,MATHI,21.0,21.0,21.0,21.0
2026-01,REG,S00096,30,30.0,0.0,0.0,0.0,0,10,4,16,4,0,0,0,0,31,38,-7,nodo,GERMAGNANO,-0.2333333333333334,-1.0,2.0,2.599999999999998
2026-01,REG,S00154,44,44.0,0.0,0.0,0.0,0,23,1,20,1,1,0,0,0,46,43,3,nodo,IVREA,0.06818181818181818,0.0,2.950000000000001,3.0
2026-01,REG,S00202,36,36.0,0.0,0.0,0.0,0,11,2,23,2,0,0,0,0,33,62,-29,nodo,BARDONECCHIA,-0.8055555555555556,-1.5,2.1500000000000004,3.0999999999999943
2026-01,REG,S00204,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,19,0,19,nodo,OULX CESANA CLAVIERE SESTRIERE,19.0,19.0,19.0,19.0
2026-01,REG,S00205,4,4.0,0.0,0.0,0.0,0,2,0,2,0,0,0,0,0,4,5,-1,nodo,SALBERTRAND,-0.25,-0.25,0.3500000000000001,0.4249999999999999
2026-01,REG,S00208,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,4,-3,nodo,BUSSOLENO,-1.5,-1.5,-1.5,-1.5
2026-01,REG,S00219,194,194.0,0.0,0.0,0.0,0,69,26,99,26,12,10,2,1,593,305,288,nodo,TORINO PORTA NUOVA,1.476828231292517,-0.5,5.149999999999999,13.474999999999966
2026-01,REG,S00228,22,22.0,0.0,0.0,0.0,0,13,6,3,6,1,0,0,0,75,7,68,nodo,TORINO STURA,3.090909090909091,3.5,7.5,8.75
2026-01,REG,S00229,4,4.0,0.0,0.0,0.0,0,0,0,4,0,0,0,0,0,0,10,-10,nodo,SETTIMO,-2.5,-2.5,-2.5,-2.5
2026-01,REG,S00232,70,70.0,0.0,0.0,0.0,0,36,10,24,10,4,2,1,0,201,64,137,nodo,CHIVASSO,1.957142857142857,2.0,4.5,9.499999999999986
2026-01,REG,S00240,14,14.0,0.0,0.0,0.0,0,5,0,9,0,0,0,0,0,4,17,-13,nodo,SANTHIA\',-0.9285714285714286,-1.0,0.6000000000000005,1.049999999999999
2026-01,REG,S00245,14,14.0,0.0,0.0,0.0,0,7,2,5,2,0,0,0,0,22,7,15,nodo,VERCELLI,1.0714285714285714,0.0,4.4,4.699999999999999
2026-01,REG,S00248,147,147.0,0.0,0.0,0.0,0,68,15,64,15,5,2,0,0,234,133,101,nodo,NOVARA,0.6869677897075157,0.25,4.350000000000001,7.374999999999993
2026-01,REG,S00252,2,2.0,0.0,0.0,0.0,0,1,1,0,1,1,1,0,0,31,0,31,nodo,TRECATE,15.5,15.5,15.5,15.5
2026-01,REG,S00260,36,36.0,0.0,0.0,0.0,0,7,0,29,0,0,0,0,0,6,64,-58,nodo,SUSA,-1.6111111111111112,-1.75,0.3000000000000007,1.1499999999999986
2026-01,REG,S00314,14,14.0,0.0,0.0,0.0,0,2,1,11,1,0,0,0,0,11,30,-19,nodo,CASALE MONFERRATO,-1.357142857142857,-2.0,1.9000000000000008,2.949999999999997
2026-01,REG,S00452,27,27.0,0.0,0.0,0.0,0,13,5,9,5,1,1,1,1,110,24,86,nodo,TORINO LINGOTTO,2.9499999999999997,1.0,5.05,13.749999999999972
2026-01,REG,S00455,3,3.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0,10,0,10,nodo,TROFARELLO,2.75,2.75,3.35,3.425
2026-01,REG,S00462,59,59.0,0.0,0.0,0.0,0,25,13,21,13,1,0,0,0,120,44,76,nodo,ASTI,1.2379032258064515,0.25,5.5,7.149999999999999
2026-01,REG,S00470,80,80.0,0.0,0.0,0.0,0,31,14,35,14,2,0,0,0,171,119,52,nodo,ALESSANDRIA,0.6510318949343339,0.5,7.100000000000001,8.0
2026-01,REG,S00500,38,38.0,0.0,0.0,0.0,0,28,4,6,4,0,0,0,0,90,12,78,nodo,CHIERI,2.052631578947368,2.0,4.5,4.649999999999997
2026-01,REG,S00512,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,0,14,6,8,nodo,CANDIOLO,4.0,4.0,4.0,4.0
2026-01,REG,S00517,44,44.0,0.0,0.0,0.0,0,22,9,13,9,3,0,0,0,117,38,79,nodo,PINEROLO,1.7954545454545454,2.25,6.950000000000001,7.0
2026-01,REG,S00601,7,7.0,0.0,0.0,0.0,0,3,3,1,3,1,0,0,0,33,1,32,nodo,CARMAGNOLA,4.125,3.5,6.750000000000001,7.374999999999998
2026-01,REG,S00606,58,58.0,0.0,0.0,0.0,0,23,4,31,4,1,0,0,0,55,78,-23,nodo,FOSSANO,-0.39655172413793105,-0.5,3.5999999999999996,4.599999999999998
2026-01,REG,S00610,28,28.0,0.0,0.0,0.0,0,11,9,8,9,6,6,1,0,164,30,134,nodo,CUNEO,4.7846153846153845,1.0,18.700000000000003,23.79999999999999
2026-01,REG,S00617,10,10.0,0.0,0.0,0.0,0,1,0,9,0,0,0,0,0,0,32,-32,nodo,LIMONE,-3.2,-3.0,-1.9,-1.7000000000000002
2026-01,REG,S00742,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,0,0,0,25,0,25,nodo,CEVA,12.5,12.5,12.5,12.5
2026-01,REG,S00803,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,nodo,MONTEGROSSO,0.0,0.0,0.0,0.0
2026-01,REG,S00821,2,2.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,5,1,4,nodo,BRA,2.0,2.0,2.0,2.0
2026-01,REG,S00825,30,30.0,0.0,0.0,0.0,0,12,3,15,3,0,0,0,0,27,35,-8,nodo,ALBA,-0.2666666666666666,-1.0,2.0,2.7499999999999973
2026-01,REG,S00834,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,nodo,NIZZA MONFERRATO,0.0,0.0,0.0,0.0
2026-01,REG,S00867,25,25.0,0.0,0.0,0.0,0,14,0,11,0,0,0,0,0,27,20,7,nodo,ACQUI TERME,0.32371794871794873,0.5,2.45,3.099999999999998
2026-01,REG,S00884,33,33.0,0.0,0.0,0.0,0,21,2,10,2,0,0,0,0,55,23,32,nodo,RIVAROLO,0.9356617647058822,1.25,3.5,4.225
2026-01,REG,S01003,51,51.0,0.0,0.0,0.0,0,15,3,33,3,1,1,0,0,55,117,-62,nodo,DOMODOSSOLA,-1.2106481481481481,-1.5,2.5,3.974999999999998
2026-01,REG,S01020,31,31.0,0.0,0.0,0.0,0,9,2,20,2,0,0,0,0,23,40,-17,nodo,ARONA,-0.5625,-1.25,1.5999999999999996,3.0749999999999984
2026-01,REG,S01030,154,154.0,0.0,0.0,0.0,0,43,15,96,15,7,5,2,2,350,211,139,nodo,GALLARATE,0.8955802968960864,-1.0,3.8999999999999986,8.375
2026-01,REG,S01031,35,35.0,0.0,0.0,0.0,0,10,16,9,16,6,2,0,0,183,9,174,nodo,BUSTO ARSIZIO,4.910130718954248,3.0,11.200000000000005,17.299999999999997
2026-01,REG,S01037,95,95.0,0.0,0.0,0.0,0,25,2,68,2,1,1,1,0,79,163,-84,nodo,RHO,-0.882313829787234,-1.5,2.150000000000002,3.0
2026-01,REG,S01040,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,2,1,0,68,0,68,nodo,MAGENTA,34.0,34.0,34.0,34.0
2026-01,REG,S01042,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,19,0,19,nodo,VITTUONE ARLUNO,19.0,19.0,19.0,19.0
2026-01,REG,S01059,66,66.0,0.0,0.0,0.0,0,49,3,14,3,1,0,0,0,89,28,61,nodo,ALBAIRATE-VERMEZZO,0.9242424242424242,1.0,3.4000000000000004,4.799999999999997
2026-01,REG,S01062,4,4.0,0.0,0.0,0.0,0,1,1,2,1,0,0,0,0,6,6,0,nodo,ABBIATEGRASSO,0.0,0.0,2.4000000000000004,2.7
2026-01,REG,S01066,374,374.0,0.0,0.0,0.0,0,250,42,82,42,5,2,1,0,604,160,444,nodo,MILANO CADORNA,1.1858688186813187,0.0,5.0,6.5
2026-01,REG,S01073,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,17,0,17,nodo,GARBAGNATE PARCO DELLE GROANE,17.0,17.0,17.0,17.0
2026-01,REG,S01074,45,45.0,0.0,0.0,0.0,0,20,16,9,16,4,0,0,0,160,17,143,nodo,GARBAGNATE MILANESE,3.150197628458498,3.0,8.900000000000002,9.0
2026-01,REG,S01078,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,nodo,MILANO AFFORI,0.0,0.0,0.0,0.0
2026-01,REG,S01083,3,3.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,nodo,PALAZZOLO MILANESE,0.0,0.0,0.0,0.0
2026-01,REG,S01086,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,15,0,15,nodo,CESANO MADERNO,15.0,15.0,15.0,15.0
2026-01,REG,S01094,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,21,0,21,nodo,LAMBRUGO - LURAGO D\'ERBA,21.0,21.0,21.0,21.0
2026-01,REG,S01113,27,27.0,0.0,0.0,0.0,0,11,11,5,11,8,6,3,2,329,10,319,nodo,LUINO,11.73076923076923,2.5,40.60000000000002,52.92499999999999
2026-01,REG,S01118,20,20.0,0.0,0.0,0.0,0,4,15,1,15,6,5,1,0,208,1,207,nodo,LAVENO MOMBELLO,10.35,7.25,18.899999999999995,25.199999999999985
2026-01,REG,S01137,138,138.0,0.0,0.0,0.0,0,82,28,28,28,9,1,1,0,350,60,290,nodo,BUSTO ARSIZIO NORD,2.1134453781512605,0.5,7.650000000000002,10.599999999999998
2026-01,REG,S01138,3,3.0,0.0,0.0,0.0,0,1,2,0,2,2,2,1,0,50,0,50,nodo,FERNO - LONATE POZZOLO,16.666666666666668,16.0,29.6,31.3
2026-01,REG,S01144,4,4.0,0.0,0.0,0.0,0,0,4,0,4,3,3,1,0,92,0,92,nodo,MORNAGO CIMBRO,23.0,23.0,27.0,27.5
2026-01,REG,S01146,151,151.0,0.0,0.0,0.0,0,93,15,43,15,3,1,0,0,245,84,161,nodo,MALPENSA AEROPORTO TERMINAL 2,1.0702631578947368,0.5,4.5,6.0
2026-01,REG,S01200,34,34.0,0.0,0.0,0.0,0,12,0,22,0,0,0,0,0,8,51,-43,nodo,PORTO CERESIO,-1.2647058823529411,-1.5,0.40000000000000036,1.0999999999999996
2026-01,REG,S01205,43,43.0,0.0,0.0,0.0,0,15,0,28,0,0,0,0,0,12,58,-46,nodo,VARESE,-1.0952380952380953,-1.0,0.9500000000000011,1.4749999999999996
2026-01,REG,S01301,72,72.0,0.0,0.0,0.0,0,18,10,44,10,4,3,0,0,143,82,61,nodo,CHIASSO,0.8472222222222222,-1.0,5.75,8.625
2026-01,REG,S01307,139,139.0,0.0,0.0,0.0,0,57,15,67,15,6,4,3,1,345,118,227,nodo,COMO S.GIOVANNI,1.6307453416149067,-0.5,4.650000000000002,7.274999999999999
2026-01,REG,S01308,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2,0,2,nodo,COMO CAMERLATA,2.0,2.0,2.0,2.0
2026-01,REG,S01310,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,49,0,49,nodo,PM ALBATE,49.0,49.0,49.0,49.0
2026-01,REG,S01315,2,2.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,6,1,5,nodo,CARIMATE,2.5,2.5,2.5,2.5
2026-01,REG,S01316,68,68.0,0.0,0.0,0.0,0,25,13,30,13,2,0,0,0,120,80,40,nodo,CAMNAGO-LENTATE,0.5882352941176472,-0.25,5.399999999999999,8.0
2026-01,REG,S01318,3,3.0,0.0,0.0,0.0,0,1,0,2,0,0,0,0,0,2,5,-3,nodo,SEREGNO,-1.5,-1.5,-0.7,-0.6000000000000001
2026-01,REG,S01322,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,2,-1,nodo,MONZA,-0.5,-0.5,-0.5,-0.5
2026-01,REG,S01325,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,2,2,0,nodo,SESTO S.GIOVANNI,0.0,0.0,0.0,0.0
2026-01,REG,S01326,83,83.0,0.0,0.0,0.0,0,22,11,50,11,9,4,1,0,197,155,42,nodo,MILANO GRECO PIRELLI,0.45610465116279064,-1.5,8.15000000000001,12.574999999999992
2026-01,REG,S01400,30,30.0,0.0,0.0,0.0,0,22,0,8,0,0,0,0,0,33,8,25,nodo,CHIAVENNA,0.8333333333333333,0.5,2.5,2.9499999999999984
2026-01,REG,S01420,41,41.0,0.0,0.0,0.0,0,29,0,12,0,0,0,0,0,46,16,30,nodo,COLICO,0.7440476190476191,0.5,2.5500000000000007,4.0
2026-01,REG,S01425,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,0,48,4,44,nodo,MORBEGNO,22.0,22.0,22.0,22.0
2026-01,REG,S01428,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,5,-4,nodo,S.PIETRO BERBENNO,-2.0,-2.0,-2.0,-2.0
2026-01,REG,S01429,2,2.0,0.0,0.0,0.0,0,0,2,0,2,1,0,0,0,18,0,18,nodo,CASTIONE ANDEVENNO,9.0,9.0,9.0,9.0
2026-01,REG,S01430,29,29.0,0.0,0.0,0.0,0,18,5,6,5,1,0,0,0,66,12,54,nodo,SONDRIO,1.8822115384615385,2.0,5.4,7.474999999999998
2026-01,REG,S01440,32,32.0,0.0,0.0,0.0,0,17,1,14,1,0,0,0,0,31,43,-12,nodo,TIRANO,-0.3019607843137255,-1.0,2.0,2.7499999999999973
2026-01,REG,S01458,8,8.0,0.0,0.0,0.0,0,4,1,3,1,0,0,0,0,17,3,14,nodo,MOLTENO,1.75,2.0,3.7,3.8499999999999996
2026-01,REG,S01488,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,2,-2,nodo,BESANA,-1.0,-1.0,-1.0,-1.0
2026-01,REG,S01511,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,29,0,29,nodo,CARNATE USMATE,29.0,29.0,29.0,29.0
2026-01,REG,S01520,167,167.0,0.0,0.0,0.0,0,92,7,68,7,3,0,0,0,191,114,77,nodo,LECCO,0.4639988525530694,0.5,2.8999999999999986,3.424999999999997
2026-01,REG,S01524,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,5,0,5,nodo,CALOLZIOCORTE OLGINATE,2.5,2.5,2.5,2.5
2026-01,REG,S01528,67,67.0,0.0,0.0,0.0,0,39,9,19,9,3,2,0,0,148,28,120,nodo,PONTE S.PIETRO,1.8039215686274508,0.75,5.300000000000001,8.749999999999993
2026-01,REG,S01529,104,104.0,0.0,0.0,0.0,0,48,11,45,11,3,1,0,0,155,107,48,nodo,BERGAMO,0.46153846153846156,0.0,3.9499999999999993,6.624999999999989
2026-01,REG,S01600,4,4.0,0.0,0.0,0.0,0,1,3,0,3,2,2,0,0,60,0,60,nodo,VERDELLO DALMINE,15.0,15.0,23.0,24.0
2026-01,REG,S01601,2,2.0,0.0,0.0,0.0,0,0,2,0,2,1,1,1,1,75,0,75,nodo,TREVIGLIO OVEST,37.5,37.5,37.5,37.5
2026-01,REG,S01605,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4,-4,nodo,CREMA,-4.0,-4.0,-4.0,-4.0
2026-01,REG,S01630,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,2,-2,nodo,MILANO S.CRISTOFORO,-2.0,-2.0,-2.0,-2.0
2026-01,REG,S01633,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,12,0,12,nodo,MILANO PORTA VITTORIA,12.0,12.0,12.0,12.0
2026-01,REG,S01640,7,7.0,0.0,0.0,0.0,0,4,0,3,0,0,0,0,0,5,14,-9,nodo,MILANO CERTOSA,-1.2916666666666665,-1.5,1.6000000000000003,2.0499999999999994
2026-01,REG,S01642,141,141.0,0.0,0.0,0.0,0,49,8,84,8,2,1,0,0,131,182,-51,nodo,MILANO BOVISA POLITECNICO,-0.35643863179074453,-1.5,3.5,5.024999999999999
2026-01,REG,S01645,249,249.0,0.0,0.0,0.0,0,125,27,97,27,10,7,3,1,571,187,384,nodo,MILANO PORTA GARIBALDI,1.5463261880165289,0.5,5.149999999999999,7.824999999999996
2026-01,REG,S01700,367,367.0,0.0,0.0,0.0,0,154,62,151,62,28,20,6,2,1257,366,891,nodo,MILANO CENTRALE,2.4280559515324303,0.5,6.400000000000006,12.924999999999997
2026-01,REG,S01701,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,nodo,MILANO LAMBRATE,1.0,1.0,1.0,1.0
2026-01,REG,S01703,68,68.0,0.0,0.0,0.0,0,32,6,30,6,3,2,1,0,122,39,83,nodo,PIOLTELLO LIMITO,1.2393939393939395,0.0,4.5,8.349999999999994
2026-01,REG,S01707,4,4.0,0.0,0.0,0.0,0,1,3,0,3,3,3,3,1,155,0,155,nodo,CASSANO D\'ADDA,45.833333333333336,48.5,55.7,56.6
2026-01,REG,S01708,134,134.0,0.0,0.0,0.0,0,32,5,97,5,4,3,0,0,110,252,-142,nodo,TREVIGLIO,-1.0597014925373134,-2.0,2.0,3.1999999999999957
2026-01,REG,S01717,155,155.0,0.0,0.0,0.0,0,88,20,47,20,7,3,0,0,332,126,206,nodo,BRESCIA,1.3463463463463463,1.25,5.0,8.349999999999994
2026-01,REG,S01747,30,30.0,0.0,0.0,0.0,0,18,4,8,4,1,0,0,0,48,12,36,nodo,LAVENO MOMBELLO LAGO,1.2633928571428572,0.25,3.75,5.249999999999999
2026-01,REG,S01763,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,20,0,20,nodo,COMO CAMERLATA (FNM),20.0,20.0,20.0,20.0
2026-01,REG,S01765,38,38.0,0.0,0.0,0.0,0,28,5,5,5,0,0,0,0,65,6,59,nodo,COMO LAGO,1.5526315789473684,1.0,4.699999999999999,5.599999999999998
2026-01,REG,S01770,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,37,0,37,nodo,SELLERO,37.0,37.0,37.0,37.0
2026-01,REG,S01805,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,2,3,-1,nodo,BRESSANA BOTTARONE,-0.5,-0.5,-0.5,-0.5
2026-01,REG,S01807,27,27.0,0.0,0.0,0.0,0,16,4,7,4,0,0,0,0,50,14,36,nodo,VOGHERA,1.3241758241758241,1.0,4.750000000000001,5.749999999999998
2026-01,REG,S01810,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,3,-2,nodo,TORTONA,-1.0,-1.0,-1.0,-1.0
2026-01,REG,S01820,40,40.0,0.0,0.0,0.0,0,16,4,20,4,1,0,0,0,61,38,23,nodo,MILANO ROGOREDO,0.6177944862155388,-0.5,3.8999999999999986,6.0
2026-01,REG,S01822,60,60.0,0.0,0.0,0.0,0,28,14,18,14,4,1,0,0,133,34,99,nodo,MELEGNANO,1.65,0.25,6.050000000000001,8.699999999999989
2026-01,REG,S01824,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,21,0,21,nodo,TAVAZZANO,21.0,21.0,21.0,21.0
2026-01,REG,S01825,69,69.0,0.0,0.0,0.0,0,15,2,52,2,1,1,0,0,42,112,-70,nodo,LODI,-1.0247899159663865,-2.0,0.6500000000000004,3.024999999999997
2026-01,REG,S01828,17,17.0,0.0,0.0,0.0,0,5,1,11,1,0,0,0,0,9,28,-19,nodo,CODOGNO,-1.1666666666666667,-1.5,1.8000000000000003,2.3999999999999995
2026-01,REG,S01852,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,0,54,1,53,nodo,COLORNO,26.5,26.5,26.5,26.5
2026-01,REG,S01853,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,2,1,1,nodo,TORRILE S.POLO,0.5,0.5,0.5,0.5
