mese,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,nome_partenza,nome_arrivo
2026-01,REG,S04801,S04714,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,10,-10,-2.5,-2.5,-2.0,-2.0,SAVONA,RECCO
2026-01,REG,S04801,S04725,46,46,0,0,0,0,16,7,23,7,2,1,1,0,111,84,27,0.5869565217391305,-0.5,6.0,7.75,SAVONA,SESTRI LEVANTE
2026-01,REG,S04801,S06000,4,4,0,0,0,0,2,0,2,0,0,0,0,0,3,3,0,0.0,-0.5,2.1000000000000005,2.549999999999999,SAVONA,LA SPEZIA CENTRALE
2026-01,REG,S04805,S00606,12,12,0,0,0,0,2,0,10,0,0,0,0,0,3,16,-13,-1.0833333333333333,-1.0,-0.09999999999999964,1.3499999999999979,S.GIUSEPPE DI CAIRO,FOSSANO
2026-01,REG,S05000,S01326,34,34,0,0,0,0,18,12,4,12,7,4,0,0,202,4,198,5.823529411764706,3.5,17.899999999999995,21.349999999999998,PIACENZA,MILANO GRECO PIRELLI
2026-01,REG,S05000,S01640,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,6,3.0,3.0,3.8,3.9,PIACENZA,MILANO CERTOSA
2026-01,REG,S05000,S01645,12,12,0,0,0,0,4,6,2,6,4,3,0,0,96,6,90,7.5,6.0,18.8,20.799999999999997,PIACENZA,MILANO PORTA GARIBALDI
2026-01,REG,S05000,S01807,12,12,0,0,0,0,2,2,8,2,1,0,0,0,21,22,-1,-0.08333333333333333,-2.0,4.9,7.2499999999999964,PIACENZA,VOGHERA
2026-01,REG,S05000,S01945,1,1,0,0,0,0,0,1,0,1,1,1,1,0,30,0,30,30.0,30.0,30.0,30.0,PIACENZA,STRADELLA
2026-01,REG,S05000,S04702,2,2,0,0,0,0,1,1,0,1,1,0,0,0,13,0,13,6.5,6.5,9.3,9.65,PIACENZA,GENOVA BRIGNOLE
2026-01,REG,S05000,S05032,1,1,0,0,0,0,0,1,0,1,1,1,1,0,33,0,33,33.0,33.0,33.0,33.0,PIACENZA,MODENA
2026-01,REG,S05000,S05043,10,10,0,0,0,0,2,5,3,5,3,3,3,0,145,8,137,13.7,4.5,44.0,48.499999999999986,PIACENZA,BOLOGNA CENTRALE
2026-01,REG,S05000,S05071,2,2,0,0,0,0,0,1,1,1,1,0,0,0,14,2,12,6.0,6.0,12.4,13.2,PIACENZA,RIMINI
2026-01,REG,S05000,S07104,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,3,-1,-0.5,-0.5,1.5,1.7499999999999998,PIACENZA,PESARO
2026-01,REG,S05000,S07113,21,21,0,0,0,0,5,3,13,3,2,2,1,1,148,49,99,4.714285714285714,-2.0,8.0,28.0,PIACENZA,ANCONA
2026-01,REG,S05009,S01915,13,13,0,0,0,0,6,5,2,5,4,3,0,0,101,2,99,7.615384615384615,3.0,22.600000000000005,24.799999999999997,FIDENZA,CREMONA
2026-01,REG,S05009,S05090,38,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FIDENZA,SALSOMAGGIORE TERME
2026-01,REG,S05014,S01700,6,6,0,0,0,0,1,4,1,4,1,0,0,0,31,1,30,5.0,6.5,9.0,10.0,PARMA,MILANO CENTRALE
2026-01,REG,S05014,S01717,30,30,0,0,0,0,12,5,13,5,0,0,0,0,48,15,33,1.1,0.0,5.100000000000001,6.549999999999997,PARMA,BRESCIA
2026-01,REG,S05014,S01915,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,6,3.0,3.0,3.8,3.9,PARMA,CREMONA
2026-01,REG,S05014,S01919,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,PARMA,PIADENA
2026-01,REG,S05014,S02340,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,PARMA,SUZZARA
2026-01,REG,S05014,S04702,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,14,-14,-7.0,-7.0,-6.2,-6.1,PARMA,GENOVA BRIGNOLE
2026-01,REG,S05014,S05037,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,PARMA,CASTELFRANCO EMILIA
2026-01,REG,S05014,S05043,17,17,0,0,0,0,6,2,9,2,1,1,1,1,96,25,71,4.176470588235294,-1.0,4.800000000000001,20.39999999999995,PARMA,BOLOGNA CENTRALE
2026-01,REG,S05014,S05090,5,5,0,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0.4,0.0,1.2000000000000002,1.5999999999999996,PARMA,SALSOMAGGIORE TERME
2026-01,REG,S05014,S06000,26,26,0,0,0,0,16,9,1,9,0,0,0,0,101,1,100,3.8461538461538463,4.0,8.0,8.0,PARMA,LA SPEZIA CENTRALE
2026-01,REG,S05014,S06161,6,6,0,0,0,0,2,3,1,3,1,1,0,0,30,1,29,4.833333333333333,3.5,11.5,14.25,PARMA,BORGO VAL DI TARO
2026-01,REG,S05014,S06163,4,4,0,0,0,0,3,0,1,0,0,0,0,0,4,2,2,0.5,0.5,2.4000000000000004,2.6999999999999993,PARMA,PONTREMOLI
2026-01,REG,S05019,S05802,31,31,0,0,0,0,7,1,23,1,0,0,0,0,16,71,-55,-1.7741935483870968,-3.0,1.0,4.0,BOLOGNA ROVERI,PORTOMAGGIORE
2026-01,REG,S05023,S05194,17,17,0,0,0,0,11,1,5,1,1,1,0,0,25,8,17,1.0,0.0,1.4000000000000004,5.599999999999987,REGGIO EMILIA,SASSUOLO RADICI
2026-01,REG,S05023,S05921,21,21,0,0,0,0,14,4,3,4,2,1,0,0,61,6,55,2.619047619047619,2.0,6.0,11.0,REGGIO EMILIA,CIANO D\'ENZA
2026-01,REG,S05023,S05960,9,9,0,0,0,0,5,0,4,0,0,0,0,0,13,10,3,0.3333333333333333,0.0,3.2,3.5999999999999996,REGGIO EMILIA,GUASTALLA
2026-01,REG,S05023,S05984,1,1,0,0,0,0,0,1,0,1,1,1,1,0,33,0,33,33.0,33.0,33.0,33.0,REGGIO EMILIA,SCANDIANO
2026-01,REG,S05032,S01700,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MODENA,MILANO CENTRALE
2026-01,REG,S05032,S02336,30,30,0,0,0,0,12,7,11,7,0,0,0,0,59,21,38,1.2666666666666666,1.0,5.100000000000001,7.099999999999994,MODENA,MANTOVA
2026-01,REG,S05032,S02349,28,28,0,0,0,0,3,1,24,1,1,1,0,0,30,42,-12,-0.42857142857142855,-2.0,0.3000000000000007,1.6499999999999986,MODENA,CARPI
2026-01,REG,S05032,S05000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,MODENA,PIACENZA
2026-01,REG,S05032,S05043,34,34,0,0,0,0,14,3,17,3,3,0,0,0,46,39,7,0.20588235294117646,-0.5,3.0,10.349999999999998,MODENA,BOLOGNA CENTRALE
2026-01,REG,S05032,S05180,44,44,0,0,0,0,20,24,0,24,0,0,0,0,200,0,200,4.545454545454546,5.0,6.0,7.0,MODENA,SASSUOLO TERMINAL
2026-01,REG,S05037,S05014,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11,0,11,11.0,11.0,11.0,11.0,CASTELFRANCO EMILIA,PARMA
2026-01,REG,S05043,S01645,2,2,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,2.5,2.5,3.7,3.8499999999999996,BOLOGNA CENTRALE,MILANO PORTA GARIBALDI
2026-01,REG,S05043,S01700,18,18,0,0,0,0,5,9,4,9,5,3,2,1,240,5,235,13.055555555555555,4.5,20.90000000000001,44.84999999999986,BOLOGNA CENTRALE,MILANO CENTRALE
2026-01,REG,S05043,S01807,2,2,0,0,0,0,0,1,1,1,1,1,0,0,22,2,20,10.0,10.0,19.6,20.799999999999997,BOLOGNA CENTRALE,VOGHERA
2026-01,REG,S05043,S02001,8,8,0,0,0,0,0,1,7,1,0,0,0,0,9,32,-23,-2.875,-5.0,1.9999999999999982,5.499999999999995,BOLOGNA CENTRALE,BRENNERO
2026-01,REG,S05043,S02026,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.1,-2.05,BOLOGNA CENTRALE,BOLZANO
2026-01,REG,S05043,S02336,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.9,0.95,BOLOGNA CENTRALE,MANTOVA
2026-01,REG,S05043,S02430,14,14,0,0,0,0,6,0,8,0,0,0,0,0,14,21,-7,-0.5,-1.5,3.400000000000002,4.0,BOLOGNA CENTRALE,VERONA PORTA NUOVA
2026-01,REG,S05043,S02593,32,32,0,0,0,0,20,5,7,5,0,0,0,0,66,10,56,1.75,1.0,5.0,5.0,BOLOGNA CENTRALE,VENEZIA S.LUCIA
2026-01,REG,S05043,S05000,4,4,0,0,0,0,2,0,2,0,0,0,0,0,3,7,-4,-1.0,0.0,1.7000000000000002,1.8499999999999996,BOLOGNA CENTRALE,PIACENZA
2026-01,REG,S05043,S05014,15,15,0,0,0,0,9,3,3,3,2,1,0,0,51,6,45,3.0,2.0,10.399999999999997,14.299999999999999,BOLOGNA CENTRALE,PARMA
2026-01,REG,S05043,S05032,33,33,0,0,0,0,12,4,17,4,1,0,0,0,48,50,-2,-0.06060606060606061,-1.0,5.600000000000001,9.0,BOLOGNA CENTRALE,MODENA
2026-01,REG,S05043,S05041,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,BOLOGNA CENTRALE,LAVINO
2026-01,REG,S05043,S05053,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.1,-2.05,BOLOGNA CENTRALE,CASTEL S.PIETRO TERME
2026-01,REG,S05043,S05054,24,24,0,0,0,0,11,3,10,3,2,1,0,0,63,10,53,2.2083333333333335,0.5,4.699999999999999,11.799999999999983,BOLOGNA CENTRALE,IMOLA
2026-01,REG,S05043,S05058,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,BOLOGNA CENTRALE,FAENZA
2026-01,REG,S05043,S05071,33,33,0,0,0,0,5,3,25,3,1,1,0,0,39,79,-40,-1.2121212121212122,-2.0,3.8000000000000007,6.199999999999996,BOLOGNA CENTRALE,RIMINI
2026-01,REG,S05043,S05106,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,BOLOGNA CENTRALE,PIOPPE DI SALVARO
2026-01,REG,S05043,S05108,3,3,0,0,0,0,1,2,0,2,1,0,0,0,21,0,21,7.0,6.0,11.6,12.299999999999999,BOLOGNA CENTRALE,RIOLA
2026-01,REG,S05043,S05110,9,9,0,0,0,0,5,2,2,2,0,0,0,0,22,2,20,2.2222222222222223,2.0,5.800000000000001,7.399999999999999,BOLOGNA CENTRALE,PORRETTA TERME
2026-01,REG,S05043,S05131,3,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,-1,-0.3333333333333333,0.0,0.0,0.0,BOLOGNA CENTRALE,PIANORO
2026-01,REG,S05043,S05134,18,18,0,0,0,0,10,1,7,1,1,0,0,0,21,10,11,0.6111111111111112,0.0,3.3000000000000007,4.8999999999999915,BOLOGNA CENTRALE,S.BENEDETTO SAMBRO-CASTIGLIONE PEPOLI
2026-01,REG,S05043,S05308,42,42,0,0,0,0,8,0,34,0,0,0,0,0,10,149,-139,-3.3095238095238093,-4.0,1.0,1.0,BOLOGNA CENTRALE,POGGIO RUSCO
2026-01,REG,S05043,S05706,4,4,0,0,0,0,1,1,2,1,1,1,0,0,15,18,-3,-0.75,-3.5,10.500000000000004,12.749999999999995,BOLOGNA CENTRALE,ROVIGO
2026-01,REG,S05043,S05712,24,24,0,0,0,0,10,2,12,2,0,0,0,0,33,50,-17,-0.7083333333333334,-0.5,3.6999999999999993,7.3999999999999915,BOLOGNA CENTRALE,FERRARA
2026-01,REG,S05043,S05722,4,4,0,0,0,0,1,0,3,0,0,0,0,0,0,7,-7,-1.75,-2.0,-0.5999999999999996,-0.3000000000000007,BOLOGNA CENTRALE,S.PIETRO IN CASALE
2026-01,REG,S05043,S05811,16,16,0,0,0,0,5,2,9,2,1,1,0,0,25,28,-3,-0.1875,-1.0,3.5,7.5,BOLOGNA CENTRALE,RAVENNA
2026-01,REG,S05043,S05818,1,1,0,0,0,0,0,1,0,1,1,1,0,0,16,0,16,16.0,16.0,16.0,16.0,BOLOGNA CENTRALE,IGEA MARINA
2026-01,REG,S05043,S05975,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,BOLOGNA CENTRALE,BAZZANO (FER)
2026-01,REG,S05043,S06416,28,28,0,0,0,0,12,6,10,6,1,1,0,0,82,19,63,2.25,1.0,6.900000000000002,9.0,BOLOGNA CENTRALE,PRATO CENTRALE
2026-01,REG,S05043,S06421,4,4,0,0,0,0,3,0,1,0,0,0,0,0,7,2,5,1.25,1.5,3.4000000000000004,3.6999999999999993,BOLOGNA CENTRALE,FIRENZE SANTA MARIA NOVELLA
2026-01,REG,S05043,S06900,2,2,0,0,0,0,1,1,0,1,0,0,0,0,11,0,11,5.5,5.5,7.5,7.75,BOLOGNA CENTRALE,FIRENZE CAMPO MARTE
2026-01,REG,S05043,S07102,2,2,0,0,0,0,0,1,1,1,1,1,0,0,15,2,13,6.5,6.5,13.3,14.149999999999999,BOLOGNA CENTRALE,CATTOLICA S.GIOVANNI GABICCE
2026-01,REG,S05043,S07113,3,3,0,0,0,0,1,0,2,0,0,0,0,0,1,5,-4,-1.3333333333333333,-1.0,0.6000000000000001,0.7999999999999998,BOLOGNA CENTRALE,ANCONA
2026-01,REG,S05053,S05043,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,CASTEL S.PIETRO TERME,BOLOGNA CENTRALE
2026-01,REG,S05054,S05043,28,28,0,0,0,0,11,1,16,1,0,0,0,0,28,39,-11,-0.39285714285714285,-1.0,4.0,4.0,IMOLA,BOLOGNA CENTRALE
2026-01,REG,S05054,S05071,14,14,0,0,0,0,4,0,10,0,0,0,0,0,7,47,-40,-2.857142857142857,-3.0,1.700000000000001,2.6999999999999993,IMOLA,RIMINI
2026-01,REG,S05054,S05712,6,6,0,0,0,0,4,2,0,2,1,0,0,0,22,0,22,3.6666666666666665,3.0,7.5,8.75,IMOLA,FERRARA
2026-01,REG,S05054,S05722,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,1.0,1.0,2.6,2.8,IMOLA,S.PIETRO IN CASALE
2026-01,REG,S05056,S05811,4,4,0,0,0,0,4,0,0,0,0,0,0,0,8,0,8,2.0,1.5,3.4000000000000004,3.6999999999999993,CASTELBOLOGNESE-RIOLO TERME,RAVENNA
2026-01,REG,S05058,S05811,10,10,0,0,0,0,1,0,9,0,0,0,0,0,1,17,-16,-1.6,-2.0,-0.8000000000000007,0.09999999999999787,FAENZA,RAVENNA
2026-01,REG,S05058,S06421,6,6,0,0,0,0,4,1,1,1,0,0,0,0,19,1,18,3.0,3.5,5.0,5.5,FAENZA,FIRENZE SANTA MARIA NOVELLA
2026-01,REG,S05058,S06604,10,10,0,0,0,0,3,0,7,0,0,0,0,0,6,15,-9,-0.9,-1.0,2.0999999999999996,2.549999999999999,FAENZA,BORGO S.LORENZO
2026-01,REG,S05071,S01645,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1,0.5,0.5,2.5,2.75,RIMINI,MILANO PORTA GARIBALDI
2026-01,REG,S05071,S01700,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,RIMINI,MILANO CENTRALE
2026-01,REG,S05071,S05000,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,18,-18,-4.5,-4.5,-1.2999999999999998,-1.1500000000000004,RIMINI,PIACENZA
2026-01,REG,S05071,S05014,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.9,0.95,RIMINI,PARMA
2026-01,REG,S05071,S05043,36,36,0,0,0,0,11,10,15,10,6,3,1,0,144,40,104,2.888888888888889,1.0,10.0,16.5,RIMINI,BOLOGNA CENTRALE
2026-01,REG,S05071,S05054,12,12,0,0,0,0,9,1,2,1,0,0,0,0,23,11,12,1.0,1.0,4.0,4.899999999999999,RIMINI,IMOLA
2026-01,REG,S05071,S05722,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,6,-6,-3.0,-3.0,-3.0,-3.0,RIMINI,S.PIETRO IN CASALE
2026-01,REG,S05071,S05811,8,8,0,0,0,0,6,1,1,1,1,0,0,0,27,1,26,3.25,2.5,6.399999999999999,9.199999999999996,RIMINI,RAVENNA
2026-01,REG,S05071,S07113,14,14,0,0,0,0,4,3,7,3,0,0,0,0,26,8,18,1.2857142857142858,0.0,5.700000000000001,6.699999999999999,RIMINI,ANCONA
2026-01,REG,S05071,S07513,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,12,-12,-6.0,-6.0,-4.4,-4.2,RIMINI,S.BENEDETTO DEL TRONTO
2026-01,REG,S05090,S05009,38,38,0,0,0,0,7,0,31,0,0,0,0,0,3,40,-37,-0.9736842105263158,-1.0,0.0,1.0,SALSOMAGGIORE TERME,FIDENZA
2026-01,REG,S05090,S05014,6,6,0,0,0,0,6,0,0,0,0,0,0,0,20,0,20,3.3333333333333335,3.5,4.0,4.0,SALSOMAGGIORE TERME,PARMA
2026-01,REG,S05105,S05043,1,1,0,0,0,0,0,1,0,1,1,1,1,0,35,0,35,35.0,35.0,35.0,35.0,MARZABOTTO,BOLOGNA CENTRALE
2026-01,REG,S05105,S05131,16,16,0,0,0,0,8,0,8,0,0,0,0,0,9,12,-3,-0.1875,-0.5,1.5,2.5,MARZABOTTO,PIANORO
2026-01,REG,S05106,S05130,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,PIOPPE DI SALVARO,BOLOGNA S.RUFFILLO
2026-01,REG,S05108,S05043,1,1,0,0,0,0,0,1,0,1,1,1,0,0,16,0,16,16.0,16.0,16.0,16.0,RIOLA,BOLOGNA CENTRALE
2026-01,REG,S05108,S05130,1,1,0,0,0,0,0,1,0,1,1,1,0,0,27,0,27,27.0,27.0,27.0,27.0,RIOLA,BOLOGNA S.RUFFILLO
2026-01,REG,S05108,S05131,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,RIOLA,PIANORO
2026-01,REG,S05110,S05043,2,2,0,0,0,0,0,2,0,2,0,0,0,0,11,0,11,5.5,5.5,5.9,5.95,PORRETTA TERME,BOLOGNA CENTRALE
2026-01,REG,S05110,S05130,1,1,0,0,0,0,0,1,0,1,1,0,0,0,13,0,13,13.0,13.0,13.0,13.0,PORRETTA TERME,BOLOGNA S.RUFFILLO
2026-01,REG,S05110,S05131,36,36,0,0,0,0,18,3,15,3,1,1,0,0,45,20,25,0.6944444444444444,0.0,3.0,6.0,PORRETTA TERME,PIANORO
2026-01,REG,S05110,S06414,12,12,0,0,0,0,3,0,9,0,0,0,0,0,5,24,-19,-1.5833333333333333,-2.0,0.9000000000000004,2.349999999999998,PORRETTA TERME,PISTOIA
2026-01,REG,S05130,S05043,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,BOLOGNA S.RUFFILLO,BOLOGNA CENTRALE
2026-01,REG,S05130,S05105,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,BOLOGNA S.RUFFILLO,MARZABOTTO
2026-01,REG,S05130,S05110,1,1,0,0,0,0,0,1,0,1,1,1,0,0,28,0,28,28.0,28.0,28.0,28.0,BOLOGNA S.RUFFILLO,PORRETTA TERME
2026-01,REG,S05131,S05043,10,10,0,0,0,0,2,1,7,1,1,0,0,0,15,21,-6,-0.6,-2.0,3.099999999999996,8.049999999999988,PIANORO,BOLOGNA CENTRALE
2026-01,REG,S05131,S05105,14,14,0,0,0,0,11,2,1,2,0,0,0,0,35,2,33,2.357142857142857,2.5,4.700000000000001,5.0,PIANORO,MARZABOTTO
2026-01,REG,S05131,S05110,30,30,0,0,0,0,12,10,8,10,3,1,0,0,117,16,101,3.3666666666666667,2.5,7.300000000000004,10.549999999999997,PIANORO,PORRETTA TERME
2026-01,REG,S05134,S05043,20,20,0,0,0,0,1,0,19,0,0,0,0,0,1,76,-75,-3.75,-4.5,-2.0,-1.8499999999999979,S.BENEDETTO SAMBRO-CASTIGLIONE PEPOLI,BOLOGNA CENTRALE
2026-01,REG,S05135,S06900,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,1.0,1.0,2.6,2.8,VERNIO MONTEPIANO CANTAGALLO,FIRENZE CAMPO MARTE
2026-01,REG,S05135,S06915,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,VERNIO MONTEPIANO CANTAGALLO,AREZZO
2026-01,REG,S05161,S02340,4,4,0,0,0,0,3,1,0,1,1,1,0,0,23,0,23,5.75,3.0,12.400000000000002,14.199999999999996,SERMIDE,SUZZARA
2026-01,REG,S05161,S05712,6,6,0,0,0,0,2,0,4,0,0,0,0,0,2,5,-3,-0.5,-1.0,1.0,1.5,SERMIDE,FERRARA
2026-01,REG,S05180,S05032,44,44,0,0,0,0,30,11,3,11,0,0,0,0,126,4,122,2.772727272727273,3.0,5.0,5.850000000000001,SASSUOLO TERMINAL,MODENA
2026-01,REG,S05192,S05960,14,14,0,0,0,0,12,2,0,2,0,0,0,0,27,0,27,1.9285714285714286,2.0,4.700000000000001,5.35,REGGIO S.LAZZARO,GUASTALLA
2026-01,REG,S05194,S05023,16,16,0,0,0,0,9,1,6,1,0,0,0,0,12,6,6,0.375,0.0,2.0,3.5,SASSUOLO RADICI,REGGIO EMILIA
2026-01,REG,S05194,S05984,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,SASSUOLO RADICI,SCANDIANO
2026-01,REG,S05308,S05043,42,42,0,0,0,0,12,7,23,7,1,0,0,0,85,63,22,0.5238095238095238,-1.0,6.799999999999997,8.0,POGGIO RUSCO,BOLOGNA CENTRALE
2026-01,REG,S05308,S05161,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.9,0.95,POGGIO RUSCO,SERMIDE
2026-01,REG,S05420,S02589,2,2,0,0,0,0,1,1,0,1,1,1,0,0,26,0,26,13.0,13.0,21.8,22.9,ADRIA,VENEZIA MESTRE
2026-01,REG,S05420,S02593,12,12,0,0,0,0,7,4,1,4,0,0,0,0,35,1,34,2.8333333333333335,2.0,6.9,7.0,ADRIA,VENEZIA S.LUCIA
2026-01,REG,S05703,S02336,14,14,0,0,0,0,7,1,6,1,0,0,0,0,17,8,9,0.6428571428571429,0.0,3.0,3.6999999999999993,MONSELICE,MANTOVA
2026-01,REG,S05703,S02366,6,6,0,0,0,0,6,0,0,0,0,0,0,0,14,0,14,2.3333333333333335,2.0,3.5,3.75,MONSELICE,LEGNAGO
2026-01,REG,S05706,S02366,2,2,0,0,0,0,0,1,1,1,0,0,0,0,8,1,7,3.5,3.5,7.1000000000000005,7.55,ROVIGO,LEGNAGO
2026-01,REG,S05706,S02430,26,26,0,0,0,0,14,2,10,2,0,0,0,0,47,28,19,0.7307692307692307,1.5,4.0,6.25,ROVIGO,VERONA PORTA NUOVA
2026-01,REG,S05706,S02593,16,16,0,0,0,0,13,1,2,1,0,0,0,0,29,2,27,1.6875,1.5,4.0,4.25,ROVIGO,VENEZIA S.LUCIA
2026-01,REG,S05706,S05043,3,3,0,0,0,0,0,2,1,2,1,1,0,0,31,8,23,7.666666666666667,5.0,21.8,23.9,ROVIGO,BOLOGNA CENTRALE
2026-01,REG,S05706,S05712,2,2,0,0,0,0,1,1,0,1,0,0,0,0,5,0,5,2.5,2.5,4.5,4.75,ROVIGO,FERRARA
2026-01,REG,S05712,S02340,8,8,0,0,0,0,5,0,3,0,0,0,0,0,6,6,0,0.0,0.0,2.3,2.6499999999999995,FERRARA,SUZZARA
2026-01,REG,S05712,S02593,8,8,0,0,0,0,7,0,1,0,0,0,0,0,10,1,9,1.125,1.0,2.3,2.6499999999999995,FERRARA,VENEZIA S.LUCIA
2026-01,REG,S05712,S05043,23,23,0,0,0,0,1,3,19,3,1,0,0,0,25,70,-45,-1.9565217391304348,-2.0,5.800000000000004,7.0,FERRARA,BOLOGNA CENTRALE
2026-01,REG,S05712,S05054,6,6,0,0,0,0,2,2,2,2,1,0,0,0,24,4,20,3.3333333333333335,3.0,9.0,11.0,FERRARA,IMOLA
2026-01,REG,S05712,S05071,2,2,0,0,0,0,0,1,1,1,1,1,1,1,68,12,56,28.0,28.0,60.0,64.0,FERRARA,RIMINI
2026-01,REG,S05712,S05161,6,6,0,0,0,0,4,2,0,2,1,0,0,0,30,0,30,5.0,4.0,9.0,10.0,FERRARA,SERMIDE
2026-01,REG,S05712,S05308,2,2,0,0,0,0,1,1,0,1,0,0,0,0,7,0,7,3.5,3.5,5.5,5.75,FERRARA,POGGIO RUSCO
2026-01,REG,S05712,S05799,17,17,0,0,0,0,11,6,0,6,1,0,0,0,69,0,69,4.0588235294117645,3.0,8.0,8.799999999999997,FERRARA,CODIGORO
2026-01,REG,S05712,S05808,1,1,0,0,0,0,0,1,0,1,1,1,1,0,42,0,42,42.0,42.0,42.0,42.0,FERRARA,ALFONSINE
2026-01,REG,S05712,S05811,25,25,0,0,0,0,13,4,8,4,3,3,0,0,95,20,75,3.0,1.0,11.400000000000013,21.399999999999977,FERRARA,RAVENNA
2026-01,REG,S05722,S05043,6,6,0,0,0,0,3,1,2,1,1,0,0,0,12,10,2,0.3333333333333333,0.5,5.5,7.75,S.PIETRO IN CASALE,BOLOGNA CENTRALE
2026-01,REG,S05722,S05054,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.9,0.95,S.PIETRO IN CASALE,IMOLA
2026-01,REG,S05799,S05712,17,17,0,0,0,0,15,2,0,2,1,0,0,0,46,0,46,2.7058823529411766,2.0,5.200000000000001,7.9999999999999964,CODIGORO,FERRARA
2026-01,REG,S05802,S05019,32,32,0,0,0,0,25,6,1,6,0,0,0,0,103,1,102,3.1875,3.0,5.0,6.0,PORTOMAGGIORE,BOLOGNA ROVERI
2026-01,REG,S05808,S05712,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,ALFONSINE,FERRARA
2026-01,REG,S05811,S01807,1,1,0,0,0,0,0,1,0,1,1,1,1,1,185,0,185,185.0,185.0,185.0,185.0,RAVENNA,VOGHERA
2026-01,REG,S05811,S04702,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,RAVENNA,GENOVA BRIGNOLE
2026-01,REG,S05811,S05043,13,13,0,0,0,0,6,0,7,0,0,0,0,0,11,32,-21,-1.6153846153846154,-1.0,2.0,2.3999999999999986,RAVENNA,BOLOGNA CENTRALE
2026-01,REG,S05811,S05056,4,4,0,0,0,0,3,0,1,0,0,0,0,0,3,1,2,0.5,0.5,1.7000000000000002,1.8499999999999996,RAVENNA,CASTELBOLOGNESE-RIOLO TERME
