mese,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot,ruolo,nome_stazione
2024-07,EN,,52,52,0,0,0,0,5,40,7,40,32,26,16,9,1590.0,20.0,1570.0,30.192307692307693,15.0,68.6,107.9,0,arrivo,PIOLTELLO LIMITO
2024-07,EN,,52,52,0,0,0,0,5,40,7,40,32,26,16,9,1590.0,20.0,1570.0,30.192307692307693,15.0,68.6,107.9,0,partenza,NOVARA
2024-07,EXP,,22,22,0,0,0,0,2,9,11,9,7,5,4,1,243.0,160.0,83.0,3.772727272727273,-0.5,32.800000000000004,47.24999999999999,0,arrivo,PIOLTELLO LIMITO
2024-07,EXP,,22,22,0,0,0,0,2,9,11,9,7,5,4,1,243.0,160.0,83.0,3.772727272727273,-0.5,32.800000000000004,47.24999999999999,0,partenza,NOVARA
2024-07,IC,,2914,2914,0,0,0,0,637,1654,604,1654,1178,893,483,175,49119.0,2761.0,46358.0,16.01312607944732,6.0,46.0,64.0,0,arrivo,PIOLTELLO LIMITO
2024-07,IC,,2914,2914,0,0,0,0,637,1654,604,1654,1178,893,483,175,49119.0,2761.0,46358.0,16.01312607944732,6.0,46.0,64.0,0,partenza,NOVARA
2024-07,ICN,,384,384,0,0,0,0,90,173,121,173,123,87,53,24,5434.0,692.0,4742.0,12.348958333333334,3.0,43.0,67.84999999999997,0,arrivo,PIOLTELLO LIMITO
2024-07,ICN,,384,384,0,0,0,0,90,173,121,173,123,87,53,24,5434.0,692.0,4742.0,12.348958333333334,3.0,43.0,67.84999999999997,0,partenza,NOVARA
2024-07,IR,,7,7,0,0,0,0,2,5,0,5,5,3,2,1,180.0,0.0,180.0,25.714285714285715,12.0,60.40000000000002,74.19999999999996,0,arrivo,PIOLTELLO LIMITO
2024-07,IR,,7,7,0,0,0,0,2,5,0,5,5,3,2,1,180.0,0.0,180.0,25.714285714285715,12.0,60.40000000000002,74.19999999999996,0,partenza,NOVARA
2024-07,MET,,7565,7565,0,0,0,0,3104,415,3856,415,152,86,33,9,9267.0,8260.0,1007.0,0.1365423728813559,-1.0,3.0,5.0,0,arrivo,PIOLTELLO LIMITO
2024-07,MET,,7565,7565,0,0,0,0,3104,415,3856,415,152,86,33,9,9267.0,8260.0,1007.0,0.1365423728813559,-1.0,3.0,5.0,0,partenza,NOVARA
2024-07,NCL,,11,11,0,0,0,0,1,7,3,7,5,4,4,2,269.0,193.0,76.0,6.909090909090909,5.0,62.0,77.0,0,arrivo,PIOLTELLO LIMITO
2024-07,NCL,,11,11,0,0,0,0,1,7,3,7,5,4,4,2,269.0,193.0,76.0,6.909090909090909,5.0,62.0,77.0,0,partenza,NOVARA
2024-07,REG,,217105,217105,0,0,0,0,93699,39232,81540,39232,16530,9464,2919,521,657127.0,205845.0,451282.0,2.1041632668286154,1.0,8.0,13.0,0,arrivo,PIOLTELLO LIMITO
2024-07,REG,,217105,217105,0,0,0,0,93699,39232,81540,39232,16530,9464,2919,521,657127.0,205845.0,451282.0,2.1041632668286154,1.0,8.0,13.0,0,partenza,NOVARA
2024-07,,,7833,7833,0,0,0,0,1807,4504,1492,4504,3183,2442,1213,420,121984.0,6551.0,115433.0,14.793412789952582,6.0,41.0,63.0,0,arrivo,PIOLTELLO LIMITO
2024-07,,,7833,7833,0,0,0,0,1807,4504,1492,4504,3183,2442,1213,420,121984.0,6551.0,115433.0,14.793412789952582,6.0,41.0,63.0,0,partenza,NOVARA
2024-08,DIR,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,arrivo,PIOLTELLO LIMITO
2024-08,DIR,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,partenza,NOVARA
2024-08,EC,,587,587,0,0,0,0,135,260,188,260,172,123,61,18,5991.0,667.0,5324.0,9.132075471698114,3.0,31.0,42.0,0,arrivo,PIOLTELLO LIMITO
2024-08,EC,,587,587,0,0,0,0,135,260,188,260,172,123,61,18,5991.0,667.0,5324.0,9.132075471698114,3.0,31.0,42.0,0,partenza,NOVARA
2024-08,EN,,51,51,0,0,0,0,10,37,4,37,29,27,21,9,1830.0,9.0,1821.0,35.705882352941174,17.0,81.0,110.5,0,arrivo,PIOLTELLO LIMITO
2024-08,EN,,51,51,0,0,0,0,10,37,4,37,29,27,21,9,1830.0,9.0,1821.0,35.705882352941174,17.0,81.0,110.5,0,partenza,NOVARA
2024-08,EXP,,51,51,0,0,0,0,10,22,19,22,11,6,3,1,458.0,167.0,291.0,5.705882352941177,3.0,18.0,27.5,0,arrivo,PIOLTELLO LIMITO
2024-08,EXP,,51,51,0,0,0,0,10,22,19,22,11,6,3,1,458.0,167.0,291.0,5.705882352941177,3.0,18.0,27.5,0,partenza,NOVARA
2024-08,IC,,3096,3096,0,0,0,0,706,1458,925,1458,1029,756,380,161,41580.0,4724.0,36856.0,11.931369375202332,4.0,37.0,61.0,0,arrivo,PIOLTELLO LIMITO
2024-08,IC,,3096,3096,0,0,0,0,706,1458,925,1458,1029,756,380,161,41580.0,4724.0,36856.0,11.931369375202332,4.0,37.0,61.0,0,partenza,NOVARA
2024-08,ICN,,453,453,0,0,0,0,109,144,200,144,97,74,35,12,3675.0,1423.0,2252.0,4.97130242825607,0.0,25.0,45.0,0,arrivo,PIOLTELLO LIMITO
2024-08,ICN,,453,453,0,0,0,0,109,144,200,144,97,74,35,12,3675.0,1423.0,2252.0,4.97130242825607,0.0,25.0,45.0,0,partenza,NOVARA
2024-08,IR,,10,10,0,0,0,0,1,7,2,7,5,4,2,2,226.0,5.0,221.0,22.1,10.5,67.5,74.24999999999999,0,arrivo,PIOLTELLO LIMITO
2024-08,IR,,10,10,0,0,0,0,1,7,2,7,5,4,2,2,226.0,5.0,221.0,22.1,10.5,67.5,74.24999999999999,0,partenza,NOVARA
2024-08,MET,,7774,7774,0,0,0,0,3189,291,4228,291,98,50,16,1,7000.0,9682.0,-2682.0,-0.3479501816294759,-1.0,2.0,4.0,0,arrivo,PIOLTELLO LIMITO
2024-08,MET,,7774,7774,0,0,0,0,3189,291,4228,291,98,50,16,1,7000.0,9682.0,-2682.0,-0.3479501816294759,-1.0,2.0,4.0,0,partenza,NOVARA
2024-08,NCL,,16,16,0,0,0,0,0,10,6,10,9,8,7,6,693.0,159.0,534.0,33.375,17.0,97.5,128.5,0,arrivo,PIOLTELLO LIMITO
2024-08,NCL,,16,16,0,0,0,0,0,10,6,10,9,8,7,6,693.0,159.0,534.0,33.375,17.0,97.5,128.5,0,partenza,NOVARA
2024-08,REG,,199347,199347,0,0,0,0,86543,26273,85884,26273,10570,6164,2025,432,470765.0,221850.0,248915.0,1.2527176648213387,0.0,6.0,10.0,0,arrivo,PIOLTELLO LIMITO
2024-08,REG,,199347,199347,0,0,0,0,86543,26273,85884,26273,10570,6164,2025,432,470765.0,221850.0,248915.0,1.2527176648213387,0.0,6.0,10.0,0,partenza,NOVARA
2024-08,,,7019,7019,0,0,0,0,1881,2951,2180,2951,1914,1340,622,196,69679.0,11125.0,58554.0,8.350541928123217,3.0,27.0,45.0,0,arrivo,PIOLTELLO LIMITO
2024-08,,,7019,7019,0,0,0,0,1881,2951,2180,2951,1914,1340,622,196,69679.0,11125.0,58554.0,8.350541928123217,3.0,27.0,45.0,0,partenza,NOVARA
2024-09,EC,,834,834,0,0,0,0,150,437,238,437,335,249,111,38,11275.0,890.0,10385.0,12.587878787878788,6.0,37.0,54.59999999999991,0,arrivo,PIOLTELLO LIMITO
2024-09,EC,,834,834,0,0,0,0,150,437,238,437,335,249,111,38,11275.0,890.0,10385.0,12.587878787878788,6.0,37.0,54.59999999999991,0,partenza,NOVARA
2024-09,EN,,71,71,0,0,0,0,6,52,13,52,37,29,19,10,2140.0,112.0,2028.0,28.56338028169014,10.0,103.0,154.5,0,arrivo,PIOLTELLO LIMITO
2024-09,EN,,71,71,0,0,0,0,6,52,13,52,37,29,19,10,2140.0,112.0,2028.0,28.56338028169014,10.0,103.0,154.5,0,partenza,NOVARA
2024-09,EXP,,31,31,0,0,0,0,10,14,7,14,11,8,4,2,491.0,76.0,415.0,13.387096774193548,4.0,47.0,64.0,0,arrivo,PIOLTELLO LIMITO
2024-09,EXP,,31,31,0,0,0,0,10,14,7,14,11,8,4,2,491.0,76.0,415.0,13.387096774193548,4.0,47.0,64.0,0,partenza,NOVARA
2024-09,IC,,2927,2927,0,0,0,0,731,1389,801,1389,933,654,315,97,33730.0,4387.0,29343.0,10.04553235193427,4.0,31.0,50.0,0,arrivo,PIOLTELLO LIMITO
2024-09,IC,,2927,2927,0,0,0,0,731,1389,801,1389,933,654,315,97,33730.0,4387.0,29343.0,10.04553235193427,4.0,31.0,50.0,0,partenza,NOVARA
2024-09,ICN,,410,410,0,0,0,0,95,138,177,138,101,75,46,22,4447.0,1073.0,3374.0,8.229268292682926,1.0,34.10000000000002,64.0,0,arrivo,PIOLTELLO LIMITO
2024-09,ICN,,410,410,0,0,0,0,95,138,177,138,101,75,46,22,4447.0,1073.0,3374.0,8.229268292682926,1.0,34.10000000000002,64.0,0,partenza,NOVARA
2024-09,IR,,8,8,0,0,0,0,2,6,0,6,6,6,2,1,202.0,0.0,202.0,25.25,20.5,51.39999999999999,61.19999999999999,0,arrivo,PIOLTELLO LIMITO
2024-09,IR,,8,8,0,0,0,0,2,6,0,6,6,6,2,1,202.0,0.0,202.0,25.25,20.5,51.39999999999999,61.19999999999999,0,partenza,NOVARA
2024-09,MET,,6511,6511,0,0,0,0,2963,392,3061,392,114,55,14,3,7651.0,6737.0,914.0,0.1424563591022443,0.0,3.0,5.0,0,arrivo,PIOLTELLO LIMITO
2024-09,MET,,6511,6511,0,0,0,0,2963,392,3061,392,114,55,14,3,7651.0,6737.0,914.0,0.1424563591022443,0.0,3.0,5.0,0,partenza,NOVARA
2024-09,NCL,,17,17,0,0,0,0,0,8,8,8,8,8,8,8,1149.0,294.0,855.0,53.4375,35.5,185.0,204.5,0,arrivo,PIOLTELLO LIMITO
2024-09,NCL,,17,17,0,0,0,0,0,8,8,8,8,8,8,8,1149.0,294.0,855.0,53.4375,35.5,185.0,204.5,0,partenza,NOVARA
2024-09,REG,,215735,215735,0,0,0,0,93815,42170,77074,42170,17121,9936,3227,730,703672.0,194728.0,508944.0,2.388746779061199,1.0,8.0,14.0,0,arrivo,PIOLTELLO LIMITO
2024-09,REG,,215735,215735,0,0,0,0,93815,42170,77074,42170,17121,9936,3227,730,703672.0,194728.0,508944.0,2.388746779061199,1.0,8.0,14.0,0,partenza,NOVARA
2024-09,,,7626,7626,0,0,0,0,1958,4139,1511,4139,2779,1988,914,277,96498.0,5567.0,90931.0,11.95202418506835,6.0,34.0,51.0,0,arrivo,PIOLTELLO LIMITO
2024-09,,,7626,7626,0,0,0,0,1958,4139,1511,4139,2779,1988,914,277,96498.0,5567.0,90931.0,11.95202418506835,6.0,34.0,51.0,0,partenza,NOVARA
2024-10,DIR,,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11.0,0.0,11.0,11.0,11.0,11.0,11.0,0,arrivo,PIOLTELLO LIMITO
2024-10,DIR,,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11.0,0.0,11.0,11.0,11.0,11.0,11.0,0,partenza,NOVARA
2024-10,EC,,995,995,0,0,0,0,174,502,314,502,359,254,117,40,12532.0,1290.0,11242.0,11.355555555555556,5.0,35.0,50.09999999999991,0,arrivo,PIOLTELLO LIMITO
2024-10,EC,,995,995,0,0,0,0,174,502,314,502,359,254,117,40,12532.0,1290.0,11242.0,11.355555555555556,5.0,35.0,50.09999999999991,0,partenza,NOVARA
2024-10,EN,,101,101,0,0,0,0,16,63,22,63,56,47,23,17,4041.0,207.0,3834.0,37.96039603960397,13.0,130.0,207.0,0,arrivo,PIOLTELLO LIMITO
2024-10,EN,,101,101,0,0,0,0,16,63,22,63,56,47,23,17,4041.0,207.0,3834.0,37.96039603960397,13.0,130.0,207.0,0,partenza,NOVARA
2024-10,EXP,,29,29,0,0,0,0,9,15,5,15,10,10,6,5,559.0,67.0,492.0,16.96551724137931,5.0,70.6,75.39999999999999,0,arrivo,PIOLTELLO LIMITO
2024-10,EXP,,29,29,0,0,0,0,9,15,5,15,10,10,6,5,559.0,67.0,492.0,16.96551724137931,5.0,70.6,75.39999999999999,0,partenza,NOVARA
2024-10,IC,,2974,2974,0,0,0,0,757,1433,767,1433,932,633,281,114,33745.0,3855.0,29890.0,10.108217788298951,4.0,28.0,49.0,0,arrivo,PIOLTELLO LIMITO
2024-10,IC,,2974,2974,0,0,0,0,757,1433,767,1433,932,633,281,114,33745.0,3855.0,29890.0,10.108217788298951,4.0,28.0,49.0,0,partenza,NOVARA
2024-10,ICN,,411,411,0,0,0,0,88,105,218,105,78,57,39,18,3538.0,1708.0,1830.0,4.452554744525547,-1.0,28.0,53.0,0,arrivo,PIOLTELLO LIMITO
2024-10,ICN,,411,411,0,0,0,0,88,105,218,105,78,57,39,18,3538.0,1708.0,1830.0,4.452554744525547,-1.0,28.0,53.0,0,partenza,NOVARA
2024-10,IR,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0,arrivo,PIOLTELLO LIMITO
2024-10,IR,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0,partenza,NOVARA
2024-10,MET,,6788,6788,0,0,0,0,3035,550,3074,550,207,115,31,6,10802.0,6349.0,4453.0,0.668719026880913,0.0,4.0,7.0,0,arrivo,PIOLTELLO LIMITO
2024-10,MET,,6788,6788,0,0,0,0,3035,550,3074,550,207,115,31,6,10802.0,6349.0,4453.0,0.668719026880913,0.0,4.0,7.0,0,partenza,NOVARA
2024-10,NCL,,9,9,0,0,0,0,2,2,5,2,2,1,1,0,47.0,166.0,-119.0,-13.22222222222222,-13.0,15.600000000000003,24.79999999999999,0,arrivo,PIOLTELLO LIMITO
2024-10,NCL,,9,9,0,0,0,0,2,2,5,2,2,1,1,0,47.0,166.0,-119.0,-13.22222222222222,-13.0,15.600000000000003,24.79999999999999,0,partenza,NOVARA
2024-10,REG,,230693,230693,0,0,0,0,101258,47657,78958,47657,18002,10060,3253,732,772248.0,200816.0,571432.0,2.507677522128554,1.0,8.0,13.0,0,arrivo,PIOLTELLO LIMITO
2024-10,REG,,230693,230693,0,0,0,0,101258,47657,78958,47657,18002,10060,3253,732,772248.0,200816.0,571432.0,2.507677522128554,1.0,8.0,13.0,0,partenza,NOVARA
2024-10,,,7726,7726,0,0,0,0,2003,4186,1519,4186,2782,2001,935,305,101049.0,5318.0,95731.0,12.41969382459782,5.0,34.0,52.0,0,arrivo,PIOLTELLO LIMITO
2024-10,,,7726,7726,0,0,0,0,2003,4186,1519,4186,2782,2001,935,305,101049.0,5318.0,95731.0,12.41969382459782,5.0,34.0,52.0,0,partenza,NOVARA
2024-11,DIR,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0,arrivo,PIOLTELLO LIMITO
2024-11,DIR,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0,partenza,NOVARA
2024-11,EC,,900,900,0,0,0,0,169,437,286,437,320,224,98,24,10308.0,1140.0,9168.0,10.278026905829597,4.0,32.89999999999998,45.0,0,arrivo,PIOLTELLO LIMITO
2024-11,EC,,900,900,0,0,0,0,169,437,286,437,320,224,98,24,10308.0,1140.0,9168.0,10.278026905829597,4.0,32.89999999999998,45.0,0,partenza,NOVARA
2024-11,EN,,100,100,0,0,0,0,14,53,33,53,40,34,16,11,1970.0,378.0,1592.0,15.92,6.0,61.300000000000026,82.49999999999997,0,arrivo,PIOLTELLO LIMITO
2024-11,EN,,100,100,0,0,0,0,14,53,33,53,40,34,16,11,1970.0,378.0,1592.0,15.92,6.0,61.300000000000026,82.49999999999997,0,partenza,NOVARA
2024-11,EXP,,26,26,0,0,0,0,10,10,6,10,3,3,2,1,345.0,35.0,310.0,11.923076923076923,3.0,12.0,40.5,0,arrivo,PIOLTELLO LIMITO
2024-11,EXP,,26,26,0,0,0,0,10,10,6,10,3,3,2,1,345.0,35.0,310.0,11.923076923076923,3.0,12.0,40.5,0,partenza,NOVARA
2024-11,IC,,2918,2918,0,0,0,0,698,1232,972,1232,836,578,287,103,31130.0,5278.0,25852.0,8.908339076498967,3.0,29.0,49.0,0,arrivo,PIOLTELLO LIMITO
2024-11,IC,,2918,2918,0,0,0,0,698,1232,972,1232,836,578,287,103,31130.0,5278.0,25852.0,8.908339076498967,3.0,29.0,49.0,0,partenza,NOVARA
2024-11,ICN,,386,386,0,0,0,0,71,102,213,102,63,48,30,16,2877.0,1935.0,942.0,2.4404145077720205,-2.0,21.5,47.0,0,arrivo,PIOLTELLO LIMITO
2024-11,ICN,,386,386,0,0,0,0,71,102,213,102,63,48,30,16,2877.0,1935.0,942.0,2.4404145077720205,-2.0,21.5,47.0,0,partenza,NOVARA
2024-11,IR,,14,14,0,0,0,0,0,13,1,13,10,7,5,2,494.0,4.0,490.0,35.0,12.5,100.00000000000006,125.0,0,arrivo,PIOLTELLO LIMITO
2024-11,IR,,14,14,0,0,0,0,0,13,1,13,10,7,5,2,494.0,4.0,490.0,35.0,12.5,100.00000000000006,125.0,0,partenza,NOVARA
2024-11,MET,,6466,6466,0,0,0,0,2885,571,2816,571,207,105,20,2,10019.0,5791.0,4228.0,0.6741071428571429,0.0,4.0,7.0,0,arrivo,PIOLTELLO LIMITO
2024-11,MET,,6466,6466,0,0,0,0,2885,571,2816,571,207,105,20,2,10019.0,5791.0,4228.0,0.6741071428571429,0.0,4.0,7.0,0,partenza,NOVARA
2024-11,NCL,,10,10,0,0,0,0,0,3,5,3,3,2,2,2,168.0,136.0,32.0,4.0,-4.5,76.1,78.55,0,arrivo,PIOLTELLO LIMITO
2024-11,NCL,,10,10,0,0,0,0,0,3,5,3,3,2,2,2,168.0,136.0,32.0,4.0,-4.5,76.1,78.55,0,partenza,NOVARA
2024-11,REG,,216597,216597,0,0,0,0,92773,40987,78451,40987,15984,9277,3126,707,682672.0,207244.0,475428.0,2.240355118254944,1.0,8.0,13.0,0,arrivo,PIOLTELLO LIMITO
2024-11,REG,,216597,216597,0,0,0,0,92773,40987,78451,40987,15984,9277,3126,707,682672.0,207244.0,475428.0,2.240355118254944,1.0,8.0,13.0,0,partenza,NOVARA
2024-11,,,7304,7304,0,0,0,0,1923,3500,1842,3500,2272,1623,794,252,84447.0,7193.0,77254.0,10.63372333103923,4.0,31.0,50.0,0,arrivo,PIOLTELLO LIMITO
2024-11,,,7304,7304,0,0,0,0,1923,3500,1842,3500,2272,1623,794,252,84447.0,7193.0,77254.0,10.63372333103923,4.0,31.0,50.0,0,partenza,NOVARA
2024-12,EC,,1040,1040,0,0,0,0,236,393,404,393,264,176,75,21,8481.0,1652.0,6829.0,6.610842207163601,2.0,23.0,36.39999999999998,0,arrivo,PIOLTELLO LIMITO
2024-12,EC,,1040,1040,0,0,0,0,236,393,404,393,264,176,75,21,8481.0,1652.0,6829.0,6.610842207163601,2.0,23.0,36.39999999999998,0,partenza,NOVARA
2024-12,EN,,96,96,0,0,0,0,17,41,36,41,34,29,16,7,1461.0,463.0,998.0,10.617021276595745,3.5,54.0,71.39999999999998,0,arrivo,PIOLTELLO LIMITO
2024-12,EN,,96,96,0,0,0,0,17,41,36,41,34,29,16,7,1461.0,463.0,998.0,10.617021276595745,3.5,54.0,71.39999999999998,0,partenza,NOVARA
2024-12,EXP,,13,13,0,0,0,0,1,5,2,5,4,3,2,0,133.0,10.0,123.0,15.375,7.5,42.8,44.9,0,arrivo,PIOLTELLO LIMITO
2024-12,EXP,,13,13,0,0,0,0,1,5,2,5,4,3,2,0,133.0,10.0,123.0,15.375,7.5,42.8,44.9,0,partenza,NOVARA
2024-12,IC,,2871,2871,0,0,0,0,682,1107,1061,1107,716,495,244,91,27852.0,5494.0,22358.0,7.844912280701754,2.0,24.0,44.0,0,arrivo,PIOLTELLO LIMITO
2024-12,IC,,2871,2871,0,0,0,0,682,1107,1061,1107,716,495,244,91,27852.0,5494.0,22358.0,7.844912280701754,2.0,24.0,44.0,0,partenza,NOVARA
2024-12,ICN,,469,469,0,0,0,0,99,124,246,124,78,57,37,17,3508.0,2101.0,1407.0,3.0,-1.0,18.0,43.0,0,arrivo,PIOLTELLO LIMITO
2024-12,ICN,,469,469,0,0,0,0,99,124,246,124,78,57,37,17,3508.0,2101.0,1407.0,3.0,-1.0,18.0,43.0,0,partenza,NOVARA
2024-12,IR,,6,6,0,0,0,0,1,3,2,3,3,3,2,2,201.0,10.0,191.0,31.83333333333333,15.5,85.0,97.0,0,arrivo,PIOLTELLO LIMITO
2024-12,IR,,6,6,0,0,0,0,1,3,2,3,3,3,2,2,201.0,10.0,191.0,31.83333333333333,15.5,85.0,97.0,0,partenza,NOVARA
2024-12,MET,,6295,6295,0,0,0,0,2695,446,3099,446,162,83,17,3,8254.0,6743.0,1511.0,0.2421474358974359,0.0,3.0,6.0,0,arrivo,PIOLTELLO LIMITO
2024-12,MET,,6295,6295,0,0,0,0,2695,446,3099,446,162,83,17,3,8254.0,6743.0,1511.0,0.2421474358974359,0.0,3.0,6.0,0,partenza,NOVARA
2024-12,NCL,,13,13,0,0,0,0,1,7,5,7,6,4,2,1,254.0,145.0,109.0,8.384615384615385,7.0,43.20000000000002,82.19999999999987,0,arrivo,PIOLTELLO LIMITO
2024-12,NCL,,13,13,0,0,0,0,1,7,5,7,6,4,2,1,254.0,145.0,109.0,8.384615384615385,7.0,43.20000000000002,82.19999999999987,0,partenza,NOVARA
2024-12,REG,,208083,208083,0,0,0,0,91451,35242,79579,35242,13095,7353,2388,487,581829.0,205368.0,376461.0,1.825070780328886,1.0,7.0,11.0,0,arrivo,PIOLTELLO LIMITO
2024-12,REG,,208083,208083,0,0,0,0,91451,35242,79579,35242,13095,7353,2388,487,581829.0,205368.0,376461.0,1.825070780328886,1.0,7.0,11.0,0,partenza,NOVARA
2024-12,,,7481,7481,0,0,0,0,2179,3139,2159,3139,1965,1365,613,175,68690.0,8151.0,60539.0,8.096696536043869,3.0,25.0,40.0,0,arrivo,PIOLTELLO LIMITO
2024-12,,,7481,7481,0,0,0,0,2179,3139,2159,3139,1965,1365,613,175,68690.0,8151.0,60539.0,8.096696536043869,3.0,25.0,40.0,0,partenza,NOVARA
2025-01,EC,,1187,1187,0,0,0,0,272,365,516,365,210,132,58,24,7275.0,2193.0,5082.0,4.407632263660017,1.0,16.0,29.399999999999864,0,arrivo,PIOLTELLO LIMITO
