partenza,arrivo,km,fonte,qualita,km_linea_aria,rapporto,km_rinf,km_gtfs,km_osm,km_prontuario
ALESSANDRIA,BORGO S MARTINO,25.59,rinf,ufficiale,20.97,1.22,25.585,25.58,25.61,
ALESSANDRIA,BUSALLA,52.0,prontuario,stimata,45.62,1.14,,,,52.0
ALESSANDRIA,BUSSOLENO,30.0,incerta,sospetta,117.55,0.26,,,,30.0
ALESSANDRIA,CAIRO MONTENOTTE,79.2,rinf,ufficiale,62.79,1.26,79.204,79.2,79.52,
ALESSANDRIA,CASALE MONFERRATO,32.73,rinf,ufficiale,27.59,1.19,32.726,32.72,32.76,
ALESSANDRIA,CASALE P,36.0,prontuario,stimata,,,,,,36.0
ALESSANDRIA,CASALE POPOLO,36.22,rinf,ufficiale,30.9,1.17,36.219,36.21,36.27,
ALESSANDRIA,CASSINE,21.03,rinf,ufficiale,18.43,1.14,21.034,21.03,21.2,
ALESSANDRIA,CASTELROSSO,41.0,prontuario,stimata,,,,,,41.0
ALESSANDRIA,CAVA CARBONARA,55.73,rinf,ufficiale,45.07,1.24,55.731,,55.9,
ALESSANDRIA,CHIVASSO,81.13,rinf,ufficiale,64.65,1.25,81.126,81.11,81.13,
ALESSANDRIA,CRESCENTINO,63.48,rinf,ufficiale,50.51,1.26,63.484,63.48,63.49,
ALESSANDRIA,DEGO,72.01,rinf,ufficiale,56.42,1.28,72.013,72.01,72.34,
ALESSANDRIA,FELIZZANO,14.53,rinf,ufficiale,13.52,1.07,14.528,14.53,14.49,
ALESSANDRIA,FONTANETTO PO,57.06,rinf,ufficiale,45.49,1.25,57.065,57.05,57.08,
ALESSANDRIA,GAMALERO,13.09,rinf,ufficiale,11.34,1.15,13.089,,13.24,
ALESSANDRIA,GENOVA BRIGNOLE,71.48,rinf,ufficiale,61.85,1.16,71.482,71.38,71.28,
ALESSANDRIA,GENOVA P PRINCIPE,68.83,osm+conferma,confermata,60.05,1.15,,74.0,68.83,
ALESSANDRIA,GENOVA PIAZZA PRINCIPE,68.84,rinf,ufficiale,60.12,1.15,68.843,68.83,68.94,
ALESSANDRIA,GENOVA SAMPIERDARENA,67.67,rinf,ufficiale,59.39,1.14,67.667,82.56,68.02,
ALESSANDRIA,GIAROLE,20.91,rinf,ufficiale,16.79,1.25,20.905,20.9,20.92,
ALESSANDRIA,LOMELLO,32.89,rinf,ufficiale,27.65,1.19,32.886,,32.98,
ALESSANDRIA,MEDE,27.75,rinf,ufficiale,23.27,1.19,27.754,,27.81,
ALESSANDRIA,MERANA,62.53,rinf,ufficiale,49.72,1.26,62.535,62.53,62.88,
ALESSANDRIA,MIGNANEGO,54.0,prontuario,stimata,46.9,1.15,,,,54.0
ALESSANDRIA,MILANO CENTRALE,99.97,rinf,ufficiale,81.74,1.22,99.967,101.15,97.68,
ALESSANDRIA,MILANO CERTOSA,104.59,rinf,ufficiale,78.34,1.33,104.588,,103.77,
ALESSANDRIA,MILANO GRECO PIRELLI,100.05,rinf,ufficiale,82.29,1.22,100.049,,100.75,
ALESSANDRIA,MILANO LAMBRATE,96.17,rinf,ufficiale,79.76,1.21,96.169,97.37,94.69,
ALESSANDRIA,MILANO PORTA GARIBALDI,101.86,rinf,ufficiale,79.81,1.28,101.857,114.8,99.92,
ALESSANDRIA,MILANO PORTA GENOVA,86.73,rinf,ufficiale,,,86.727,,,
ALESSANDRIA,MILANO ROGOREDO,91.58,rinf,ufficiale,78.31,1.17,91.58,91.58,94.86,
ALESSANDRIA,MILANO S CRISTOFORO,83.35,rinf,ufficiale,73.23,1.14,83.351,,86.18,
ALESSANDRIA,MODANE,91.0,incerta,sospetta,156.29,0.58,,,,91.0
ALESSANDRIA,MOMBALDONE ROCCAVERANO,55.31,rinf,ufficiale,43.49,1.27,55.306,55.3,55.57,
ALESSANDRIA,MORANO SUL PO,42.62,rinf,ufficiale,34.75,1.23,42.624,42.62,42.67,
ALESSANDRIA,MORTARA,42.35,rinf,ufficiale,39.41,1.07,42.346,42.34,42.41,
ALESSANDRIA,NOVARA,66.58,rinf,ufficiale,60.25,1.11,66.581,66.58,67.08,
ALESSANDRIA,NOVI LIGURE,21.61,rinf,ufficiale,21.84,0.99,21.607,21.6,21.9,21.0
ALESSANDRIA,PARONA LOMELLINA,47.62,rinf,ufficiale,43.31,1.1,47.616,,47.46,
ALESSANDRIA,PAVIA,62.98,rinf,ufficiale,52.44,1.2,62.977,62.98,63.29,
ALESSANDRIA,PIACENZA,97.0,prontuario,stimata,87.87,1.1,,,,97.0
ALESSANDRIA,PIANA,67.43,rinf,ufficiale,52.56,1.28,67.433,67.43,67.73,
ALESSANDRIA,PISA CENTRALE,230.11,rinf,ufficiale,195.24,1.18,230.108,230.05,230.31,
ALESSANDRIA,ROMA TERMINI,560.52,osm+conferma,confermata,458.98,1.22,349.09,563.37,560.52,
ALESSANDRIA,RONCO SCRIVIA,47.0,prontuario,stimata,42.29,1.11,,,,47.0
ALESSANDRIA,S GIUS DI CAIRO,84.0,prontuario,stimata,,,,,,84.0
ALESSANDRIA,S GIUSEPPE DI CAIRO,81.92,rinf,ufficiale,65.03,1.26,81.919,81.92,82.91,
ALESSANDRIA,S PAOLO SOLBRITO,57.1,rinf,ufficiale,49.96,1.14,57.1,57.09,57.06,
ALESSANDRIA,SAIRANO,53.59,rinf,ufficiale,42.98,1.25,53.595,,53.73,
ALESSANDRIA,SALERNO,816.24,osm,stimata,688.57,1.19,467.192,,816.24,
ALESSANDRIA,SANNAZZARO,41.78,rinf,ufficiale,32.04,1.3,41.785,,41.91,
ALESSANDRIA,SAVONA,102.21,rinf,ufficiale,67.78,1.51,102.212,102.22,103.64,106.0
ALESSANDRIA,SEZZADIO,15.27,rinf,ufficiale,12.92,1.18,15.268,15.27,15.43,
ALESSANDRIA,SOLERO,8.23,rinf,ufficiale,7.68,1.07,8.232,8.24,8.21,
ALESSANDRIA,SPIGNO,59.41,rinf,ufficiale,47.01,1.26,59.411,59.41,59.68,
ALESSANDRIA,SPINETTA,7.57,rinf,ufficiale,6.65,1.14,7.568,,7.59,
ALESSANDRIA,STRADELLA,64.0,prontuario,stimata,57.73,1.11,,,,64.0
ALESSANDRIA,STREVI,27.81,rinf,ufficiale,24.34,1.14,27.808,27.81,27.99,
ALESSANDRIA,TORINO LINGOTTO,85.76,rinf,ufficiale,75.92,1.13,85.757,85.75,85.7,
ALESSANDRIA,TORINO PORTA NUOVA,90.08,rinf,ufficiale,75.03,1.2,90.075,90.08,89.88,
ALESSANDRIA,TORINO STURA,97.47,rinf,ufficiale,74.12,1.32,97.466,97.45,97.41,
ALESSANDRIA,TORREBERETTI,20.17,rinf,ufficiale,17.33,1.16,20.171,20.17,20.45,
ALESSANDRIA,TORTONA,21.91,rinf,ufficiale,20.07,1.09,21.915,21.91,21.92,22.0
ALESSANDRIA,TRINO VERCELLESE,48.69,rinf,ufficiale,39.8,1.22,48.694,48.69,48.73,
ALESSANDRIA,TROFARELLO,77.05,rinf,ufficiale,69.1,1.12,77.045,77.05,77.0,78.0
ALESSANDRIA,VALENZA,13.95,rinf,ufficiale,10.77,1.29,13.945,13.95,12.1,
ALESSANDRIA,VERCELLI,50.0,prontuario,stimata,49.15,1.02,,,,50.0
ALESSANDRIA,VEROLENGO,74.43,rinf,ufficiale,59.25,1.26,74.432,74.42,74.41,
ALESSANDRIA,VIGEVANO,55.04,rinf,ufficiale,49.16,1.12,55.043,,55.11,
ALESSANDRIA,VILLAFRANCA CANTARANA,49.3,rinf,ufficiale,44.39,1.11,49.304,49.3,49.26,
ALESSANDRIA,VILLANOVA,118.73,osm,stimata,90.77,1.31,,,118.73,
ALESSANDRIA,VILLANOVA D ASTI,59.91,rinf,ufficiale,52.33,1.15,59.915,59.91,59.88,
ALESSANDRIA,VOGHERA,38.12,rinf,ufficiale,33.2,1.15,38.118,38.12,38.34,39.0
ALFONSINE,FERRARA,54.88,rinf,ufficiale,50.48,1.09,54.878,,143.26,
ALFONSINE,GAIBANELLA,45.09,rinf,ufficiale,41.56,1.08,45.085,,45.15,
ALFONSINE,RAVENNA,17.74,rinf,ufficiale,16.85,1.05,17.742,,17.74,
ALI TERME,CATANIA AEROPORTO FONTANAROSSA,76.15,rinf,ufficiale,,,76.153,,,
ALI TERME,CATANIA CENTRALE,70.96,rinf,ufficiale,,,70.961,,,
ALTARE,ACQUI TERME,54.06,rinf,ufficiale,39.03,1.39,54.056,,54.48,
ALTARE,ALESSANDRIA,90.0,prontuario,stimata,67.28,1.34,,,,90.0
ALTARE,S GIUS DI CAIRO,6.0,prontuario,stimata,,,,,,6.0
ALTARE,SAVONA,16.0,prontuario,stimata,11.48,1.39,,,,16.0
ALTAVILLA IRPINA,BENEVENTO,15.34,osm,stimata,14.14,1.08,,,15.34,
ALTAVILLA M,PALERMO CENTRALE,20.38,osm,stimata,17.74,1.15,,,20.38,
ALTAVILLA MILICIA,PALERMO CENTRALE,20.37,rinf,ufficiale,17.74,1.15,20.368,,20.38,
ALTAVILLA MILICIA,TERMINI IMERESE,16.05,rinf,ufficiale,15.11,1.06,16.047,,16.1,
ALTAVILLA TAVERNELLE,VENEZIA S LUCIA,74.87,rinf,ufficiale,68.03,1.1,74.87,,74.77,
ALTOPASCIO,FIRENZE S MARIA NOVELLA,63.32,rinf,ufficiale,46.02,1.38,63.324,63.27,63.52,
ALTOPASCIO,LUCCA,13.97,rinf,ufficiale,13.89,1.01,13.971,13.98,13.93,
ALTOPASCIO,PISTOIA,29.88,rinf,ufficiale,23.02,1.3,29.884,29.8,30.09,
ALTOPASCIO,VIAREGGIO,36.98,rinf,ufficiale,34.07,1.09,36.981,37.01,35.88,
AMANTEA,BARI CENTRALE,357.0,prontuario,stimata,230.83,1.55,,,,357.0
AMANTEA,COSENZA,52.0,prontuario,stimata,26.14,1.99,,,,52.0
AMANTEA,GIOIA DEL COLLE,303.0,prontuario,stimata,198.48,1.53,,,,303.0
AMANTEA,GIOIA TAURO,123.0,prontuario,stimata,80.39,1.53,,,,123.0
AMANTEA,METAPONTO,198.0,prontuario,stimata,151.26,1.31,,,,198.0
AMANTEA,PAOLA,26.0,prontuario,stimata,25.11,1.04,,,,26.0
AMANTEA,ROSARNO,113.0,prontuario,stimata,72.23,1.56,,,,113.0
AMANTEA,SIBARI,119.0,prontuario,stimata,75.94,1.57,,,,119.0
AMANTEA,SPINAZZOLA,273.0,prontuario,stimata,202.41,1.35,,,,273.0
AMANTEA,TARANTO,242.0,prontuario,stimata,179.4,1.35,,,,242.0
AMANTEA,TREBISACCE,134.0,prontuario,stimata,90.41,1.48,,,,134.0
AMANTEA,VILLA S GIOVANNI,160.0,prontuario,stimata,108.85,1.47,,,,160.0
AMBIVERE MAPELLO,BERGAMO,11.57,rinf,ufficiale,10.3,1.12,11.572,,138.48,
AMBIVERE MAPELLO,CALOLZIOCORTE OLGINATE,14.47,rinf,ufficiale,13.03,1.11,14.474,,14.5,
AMBIVERE MAPELLO,LECCO,21.36,rinf,ufficiale,17.12,1.25,21.361,,19.22,
AMOROSI MELIZZANO,BENEVENTO,33.1,rinf,ufficiale,25.0,1.32,33.1,,71.92,
ANAGNI FIUGGI,CASSINO,75.48,rinf,ufficiale,66.02,1.14,75.476,,75.46,
ANAGNI FIUGGI,CIAMPINO,49.0,prontuario,stimata,39.73,1.23,,,,49.0
ANAGNI FIUGGI,FROSINONE,23.0,prontuario,stimata,21.52,1.07,,,,23.0
ANAGNI FIUGGI,NAPOLI CENTRALE,187.0,prontuario,stimata,136.98,1.37,,,,187.0
ANAGNI FIUGGI,ROCCASECCA,58.0,prontuario,stimata,50.63,1.15,,,,58.0
ANAGNI FIUGGI,ROMA TERMINI,62.51,rinf,ufficiale,53.75,1.16,62.506,,60.62,63.0
ANAGNI FIUGGI,VAIRANO CAIANELLO,107.0,prontuario,stimata,94.63,1.13,,,,107.0
ANCONA,ALBACINA,61.99,rinf,ufficiale,49.7,1.25,61.992,,61.04,62.0
ANCONA,ALESSANDRIA,447.57,osm,stimata,415.37,1.08,318.328,563.49,447.57,
ANCONA,ANCONA MARITTIMA,2.0,prontuario,stimata,,,,,,2.0
ANCONA,AREZZO,245.03,rinf,ufficiale,131.78,1.86,245.025,318.17,245.85,
ANCONA,ASCOLI PICENO,117.08,rinf,ufficiale,83.95,1.39,117.075,,117.19,
ANCONA,BAIANO DI SPOLETO,160.09,rinf,ufficiale,119.08,1.34,160.095,,160.16,
ANCONA,BARI CENTRALE,442.07,rinf,ufficiale,391.62,1.13,442.072,,441.59,
ANCONA,BARLETTA,391.0,prontuario,stimata,342.04,1.14,,,,391.0
ANCONA,BISCEGLIE,412.0,prontuario,stimata,360.91,1.14,,,,412.0
ANCONA,BOLOGNA CENTRALE,204.04,rinf,ufficiale,199.24,1.02,204.041,205.52,205.39,204.0
ANCONA,BOLZANO,459.83,rinf,ufficiale,362.48,1.27,459.829,,460.44,
ANCONA,BRENNERO,548.62,rinf,ufficiale,408.35,1.34,548.621,,549.24,
ANCONA,BRESCIA,377.53,rinf,ufficiale,336.79,1.12,377.531,595.66,378.12,
ANCONA,BV AURISINA,488.0,prontuario,stimata,,,,,,488.0
ANCONA,CAPODACQUA PIEVE FANONICA,118.73,rinf,ufficiale,88.26,1.35,118.735,,118.72,
ANCONA,CASTEL S PIETRO TERME,180.96,rinf,ufficiale,176.07,1.03,180.962,,180.79,
ANCONA,CASTELBOLOGNESE,162.03,osm+conferma,confermata,157.3,1.03,,162.34,162.03,
ANCONA,CASTELBOLOGNESE RIOLO TERME,162.16,rinf,ufficiale,157.3,1.03,162.164,,162.03,
ANCONA,CASTELFRANCO D EMILIA,228.79,osm,stimata,223.83,1.02,,,228.79,
ANCONA,CASTELFRANCO EMILIA,229.05,rinf,ufficiale,223.84,1.02,229.049,,228.79,
ANCONA,CASTELPLANIO CUPRAMONTANA,41.47,rinf,ufficiale,36.12,1.15,41.469,,41.38,
ANCONA,CATTOLICA S GIOVANNI GABICCE,74.67,rinf,ufficiale,72.01,1.04,74.675,,74.59,
ANCONA,CESENA,121.37,rinf,ufficiale,116.55,1.04,121.372,121.48,121.27,
ANCONA,CHIARAVALLE,15.94,rinf,ufficiale,13.75,1.16,15.941,,15.92,
ANCONA,CIVITANOVA MARCHE MONTEGRANARO,42.7,rinf,ufficiale,37.95,1.13,42.705,,43.02,
ANCONA,CORRIDONIA MOGLIANO,64.43,rinf,ufficiale,36.28,1.78,64.428,,64.48,
ANCONA,CUPRAMARITTIMA,76.59,rinf,ufficiale,71.29,1.07,76.587,,76.64,
ANCONA,FABRIANO,70.26,rinf,ufficiale,55.48,1.27,70.261,,70.02,71.0
ANCONA,FAENZA,154.93,rinf,ufficiale,148.31,1.04,154.934,155.1,153.71,154.0
ANCONA,FALCONARA M MA,9.0,prontuario,stimata,,,,,,9.0
ANCONA,FALCONARA MARITTIMA,13.16,osm,stimata,11.15,1.18,8.697,,13.16,8.0
ANCONA,FANO,47.11,rinf,ufficiale,46.14,1.02,47.111,47.16,47.09,47.0
ANCONA,FERRARA,251.0,prontuario,stimata,204.06,1.23,,,,251.0
ANCONA,FIDENZA,316.45,rinf,ufficiale,307.45,1.03,316.446,511.57,316.17,
ANCONA,FIORENZUOLA,329.9,rinf,ufficiale,320.58,1.03,329.904,525.05,329.13,
ANCONA,FIRENZE S MARIA NOVELLA,255.6,rinf,ufficiale,181.93,1.4,255.598,256.18,256.74,
ANCONA,FOGGIA,319.48,rinf,ufficiale,291.78,1.09,319.483,,319.1,323.0
ANCONA,FOLIGNO,128.19,rinf,ufficiale,96.62,1.33,128.193,435.11,128.98,129.0
ANCONA,FORLI,139.22,rinf,ufficiale,134.37,1.04,139.223,139.37,139.09,
ANCONA,FORLÌ,139.0,prontuario,stimata,,,,,,139.0
ANCONA,FOSSATO DI VICO G,87.0,prontuario,stimata,,,,,,87.0
ANCONA,FOSSATO DI VICO GUBBIO,86.44,rinf,ufficiale,69.78,1.24,86.435,,86.35,
ANCONA,FRANCAVILLA AL MARE,155.1,rinf,ufficiale,146.73,1.06,155.101,,155.31,
ANCONA,GAIFANA,99.37,rinf,ufficiale,74.59,1.33,99.368,,99.3,
ANCONA,GENGA S VITTORE TERME,54.61,rinf,ufficiale,47.75,1.14,54.613,,54.52,
ANCONA,GIULIANOVA,108.36,rinf,ufficiale,102.46,1.06,108.359,,108.43,109.0
ANCONA,GUALDO TADINO,92.27,rinf,ufficiale,72.19,1.28,92.271,,92.2,93.0
ANCONA,IMOLA,169.94,rinf,ufficiale,165.03,1.03,169.94,170.15,169.77,
ANCONA,JESI,26.72,rinf,ufficiale,22.03,1.21,26.723,,26.67,27.0
ANCONA,LECCE,591.36,rinf,ufficiale,529.42,1.12,591.359,,590.95,
ANCONA,LORETO,23.5,rinf,ufficiale,20.48,1.15,23.502,,23.65,
ANCONA,MACERATA,69.89,rinf,ufficiale,35.14,1.99,69.887,,69.98,
ANCONA,MANOPPELLO,170.08,rinf,ufficiale,151.71,1.12,170.08,,170.13,
ANCONA,MAROTTA MONDOLFO,34.88,rinf,ufficiale,34.14,1.02,34.885,34.91,34.88,
ANCONA,MARTINSICURO,92.33,rinf,ufficiale,86.71,1.06,92.327,,92.4,
ANCONA,MATELICA,74.33,rinf,ufficiale,55.35,1.34,74.334,,74.64,
ANCONA,MILANO CENTRALE,418.3,rinf,ufficiale,397.95,1.05,418.295,618.08,415.75,
ANCONA,MILANO LAMBRATE,414.5,rinf,ufficiale,395.82,1.05,414.497,614.3,412.85,
ANCONA,MILANO PORTA GARIBALDI,420.19,rinf,ufficiale,399.41,1.05,420.185,639.56,417.99,
ANCONA,MILANO ROGOREDO,408.81,rinf,ufficiale,395.09,1.03,408.812,608.51,411.03,
ANCONA,MODENA,240.97,rinf,ufficiale,235.62,1.02,240.973,,240.7,
ANCONA,MONFALCONE,475.0,prontuario,stimata,242.97,1.95,,,,475.0
ANCONA,MONTECOSARO,50.16,rinf,ufficiale,37.37,1.34,50.157,,50.19,
ANCONA,MONTEMARCIANO,,nessuna,sospetta,15.56,,13.434,,,
ANCONA,MONTESILVANO,138.99,rinf,ufficiale,132.44,1.05,138.991,,139.07,
ANCONA,MORROVALLE MONTE S GIUSTO,55.52,rinf,ufficiale,37.16,1.49,55.516,,55.55,
ANCONA,NARNI AMELIA,196.0,prontuario,stimata,,,,,,196.0
ANCONA,NOCERA UMBRA,109.56,rinf,ufficiale,81.64,1.34,109.563,,109.52,
ANCONA,OFFIDA CASTEL DI LAMA,105.09,rinf,ufficiale,84.83,1.24,105.091,,105.18,
ANCONA,ORTE,210.07,rinf,ufficiale,157.11,1.34,210.069,463.13,210.55,213.0
ANCONA,OSIMO CASTELFIDARDO,15.19,rinf,ufficiale,12.93,1.18,15.19,,15.21,
ANCONA,PADOVA,327.0,prontuario,stimata,238.36,1.37,,,,327.0
ANCONA,PARMA,294.43,rinf,ufficiale,285.77,1.03,294.433,509.82,295.3,
ANCONA,PEDASO,68.54,rinf,ufficiale,63.57,1.08,68.537,,68.58,
ANCONA,PERGOLA,101.87,rinf,ufficiale,53.92,1.89,101.866,,102.0,
ANCONA,PERUGIA,167.77,rinf,ufficiale,106.62,1.57,167.773,395.47,168.55,
ANCONA,PESARO,59.57,rinf,ufficiale,58.03,1.03,59.574,59.64,59.53,59.0
ANCONA,PESCARA,145.97,rinf,ufficiale,139.12,1.05,145.973,,146.04,
ANCONA,PESCARA CENTRALE,146.0,prontuario,stimata,,,,,,146.0
ANCONA,PESCARA PORTA NUOVA,147.31,rinf,ufficiale,140.45,1.05,147.313,,147.48,
ANCONA,PIACENZA,351.51,rinf,ufficiale,341.64,1.03,351.515,546.69,351.12,
ANCONA,PINETO ATRI,126.73,rinf,ufficiale,120.46,1.05,126.734,,126.82,
ANCONA,PISA BINARI FM CAMPALDO,336.26,rinf,ufficiale,,,336.261,,,
ANCONA,PORTO D ASCOLI,89.28,rinf,ufficiale,83.74,1.07,89.277,,89.36,
ANCONA,PORTO S GIORGIO FERMO,58.3,rinf,ufficiale,53.4,1.09,58.299,,58.35,
ANCONA,PRATOLA PELIGNA,208.73,rinf,ufficiale,170.23,1.23,208.731,,209.0,
ANCONA,REGGIO EMILIA,266.13,rinf,ufficiale,257.95,1.03,266.127,,265.82,
ANCONA,RICCIONE,83.0,prontuario,stimata,80.17,1.04,,,,83.0
ANCONA,RIMINI,92.95,rinf,ufficiale,89.82,1.03,92.954,93.04,92.87,92.0
ANCONA,ROMA S PIETRO,299.17,rinf,ufficiale,208.49,1.43,299.17,555.56,285.59,
ANCONA,ROMA TERMINI,291.47,rinf,ufficiale,206.56,1.41,291.47,543.63,277.93,297.0
ANCONA,ROMA TIBURTINA,286.96,rinf,ufficiale,204.57,1.4,286.965,539.11,273.34,292.0
ANCONA,ROSETO DEGLI ABRUZZI,117.66,rinf,ufficiale,111.59,1.05,117.664,,117.74,
ANCONA,ROVIGO,283.0,prontuario,stimata,212.89,1.33,,,,283.0
ANCONA,RUBIERA,254.28,rinf,ufficiale,246.21,1.03,254.277,,253.98,
ANCONA,S BENEDETTO DEL TRONTO,84.49,rinf,ufficiale,79.02,1.07,84.493,,84.55,
ANCONA,S GIUSEPPE DI CAIRO,529.1,osm+conferma,confermata,425.31,1.24,361.897,562.44,529.1,
ANCONA,S ILARIO D ENZA,283.57,rinf,ufficiale,275.34,1.03,283.57,,283.86,
ANCONA,S SEVERINO MARCHE,92.99,rinf,ufficiale,49.06,1.9,92.987,,93.35,
ANCONA,S SEVERO,294.0,prontuario,stimata,264.08,1.11,,,,294.0
ANCONA,SANTARCANGELO DI ROMAGNA,102.72,rinf,ufficiale,98.85,1.04,102.723,,103.31,
ANCONA,SENIGALLIA,25.84,rinf,ufficiale,25.25,1.02,25.838,25.86,25.77,25.0
ANCONA,SERRA S QUIRICO,47.72,rinf,ufficiale,42.01,1.14,47.715,,47.63,
ANCONA,SPOLETO,153.31,rinf,ufficiale,114.0,1.34,153.313,,153.26,154.0
ANCONA,SULMONA,214.31,rinf,ufficiale,175.18,1.22,214.306,,214.58,
ANCONA,TARVISIO BOSCOVERDE,533.9,rinf,ufficiale,322.42,1.66,533.902,,567.95,
ANCONA,TAVAZZANO,395.1,rinf,ufficiale,376.92,1.05,395.101,,394.7,
ANCONA,TERMOLI,236.0,prontuario,stimata,216.32,1.09,,,,236.0
ANCONA,TERNI,182.54,rinf,ufficiale,134.27,1.36,182.543,,182.64,183.0
ANCONA,TOLENTINO,88.31,rinf,ufficiale,46.8,1.89,88.31,,88.47,
ANCONA,TORINO PORTA NUOVA,537.46,osm,stimata,490.14,1.1,408.403,653.56,537.46,
ANCONA,TRANI,404.0,prontuario,stimata,353.26,1.14,,,,404.0
ANCONA,TRIESTE CENTRALE,503.0,prontuario,stimata,229.0,2.2,,,,503.0
ANCONA,VARANO,5.5,rinf,ufficiale,4.19,1.31,5.504,,6.99,
ANCONA,VENEZIA MESTRE,319.66,rinf,ufficiale,231.32,1.38,319.658,,354.4,355.0
ANCONA,VENEZIA S LUCIA,328.09,rinf,ufficiale,224.19,1.46,328.092,,362.28,
ANCONA,VERONA PORTA NUOVA,318.05,rinf,ufficiale,284.22,1.12,318.048,,318.79,
ANCONA,VIPITENO VAL DI VIZZE,527.27,rinf,ufficiale,399.47,1.32,527.268,,527.83,
ANCONA MARITTIMA,ALBACINA,64.0,prontuario,stimata,,,,,,64.0
ANCONA MARITTIMA,ANCONA,2.0,prontuario,stimata,,,,,,2.0
ANCONA MARITTIMA,FABRIANO,73.0,prontuario,stimata,,,,,,73.0
ANCONA MARITTIMA,FALCONARA M MA,11.0,prontuario,stimata,,,,,,11.0
ANCONA MARITTIMA,FOLIGNO,131.0,prontuario,stimata,,,,,,131.0
ANCONA MARITTIMA,FOSSATO DI VICO G,89.0,prontuario,stimata,,,,,,89.0
ANCONA MARITTIMA,GUALDO TADINO,95.0,prontuario,stimata,,,,,,95.0
ANCONA MARITTIMA,JESI,29.0,prontuario,stimata,,,,,,29.0
ANCONA MARITTIMA,NARNI AMELIA,198.0,prontuario,stimata,,,,,,198.0
ANCONA MARITTIMA,ORTE,215.0,prontuario,stimata,,,,,,215.0
ANCONA MARITTIMA,ROMA TERMINI,299.0,prontuario,stimata,,,,,,299.0
ANCONA MARITTIMA,ROMA TIBURTINA,294.0,prontuario,stimata,,,,,,294.0
ANCONA MARITTIMA,SPOLETO,156.0,prontuario,stimata,,,,,,156.0
ANCONA MARITTIMA,TERNI,185.0,prontuario,stimata,,,,,,185.0
ANDORA,SAVONA,49.58,rinf,ufficiale,46.81,1.06,49.58,,49.81,
ANDORA,TORINO PORTA NUOVA,196.82,rinf,ufficiale,127.87,1.54,196.823,,197.06,
ANDORA,VARALLO SESIA,270.37,osm,stimata,203.85,1.33,,,270.37,
ANDORA,VENTIMIGLIA,49.96,rinf,ufficiale,46.94,1.06,49.957,,50.44,
ANGUILLARA,LA STORTA,,nessuna,sospetta,12.88,,11.659,,,
ANGUILLARA,ROMA OSTIENSE,31.24,rinf,ufficiale,29.63,1.05,31.241,,,
ANGUILLARA,ROMA TIBURTINA,38.61,rinf,ufficiale,29.05,1.33,38.608,,,
ANGUILLARA,VITERBO PORTA FIORENTINA,57.07,rinf,ufficiale,39.98,1.43,57.066,,,
ANGUILLARA,VITERBO PORTA ROMANA,55.48,rinf,ufficiale,38.48,1.44,55.48,,,
ANTRODOCO BORGO VELINO,TERNI,64.08,rinf,ufficiale,38.8,1.65,64.083,,64.39,
ANTRODOCO CENTRO,RIETI,23.99,rinf,ufficiale,17.59,1.36,23.986,,24.03,
ANTRODOCO CENTRO,TERNI,64.86,rinf,ufficiale,38.9,1.67,64.865,,65.08,
ANVERSA VILLALAGO SCANNO,ROMA TIBURTINA,160.57,rinf,ufficiale,108.32,1.48,160.569,,161.03,
AOSTA,ASTI,152.0,prontuario,stimata,116.22,1.31,,,,152.0
AOSTA,BORGOFRANCO,60.0,osm,stimata,48.06,1.25,,,60.0,
AOSTA,CHIVASSO,99.06,osm+conferma,confermata,74.67,1.33,,,99.06,100.0
AOSTA,GENOVA P P,259.0,prontuario,stimata,,,,,,259.0
AOSTA,GENOVA P PRINCIPE,248.7,osm,stimata,192.91,1.29,,,248.7,
AOSTA,HONE BARD,44.53,osm,stimata,35.21,1.26,,,44.53,
AOSTA,IVREA,66.25,osm,stimata,52.71,1.26,,,66.25,
AOSTA,NIZZA MONF,177.0,prontuario,stimata,,,,,,177.0
AOSTA,NUS,12.45,osm,stimata,11.56,1.08,,,12.45,
AOSTA,PONT SAINT MARTIN,50.04,osm,stimata,40.09,1.25,,,50.04,
AOSTA,PRÉ ST DIDIER,32.0,prontuario,stimata,,,,,,32.0
AOSTA,TORINO PORTA NUOVA,126.47,osm,stimata,79.77,1.59,,,126.47,
AOSTA,TORINO STURA,114.58,osm,stimata,74.66,1.53,,,114.58,
AOSTA,VERRES,37.85,osm,stimata,29.73,1.27,,,37.85,
APRILIA,CAMPOLEONE,6.08,rinf,ufficiale,5.63,1.08,6.077,,7.39,
APRILIA,NETTUNO,19.54,rinf,ufficiale,14.9,1.31,19.543,,19.59,
APRILIA,POMEZIA S PALOMBA,15.63,rinf,ufficiale,13.8,1.13,15.627,,15.65,
APRILIA,ROMA TERMINI,39.58,rinf,ufficiale,36.17,1.09,39.577,,39.45,
APRILIA,ROMA TIBURTINA,39.63,rinf,ufficiale,36.32,1.09,39.629,,39.52,
APRILIA,TORRICOLA,27.38,rinf,ufficiale,25.07,1.09,27.382,,27.42,
ARAGONA CALDARE,AGRIGENTO BASSA,10.0,prontuario,stimata,8.11,1.23,,,,10.0
ARAGONA CALDARE,AGRIGENTO CENTRALE,13.0,prontuario,stimata,9.22,1.41,,,,13.0
ARAGONA CALDARE,BRINDISI MARITTIMA,84.0,prontuario,stimata,,,,,,84.0
