partenza,arrivo,km
FIRENZE S MARIA NOVELLA,FIGLINE VALDARNO,30.505
FIRENZE S MARIA NOVELLA,FIRENZE CAMPO MARTE,4.495
FIRENZE S MARIA NOVELLA,FIRENZE CASTELLO,4.734
FIRENZE S MARIA NOVELLA,FIRENZE RIFREDI,1.211
FIRENZE S MARIA NOVELLA,FIUMICINO AEROPORTO,289.555
FIRENZE S MARIA NOVELLA,FOLIGNO,182.684
FIRENZE S MARIA NOVELLA,FOLLONICA,178.719
FIRENZE S MARIA NOVELLA,FORTE DEI MARMI SERAVEZZA QUERCETA,112.557
FIRENZE S MARIA NOVELLA,FORTE DEI MARMI SERRAVEZZA Q,112.557
FIRENZE S MARIA NOVELLA,GAVORRANO,193.174
FIRENZE S MARIA NOVELLA,GENOVA P PRINCIPE,238.957
FIRENZE S MARIA NOVELLA,GORIZIA CENTRALE,375.09
FIRENZE S MARIA NOVELLA,GRANAIOLO,40.951
FIRENZE S MARIA NOVELLA,GROSSETO,220.216
FIRENZE S MARIA NOVELLA,INCISA,26.262
FIRENZE S MARIA NOVELLA,LA SPEZIA CENTRALE,151.88
FIRENZE S MARIA NOVELLA,LECCE,847.69
FIRENZE S MARIA NOVELLA,LIVORNO CENTRALE,95.752
FIRENZE S MARIA NOVELLA,LUCCA,77.444
FIRENZE S MARIA NOVELLA,MARRADI,67.524
FIRENZE S MARIA NOVELLA,MARRADI PALAZZUOLO SUL SENIO,67.524
FIRENZE S MARIA NOVELLA,MASSA CENTRO,119.73
FIRENZE S MARIA NOVELLA,MASSA ZONA INDUSTRIALE,104.265
FIRENZE S MARIA NOVELLA,MASSAROSA BOZZANO,91.554
FIRENZE S MARIA NOVELLA,MILANO CENTRALE,303.373
FIRENZE S MARIA NOVELLA,MONTALE AGLIANA,25.554
FIRENZE S MARIA NOVELLA,MONTECARLO S SALVATORE,58.675
FIRENZE S MARIA NOVELLA,MONTECATINI CENTRO,47.283
FIRENZE S MARIA NOVELLA,MONTECATINI TERME,46.817
FIRENZE S MARIA NOVELLA,MONTECATINI TERME MONSUMMANO,46.424
FIRENZE S MARIA NOVELLA,MONTEVARCHI TERRANUOVA,43.48
FIRENZE S MARIA NOVELLA,NAPOLI CENTRALE,471.312
FIRENZE S MARIA NOVELLA,NAVACCHIO,69.684
FIRENZE S MARIA NOVELLA,ORBETELLO,251.589
FIRENZE S MARIA NOVELLA,ORBETELLO MONTE ARGENTARIO,258.117
FIRENZE S MARIA NOVELLA,ORTE,194.663
FIRENZE S MARIA NOVELLA,ORVIETO,153.475
FIRENZE S MARIA NOVELLA,PARMA,182.916
FIRENZE S MARIA NOVELLA,PASSIGNANO SUL TRASIMENO,112.448
FIRENZE S MARIA NOVELLA,PERUGIA,143.109
FIRENZE S MARIA NOVELLA,PERUGIA PONTE S GIOVANNI,156.447
FIRENZE S MARIA NOVELLA,PIETRASANTA,109.127
FIRENZE S MARIA NOVELLA,PIOMBINO BINARI MARE,174.172
FIRENZE S MARIA NOVELLA,PIOMBINO MARITTIMA,174.172
FIRENZE S MARIA NOVELLA,PISA CENTRALE,77.344
FIRENZE S MARIA NOVELLA,PISA S ROSSORE,79.549
FIRENZE S MARIA NOVELLA,PISTOIA,33.435
FIRENZE S MARIA NOVELLA,POGGIBONSI,68.408
FIRENZE S MARIA NOVELLA,POGGIBONSI S GIMIGNANO,68.235
FIRENZE S MARIA NOVELLA,PONTASSIEVE,20.461
FIRENZE S MARIA NOVELLA,PONTE A ELSA,35.445
FIRENZE S MARIA NOVELLA,PONTEDERA CASCIANA TERME,57.941
FIRENZE S MARIA NOVELLA,PONTICINO,61.305
FIRENZE S MARIA NOVELLA,PONTREMOLI,174.935
FIRENZE S MARIA NOVELLA,PORCARI,68.186
FIRENZE S MARIA NOVELLA,PORRETTA TERME,73.439
FIRENZE S MARIA NOVELLA,PRATO CENTRALE,16.413
FIRENZE S MARIA NOVELLA,RAVENNA,150.328
FIRENZE S MARIA NOVELLA,RHO,317.527
FIRENZE S MARIA NOVELLA,RIGNANO SULL ARNO REGGELLO,28.644
FIRENZE S MARIA NOVELLA,RIGOLI,88.754
FIRENZE S MARIA NOVELLA,RIMINI,163.873
FIRENZE S MARIA NOVELLA,ROMA TERMINI,262.166
FIRENZE S MARIA NOVELLA,ROMA TIBURTINA,257.575
FIRENZE S MARIA NOVELLA,RONTA,44.194
FIRENZE S MARIA NOVELLA,RUFINA,28.015
FIRENZE S MARIA NOVELLA,RUSSI,133.995
FIRENZE S MARIA NOVELLA,S BENEDETTO SAMBRO CAST PEPOLI,56.305
FIRENZE S MARIA NOVELLA,S CASSIANO,77.092
FIRENZE S MARIA NOVELLA,S ELLERO,25.531
FIRENZE S MARIA NOVELLA,S GIOVANNI VALDARNO,38.092
FIRENZE S MARIA NOVELLA,S GIULIANO TERME,88.754
FIRENZE S MARIA NOVELLA,S PIERO A SIEVE,31.12
FIRENZE S MARIA NOVELLA,S ROMANO MONTOPOLI S CROCE,45.871
FIRENZE S MARIA NOVELLA,S STEFANO DI MAGRA,148.106
FIRENZE S MARIA NOVELLA,S VINCENZO,150.544
FIRENZE S MARIA NOVELLA,SARZANA,133.422
FIRENZE S MARIA NOVELLA,SERRAVALLE PISTOIESE,38.931
FIRENZE S MARIA NOVELLA,SESTRI LEVANTE,193.579
FIRENZE S MARIA NOVELLA,SIENA,93.483
FIRENZE S MARIA NOVELLA,SPELLO,177.771
FIRENZE S MARIA NOVELLA,SPOLETO,207.738
FIRENZE S MARIA NOVELLA,TARVISIO BOSCOVERDE,455.711
FIRENZE S MARIA NOVELLA,TASSIGNANO,72.096
FIRENZE S MARIA NOVELLA,TASSIGNANO CAPANNORI,72.096
FIRENZE S MARIA NOVELLA,TERNI,222.628
FIRENZE S MARIA NOVELLA,TERONTOLA CORTONA,100.476
FIRENZE S MARIA NOVELLA,TORINO LINGOTTO,393.356
FIRENZE S MARIA NOVELLA,TORINO PORTA NUOVA,397.539
FIRENZE S MARIA NOVELLA,TORRE DEL LAGO PUCCINI,93.48
FIRENZE S MARIA NOVELLA,TRIESTE CENTRALE,385.768
FIRENZE S MARIA NOVELLA,VADA,120.23
FIRENZE S MARIA NOVELLA,VAGLIA,23.307
FIRENZE S MARIA NOVELLA,VENEZIA S LUCIA,250.048
FIRENZE S MARIA NOVELLA,VENTIMIGLIA,381.003
FIRENZE S MARIA NOVELLA,VERNIO MONTEPIANO CANTAGALLO,36.897
FIRENZE S MARIA NOVELLA,VERONA PORTA NUOVA,206.408
FIRENZE S MARIA NOVELLA,VERONA PORTA VESCOVO,209.774
FIRENZE S MARIA NOVELLA,VEZZANO LIGURE,144.641
FIRENZE S MARIA NOVELLA,VIAREGGIO,98.621
FIRENZE S MARIA NOVELLA,VICCHIO,42.94
FIRENZE S MARIA NOVELLA,VICENZA,240.779
FISCIANO,SALERNO,14.018
FISCIANO,SALERNO IRNO,12.593
FIUMEFREDDO DI SICILIA,AUGUSTA,92.569
FIUMEFREDDO DI SICILIA,BICOCCA,43.721
FIUMEFREDDO DI SICILIA,CATANIA ACQUICELLA,39.173
FIUMEFREDDO DI SICILIA,CATANIA AEROPORTO FONTANAROSSA,41.507
FIUMEFREDDO DI SICILIA,CATANIA CENTRALE,36.279
FIUMEFREDDO DI SICILIA,GIARRE RIPOSTO,12.678
FIUMEFREDDO DI SICILIA,LENTINI,64.979
FIUMEFREDDO DI SICILIA,PRIOLO MELILLI,105.92
FIUMEFREDDO DI SICILIA,SIRACUSA,119.663
FIUMICINO AEROPORTO,CIVITA CASTELLANA MAGLIANO,97.34
FIUMICINO AEROPORTO,FARA SABINA,65.22
FIUMICINO AEROPORTO,FARA SABINA MONTELIBRETTI,64.76
FIUMICINO AEROPORTO,FIDENE,40.494
FIUMICINO AEROPORTO,FIERA DI ROMA,6.741
FIUMICINO AEROPORTO,GENOVA P PRINCIPE,481.356
FIUMICINO AEROPORTO,MONTEROTONDO MENTANA,53.193
FIUMICINO AEROPORTO,NAPOLI CENTRALE,239.746
FIUMICINO AEROPORTO,NUOVO SALARIO,37.833
FIUMICINO AEROPORTO,ORTE,95.834
FIUMICINO AEROPORTO,PARCO LEONARDO,4.566
FIUMICINO AEROPORTO,PIANA BELLA DI MONTELIBRETTI,58.619
FIUMICINO AEROPORTO,POGGIO MIRTETO,76.152
FIUMICINO AEROPORTO,PONTE GALERIA,9.142
FIUMICINO AEROPORTO,ROMA NOMENTANA L L,34.865
FIUMICINO AEROPORTO,ROMA NOMENTANA LL,34.865
FIUMICINO AEROPORTO,ROMA OSTIENSE,24.946
FIUMICINO AEROPORTO,ROMA SMISTAMENTO,32.239
FIUMICINO AEROPORTO,ROMA TERMINI,31.846
FIUMICINO AEROPORTO,ROMA TIBURTINA,32.282
FIUMICINO AEROPORTO,ROMA TUSCOLANA,28.423
FIUMICINO AEROPORTO,VENEZIA MESTRE,528.968
FIUMICINO AEROPORTO,VENEZIA S LUCIA,536.852
FIUMICINO AEROPORTO,VILLA BONELLI,19.951
FOGGIA,ANCONA,319.095
FOGGIA,ASCOLI SATRIANO,30.522
FOGGIA,AVIGLIANO LUCANIA,104.675
FOGGIA,BARI CENTRALE,123.419
FOGGIA,BARI S SPIRITO,111.865
FOGGIA,BARLETTA,70.525
FOGGIA,BENEVENTO,198.297
FOGGIA,BOLZANO,779.533
FOGGIA,CAMPOMARINO,77.146
FOGGIA,CANDELA,34.246
FOGGIA,CANDELA S AGATA DI PUGLIA,38.407
FOGGIA,CASTEL LAGOPESOLE,94.829
FOGGIA,CERIGNOLA,34.875
FOGGIA,CERIGNOLA CAMPAGNA,35.137
FOGGIA,CHIEUTI SERRACAPRIOLA,66.708
FOGGIA,FOLIGNO,429.676
FOGGIA,FORENZA,83.368
FOGGIA,GIOIA DEL COLLE,170.272
FOGGIA,GIOVINAZZO,104.997
FOGGIA,INCORONATA,11.196
FOGGIA,LECCE,272.783
FOGGIA,LEONESSA,55.632
FOGGIA,MANFREDONIA,36.592
FOGGIA,MELFI,65.598
FOGGIA,MILANO CENTRALE,734.847
FOGGIA,NAPOLI CENTRALE,183.005
FOGGIA,NOVARA,784.55
FOGGIA,ORDONA,18.197
FOGGIA,ORTANOVA,20.541
FOGGIA,PESCARA,173.054
FOGGIA,PIETRAGALLA,115.076
FOGGIA,POTENZA CENTRALE,118.775
FOGGIA,POTENZA INFERIORE,118.973
FOGGIA,RIMINI,411.965
FOGGIA,RIONERO ATELLA RIPACANDITA,74.974
FOGGIA,ROCCHETTA S ANT LAC,49.369
FOGGIA,ROCCHETTA S ANTONIO LACEDONIA,49.369
FOGGIA,ROMA TERMINI,360.655
FOGGIA,S SEVERO,28.454
FOGGIA,TARANTO,223.53
FOGGIA,TERMOLI,83.999
FOGGIA,TORINO PORTA NUOVA,856.552
FOGGIA,TRANI,81.327
FOGGIA,TRINITAPOLI S FERDINANDO DI PUGLIA,52.534
FOGGIA,VENEZIA S LUCIA,681.377
FOLIGNO,ANCONA,128.976
FOLIGNO,AREZZO,116.875
FOLIGNO,ASSISI,15.554
FOLIGNO,BASTIA,19.13
FOLIGNO,BOLOGNA CENTRALE,272.943
FOLIGNO,CASTELPLANIO CUPRAMONTANA,87.6
FOLIGNO,CHIUSI C T,111.389
FOLIGNO,ELLERA CORCIANO,49.638
FOLIGNO,FABRIANO,58.96
FOLIGNO,FALCONARA MARITTIMA,115.812
FOLIGNO,FIGLINE VALDARNO,156.756
FOLIGNO,FIRENZE CAMPO MARTE,178.278
FOLIGNO,FIRENZE S MARIA NOVELLA,182.684
FOLIGNO,FOSSATO DI VICO GUBBIO,42.623
FOLIGNO,GAIFANA,29.678
FOLIGNO,GENGA S VITTORE TERME,74.455
FOLIGNO,GUALDO TADINO,36.772
FOLIGNO,JESI,102.31
FOLIGNO,MILANO CENTRALE,483.306
FOLIGNO,MILANO CERTOSA,489.671
FOLIGNO,MILANO ROGOREDO,478.58
FOLIGNO,MODENA,308.258
FOLIGNO,MONTEVARCHI TERRANUOVA,143.78
FOLIGNO,NOCERA UMBRA,19.459
FOLIGNO,ORTE,82.344
FOLIGNO,ORVIETO,123.678
FOLIGNO,PASSIGNANO SUL TRASIMENO,70.236
FOLIGNO,PERUGIA,39.575
FOLIGNO,PERUGIA CAPITINI,43.851
FOLIGNO,PERUGIA PONTE S GIOVANNI,31.1
FOLIGNO,PESARO,171.75
FOLIGNO,PONTASSIEVE,172.098
FOLIGNO,ROMA TERMINI,149.72
FOLIGNO,ROMA TIBURTINA,145.129
FOLIGNO,S GIOVANNI VALDARNO,149.174
FOLIGNO,SPELLO,4.914
FOLIGNO,SPOLETO,25.054
FOLIGNO,TERNI,54.429
FOLIGNO,TERONTOLA CORTONA,82.209
FOLIGNO,TREVI,8.889
FOLIGNO,TRIESTE CENTRALE,565.701
FOLLONICA,FIRENZE S MARIA NOVELLA,178.719
FOLLONICA,GROSSETO,41.501
FOLLONICA,MILANO CENTRALE,381.16
FOLLONICA,PISA CENTRALE,103.535
FOLLONICA,ROMA TERMINI,226.674
FONDI SPERLONGA,ROMA TERMINI,109.461
FONTANETTO PO,ALESSANDRIA,57.083
FONTANETTO PO,CHIVASSO,24.05
FORENZA,POTENZA CENTRALE,35.407
FORENZA,POTENZA INFERIORE,35.605
FORLI,ANCONA,139.088
FORLI,BOLOGNA CENTRALE,66.302
FORLI,IMOLA,30.682
FORLI,LECCE,730.041
FORLI,PARMA,156.208
FORLI,PESARO,79.556
FORLI,PIACENZA,212.028
FORLI,RIMINI,46.224
FORLI,S BENEDETTO DEL TRONTO,223.635
FORMIA GAETA,AVERSA,66.262
FORMIA GAETA,CAMPOLEONE,94.881
FORMIA GAETA,CASORIA,76.317
FORMIA GAETA,CISTERNA DI LATINA,78.383
FORMIA GAETA,LATINA,67.369
FORMIA GAETA,MINTURNO,10.025
FORMIA GAETA,MINTURNO SCAURI,10.025
FORMIA GAETA,MONTE S BIAGIO TERRACINA MARE,25.518
FORMIA GAETA,NAPOLI CENTRALE,85.436
FORMIA GAETA,POMEZIA S PALOMBA,104.476
FORMIA GAETA,PRIVERNO FOSSANOVA,42.994
FORMIA GAETA,ROMA OSTIENSE,129.364
FORMIA GAETA,ROMA TERMINI,128.272
FORMIA GAETA,ROMA TIBURTINA,128.34
FORMIA GAETA,SESSA AURUNCA R,24.744
FORMIA GAETA,SESSA AURUNCA ROCCAMONFINA,24.993
FORMIA GAETA,SESTRI LEVANTE,568.904
FORMIA GAETA,TARANTO,395.518
FORMIA GAETA,VILLA LITERNO,51.884
FORMIGINE,MODENA,11.224
FORMIGINE,SASSUOLO,6.865
FORMIGINE,SASSUOLO TERMINAL,8.173
FORNACI DI BARGA,AULLA LUNIGIANA,58.655
FORNACI DI BARGA,BAGNI DI LUCCA,8.167
FORNACI DI BARGA,DIECIMO PESCAGLIA,15.094
FORNACI DI BARGA,LUCCA,31.577
FORNACI DI BARGA,MINUCCIANO PIEVE CASOLA,34.378
FORNACI DI BARGA,PISA CENTRALE,54.697
FORNACI DI BARGA,S GIULIANO TERME,43.285
FORNACI DI BARGA,S PIETRO A VICO,26.306
FORNACI DI BARGA,VIAREGGIO,53.68
FORNOVO,BERGAMO,163.09
FORNOVO,CREMONA,57.761
FORNOVO,LA SPEZIA CENTRALE,96.14
FORNOVO,LIVORNO CENTRALE,170.852
FORNOVO,PARMA,23.052
FORNOVO,PISA CENTRALE,152.839
FORNOVO,PONTREMOLI,55.247
FORNOVO,VIAREGGIO,131.561
FORTE DEI MARMI SERAVEZZA QUERCETA,BORGO VAL DI TARO,80.356
FORTE DEI MARMI SERAVEZZA QUERCETA,FIRENZE S MARIA NOVELLA,112.557
FORTE DEI MARMI SERAVEZZA QUERCETA,LA SPEZIA CENTRALE,39.322
FORTE DEI MARMI SERAVEZZA QUERCETA,PISA CENTRALE,35.215
FORTE DEI MARMI SERAVEZZA QUERCETA,VEZZANO LIGURE,32.084
FORTE DEI MARMI SERRAVEZZA Q,AULLA LUNIGIANA,42.332
FORTE DEI MARMI SERRAVEZZA Q,FIRENZE S MARIA NOVELLA,112.557
FORTE DEI MARMI SERRAVEZZA Q,LA SPEZIA CENTRALE,39.322
FORTE DEI MARMI SERRAVEZZA Q,PISA CENTRALE,35.215
FORTEZZA,BOLOGNA CENTRALE,304.938
FORTEZZA,BOLZANO,48.539
FORTEZZA,BRENNERO,40.263
FORTEZZA,BRUNICO,33.084
FORTEZZA,CASTELDARNE,24.187
FORTEZZA,DOBBIACO,61.829
FORTEZZA,DOMEGLIARA,175.463
FORTEZZA,LANA POSTAL,72.967
FORTEZZA,MAGRE CORTACCIA,74.384
FORTEZZA,MERANO,81.776
FORTEZZA,MILANO CENTRALE,334.485
FORTEZZA,MONGUELFO VALLE DI CASIES,51.977
FORTEZZA,PONTE D ADIGE,55.178
FORTEZZA,RIO DI PUSTERIA,8.166
FORTEZZA,ROMA TERMINI,656.009
FORTEZZA,S CANDIDO,65.633
FORTEZZA,TRENTO,104.094
FORTEZZA,VALDAORA ANTERSELVA,44.82
FORTEZZA,VERONA PORTA NUOVA,194.785
FOSSANO,BORGO S DALMAZZO,35.074
FOSSANO,BREIL SUR ROYA,101.16
FOSSANO,CARMAGNOLA,34.555
FOSSANO,CAVALLERMAGGIORE,19.025
FOSSANO,CENGIO,54.793
FOSSANO,CENTALLO,13.261
FOSSANO,CEVA,38.13
FOSSANO,CHIVASSO,88.297
FOSSANO,CIRE,88.067
FOSSANO,CIRIE,88.067
FOSSANO,CUNEO,26.496
FOSSANO,GERMAGNANO,100.446
FOSSANO,LIMONE,54.967
FOSSANO,MATHI,93.672
FOSSANO,MONCALIERI,54.882
FOSSANO,MONDOVI,18.984
FOSSANO,RACCONIGI,25.988
FOSSANO,ROBILANTE,39.574
FOSSANO,S GIUSEPPE DI CAIRO,63.486
FOSSANO,S MAURIZIO,85.392
FOSSANO,S MAURIZIO CANAVESE,85.392
FOSSANO,SALE LANGHE,43.772
FOSSANO,SAVIGLIANO,12.162
FOSSANO,SAVONA,84.693
FOSSANO,ST DALMAS DE TENDE,81.402
FOSSANO,TORINO AEROPORTO,82.33
FOSSANO,TORINO AEROPORTO DI CASELLE,82.33
FOSSANO,TORINO LINGOTTO,59.203
FOSSANO,TORINO PORTA NUOVA,63.385
FOSSANO,TORINO PORTA SUSA,64.958
FOSSANO,TORINO REBAUDENGO FOSSATA,68.572
FOSSANO,TORINO STURA,72.024
FOSSANO,TROFARELLO,50.5
FOSSANO,VENARIA,74.924
FOSSANO,VENARIA REALE REGGIA,74.891
FOSSANO,VENTIMIGLIA,122.407
FOSSANO,VERNANTE,45.929
FOSSATO DI VICO GUBBIO,ANCONA,86.353
FOSSATO DI VICO GUBBIO,ROMA TERMINI,191.575
FRAGNETO MONFORTE,NAPOLI CENTRALE,108.516
FRANCAVILLA AL MARE,GIULIANOVA,46.876
FRANCAVILLA AL MARE,MILANO CENTRALE,571.058
FRANCAVILLA AL MARE,PESCARA,9.265
FRANCAVILLA AL MARE,TERAMO,69.149
FRANCAVILLA FONTANA,TARANTO,33.51
FRASCATI,CAPANNELLE,10.571
FRASCATI,CIAMPINO,3.577
FRASCATI,ROMA OSTIENSE,21.439
FRASCATI,ROMA TERMINI,20.346
FRASCATI,ROMA TIBURTINA,20.415
FRASCATI,ROMA TUSCOLANA,18.556
FRATTE,MERCATO S SEVERINO,14.24
FRATTE,SALERNO,3.474
FROSINONE,ANAGNI FIUGGI,23.078
FROSINONE,BENEVENTO,181.112
FROSINONE,BOLOGNA CENTRALE,429.803
FROSINONE,CASERTA,121.665
FROSINONE,CASSINO,52.382
FROSINONE,CIAMPINO,73.959
FROSINONE,COLLEFERRO SEGNI PALIANO,31.845
FROSINONE,MILANO CENTRALE,640.166
FROSINONE,MOROLO,13.399
FROSINONE,PISA CENTRALE,409.902
FROSINONE,ROMA TERMINI,83.557
FROSINONE,ROMA TIBURTINA,81.985
FROSINONE,ROMA TUSCOLANA,83.394
FROSINONE,VALMONTONE,39.956
FROSINONE,ZAGAROLO,50.759
GAIBANELLA,ARGENTA,23.369
GAIBANELLA,RAVENNA,62.888
GALATI,CATANIA CENTRALE,82.953
GALLARATE,ALASSIO,259.81
GALLARATE,ARONA,27.005
GALLARATE,BESOZZO,23.532
GALLARATE,BOLOGNA CENTRALE,253.691
GALLARATE,BUSTO ARSIZIO,8.77
GALLARATE,BUSTO ARSIZIO NORD,11.269
GALLARATE,CASSANO D ADDA,67.776
GALLARATE,COMO S GIOVANNI,48.101
GALLARATE,DOMODOSSOLA,79.521
GALLARATE,FINALE LIGURE MARINA,234.613
GALLARATE,GENOVA P PRINCIPE,179.784
GALLARATE,GENOVA SESTRI PONENTE,181.105
GALLARATE,IMPERIA,277.563
GALLARATE,LAVENO MOMBELLO,31.173
GALLARATE,LUINO,46.268
GALLARATE,MALPENSA AEROPORTO TERMINAL 2,5.521
GALLARATE,MILANO BOVISA,38.375
GALLARATE,MILANO CENTRALE,43.284
GALLARATE,MILANO CERTOSA,35.61
GALLARATE,MILANO LAMBRATE,46.515
GALLARATE,MILANO PORTA GARIBALDI,43.66
GALLARATE,MILANO ROGOREDO,48.001
GALLARATE,MORNAGO CIMBRO,9.415
GALLARATE,PARABIAGO,19.09
GALLARATE,PIOLTELLO LIMITO,53.166
GALLARATE,PORTO CERESIO,34.602
GALLARATE,PORTO VALTRAVAGLIA,38.945
GALLARATE,PREMOSELLO CHIOVENDA,64.006
GALLARATE,RESCALDINA,15.686
GALLARATE,RHO,28.387
GALLARATE,SAVONA,216.304
GALLARATE,STABIO,34.427
GALLARATE,TERNATE VARANO BORGHI,15.874
GALLARATE,TREVIGLIO,73.604
GALLARATE,VARESE,50.509
GALLARATE,VENTIMIGLIA,316.558
GALLITELLO,TRAPANI,100.908
GARBAGNATE MILANESE,GARBAGNATE PARCO DELLE GROANE,1.795
GARBAGNATE MILANESE,LOCATE TRIULZI,30.996
GARBAGNATE MILANESE,MILANO BOVISA,10.613
GARBAGNATE MILANESE,MILANO ROGOREDO,22.376
GARBAGNATE MILANESE,PAVIA,51.424
GARGAZZONE,BOLZANO,20.507
GARGAZZONE,BRENNERO,109.305
GARGAZZONE,MERANO,12.734
GARLASCO,MORTARA,17.014
GARLASCO,PAVIA,20.503
GARLASCO,VERCELLI,63.151
GAVORRANO,FIRENZE S MARIA NOVELLA,193.174
GAVORRANO,PISA CENTRALE,117.99
GAZZADA SCHIANNO MORAZZONE,VARESE,63.015
GAZZO DI BIGARELLO,MONSELICE,71.825
GAZZO PIEVE S GIACOMO,CREMONA,14.492
GAZZO PIEVE S GIACOMO,MILANO LAMBRATE,94.905
GELA,AVOLA,156.746
GELA,CALTANISSETTA CENTRALE,111.178
GELA,CALTANISSETTA XIRBI,117.612
GELA,DONNAFUGATA,51.004
GELA,ISPICA,128.981
GELA,MODICA,90.41
GELA,NOTO,150.19
GELA,RAGUSA,70.635
GELA,ROSOLINI,134.619
GELA,SAMPIERI,110.518
GELA,SCICLI,100.18
GELA,SIRACUSA,182.679
GELA,VITTORIA,29.445
GEMONA DEL FRIULI,GORIZIA CENTRALE,59.557
GEMONA DEL FRIULI,PORDENONE,76.929
GEMONA DEL FRIULI,SACILE,89.75
GEMONA DEL FRIULI,TREVISO C,207.939
GEMONA DEL FRIULI,TREVISO CENTRALE,207.939
GEMONA DEL FRIULI,TRIESTE CENTRALE,100.566
GEMONA DEL FRIULI,UDINE,28.241
GEMONA DEL FRIULI,VENEZIA S LUCIA,163.19
GENGA S VITTORE TERME,ANCONA,54.525
GENOVA ACQUASANTA,ACQUI TERME,40.161
GENOVA ACQUASANTA,GENOVA BRIGNOLE,19.947
GENOVA ACQUASANTA,GENOVA SAMPIERDARENA,14.947
GENOVA BOLZANETO,ARQUATA SCRIVIA,29.97
GENOVA BOLZANETO,BUSALLA,14.522
GENOVA BOLZANETO,GENOVA BRIGNOLE,8.736
GENOVA BOLZANETO,GENOVA P PRINCIPE,6.285
GENOVA BOLZANETO,NOVI LIGURE,41.486
GENOVA BOLZANETO,PIACENZA,129.413
GENOVA BOLZANETO,RIMINI,387.657
GENOVA BORZOLI,ACQUI TERME,50.343
GENOVA BORZOLI,GENOVA BRIGNOLE,9.765
GENOVA BORZOLI,GENOVA PIAZZA PRINCIPE,7.427
GENOVA BORZOLI,PRASCO CREMOLINO,43.397
GENOVA BRIGNOLE,ACQUI TERME,60.108
GENOVA BRIGNOLE,ALASSIO,87.877
GENOVA BRIGNOLE,ALBENGA,81.483
GENOVA BRIGNOLE,ALESSANDRIA,71.278
GENOVA BRIGNOLE,ANDORA,94.184
GENOVA BRIGNOLE,ARQUATA SCRIVIA,37.863
GENOVA BRIGNOLE,ASTI,105.55
GENOVA BRIGNOLE,AULLA LUNIGIANA,105.35
GENOVA BRIGNOLE,BARDONECCHIA,244.233
GENOVA BRIGNOLE,BATTIPAGLIA,764.901
GENOVA BRIGNOLE,BOLOGNA CENTRALE,284.38
GENOVA BRIGNOLE,BUSALLA,23.258
GENOVA BRIGNOLE,CAMBIANO SANTENA,144.846
GENOVA BRIGNOLE,CAMPO LIGURE MASONE,31.26
GENOVA BRIGNOLE,CAMPOLIGURE MASONE,31.26
GENOVA BRIGNOLE,CASERTA,683.544
GENOVA BRIGNOLE,CASTEL S PIETRO TERME,307.625
GENOVA BRIGNOLE,CHIAVARI,35.341
GENOVA BRIGNOLE,COGOLETO,26.788
GENOVA BRIGNOLE,CORNIGLIA,74.803
GENOVA BRIGNOLE,DEIVA MARINA,54.78
GENOVA BRIGNOLE,DIANO,100.807
GENOVA BRIGNOLE,FAENZA,334.703
GENOVA BRIGNOLE,FELIZZANO,85.769
GENOVA BRIGNOLE,FIDENZA,172.247
GENOVA BRIGNOLE,FINALE LIGURE MARINA,62.68
GENOVA BRIGNOLE,FIRENZE CAMPO MARTE,238.043
GENOVA BRIGNOLE,GENOVA ACQUASANTA,19.947
GENOVA BRIGNOLE,GENOVA BOLZANETO,8.736
GENOVA BRIGNOLE,GENOVA BORZOLI,9.765
GENOVA BRIGNOLE,GENOVA NERVI,8.583
GENOVA BRIGNOLE,GENOVA P PRINCIPE,2.578
GENOVA BRIGNOLE,GENOVA PIAZZA PRINCIPE,2.339
GENOVA BRIGNOLE,GENOVA PONTEDECIMO,12.025
GENOVA BRIGNOLE,GENOVA QUARTO DEI MILLE,4.706
GENOVA BRIGNOLE,GENOVA RIVAROLO,6.911
GENOVA BRIGNOLE,GENOVA SAMPIERDARENA,5.536
GENOVA BRIGNOLE,GENOVA SESTRI PONENTE,8.079
GENOVA BRIGNOLE,GENOVA SESTRI PONENTE AEROPORTO,9.057
GENOVA BRIGNOLE,GENOVA VOLTRI,16.308
GENOVA BRIGNOLE,IMOLA,318.645
GENOVA BRIGNOLE,IMPERIA,105.629
GENOVA BRIGNOLE,LA SPEZIA CENTRALE,84.501
GENOVA BRIGNOLE,LEVANTO,63.94
GENOVA BRIGNOLE,LIVORNO CENTRALE,177.051
GENOVA BRIGNOLE,LOANO,72.875
GENOVA BRIGNOLE,MIGNANEGO,18.515
GENOVA BRIGNOLE,MILANO CENTRALE,140.425
GENOVA BRIGNOLE,MILANO CERTOSA,146.625
GENOVA BRIGNOLE,MILANO GRECO PIRELLI,143.491
GENOVA BRIGNOLE,MILANO LAMBRATE,137.522
GENOVA BRIGNOLE,MILANO ROGOREDO,135.698
GENOVA BRIGNOLE,MILANO S CRISTOFORO,140.908
GENOVA BRIGNOLE,MODENA,247.722
GENOVA BRIGNOLE,MONTEROSSO,68.398
GENOVA BRIGNOLE,NOVI LIGURE,49.379
GENOVA BRIGNOLE,OVADA,45.253
GENOVA BRIGNOLE,PADOVA,361.514
GENOVA BRIGNOLE,PARMA,194.35
GENOVA BRIGNOLE,PAVIA,104.132
GENOVA BRIGNOLE,PIACENZA,137.306
