partenza,arrivo,km,origine_stima
SARZANA,CORNIGLIA,24.843,cammino
SARZANA,FIRENZE RIFREDI,134.151,cammino
SARZANA,FIRENZE S MARIA NOVELLA,136.915,cammino
SARZANA,GENOVA BRIGNOLE,99.019,cammino
SARZANA,GENOVA P PRINCIPE,101.643,cammino
SARZANA,GENOVA VOLTRI,121.087,cammino
SARZANA,LEVANTO,35.17,cammino
SARZANA,MILANO CENTRALE,224.987,cammino
SARZANA,MILANO ROGOREDO,215.416,cammino
SARZANA,MONTEROSSO,30.844,cammino
SARZANA,PISA CENTRALE,59.654,cammino
SARZANA,RECCO,81.569,cammino
SARZANA,SAVONA,149.053,cammino
SARZANA,SESTRI LEVANTE,56.464,cammino
SARZANA,VIAREGGIO,37.412,cammino
SAVIGLIANO,SALUZZO,14.88,adiacenti
SAVONA,ACQUI TERME,68.305,cammino
SAVONA,ALASSIO,43.49,cammino
SAVONA,ALBENGA,37.35,cammino
SAVONA,ALBISOLA,5.194,adiacenti
SAVONA,ALESSANDRIA,102.215,cammino
SAVONA,ARENZANO,20.803,cammino
SAVONA,ARQUATA SCRIVIA,88.359,cammino
SAVONA,ASTI,113.775,cammino
SAVONA,BOGLIASCO,60.348,cammino
SAVONA,CAIRO MONTENOTTE,23.01,cammino
SAVONA,CARMAGNOLA,118.84,cammino
SAVONA,CASSINE,81.185,cammino
SAVONA,CAVALLERMAGGIORE,102.71,cammino
SAVONA,CENGIO,29.04,cammino
SAVONA,CEVA,45.64,cammino
SAVONA,CHIAVARI,85.129,cammino
SAVONA,COGOLETO,17.671,cammino
SAVONA,DEIVA MARINA,104.557,cammino
SAVONA,FOSSANO,83.8,cammino
SAVONA,GALLARATE,230.035,cammino
SAVONA,GENOVA BRIGNOLE,50.034,cammino
SAVONA,GENOVA NERVI,58.251,cammino
SAVONA,GENOVA P PRINCIPE,47.41,cammino
SAVONA,GENOVA PIAZZA PRINCIPE,52.574,cammino
SAVONA,GENOVA STURLA,53.011,cammino
SAVONA,GENOVA VOLTRI,27.966,cammino
SAVONA,IMPERIA,61.19,cammino
SAVONA,LEVANTO,113.883,cammino
SAVONA,LOANO,28.34,cammino
SAVONA,MILANO CENTRALE,203.366,cammino
SAVONA,MILANO LAMBRATE,199.586,cammino
SAVONA,MILANO ROGOREDO,193.795,cammino
SAVONA,MONDOVI,64.81,cammino
SAVONA,MONTECHIARO DENICE,51.02,cammino
SAVONA,MONTEROSSO,118.209,cammino
SAVONA,PAVIA,165.19,cammino
SAVONA,PIETRA LIGURE,25.15,adiacenti
SAVONA,PIETRASANTA,176.926,cammino
SAVONA,PISA CENTRALE,208.706,cammino
SAVONA,PONTI,55.18,cammino
SAVONA,RECCO,67.484,cammino
SAVONA,RIVA TRIGOSO,95.509,cammino
SAVONA,ROMA TERMINI,542.033,cammino
SAVONA,S GIUSEPPE DI CAIRO,20.29,adiacenti
SAVONA,SARZANA,149.053,cammino
SAVONA,SAVIGLIANO,95.96,cammino
SAVONA,SESTRI LEVANTE,92.589,cammino
SAVONA,SPIGNO,42.81,cammino
SAVONA,STREVI,74.405,cammino
SAVONA,TAGGIA ARMA,77.17,cammino
SAVONA,TORINO LINGOTTO,142.92,cammino
SAVONA,TORINO PORTA NUOVA,147.24,cammino
SAVONA,VARAZZE,10.408,cammino
SAVONA,VENTIMIGLIA,99.54,cammino
SAVONA,VIAREGGIO,186.465,cammino
SAVONA,VOGHERA,140.33,cammino
SCARLINO,GROSSETO,35.025,cammino
SENIGALLIA,ANCONA,25.865,cammino
SENIGALLIA,PARMA,483.954,cammino
SENIGALLIA,PESARO,33.773,cammino
SENIGALLIA,PIACENZA,520.822,cammino
SENIGALLIA,RIMINI,67.173,cammino
SERIATE,BERGAMO,3.572,adiacenti
SERIATE,BRESCIA,45.127,cammino
SERIATE,ROVATO,28.106,cammino
SESTO CALENDE,ARONA,8.52,adiacenti
SESTO CALENDE,BUSTO ARSIZIO,24.09,cammino
SESTO CALENDE,DOMODOSSOLA,64.055,cammino
SESTO CALENDE,MILANO CENTRALE,59.49,cammino
SESTO CALENDE,MILANO PORTA GARIBALDI,55.73,cammino
SESTRI LEVANTE,ALASSIO,136.079,cammino
SESTRI LEVANTE,ALBENGA,129.939,cammino
SESTRI LEVANTE,ARENZANO,71.786,cammino
SESTRI LEVANTE,AREZZO,264.978,cammino
SESTRI LEVANTE,CECINA,170.267,cammino
SESTRI LEVANTE,CHIAVARI,7.46,adiacenti
SESTRI LEVANTE,CIVITAVECCHIA,371.429,cammino
SESTRI LEVANTE,COGOLETO,74.918,cammino
SESTRI LEVANTE,CORNIGLIA,31.621,cammino
SESTRI LEVANTE,DEIVA MARINA,11.968,cammino
SESTRI LEVANTE,FOLLONICA,222.418,cammino
SESTRI LEVANTE,GENOVA BRIGNOLE,42.555,cammino
SESTRI LEVANTE,GENOVA NERVI,34.338,cammino
SESTRI LEVANTE,GENOVA P PRINCIPE,45.179,cammino
SESTRI LEVANTE,GENOVA PIAZZA PRINCIPE,45.095,cammino
SESTRI LEVANTE,GENOVA SAMPIERDARENA,53.741,cammino
SESTRI LEVANTE,GENOVA VOLTRI,64.623,cammino
SESTRI LEVANTE,LAVAGNA,5.268,adiacenti
SESTRI LEVANTE,LEVANTO,21.295,adiacenti
SESTRI LEVANTE,LIVORNO CENTRALE,136.612,cammino
SESTRI LEVANTE,MANAROLA,33.466,cammino
SESTRI LEVANTE,MILANO CENTRALE,215.081,cammino
SESTRI LEVANTE,MILANO LAMBRATE,211.301,cammino
SESTRI LEVANTE,MILANO ROGOREDO,205.51,cammino
SESTRI LEVANTE,MONEGLIA,8.161,adiacenti
SESTRI LEVANTE,MONTEROSSO,25.62,cammino
SESTRI LEVANTE,PARMA,160.791,cammino
SESTRI LEVANTE,PIEVE LIGURE,30.091,cammino
SESTRI LEVANTE,PISA CENTRALE,116.117,cammino
SESTRI LEVANTE,PONTREMOLI,82.411,cammino
SESTRI LEVANTE,RECCO,25.105,cammino
SESTRI LEVANTE,ROMA OSTIENSE,442.331,cammino
SESTRI LEVANTE,ROMA TERMINI,449.444,cammino
SESTRI LEVANTE,RONCO SCRIVIA,70.395,cammino
SESTRI LEVANTE,SARZANA,56.464,cammino
SESTRI LEVANTE,SAVONA,92.589,cammino
SESTRI LEVANTE,TAGGIA ARMA,169.759,cammino
SESTRI LEVANTE,TORTONA,135.845,cammino
SESTRI LEVANTE,VARAZZE,82.181,cammino
SESTRI LEVANTE,VENTIMIGLIA,192.129,cammino
SESTRI LEVANTE,VEZZANO LIGURE,49.057,cammino
SESTRI LEVANTE,VOGHERA,152.045,cammino
SEZZADIO,ALESSANDRIA,15.27,cammino
SIENA,ARBIA,9.723,adiacenti
SIENA,ASCIANO,31.738,cammino
SIENA,BUONCONVENTO,28.745,cammino
SIENA,CASTELFIORENTINO,47.231,cammino
SIENA,CASTELLINA CH,14.138,adiacenti
SIENA,CERTALDO,38.598,cammino
SIENA,CHIUSI C T,88.957,cammino
SIENA,EMPOLI,62.962,adiacenti
SIENA,FIRENZE RIFREDI,90.433,cammino
SIENA,FIRENZE S MARIA NOVELLA,93.197,cammino
SIENA,GRANAIOLO,52.91,cammino
SIENA,GROSSETO,100.677,cammino
SIENA,MONTE ANTICO,55.849,cammino
SIENA,MONTEPESCALI,88.917,cammino
SIENA,MONTEPULCIANO,70.195,cammino
SIENA,P M BADESSE,7.856,adiacenti
SIENA,POGGIBONSI,25.053,adiacenti
SIENA,PONTE A ELSA,58.75,cammino
SIENA,RAPOLANO TERME,37.974,cammino
SIENA,RIGOMAGNO,50.57,cammino
SIENA,ROCCASTRADA,72.074,cammino
SIENA,ROMA OSTIENSE,258.347,cammino
SIENA,ROMA TERMINI,251.234,cammino
SIENA,SINALUNGA,56.357,cammino
SINALUNGA,CHIUSI C T,32.6,cammino
SINALUNGA,EMPOLI,119.319,cammino
SINALUNGA,SIENA,56.357,cammino
SOMMA LOMBARDO,ARONA,18.02,cammino
SOMMA LOMBARDO,DOMODOSSOLA,73.565,cammino
SOMMA LOMBARDO,MILANO CENTRALE,49.98,cammino
SOMMA LOMBARDO,MILANO PORTA GARIBALDI,46.22,cammino
SOMMA LOMBARDO,STRESA,35.355,cammino
SOMMARIVA DEL BOSCO,TORINO STURA,46.65,cammino
SPIGNO,ALESSANDRIA,59.405,cammino
STRAMBINO,CHIVASSO,23.38,cammino
STRAMBINO,NOVARA,95.07,cammino
STRAMBINO,TORINO PORTA NUOVA,51.76,cammino
STRESA,MILANO CENTRALE,85.335,cammino
STRESA,MILANO PORTA GARIBALDI,81.575,cammino
STRESA,SOMMA LOMBARDO,35.355,cammino
STREVI,ALESSANDRIA,27.81,cammino
STREVI,SAVONA,74.405,cammino
SUSA,ALPIGNANO,39.05,cammino
SUSA,AVIGLIANA,28.96,cammino
SUSA,BORGONE,14.96,cammino
SUSA,BUSSOLENO,7.53,adiacenti
SUSA,COLLEGNO,43.27,cammino
SUSA,ROSTA,33.83,cammino
SUSA,TORINO PORTA NUOVA,53.06,cammino
TAGGIA ARMA,BERGAMO,465.09,cammino
TAGGIA ARMA,COGOLETO,94.841,cammino
TAGGIA ARMA,FOSSANO,143.41,cammino
TAGGIA ARMA,GALLARATE,307.205,cammino
TAGGIA ARMA,GENOVA BRIGNOLE,127.204,cammino
TAGGIA ARMA,MILANO CENTRALE,280.536,cammino
TAGGIA ARMA,MILANO LAMBRATE,276.756,cammino
TAGGIA ARMA,MILANO PORTA GARIBALDI,294.185,cammino
TAGGIA ARMA,ROVATO,433.412,cammino
TAGGIA ARMA,SAVONA,77.17,cammino
TAGGIA ARMA,SESTRI LEVANTE,169.759,cammino
TAGGIA ARMA,TORINO PORTA NUOVA,206.85,cammino
TAGGIA ARMA,VENTIMIGLIA,22.37,cammino
TAGGIA ARMA,VOGHERA,217.5,cammino
TARQUINIA,PISA CENTRALE,235.428,cammino
TARQUINIA,ROMA TERMINI,97.899,cammino
TASSIGNANO,FIRENZE S MARIA NOVELLA,72.059,cammino
TORINO LINGOTTO,ALBA,62.015,cammino
TORINO LINGOTTO,ALESSANDRIA,85.755,cammino
TORINO LINGOTTO,ARQUATA SCRIVIA,118.805,cammino
TORINO LINGOTTO,ASTI,51.46,adiacenti
TORINO LINGOTTO,BIELLA S PAOLO,86.59,cammino
TORINO LINGOTTO,BRA,44.53,cammino
TORINO LINGOTTO,CAMBIANO SANTENA,12.12,cammino
TORINO LINGOTTO,CARMAGNOLA,24.08,adiacenti
TORINO LINGOTTO,CHIERI,17.27,cammino
TORINO LINGOTTO,CHIVASSO,29.19,cammino
TORINO LINGOTTO,CUNEO,84.26,cammino
TORINO LINGOTTO,FIRENZE S MARIA NOVELLA,393.063,cammino
TORINO LINGOTTO,FOSSANO,59.12,cammino
TORINO LINGOTTO,GENOVA BRIGNOLE,157.13,cammino
TORINO LINGOTTO,GENOVA P PRINCIPE,159.754,cammino
TORINO LINGOTTO,GENOVA PIAZZA PRINCIPE,154.59,cammino
TORINO LINGOTTO,GENOVA SAMPIERDARENA,168.316,cammino
TORINO LINGOTTO,IVREA,61.65,cammino
TORINO LINGOTTO,LIVORNO CENTRALE,336.297,cammino
TORINO LINGOTTO,MILANO CENTRALE,152.86,cammino
TORINO LINGOTTO,MILANO PORTA GARIBALDI,149.1,cammino
TORINO LINGOTTO,MONCALIERI,3.69,adiacenti
TORINO LINGOTTO,NONE,15.745,cammino
TORINO LINGOTTO,NOVARA,100.88,cammino
TORINO LINGOTTO,PINEROLO,33.025,cammino
TORINO LINGOTTO,ROMA TERMINI,649.129,cammino
TORINO LINGOTTO,SANTHIA,59.87,cammino
TORINO LINGOTTO,SAVONA,142.92,cammino
TORINO LINGOTTO,TORINO PORTA NUOVA,4.32,adiacenti
TORINO LINGOTTO,TORINO PORTA SUSA,5.85,adiacenti
TORINO LINGOTTO,TORINO STURA,12.85,cammino
TORINO LINGOTTO,TROFARELLO,8.71,adiacenti
TORINO LINGOTTO,VENTIMIGLIA,180.16,cammino
TORINO LINGOTTO,VERCELLI,78.99,cammino
TORINO PORTA NUOVA,ALBA,66.335,cammino
TORINO PORTA NUOVA,ALBENGA,184.59,cammino
TORINO PORTA NUOVA,ALESSANDRIA,90.075,cammino
TORINO PORTA NUOVA,ANCONA,653.563,cammino
TORINO PORTA NUOVA,ARQUATA SCRIVIA,123.125,cammino
TORINO PORTA NUOVA,ASTI,55.78,cammino
TORINO PORTA NUOVA,AVIGLIANA,24.1,cammino
TORINO PORTA NUOVA,BARDONECCHIA,86.21,cammino
TORINO PORTA NUOVA,BERGAMO,391.345,cammino
TORINO PORTA NUOVA,BIANZE,50.93,cammino
TORINO PORTA NUOVA,BIELLA S PAOLO,85.78,cammino
TORINO PORTA NUOVA,BOLOGNA CENTRALE,462.291,cammino
TORINO PORTA NUOVA,BORGONE,38.1,cammino
TORINO PORTA NUOVA,BRA,48.85,cammino
TORINO PORTA NUOVA,BRESCIA,342.646,cammino
TORINO PORTA NUOVA,BUSSOLENO,45.53,cammino
TORINO PORTA NUOVA,CARMAGNOLA,28.4,cammino
TORINO PORTA NUOVA,CAVALLERMAGGIORE,44.53,cammino
TORINO PORTA NUOVA,CENGIO,118.2,cammino
TORINO PORTA NUOVA,CENTALLO,75.38,cammino
TORINO PORTA NUOVA,CEVA,101.6,cammino
TORINO PORTA NUOVA,CHIAVARI,196.545,cammino
TORINO PORTA NUOVA,CHIOMONTE,59.47,cammino
TORINO PORTA NUOVA,CHIVASSO,28.38,cammino
TORINO PORTA NUOVA,CIVITAVECCHIA,575.434,cammino
TORINO PORTA NUOVA,COGOLETO,164.911,cammino
TORINO PORTA NUOVA,COLLEGNO,9.79,adiacenti
TORINO PORTA NUOVA,CUNEO,88.58,cammino
TORINO PORTA NUOVA,EMPOLI,367.148,cammino
TORINO PORTA NUOVA,FANO,606.407,cammino
TORINO PORTA NUOVA,FIRENZE RIFREDI,394.619,cammino
TORINO PORTA NUOVA,FIRENZE S MARIA NOVELLA,397.383,cammino
TORINO PORTA NUOVA,FOLIGNO,585.927,cammino
TORINO PORTA NUOVA,FOSSANO,63.44,cammino
TORINO PORTA NUOVA,GENOVA BRIGNOLE,161.45,cammino
TORINO PORTA NUOVA,GENOVA P PRINCIPE,164.074,cammino
TORINO PORTA NUOVA,GENOVA PIAZZA PRINCIPE,158.91,cammino
TORINO PORTA NUOVA,GENOVA SAMPIERDARENA,172.636,cammino
TORINO PORTA NUOVA,GROSSETO,468.312,cammino
TORINO PORTA NUOVA,GRUGLIASCO,7.5,adiacenti
TORINO PORTA NUOVA,IMPERIA,208.43,cammino
TORINO PORTA NUOVA,IVREA,60.84,cammino
TORINO PORTA NUOVA,LIVORNO CENTRALE,340.617,cammino
TORINO PORTA NUOVA,LIVORNO FERRARIS,46.53,cammino
TORINO PORTA NUOVA,LOANO,175.58,cammino
TORINO PORTA NUOVA,MAGENTA,121.55,cammino
TORINO PORTA NUOVA,MASSA CENTRO,277.688,cammino
TORINO PORTA NUOVA,MILANO CENTRALE,152.05,cammino
TORINO PORTA NUOVA,MILANO PORTA GARIBALDI,148.29,cammino
TORINO PORTA NUOVA,MODANE,104.92,cammino
TORINO PORTA NUOVA,MONCALIERI,8.01,cammino
TORINO PORTA NUOVA,MONDOVI,82.43,cammino
TORINO PORTA NUOVA,NIZZA MONFERRATO,80.74,cammino
TORINO PORTA NUOVA,NOVARA,100.07,cammino
TORINO PORTA NUOVA,NOVI LIGURE,111.675,cammino
TORINO PORTA NUOVA,OULX CESANA CLAVIERE SESTRIERE,75.12,cammino
TORINO PORTA NUOVA,PERUGIA,546.288,cammino
TORINO PORTA NUOVA,PESARO,593.925,cammino
TORINO PORTA NUOVA,PISA CENTRALE,320.122,cammino
TORINO PORTA NUOVA,RHO,135.7,cammino
TORINO PORTA NUOVA,RICCIONE,570.511,cammino
TORINO PORTA NUOVA,RIMINI,560.525,cammino
TORINO PORTA NUOVA,RODALLO,38.97,cammino
TORINO PORTA NUOVA,ROMA OSTIENSE,646.336,cammino
TORINO PORTA NUOVA,ROMA S PIETRO,641.525,cammino
TORINO PORTA NUOVA,ROMA TERMINI,653.449,cammino
TORINO PORTA NUOVA,ROMA TIBURTINA,657.969,cammino
TORINO PORTA NUOVA,RONCO SCRIVIA,133.61,cammino
TORINO PORTA NUOVA,S AMBROGIO,27.73,cammino
TORINO PORTA NUOVA,S ANTONINO VAIE,34.56,cammino
TORINO PORTA NUOVA,S GIUSEPPE DI CAIRO,126.95,cammino
TORINO PORTA NUOVA,SALBERTRAND,69.18,cammino
TORINO PORTA NUOVA,SANTHIA,59.06,cammino
TORINO PORTA NUOVA,SAVIGLIANO,51.28,cammino
TORINO PORTA NUOVA,SAVONA,147.24,cammino
TORINO PORTA NUOVA,SESTRI LEVANTE,204.005,cammino
TORINO PORTA NUOVA,SOMMARIVA DEL BOSCO,38.12,cammino
TORINO PORTA NUOVA,STRAMBINO,51.76,cammino
TORINO PORTA NUOVA,SUSA,53.06,cammino
TORINO PORTA NUOVA,TAGGIA ARMA,206.85,cammino
TORINO PORTA NUOVA,TARQUINIA,555.55,cammino
TORINO PORTA NUOVA,TORINO LINGOTTO,4.32,adiacenti
TORINO PORTA NUOVA,TORINO PORTA SUSA,5.04,adiacenti
TORINO PORTA NUOVA,TORINO STURA,12.04,cammino
TORINO PORTA NUOVA,TORRAZZA PIEMONTE,35.06,cammino
TORINO PORTA NUOVA,TRECATE,109.6,cammino
TORINO PORTA NUOVA,TRINITA BENE VAGIENNA,69.42,cammino
TORINO PORTA NUOVA,TROFARELLO,13.03,cammino
TORINO PORTA NUOVA,VENTIMIGLIA,184.48,cammino
TORINO PORTA NUOVA,VERCELLI,78.18,cammino
TORINO PORTA NUOVA,VILLANOVA D ASTI,30.16,cammino
TORINO PORTA NUOVA,VITTUONE ARLUNO,127.33,cammino
TORINO PORTA SUSA,ALBA,67.865,cammino
TORINO PORTA SUSA,ASTI,57.31,cammino
TORINO PORTA SUSA,FOSSANO,64.97,cammino
TORINO PORTA SUSA,IVREA,55.8,cammino
TORINO PORTA SUSA,MILANO CENTRALE,147.01,cammino
TORINO PORTA SUSA,ROMA TERMINI,654.979,cammino
TORINO PORTA SUSA,ROMA TIBURTINA,659.499,cammino
TORINO PORTA SUSA,TORINO LINGOTTO,5.85,adiacenti
TORINO PORTA SUSA,TORINO PORTA NUOVA,5.04,adiacenti
TORINO STURA,ALBA,74.865,cammino
TORINO STURA,ASTI,64.31,cammino
TORINO STURA,BOLOGNA CENTRALE,469.671,cammino
TORINO STURA,BRA,57.38,cammino
TORINO STURA,CAMBIANO SANTENA,24.97,cammino
TORINO STURA,CARMAGNOLA,36.93,cammino
TORINO STURA,CAVALLERMAGGIORE,53.06,cammino
TORINO STURA,CHIERI,30.12,cammino
TORINO STURA,CHIVASSO,16.34,cammino
TORINO STURA,FOSSANO,71.97,cammino
TORINO STURA,GENOVA P PRINCIPE,171.454,cammino
TORINO STURA,IVREA,48.8,cammino
TORINO STURA,MILANO CENTRALE,140.01,cammino
TORINO STURA,MILANO PORTA GARIBALDI,136.25,cammino
TORINO STURA,MONCALIERI,16.54,cammino
TORINO STURA,NONE,28.595,cammino
TORINO STURA,PARMA,294.199,cammino
TORINO STURA,PINEROLO,45.875,cammino
TORINO STURA,ROMA TERMINI,660.829,cammino
TORINO STURA,SOMMARIVA DEL BOSCO,46.65,cammino
TORINO STURA,TORINO LINGOTTO,12.85,cammino
TORINO STURA,TORINO PORTA NUOVA,12.04,cammino
TORINO STURA,TROFARELLO,21.56,cammino
TORINO STURA,VILLANOVA D ASTI,38.69,cammino
TORREBERETTI,ALESSANDRIA,20.17,cammino
TORREBERETTI,NOVARA,46.41,cammino
TORREBERETTI,PAVIA,83.145,cammino
TORTONA,ALASSIO,167.62,cammino
TORTONA,ALESSANDRIA,21.915,adiacenti
TORTONA,ARQUATA SCRIVIA,54.965,cammino
TORTONA,ASTI,56.21,cammino
TORTONA,BRESCIA,250.69,cammino
TORTONA,GENOVA BRIGNOLE,93.29,cammino
TORTONA,GROSSETO,400.152,cammino
TORTONA,MILANO CENTRALE,79.236,cammino
TORTONA,MILANO LAMBRATE,75.456,cammino
TORTONA,MILANO PORTA GARIBALDI,100.716,cammino
TORTONA,MILANO ROGOREDO,69.665,cammino
TORTONA,NOVI LIGURE,43.515,cammino
TORTONA,PAVIA,41.06,cammino
TORTONA,TAGGIA ARMA,201.3,cammino
TORTONA,VOGHERA,16.2,cammino
TRECATE,MILANO PORTA GARIBALDI,38.7,cammino
TRECATE,NOVARA,9.53,adiacenti
TRECATE,RHO,26.11,cammino
TRINO VERCELLESE,ALESSANDRIA,48.685,cammino
TRINO VERCELLESE,CASALE MONFERRATO,15.965,cammino
TRINO VERCELLESE,CHIVASSO,32.43,cammino
TROFARELLO,ALBA,53.305,cammino
TROFARELLO,ALESSANDRIA,77.045,cammino
TROFARELLO,ASTI,42.75,cammino
TROFARELLO,BRA,35.82,cammino
TROFARELLO,CHIERI,8.56,adiacenti
TROFARELLO,CUNEO,75.55,cammino
TROFARELLO,FOSSANO,50.41,cammino
TROFARELLO,GENOVA BRIGNOLE,148.42,cammino
TROFARELLO,GENOVA PIAZZA PRINCIPE,145.88,cammino
TROFARELLO,NOVI LIGURE,98.645,cammino
TROFARELLO,TORINO LINGOTTO,8.71,adiacenti
TROFARELLO,TORINO PORTA NUOVA,13.03,cammino
TROFARELLO,TORINO STURA,21.56,cammino
TROFARELLO,VILLANOVA D ASTI,17.13,adiacenti
VADA,FOLLONICA,58.068,cammino
VADA,LIVORNO CENTRALE,27.738,cammino
VADA,PISA CENTRALE,48.233,cammino
VADA,ROMA TERMINI,285.094,cammino
VAGLIA,FIRENZE S MARIA NOVELLA,22.739,cammino
VAIANO,AREZZO,98.132,cammino
VAIANO,BOLOGNA CENTRALE,70.417,cammino
VAIANO,PRATO CENTRALE,10.125,adiacenti
VALENZA,ALESSANDRIA,13.95,adiacenti
VALENZA,BORGO REVEL,56.625,cammino
VALENZA,CHIVASSO,67.175,cammino
VALENZA,GIAROLE,6.96,adiacenti
VALENZA,MORANO SUL PO,28.675,cammino
VALENZA,MORTARA,28.4,cammino
VALENZA,NOVARA,52.64,cammino
VALENZA,PAVIA,76.915,cammino
VARAZZE,RECCO,57.076,cammino
VARAZZE,SAVONA,10.408,cammino
VENTIMIGLIA,ALASSIO,56.05,cammino
VENTIMIGLIA,ALBENGA,62.19,cammino
VENTIMIGLIA,ARENZANO,120.343,cammino
VENTIMIGLIA,ARQUATA SCRIVIA,187.899,cammino
VENTIMIGLIA,BERGAMO,487.46,cammino
VENTIMIGLIA,BORGO S DALMAZZO,87.32,cammino
VENTIMIGLIA,BUSTO ARSIZIO,330.475,cammino
VENTIMIGLIA,CAVALLERMAGGIORE,139.95,cammino
VENTIMIGLIA,CEVA,145.18,cammino
VENTIMIGLIA,CHIAVARI,184.669,cammino
VENTIMIGLIA,CIVITAVECCHIA,563.558,cammino
VENTIMIGLIA,COGOLETO,117.211,cammino
VENTIMIGLIA,CUNEO,95.9,cammino
VENTIMIGLIA,FOSSANO,121.04,cammino
VENTIMIGLIA,GALLARATE,329.575,cammino
VENTIMIGLIA,GENOVA BRIGNOLE,149.574,cammino
VENTIMIGLIA,GENOVA P PRINCIPE,146.95,cammino
VENTIMIGLIA,GENOVA PIAZZA PRINCIPE,152.114,cammino
VENTIMIGLIA,GENOVA VOLTRI,127.506,cammino
VENTIMIGLIA,GROSSETO,456.436,cammino
VENTIMIGLIA,IMPERIA,38.35,cammino
VENTIMIGLIA,LIMONE,67.57,cammino
VENTIMIGLIA,LIVORNO CENTRALE,328.741,cammino
VENTIMIGLIA,LOANO,71.2,cammino
VENTIMIGLIA,MILANO CENTRALE,302.906,cammino
VENTIMIGLIA,MILANO LAMBRATE,299.126,cammino
VENTIMIGLIA,MILANO PORTA GARIBALDI,316.555,cammino
VENTIMIGLIA,MILANO ROGOREDO,293.335,cammino
VENTIMIGLIA,MONDOVI,140.03,cammino
VENTIMIGLIA,PAVIA,264.73,cammino
VENTIMIGLIA,PIACENZA,355.159,cammino
VENTIMIGLIA,PIETRA LIGURE,74.39,cammino
VENTIMIGLIA,RAPALLO,176.2,cammino
VENTIMIGLIA,RECCO,167.024,cammino
VENTIMIGLIA,RHO,303.965,cammino
VENTIMIGLIA,ROMA OSTIENSE,634.46,cammino
VENTIMIGLIA,ROMA TERMINI,641.573,cammino
VENTIMIGLIA,S GIUSEPPE DI CAIRO,119.83,cammino
VENTIMIGLIA,SAVIGLIANO,133.2,cammino
VENTIMIGLIA,SAVONA,99.54,cammino
VENTIMIGLIA,SESTRI LEVANTE,192.129,cammino
VENTIMIGLIA,TAGGIA ARMA,22.37,cammino
VENTIMIGLIA,TORINO LINGOTTO,180.16,cammino
VENTIMIGLIA,TORINO PORTA NUOVA,184.48,cammino
VENTIMIGLIA,TORTONA,223.67,cammino
VENTIMIGLIA,VOGHERA,239.87,cammino
VERBANIA PALLANZA,MILANO CENTRALE,94.075,cammino
VERBANIA PALLANZA,MILANO PORTA GARIBALDI,90.315,cammino
VERCELLI,CHIVASSO,49.8,cammino
VERCELLI,IVREA,82.26,cammino
VERCELLI,MILANO CENTRALE,73.87,cammino
VERCELLI,MILANO PORTA GARIBALDI,70.11,cammino
VERCELLI,MORTARA,46.13,cammino
VERCELLI,NOVARA,21.89,adiacenti
VERCELLI,PAVIA,112.046,cammino
VERCELLI,TORINO LINGOTTO,78.99,cammino
VERCELLI,TORINO PORTA NUOVA,78.18,cammino
VERNANTE,CUNEO,19.5,adiacenti
VERNANTE,FOSSANO,44.64,cammino
VEROLANUOVA,CREMONA,22.949,adiacenti
VEROLANUOVA,PISA CENTRALE,234.962,cammino
VEROLENGO,ALESSANDRIA,74.425,cammino
VEZZANO LIGURE,FIRENZE S MARIA NOVELLA,144.327,cammino
VEZZANO LIGURE,LEVANTO,27.763,cammino
VEZZANO LIGURE,PARMA,111.734,cammino
VEZZANO LIGURE,PISA CENTRALE,67.066,cammino
VEZZANO LIGURE,PONTREMOLI,33.354,cammino
VEZZANO LIGURE,SAVONA,141.646,cammino
VEZZANO LIGURE,SESTRI LEVANTE,49.057,cammino
VEZZANO LIGURE,VIAREGGIO,44.824,cammino
VIAREGGIO,ALTOPASCIO,37.01,cammino
VIAREGGIO,AREZZO,171.103,cammino
VIAREGGIO,AULLA LUNIGIANA,55.788,cammino
VIAREGGIO,BORGO A BUGGIANO,49.799,cammino
VIAREGGIO,EMPOLI,69.268,cammino
VIAREGGIO,FIRENZE CASTELLO,94.893,cammino
VIAREGGIO,FIRENZE RIFREDI,96.739,cammino
VIAREGGIO,FIRENZE S MARIA NOVELLA,99.503,cammino
VIAREGGIO,FORNACI DI BARGA,54.88,cammino
VIAREGGIO,GENOVA PIAZZA PRINCIPE,138.971,cammino
VIAREGGIO,GROSSETO,170.432,cammino
VIAREGGIO,LUCCA,40.927,adiacenti
VIAREGGIO,MILANO CENTRALE,262.399,cammino
VIAREGGIO,MILANO PORTA GARIBALDI,283.879,cammino
VIAREGGIO,MILANO ROGOREDO,252.828,cammino
VIAREGGIO,PESCIA,46.143,cammino
VIAREGGIO,PISA CENTRALE,22.242,cammino
VIAREGGIO,PISTOIA,66.809,cammino
VIAREGGIO,PONTREMOLI,75.756,cammino
VIAREGGIO,PORCARI,32.151,cammino
VIAREGGIO,PRATO CENTRALE,83.868,cammino
VIAREGGIO,ROMA TERMINI,355.569,cammino
VIAREGGIO,TASSIGNANO,28.216,cammino
VICCHIO,FIRENZE S MARIA NOVELLA,41.671,cammino
VICCHIO,PONTASSIEVE,25.669,cammino
VICOFERTILE,PONTREMOLI,71.092,cammino
VILLADOSSOLA,NOVARA,82.01,cammino
VILLAFRANCA CANTARANA,TORINO LINGOTTO,36.45,cammino
