partenza,arrivo,km
TAGGIA ARMA,TREVIGLIO,276.029
TAGGIA ARMA,VENTIMIGLIA,22.373
TAGGIA ARMA,VOGHERA,190.567
TAGLIACOZZO,ROMA TERMINI,91.167
TAGLIACOZZO,ROMA TIBURTINA,89.852
TAORMINA GIARDINI,ACIREALE,34.708
TAORMINA GIARDINI,ALCANTARA,4.32
TAORMINA GIARDINI,AUGUSTA,103.8
TAORMINA GIARDINI,BICOCCA,55.189
TAORMINA GIARDINI,CATANIA AEROPORTO FONTANAROSSA,52.954
TAORMINA GIARDINI,CATANIA CENTRALE,47.762
TAORMINA GIARDINI,GIARRE RIPOSTO,17.951
TAORMINA GIARDINI,LENTINI,76.303
TAORMINA GIARDINI,MARATEA,299.007
TAORMINA GIARDINI,MESSINA CENTRALE,47.009
TAORMINA GIARDINI,PALERMO CENTRALE,267.219
TAORMINA GIARDINI,PRIOLO MELILLI,117.083
TAORMINA GIARDINI,SIRACUSA,130.716
TARANTO,ACQUAVIVA DELLE FONTI,66.99
TARANTO,AMENDOLARA ORIOLO,97.992
TARANTO,ANCONA,542.089
TARANTO,AVERSA,329.668
TARANTO,BARI CENTRALE,104.028
TARANTO,BARI S SPIRITO,111.559
TARANTO,BATTIPAGLIA,241.59
TARANTO,BELLA MURO,181.783
TARANTO,BELLAVISTA,8.042
TARANTO,BERNALDA,55.661
TARANTO,BITETTO PALO DEL COLLE,89.457
TARANTO,BIVIO EMILIA,753.788
TARANTO,BIVIO/PC METAPONTO,3.916
TARANTO,BOLOGNA CENTRALE,746.13
TARANTO,BRANCALEONE,411.214
TARANTO,BRESCIA,919.62
TARANTO,BRINDISI,69.169
TARANTO,BUCCINO S GREGORIO MAGNO,203.158
TARANTO,CASERTA,322.911
TARANTO,CASTELLANETA,33.77
TARANTO,CASTELLANETA MARINA,25.341
TARANTO,CATANZARO LIDO,294.624
TARANTO,CORIGLIANO CALABRO,136.943
TARANTO,CROTONE,234.966
TARANTO,CUTRO,251.725
TARANTO,EBOLI,235.351
TARANTO,FERRANDINA SCALO MATERA,80.718
TARANTO,FIRENZE CAMPO MARTE,772.17
TARANTO,FOGGIA,222.606
TARANTO,FORMIA GAETA,395.928
TARANTO,FRANCIOSA,172.485
TARANTO,GIOIA DEL COLLE,54.299
TARANTO,GIOIOSA JONICA,367.693
TARANTO,GROTTAGLIE,18.483
TARANTO,LATIANO,47.409
TARANTO,LECCE,95.234
TARANTO,LOCRI,377.164
TARANTO,MARTINA FRANCA,34.85
TARANTO,MELITO PORTO SALVO,401.596
TARANTO,MESAGNE,54.652
TARANTO,METAPONTO,43.217
TARANTO,MILANO CENTRALE,960.832
TARANTO,MODUGNO,94.315
TARANTO,MONASTERACE STILO,340.64
TARANTO,MONTEIASI,12.977
TARANTO,NAPOLI CENTRALE,312.579
TARANTO,NOCERA INFERIORE,276.104
TARANTO,ORIA,38.989
TARANTO,PALAGIANELLO,28.574
TARANTO,PALAGIANO MOTTOLA,21.606
TARANTO,PESCARA,396.116
TARANTO,PISTICCI,67.858
TARANTO,PM CAGIONI,8.244
TARANTO,PM GROTTALUPARA,42.7
TARANTO,PM S NICOLA,2.474
TARANTO,POLICORO TURSI,64.603
TARANTO,PONTE ALBANITO,234.241
TARANTO,PONTECAGNANO,251.677
TARANTO,POTENZA CENTRALE,150.325
TARANTO,PRIVERNO FOSSANOVA,438.96
TARANTO,REGGIO CALABRIA CENTRALE,371.783
TARANTO,RIMINI,635.043
TARANTO,ROCCELLA JONICA,360.575
TARANTO,ROMA OSTIENSE,525.325
TARANTO,ROMA TERMINI,521.08
TARANTO,ROSETO CAPO SPULICO,93.165
TARANTO,S SEVERO,251.054
TARANTO,SALERNO,261.293
TARANTO,SALINE REGGIO,394.792
TARANTO,SIBARI,122.237
TARANTO,SICIGNANO DEGLI ALBURNI,210.78
TARANTO,SQUILLACE,300.872
TARANTO,TERMOLI,306.648
TARANTO,TITO,160.611
TARANTO,TORINO PORTA NUOVA,1080.192
TARANTO,TREBISACCE,107.701
TARANTO,TRIVIGNO,128.306
TARANTO,VENTIMIGLIA,1151.044
TARANTO,VILLA LITERNO,344.003
TARANTO,VILLA S GIOVANNI,357.695
TARANTO GALESE,MARTINA FRANCA,33.248
TARCENTO,TRIESTE CENTRALE,90.356
TARGIA,MESSINA CENTRALE,171.129
TARGIA,SIRACUSA,6.596
TARQUINIA,PISA CENTRALE,231.833
TARQUINIA,ROMA TERMINI,97.458
TARVISIO BOSCOVERDE,ANCONA,533.902
TARVISIO BOSCOVERDE,AREZZO,523.333
TARVISIO BOSCOVERDE,BIVIO D AURISINA,146.259
TARVISIO BOSCOVERDE,BOLOGNA CENTRALE,365.318
TARVISIO BOSCOVERDE,BRESCIA,369.649
TARVISIO BOSCOVERDE,CARNIA,49.121
TARVISIO BOSCOVERDE,CERTOSA PAVIA,472.213
TARVISIO BOSCOVERDE,CERVIGNANO AQUILEIA GRADO,117.134
TARVISIO BOSCOVERDE,FIRENZE CAMPO MARTE,458.56
TARVISIO BOSCOVERDE,FIRENZE S MARIA NOVELLA,456.487
TARVISIO BOSCOVERDE,GEMONA DEL FRIULI,60.591
TARVISIO BOSCOVERDE,GORIZIA CENTRALE,120.182
TARVISIO BOSCOVERDE,LA SPEZIA CENTRALE,523.783
TARVISIO BOSCOVERDE,LIVORNO CENTRALE,544.64
TARVISIO BOSCOVERDE,MILANO CENTRALE,452.403
TARVISIO BOSCOVERDE,MILANO LAMBRATE,448.605
TARVISIO BOSCOVERDE,MILANO PORTA GARIBALDI,454.293
TARVISIO BOSCOVERDE,MONFALCONE,133.542
TARVISIO BOSCOVERDE,ORTE,648.719
TARVISIO BOSCOVERDE,PADOVA,242.743
TARVISIO BOSCOVERDE,PALMANOVA,106.733
TARVISIO BOSCOVERDE,PONTEBBA,26.214
TARVISIO BOSCOVERDE,ROMA TERMINI,715.47
TARVISIO BOSCOVERDE,ROMA TIBURTINA,710.965
TARVISIO BOSCOVERDE,ROVIGO,286.492
TARVISIO BOSCOVERDE,SESTRI LEVANTE,565.249
TARVISIO BOSCOVERDE,TRIESTE CENTRALE,160.798
TARVISIO BOSCOVERDE,UDINE,88.79
TARVISIO BOSCOVERDE,UGOVIZZA VALBRUNA,9.541
TARVISIO BOSCOVERDE,VENEZIA MESTRE,215.363
TARVISIO BOSCOVERDE,VENEZIA S LUCIA,223.797
TARVISIO BOSCOVERDE,VENTIMIGLIA,706.197
TARVISIO BOSCOVERDE,VERONA PORTA NUOVA,306.115
TASSIGNANO CAPANNORI,FIRENZE S MARIA NOVELLA,72.11
TAVAZZANO,BOLOGNA CENTRALE,191.06
TAVAZZANO,BOZZOLO,95.245
TAVAZZANO,LODI,7.724
TAVAZZANO,MANTOVA,121.007
TAVAZZANO,MILANO BOVISA,29.917
TAVAZZANO,MILANO GRECO PIRELLI,28.01
TAVAZZANO,MILANO ROGOREDO,18.342
TAVAZZANO,PARMA,100.668
TAVAZZANO,PIACENZA,43.586
TAVAZZANO,SARONNO,46.909
TELESE CERRETO,CASERTA,33.531
TELESE CERRETO,NAPOLI CENTRALE,67.672
TELESE CERRETO,ROMA TERMINI,231.7
TERAMO,CASTELLALTO CANZANO,7.52
TERAMO,CHIETI,77.833
TERAMO,FOSSACESIA TORINO SANGRO,101.101
TERAMO,GIULIANOVA,25.077
TERAMO,MONTESILVANO,55.709
TERAMO,PESCARA,62.691
TERAMO,PINETO ATRI,43.452
TERAMO,PORTO VASTO,117.694
TERAMO,ROSETO DEGLI ABRUZZI,34.382
TERAMO,S VITO LANCIANO,90.859
TERAMO,SULMONA,131.024
TERAMO,TERMOLI,152.159
TERAMO,VASTO S SALVO,129.127
TERLANO ANDRIANO,BOLZANO,13.595
TERLANO ANDRIANO,BRENNERO,102.387
TERLANO ANDRIANO,MERANO,19.366
TERME EUGANEE ABANO MONTEGROTTO,BOLOGNA CENTRALE,109.581
TERME EUGANEE ABANO MONTEGROTTO,PADOVA,12.994
TERME EUGANEE ABANO MONTEGROTTO,TRIESTE CENTRALE,199.406
TERME EUGANEE ABANO MONTEGROTTO,VENEZIA S LUCIA,49.927
TERMINI IMERESE,AGRIGENTO CENTRALE,99.629
TERMINI IMERESE,ALTAVILLA MILICIA,16.047
TERMINI IMERESE,BAGHERIA,23.209
TERMINI IMERESE,CALTANISSETTA CENTRALE,95.666
TERMINI IMERESE,CATANIA CENTRALE,204.118
TERMINI IMERESE,DITTAINO,136.092
TERMINI IMERESE,MESSINA CENTRALE,186.757
TERMINI IMERESE,PALERMO AEROPORTO,69.462
TERMINI IMERESE,PALERMO BRANCACCIO,33.512
TERMINI IMERESE,PALERMO CENTRALE,36.415
TERMINI IMERESE,SIRACUSA,272.218
TERMOLI,CASTELLALTO CANZANO,144.639
TERMOLI,FOGGIA,84.042
TERMOLI,FOSSACESIA TORINO SANGRO,51.058
TERMOLI,FRANCAVILLA AL MARE,80.34
TERMOLI,GIULIANOVA,127.082
TERMOLI,LECCE,355.918
TERMOLI,MILANO CENTRALE,654.184
TERMOLI,MONTENERO PETACCIATO,12.403
TERMOLI,ORTONA,67.554
TERMOLI,PESCARA,89.468
TERMOLI,PESCARA PORTA NUOVA,88.128
TERMOLI,S SEVERO,55.594
TERMOLI,S VITO LANCIANO,61.3
TERMOLI,TERAMO,152.159
TERMOLI,TORINO PORTA NUOVA,773.544
TERMOLI,VASTO S SALVO,23.032
TERNATE VARANO BORGHI,GALLARATE,15.965
TERNATE VARANO BORGHI,LUINO,29.833
TERNATE VARANO BORGHI,MILANO PORTA GARIBALDI,54.648
TERNI,ANCONA,182.543
TERNI,ANTRODOCO BORGO VELINO,64.083
TERNI,ANTRODOCO CENTRO,64.865
TERNI,ASSISI,69.989
TERNI,BASTIA,73.376
TERNI,BOLOGNA CENTRALE,311.249
TERNI,CASTEL S ANGELO,58.294
TERNI,CITTADUCALE,49.976
TERNI,CONTIGLIANO,32.271
TERNI,FALCONARA MARITTIMA,173.846
TERNI,FIRENZE CAMPO MARTE,217.685
TERNI,FIRENZE S MARIA NOVELLA,221.65
TERNI,FOLIGNO,54.35
TERNI,GIUNCANO,12.112
TERNI,GRECCIO,26.338
TERNI,L AQUILA,103.228
TERNI,LODI,494.572
TERNI,MAGIONE,115.229
TERNI,MARMORE,15.215
TERNI,MILANO CENTRALE,525.93
TERNI,MILANO PORTA GARIBALDI,527.82
TERNI,MILANO ROGOREDO,516.344
TERNI,ORTE,27.526
TERNI,ORVIETO,68.775
TERNI,PERUGIA,93.93
TERNI,PERUGIA PONTE S GIOVANNI,82.683
TERNI,PIACENZA,458.71
TERNI,PM STRONCONE,6.603
TERNI,POGGIO MIRTETO,78.772
TERNI,PRATO CENTRALE,236.144
TERNI,RIETI,40.879
TERNI,ROCCA CORNO,78.88
TERNI,ROCCA FONDI,72.794
TERNI,ROMA TERMINI,108.927
TERNI,ROMA TIBURTINA,104.422
TERNI,SASSA TORNIMPARTE,95.295
TERNI,SELLA CORNO,84.009
TERNI,SPOLETO,29.23
TERNI,SULMONA,163.498
TERNI,TERONTOLA CORTONA,132.284
TERNI,TRIESTE CENTRALE,619.914
TERNO,CARNATE USMATE,13.863
TERNO,MILANO CENTRALE,37.608
TERNO,MILANO GRECO PIRELLI,34.257
TERNO,MILANO PORTA GARIBALDI,38.241
TERNO,SESTO S GIOVANNI,30.546
TERONTOLA CORTONA,AREZZO,34.632
TERONTOLA CORTONA,ASSISI,66.561
TERONTOLA CORTONA,CHIUSI CHIANCIANO TERME,28.529
TERONTOLA CORTONA,FIRENZE CAMPO MARTE,96.087
TERONTOLA CORTONA,FIRENZE S MARIA NOVELLA,100.052
TERONTOLA CORTONA,FOLIGNO,82.2
TERONTOLA CORTONA,MAGIONE,21.321
TERONTOLA CORTONA,ORTE,104.758
TERONTOLA CORTONA,PASSIGNANO SUL TRASIMENO,11.993
TERONTOLA CORTONA,PERUGIA,42.62
TERONTOLA CORTONA,PERUGIA PONTE S GIOVANNI,53.867
TERONTOLA CORTONA,REGGIO CALABRIA CENTRALE,819.369
TERONTOLA CORTONA,ROMA TERMINI,171.509
TERONTOLA CORTONA,ROMA TIBURTINA,167.004
TERONTOLA CORTONA,SPOLETO,107.32
TERONTOLA CORTONA,TERNI,132.284
TERONTOLA CORTONA,TORINO PORTA NUOVA,495.954
THIENE,SCHIO,9.468
THIENE,VENEZIA MESTRE,80.485
THIENE,VICENZA,21.716
TIRANO,ABBADIA LARIANA,98.413
TIRANO,ARDENNO MASINO,43.48
TIRANO,BELLANO TARTAVALLE TERME,80.554
TIRANO,CALOLZIOCORTE OLGINATE,112.288
TIRANO,CARNATE USMATE,130.392
TIRANO,CASTIONE ANDEVENNO,31.13
TIRANO,COLICO,66.422
TIRANO,DELEBIO,59.476
TIRANO,LECCO,105.401
TIRANO,LECCO MAGGIANICO,108.621
TIRANO,LIERNA,90.28
TIRANO,MANDELLO DEL LARIO,95.96
TIRANO,MILANO CENTRALE,154.137
TIRANO,MILANO CERTOSA,157.794
TIRANO,MILANO GRECO PIRELLI,150.786
TIRANO,MILANO PORTA GARIBALDI,154.77
TIRANO,MONZA,142.195
TIRANO,MORBEGNO,51.027
TIRANO,PIONA,68.863
TIRANO,PONTE IN VALTELLINA,17.541
TIRANO,S PIETRO BERBENNO,36.454
TIRANO,SESTO S GIOVANNI,147.075
TIRANO,SONDRIO,25.957
TIRANO,TRESENDA APRICA TEGLIO,9.068
TITO,POTENZA CENTRALE,10.286
TITO,SALERNO,100.682
TIVOLI,AVEZZANO,67.507
TIVOLI,CARSOLI,34.958
TIVOLI,GUIDONIA MONTECELIO S ANGELO,13.669
TIVOLI,LUNGHEZZA,24.65
TIVOLI,MARCELLINA PALOMBARA,5.894
TIVOLI,PESCARA,200.697
TIVOLI,ROMA PRENESTINA,35.317
TIVOLI,ROMA TERMINI,39.573
TIVOLI,ROMA TIBURTINA,38.258
TIVOLI,SERENISSIMA,34.285
TIVOLI,VAL D ALA,42.045
TIVOLI,VALLE DELL ANIENE MANDELA SAMBUCI,14.078
TORANO LATTARICO,ROMA TERMINI,509.019
TORANO LATTARICO,SIBARI,43.04
TORINO AEROPORTO CASELLE,ALBA,85.091
TORINO AEROPORTO CASELLE,ASTI,74.536
TORINO AEROPORTO CASELLE,BRA,67.601
TORINO AEROPORTO CASELLE,FOSSANO,82.198
TORINO AEROPORTO CASELLE,SOMMARIVA DEL BOSCO,56.872
TORINO AEROPORTO CASELLE,TORINO LINGOTTO,23.075
TORINO AEROPORTO CASELLE,TORINO REBAUDENGO FOSSATA,13.716
TORINO AEROPORTO CASELLE,TROFARELLO,31.787
TORINO AEROPORTO CASELLE,VILLAFRANCA CANTARANA,59.528
TORINO AEROPORTO CASELLE,VILLANOVA D ASTI,48.917
TORINO LINGOTTO,ALBA,62.016
TORINO LINGOTTO,ALESSANDRIA,85.757
TORINO LINGOTTO,ARQUATA SCRIVIA,118.813
TORINO LINGOTTO,ASTI,51.461
TORINO LINGOTTO,BIELLA S PAOLO,86.588
TORINO LINGOTTO,BOSCONERO,31.562
TORINO LINGOTTO,BRA,44.526
TORINO LINGOTTO,CAMBIANO SANTENA,12.123
TORINO LINGOTTO,CARMAGNOLA,24.081
TORINO LINGOTTO,CHIERI,17.276
TORINO LINGOTTO,CHIUSI CHIANCIANO TERME,510.326
TORINO LINGOTTO,CHIVASSO,29.182
TORINO LINGOTTO,CIRIE,28.821
TORINO LINGOTTO,CUNEO,84.262
TORINO LINGOTTO,FIRENZE S MARIA NOVELLA,393.476
TORINO LINGOTTO,FOSSANO,59.123
TORINO LINGOTTO,GENOVA BRIGNOLE,157.239
TORINO LINGOTTO,GENOVA PIAZZA PRINCIPE,154.6
TORINO LINGOTTO,GENOVA SAMPIERDARENA,151.717
TORINO LINGOTTO,GERMAGNANO,41.184
TORINO LINGOTTO,IVREA,61.642
TORINO LINGOTTO,LA SPEZIA CENTRALE,241.281
TORINO LINGOTTO,LECCE,1125.144
TORINO LINGOTTO,LIVORNO CENTRALE,333.807
TORINO LINGOTTO,MATHI,34.432
TORINO LINGOTTO,MILANO CENTRALE,149.153
TORINO LINGOTTO,MILANO CERTOSA,140.627
TORINO LINGOTTO,MILANO PORTA GARIBALDI,145.376
TORINO LINGOTTO,MONCALIERI,3.692
TORINO LINGOTTO,NONE,15.747
TORINO LINGOTTO,NOVARA,100.871
TORINO LINGOTTO,PINEROLO,33.027
TORINO LINGOTTO,REGGIO CALABRIA CENTRALE,1296.389
TORINO LINGOTTO,ROMA TERMINI,645.156
TORINO LINGOTTO,SALERNO,902.496
TORINO LINGOTTO,SANTHIA,59.864
TORINO LINGOTTO,SAVONA,142.925
TORINO LINGOTTO,TORINO AEROPORTO CASELLE,23.075
TORINO LINGOTTO,TORINO PORTA NUOVA,4.318
TORINO LINGOTTO,TORINO PORTA SUSA,5.85
TORINO LINGOTTO,TORINO REBAUDENGO FOSSATA,9.359
TORINO LINGOTTO,TORINO STURA,12.842
TORINO LINGOTTO,TROFARELLO,8.712
TORINO LINGOTTO,VENTIMIGLIA,242.462
TORINO LINGOTTO,VERCELLI,78.985
TORINO PORTA NUOVA,ALBA,66.334
TORINO PORTA NUOVA,ALBENGA,184.594
TORINO PORTA NUOVA,ALBERESE,479.45
TORINO PORTA NUOVA,ALESSANDRIA,90.075
TORINO PORTA NUOVA,ANCONA,538.103
TORINO PORTA NUOVA,ANDORA,196.823
TORINO PORTA NUOVA,ARQUATA SCRIVIA,123.131
TORINO PORTA NUOVA,ASTI,55.779
TORINO PORTA NUOVA,ATTIGLIANO BOMARZO,577.687
TORINO PORTA NUOVA,AVERSA,838.439
TORINO PORTA NUOVA,AVIGLIANA,24.104
TORINO PORTA NUOVA,BARDONECCHIA,86.205
TORINO PORTA NUOVA,BARI CENTRALE,980.175
TORINO PORTA NUOVA,BARLETTA,925.478
TORINO PORTA NUOVA,BATTIPAGLIA,926.517
TORINO PORTA NUOVA,BERGAMO,192.876
TORINO PORTA NUOVA,BIANZE,50.912
TORINO PORTA NUOVA,BIELLA S PAOLO,85.773
TORINO PORTA NUOVA,BOLOGNA CENTRALE,334.062
TORINO PORTA NUOVA,BOLOGNA CENTRALE/AV,334.062
TORINO PORTA NUOVA,BOLZANO,433.476
TORINO PORTA NUOVA,BORGONE,38.097
TORINO PORTA NUOVA,BRA,48.844
TORINO PORTA NUOVA,BRESCIA,227.74
TORINO PORTA NUOVA,BRINDISI,1091.098
TORINO PORTA NUOVA,BUSSOLENO,45.534
TORINO PORTA NUOVA,CAMPOLEONE,677.256
TORINO PORTA NUOVA,CARMAGNOLA,28.399
TORINO PORTA NUOVA,CASTAGNOLE DELLE LANZE,75.907
TORINO PORTA NUOVA,CAVALLERMAGGIORE,44.528
TORINO PORTA NUOVA,CENGIO,118.198
TORINO PORTA NUOVA,CENTALLO,75.383
TORINO PORTA NUOVA,CEVA,101.597
TORINO PORTA NUOVA,CHIAVARI,196.669
TORINO PORTA NUOVA,CHIOMONTE,59.465
TORINO PORTA NUOVA,CHIVASSO,28.367
TORINO PORTA NUOVA,CIVITAVECCHIA,571.913
TORINO PORTA NUOVA,COGOLETO,164.953
TORINO PORTA NUOVA,COLLEGNO,9.794
TORINO PORTA NUOVA,CUNEO,88.58
TORINO PORTA NUOVA,EMPOLI,367.244
TORINO PORTA NUOVA,FANO,490.992
TORINO PORTA NUOVA,FINALE LIGURE MARINA,166.588
TORINO PORTA NUOVA,FIRENZE CAMPO MARTE,399.867
TORINO PORTA NUOVA,FIRENZE RIFREDI,395.027
TORINO PORTA NUOVA,FIRENZE S MARIA NOVELLA,397.794
TORINO PORTA NUOVA,FIUMICINO AEROPORTO,639.557
TORINO PORTA NUOVA,FOGGIA,857.586
TORINO PORTA NUOVA,FOLIGNO,578.154
TORINO PORTA NUOVA,FONDI SPERLONGA,753.372
TORINO PORTA NUOVA,FORMIA GAETA,772.179
TORINO PORTA NUOVA,FOSSANO,63.441
TORINO PORTA NUOVA,GAIFANA,606.979
TORINO PORTA NUOVA,GENOVA BRIGNOLE,161.557
TORINO PORTA NUOVA,GENOVA PIAZZA PRINCIPE,158.918
TORINO PORTA NUOVA,GENOVA SAMPIERDARENA,156.035
TORINO PORTA NUOVA,GIOVINAZZO,961.749
TORINO PORTA NUOVA,GROSSETO,464.947
TORINO PORTA NUOVA,GRUGLIASCO,7.496
TORINO PORTA NUOVA,IMPERIA,208.431
TORINO PORTA NUOVA,IVREA,60.827
TORINO PORTA NUOVA,LADISPOLI CERVETERI,602.294
TORINO PORTA NUOVA,LAMEZIA TERME CENTRALE,1180.388
TORINO PORTA NUOVA,LATINA,704.774
TORINO PORTA NUOVA,LECCE,1129.462
TORINO PORTA NUOVA,LIVORNO CENTRALE,338.125
TORINO PORTA NUOVA,LIVORNO FERRARIS,46.519
TORINO PORTA NUOVA,LOANO,175.584
TORINO PORTA NUOVA,MAGENTA,121.537
TORINO PORTA NUOVA,MASSA CENTRO,277.79
TORINO PORTA NUOVA,MILANO CENTRALE,148.338
TORINO PORTA NUOVA,MILANO CERTOSA,139.812
TORINO PORTA NUOVA,MILANO PORTA GARIBALDI,144.561
TORINO PORTA NUOVA,MONCALIERI,8.01
TORINO PORTA NUOVA,MONDOVI,82.426
TORINO PORTA NUOVA,MONFALCONE,513.802
TORINO PORTA NUOVA,MONTALTO CASTRO,536.65
TORINO PORTA NUOVA,NAPOLI AFRAGOLA,857.95
TORINO PORTA NUOVA,NAPOLI CENTRALE,857.66
TORINO PORTA NUOVA,NIZZA MONFERRATO,80.734
TORINO PORTA NUOVA,NOVARA,100.056
TORINO PORTA NUOVA,NOVI LIGURE,111.682
TORINO PORTA NUOVA,OSTUNI,1054.453
TORINO PORTA NUOVA,OULX CESANA CLAVIERE SESTRIERE,75.116
TORINO PORTA NUOVA,PADOVA,373.144
TORINO PORTA NUOVA,PALMI,1258.462
TORINO PORTA NUOVA,PAOLA,1123.518
TORINO PORTA NUOVA,PC MEANA,52.891
TORINO PORTA NUOVA,PC VESUVIO,873.732
TORINO PORTA NUOVA,PERUGIA,538.574
TORINO PORTA NUOVA,PESARO,478.529
TORINO PORTA NUOVA,PESCARA,684.076
TORINO PORTA NUOVA,PISA CENTRALE,320.183
TORINO PORTA NUOVA,PISCIOTTA PALINURO,995.936
TORINO PORTA NUOVA,PRIVERNO FOSSANOVA,729.147
TORINO PORTA NUOVA,REGGIO CALABRIA CENTRALE,1300.707
TORINO PORTA NUOVA,REGGIO CALABRIA GALLICO,1292.867
TORINO PORTA NUOVA,RHO,135.687
TORINO PORTA NUOVA,RICADI CAPO VATICANO,1240.142
TORINO PORTA NUOVA,RICCIONE,455.142
TORINO PORTA NUOVA,RIMINI,445.149
TORINO PORTA NUOVA,RODALLO,38.957
TORINO PORTA NUOVA,ROMA OSTIENSE,642.782
TORINO PORTA NUOVA,ROMA S PIETRO,637.944
TORINO PORTA NUOVA,ROMA TERMINI,649.474
TORINO PORTA NUOVA,ROMA TIBURTINA,650.149
TORINO PORTA NUOVA,RONCO SCRIVIA,133.615
TORINO PORTA NUOVA,ROSARNO,1240.206
TORINO PORTA NUOVA,S AMBROGIO,27.727
TORINO PORTA NUOVA,S ANTONINO VAIE,34.564
TORINO PORTA NUOVA,S GIUSEPPE CAIRO,126.95
TORINO PORTA NUOVA,SALBERTRAND,69.177
TORINO PORTA NUOVA,SALERNO,906.814
TORINO PORTA NUOVA,SANTHIA,59.049
TORINO PORTA NUOVA,SAPRI,1031.306
TORINO PORTA NUOVA,SAVIGLIANO,51.284
TORINO PORTA NUOVA,SAVONA,147.243
TORINO PORTA NUOVA,SESTRI LEVANTE,204.133
TORINO PORTA NUOVA,SIRACUSA,1473.344
TORINO PORTA NUOVA,SOMMARIVA DEL BOSCO,38.115
TORINO PORTA NUOVA,STRAMBINO,51.75
TORINO PORTA NUOVA,SUSA,53.06
TORINO PORTA NUOVA,TAGGIA ARMA,224.407
TORINO PORTA NUOVA,TARANTO,1080.192
TORINO PORTA NUOVA,TARQUINIA,552.016
TORINO PORTA NUOVA,TERMOLI,773.544
TORINO PORTA NUOVA,TERONTOLA CORTONA,495.954
TORINO PORTA NUOVA,TORINO LINGOTTO,4.318
TORINO PORTA NUOVA,TORINO PORTA SUSA,5.035
TORINO PORTA NUOVA,TORINO STURA,12.027
TORINO PORTA NUOVA,TORRAZZA PIEMONTE,35.051
TORINO PORTA NUOVA,TORRE ANNUNZIATA CENTRALE,877.439
TORINO PORTA NUOVA,TRANI,938.072
TORINO PORTA NUOVA,TRECATE,109.58
TORINO PORTA NUOVA,TRIESTE CENTRALE,541.058
TORINO PORTA NUOVA,TRINITA BENE VAGIENNA,69.419
TORINO PORTA NUOVA,TROFARELLO,13.03
TORINO PORTA NUOVA,TROPEA,1232.692
TORINO PORTA NUOVA,UDINE,508.599
TORINO PORTA NUOVA,VENEZIA MESTRE,401.643
TORINO PORTA NUOVA,VENEZIA S LUCIA,410.077
TORINO PORTA NUOVA,VENTIMIGLIA,246.78
TORINO PORTA NUOVA,VERCELLI,78.17
TORINO PORTA NUOVA,VERONA PORTA NUOVA,292.378
TORINO PORTA NUOVA,VILLANOVA D ASTI,30.16
TORINO PORTA NUOVA,VITTUONE ARLUNO,127.322
TORINO PORTA SUSA,ALBA,67.866
TORINO PORTA SUSA,ASTI,57.311
TORINO PORTA SUSA,FOSSANO,64.973
TORINO PORTA SUSA,IVREA,55.792
TORINO PORTA SUSA,MILANO CENTRALE,143.303
TORINO PORTA SUSA,NAPOLI CENTRALE,859.192
TORINO PORTA SUSA,REGGIO CALABRIA CENTRALE,1302.239
TORINO PORTA SUSA,ROMA TERMINI,651.006
TORINO PORTA SUSA,ROMA TIBURTINA,651.681
TORINO PORTA SUSA,SALERNO,908.346
TORINO PORTA SUSA,TORINO LINGOTTO,5.85
TORINO PORTA SUSA,TORINO PORTA NUOVA,5.035
TORINO PORTA SUSA,TRIESTE CENTRALE,536.023
TORINO PORTA SUSA,VENEZIA S LUCIA,405.042
TORINO REBAUDENGO FOSSATA,ALBA,71.375
TORINO REBAUDENGO FOSSATA,ASTI,60.82
TORINO REBAUDENGO FOSSATA,BRA,53.885
TORINO REBAUDENGO FOSSATA,CARMAGNOLA,33.44
TORINO REBAUDENGO FOSSATA,CHIERI,26.635
TORINO REBAUDENGO FOSSATA,CHIVASSO,19.826
TORINO REBAUDENGO FOSSATA,CIRIE,19.462
TORINO REBAUDENGO FOSSATA,FOSSANO,68.482
TORINO REBAUDENGO FOSSATA,GERMAGNANO,31.825
TORINO REBAUDENGO FOSSATA,PINEROLO,42.386
TORINO REBAUDENGO FOSSATA,TORINO AEROPORTO CASELLE,13.716
TORINO REBAUDENGO FOSSATA,TORINO LINGOTTO,9.359
TORINO REBAUDENGO FOSSATA,TORINO STURA,3.486
TORINO REBAUDENGO FOSSATA,TROFARELLO,18.071
TORINO STURA,ALBA,74.858
TORINO STURA,ASTI,64.303
TORINO STURA,BOLOGNA CENTRALE,333.635
TORINO STURA,BRA,57.368
TORINO STURA,CAMBIANO SANTENA,24.965
TORINO STURA,CARMAGNOLA,36.923
TORINO STURA,CAVALLERMAGGIORE,53.052
TORINO STURA,CHIERI,30.118
TORINO STURA,CHIVASSO,16.34
TORINO STURA,FOSSANO,71.965
TORINO STURA,IVREA,48.8
TORINO STURA,MILANO CENTRALE,136.311
TORINO STURA,MILANO PORTA GARIBALDI,132.534
TORINO STURA,MODENA,296.703
TORINO STURA,MONCALIERI,16.534
TORINO STURA,NAPOLI CENTRALE,865.051
TORINO STURA,NONE,28.589
TORINO STURA,PARMA,243.243
TORINO STURA,PINEROLO,45.869
TORINO STURA,ROMA TERMINI,656.865
TORINO STURA,S VITTORIA,64.129
TORINO STURA,SOMMARIVA DEL BOSCO,46.639
TORINO STURA,TORINO LINGOTTO,12.842
