mese,categoria,cod_stazione,in_ritardo,minuti_ritardo_tot,in_orario,cancellate,parzialmente_cancellate,oltre_5,cancellate_tot,oltre_15,minuti_netti_tot,soppresse,minuti_anticipo_tot,effettuate,oltre_60,in_anticipo,oltre_30,corse_osservate,info_mancante,oltre_10,ruolo,nome_stazione,p90,ritardo_mediano,p95,ritardo_medio
2024-09,IC,N_C9A8165F551E,0,0.0,0,0,0,0,0,0,-10.0,0,10.0,1,0,1,0,1,0,0,nodo,CARONIA,-10.0,-10.0,-10.0,-10.0
2024-09,IC,N_CA4244BDB90F,1,132.0,0,0,0,1,0,1,132.0,0,0.0,1,1,0,1,1,0,1,nodo,CAPO D`ORLANDO-NASO,132.0,132.0,132.0,132.0
2024-09,IC,N_DEBAB2A3D4C0,143,4072.0,64,0,0,143,0,87,3095.0,0,977.0,360,17,153,46,360,0,108,nodo,REGGIO CALABRIA CENTRALE,34.05000000000001,1.0,48.5,8.279389880952381
2024-09,IC,N_FBACCF9B6EC3,1,32.0,1,0,0,1,0,1,32.0,0,0.0,2,0,0,1,2,0,1,nodo,S.AGATA M.,16.0,16.0,16.0,16.0
2024-09,IC,N_FEBDC4EA7CA2,74,1800.0,54,0,0,74,0,29,1425.0,0,375.0,206,4,78,10,206,0,47,nodo,TORINO P.NUOVA,18.0,1.5,27.999999999999982,6.956954266855257
2024-09,IC,S00202,2,28.0,3,0,0,2,0,0,-11.0,0,39.0,10,0,5,0,10,0,2,nodo,BARDONECCHIA,2.7,-2.5,3.099999999999999,-1.1
2024-09,IC,S01645,16,683.0,8,0,0,16,0,9,680.0,0,3.0,25,3,1,7,25,0,11,nodo,MILANO PORTA GARIBALDI,74.20000000000007,5.0,130.59999999999985,27.2
2024-09,IC,S01700,601,13225.0,309,0,0,601,0,244,12156.0,0,1069.0,1151,37,239,109,1151,0,382,nodo,MILANO CENTRALE,28.949999999999992,5.5,45.82499999999993,10.527517962671656
2024-09,IC,S01810,0,4.0,1,0,0,0,0,0,4.0,0,0.0,1,0,0,0,1,0,0,nodo,TORTONA,4.0,4.0,4.0,4.0
2024-09,IC,S02026,15,248.0,18,0,0,15,0,4,30.0,0,218.0,61,0,28,2,61,0,6,nodo,BOLZANO,6.949999999999999,-0.5,16.924999999999983,0.2957974137931034
2024-09,IC,S02114,0,6.0,2,0,0,0,0,0,4.0,0,2.0,3,0,1,0,3,0,0,nodo,S.CANDIDO,2.7999999999999994,2.0,2.9,2.0
2024-09,IC,S03015,1,115.0,0,0,0,1,0,1,115.0,0,0.0,1,1,0,1,1,0,1,nodo,TARVISIO BOSCOVERDE,115.0,115.0,115.0,115.0
2024-09,IC,S03317,43,1099.0,44,0,0,43,0,20,882.0,0,217.0,125,4,38,11,125,0,27,nodo,TRIESTE CENTRALE,25.050000000000004,1.75,39.49999999999994,6.919106317411401
2024-09,IC,S04207,1,56.0,0,0,0,1,0,1,56.0,0,0.0,1,0,0,1,1,0,1,nodo,ARQUATA SCRIVIA,56.0,56.0,56.0,56.0
2024-09,IC,S04501,195,3856.0,80,0,0,195,0,79,3735.0,0,121.0,317,7,42,38,317,0,113,nodo,VENTIMIGLIA,32.7,6.5,39.974999999999966,11.682497995188452
2024-09,IC,S04506,0,3.0,1,0,0,0,0,0,3.0,0,0.0,1,0,0,0,1,0,0,nodo,TAGGIA ARMA,3.0,3.0,3.0,3.0
2024-09,IC,S04515,0,1.0,1,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,nodo,ALASSIO,1.0,1.0,1.0,1.0
2024-09,IC,S04519,2,46.0,0,0,0,2,0,1,41.0,0,5.0,3,0,1,1,3,0,2,nodo,LOANO,12.6,9.0,13.050000000000002,9.0
2024-09,IC,S04702,22,256.0,13,0,0,22,0,3,70.0,0,186.0,61,0,26,1,61,0,10,nodo,GENOVA BRIGNOLE,10.6,-1.25,14.5,1.215591397849462
2024-09,IC,S04725,25,567.0,12,0,0,25,0,13,474.0,0,93.0,58,0,21,7,58,0,17,nodo,SESTRI LEVANTE,30.599999999999994,2.0,42.19999999999997,8.172413793103448
2024-09,IC,S04801,7,145.0,9,0,0,7,0,4,86.0,0,59.0,32,0,16,1,32,0,6,nodo,SAVONA,14.5,0.0,18.125,2.6875
2024-09,IC,S05053,1,154.0,0,0,0,1,0,1,154.0,0,0.0,1,1,0,1,1,0,1,nodo,CASTEL S.PIETRO TERME,154.0,154.0,154.0,154.0
2024-09,IC,S05058,1,137.0,1,0,0,1,0,1,137.0,0,0.0,2,1,0,1,2,0,1,nodo,FAENZA,120.1,68.5,126.55,68.5
2024-09,IC,S05307,1,64.0,0,0,0,1,0,1,64.0,0,0.0,1,1,0,1,1,0,1,nodo,ISOLA DELLA SCALA,64.0,64.0,64.0,64.0
2024-09,IC,S06000,71,949.0,34,0,0,71,0,19,893.0,0,56.0,118,0,13,3,118,0,40,nodo,LA SPEZIA CENTRALE,15.5,7.0,20.14999999999999,7.567796610169491
2024-09,IC,S06039,27,547.0,17,0,0,27,0,13,468.0,0,79.0,58,1,14,4,58,0,17,nodo,GROSSETO,25.7,4.5,34.89999999999999,8.068965517241379
2024-09,IC,S06416,28,528.0,10,0,0,28,0,14,474.0,0,54.0,45,0,6,4,45,0,20,nodo,PRATO CENTRALE,28.40000000000001,7.5,37.25,10.586056644880172
2024-09,IC,S06725,113,1895.0,97,0,0,113,0,38,1716.0,0,179.0,281,2,71,11,281,0,68,nodo,LIVORNO CENTRALE,16.150000000000006,2.75,26.92499999999999,6.065535460272303
2024-09,IC,S07004,36,546.0,13,0,0,36,0,15,545.0,0,1.0,50,0,1,2,50,0,24,nodo,PERUGIA,19.4,9.0,25.99999999999998,10.9
2024-09,IC,S07113,28,524.0,40,0,0,28,0,9,464.0,0,60.0,90,0,22,4,90,0,12,nodo,ANCONA,14.6,3.0,28.50000000000001,5.145750988142293
2024-09,IC,S07202,1,9.0,0,0,0,1,0,0,8.0,0,1.0,2,0,1,0,2,0,0,nodo,JESI,4.0,4.0,4.0,4.0
2024-09,IC,S07208,2,48.0,0,0,0,2,0,2,48.0,0,0.0,2,0,0,0,2,0,2,nodo,FABRIANO,24.0,24.0,24.0,24.0
2024-09,IC,S07217,1,10.0,0,0,0,1,0,0,7.0,0,3.0,2,0,1,0,2,0,1,nodo,FOLIGNO,3.5,3.5,3.5,3.5
2024-09,IC,S07226,43,1020.0,9,0,0,43,0,26,966.0,0,54.0,59,2,6,9,59,0,36,nodo,TERNI,36.3,14.0,54.199999999999946,16.655172413793103
2024-09,IC,S07513,9,136.0,9,0,0,9,0,2,98.0,0,38.0,29,0,11,0,29,0,5,nodo,S.BENEDETTO DEL TRONTO,10.0,2.5,13.024999999999997,3.2
2024-09,IC,S07810,34,555.0,21,0,0,34,0,9,504.0,0,51.0,60,2,5,3,60,0,16,nodo,PESCARA,16.550000000000008,5.5,33.59999999999994,8.4
2024-09,IC,S08217,1,115.0,0,0,0,1,0,1,115.0,0,0.0,1,1,0,1,1,0,1,nodo,ROMA TIBURTINA,115.0,115.0,115.0,115.0
2024-09,IC,S08406,0,4.0,1,0,0,0,0,0,-12.0,0,16.0,3,0,2,0,3,0,0,nodo,ROMA OSTIENSE,-0.3499999999999996,-3.75,0.0749999999999992,-3.75
2024-09,IC,S08409,455,11786.0,241,0,0,455,0,244,10426.0,0,1360.0,964,38,268,132,964,0,317,nodo,ROMA TERMINI,38.400000000000006,4.0,53.64999999999998,10.934907010014308
2024-09,IC,S08608,2,75.0,0,0,0,2,0,1,75.0,0,0.0,2,1,0,1,2,0,2,nodo,LATINA,58.7,37.5,61.35,37.5
2024-09,IC,S09211,0,0.0,1,0,0,0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,nodo,CASERTA,0.0,0.0,0.0,0.0
2024-09,IC,S09218,82,1700.0,25,0,0,82,0,40,1499.0,0,201.0,147,2,40,15,147,0,58,nodo,NAPOLI CENTRALE,31.349999999999998,5.75,39.94999999999997,10.379041248606466
2024-09,IC,S09818,93,2222.0,48,0,0,93,0,42,1899.0,0,323.0,200,7,59,19,200,0,60,nodo,SALERNO,26.1,3.0,52.82499999999999,9.326522435897436
2024-09,IC,S09823,4,126.0,10,0,0,4,0,2,121.0,0,5.0,17,0,3,2,17,0,3,nodo,BATTIPAGLIA,23.05,2.75,24.025,6.805555555555555
2024-09,IC,S11100,1,6.0,0,0,0,1,0,0,6.0,0,0.0,1,0,0,0,1,0,0,nodo,FOGGIA,6.0,6.0,6.0,6.0
2024-09,IC,S11119,93,2350.0,37,0,0,93,0,56,1914.0,0,436.0,203,7,72,24,203,0,75,nodo,BARI CENTRALE,35.70000000000002,2.5,48.57499999999997,9.619582348305752
2024-09,IC,S11145,106,3669.0,87,0,0,106,0,49,3209.0,0,460.0,293,17,100,32,293,0,67,nodo,LECCE,27.950000000000003,2.5,66.32499999999999,10.6553695095342
2024-09,IC,S11465,49,1695.0,15,0,0,49,0,34,1578.0,0,117.0,93,5,29,23,93,0,44,nodo,TARANTO,54.650000000000006,6.5,63.97499999999998,16.9625
2024-09,IC,S12002,42,1425.0,21,0,0,42,0,22,846.0,0,579.0,117,4,52,13,117,0,30,nodo,PALERMO CENTRALE,40.90000000000001,2.25,50.500000000000014,9.998684210526315
2024-09,IC,S12008,0,3.0,1,0,0,0,0,0,3.0,0,0.0,1,0,0,0,1,0,0,nodo,BAGHERIA,3.0,3.0,3.0,3.0
2024-09,IC,S12014,1,5.0,0,0,0,1,0,0,0.0,0,5.0,2,0,1,0,2,0,0,nodo,TERMINI IMERESE,4.0,0.0,4.5,0.0
2024-09,IC,S12301,76,2366.0,22,0,0,76,0,46,1787.0,0,579.0,151,6,50,25,151,0,60,nodo,MESSINA CENTRALE,41.75,4.75,56.274999999999984,13.04380053908356
2024-09,IC,S12332,0,0.0,0,0,0,0,0,0,-11.0,0,11.0,1,0,1,0,1,0,0,nodo,CATANIA CENTRALE,-11.0,-11.0,-11.0,-11.0
2024-09,IC,S12349,119,3923.0,22,0,0,119,0,77,3692.0,0,231.0,176,16,34,44,176,0,95,nodo,SIRACUSA,54.60000000000003,13.25,74.44999999999999,22.21818181818182
2024-09,ICN,N_DEBAB2A3D4C0,21,303.0,6,0,0,21,0,5,242.0,0,61.0,46,0,19,1,46,0,13,nodo,REGGIO CALABRIA CENTRALE,13.3,2.5,18.499999999999982,4.801904761904762
2024-09,ICN,N_FEBDC4EA7CA2,57,1388.0,36,0,0,57,0,23,1090.0,0,298.0,157,5,64,13,157,0,36,nodo,TORINO P.NUOVA,24.05,1.5,37.7249999999999,6.970545277507303
2024-09,ICN,S01700,26,753.0,11,0,0,26,0,14,586.0,0,167.0,67,3,30,9,67,0,21,nodo,MILANO CENTRALE,24.4,2.5,52.02499999999996,8.707664884135472
2024-09,ICN,S02011,0,0.0,0,0,0,0,0,0,-28.0,0,28.0,1,0,1,0,1,0,0,nodo,FORTEZZA,-28.0,-28.0,-28.0,-28.0
2024-09,ICN,S02026,0,0.0,0,0,0,0,0,0,-33.0,0,33.0,6,0,6,0,6,0,0,nodo,BOLZANO,-2.85,-4.75,-2.6750000000000003,-5.25
2024-09,ICN,S02114,3,39.0,1,0,0,3,0,1,39.0,0,0.0,4,0,0,0,4,0,1,nodo,S.CANDIDO,14.75,9.75,15.375,9.75
2024-09,ICN,S03317,7,154.0,7,0,0,7,0,3,35.0,0,119.0,21,0,7,2,21,0,4,nodo,TRIESTE CENTRALE,16.050000000000004,2.0,25.074999999999996,1.7941176470588234
2024-09,ICN,S08409,40,1781.0,17,0,0,40,0,27,1478.0,0,303.0,97,11,40,17,97,0,31,nodo,ROMA TERMINI,40.95000000000005,0.5,56.47499999999997,9.805151515151517
2024-09,ICN,S09818,32,831.0,20,0,0,32,0,16,616.0,0,215.0,92,3,40,10,92,0,21,nodo,SALERNO,27.3,1.0,38.24999999999996,6.739479905437353
2024-09,ICN,S11145,24,825.0,21,0,0,24,0,11,723.0,0,102.0,72,5,27,7,72,0,18,nodo,LECCE,39.0,3.25,73.625,12.306856187290968
2024-09,ICN,S12002,15,525.0,31,0,0,15,0,11,220.0,0,305.0,89,3,43,7,89,0,13,nodo,PALERMO CENTRALE,19.550000000000008,-1.5,42.99999999999998,2.840501792114696
2024-09,ICN,S12301,15,525.0,31,0,0,15,0,11,220.0,0,305.0,89,3,43,7,89,0,13,nodo,MESSINA CENTRALE,19.550000000000008,-1.5,42.99999999999998,2.840501792114696
2024-09,ICN,S12349,36,1770.0,9,0,0,36,0,28,1560.0,0,210.0,79,11,34,19,79,0,31,nodo,SIRACUSA,42.2,1.75,58.57499999999995,10.718283582089551
2024-09,IR,N_66EFE7185ACC,4,159.0,1,0,0,4,0,4,159.0,0,0.0,5,1,0,2,5,0,4,nodo,GENOVA P.PRINCIPE,52.0,32.0,54.499999999999986,34.5
2024-09,IR,N_BF1408138E38,1,20.0,0,0,0,1,0,1,20.0,0,0.0,1,0,0,0,1,0,1,nodo,GENOVA SESTRI PONENTE,20.0,20.0,20.0,20.0
2024-09,IR,S01640,1,20.0,0,0,0,1,0,1,20.0,0,0.0,1,0,0,0,1,0,1,nodo,MILANO CERTOSA,20.0,20.0,20.0,20.0
2024-09,IR,S01645,3,143.0,1,0,0,3,0,3,143.0,0,0.0,4,1,0,2,4,0,3,nodo,MILANO PORTA GARIBALDI,52.75,35.75,54.87499999999999,35.75
2024-09,IR,S01700,1,23.0,1,0,0,1,0,1,23.0,0,0.0,2,0,0,0,2,0,1,nodo,MILANO CENTRALE,19.1,11.5,20.05,11.5
2024-09,IR,S01820,1,16.0,0,0,0,1,0,1,16.0,0,0.0,1,0,0,0,1,0,1,nodo,MILANO ROGOREDO,16.0,16.0,16.0,16.0
2024-09,IR,S04501,0,2.0,1,0,0,0,0,0,2.0,0,0.0,1,0,0,0,1,0,0,nodo,VENTIMIGLIA,2.0,2.0,2.0,2.0
2024-09,IR,S04702,1,21.0,0,0,0,1,0,1,21.0,0,0.0,1,0,0,0,1,0,1,nodo,GENOVA BRIGNOLE,21.0,21.0,21.0,21.0
2024-09,MET,N_4867F34F8972,102,3126.0,1903,0,0,102,0,6,-84.0,0,3210.0,3760,0,1713,1,3760,0,19,nodo,NAPOLI S.GIOV.BARRA,2.0,-0.5,3.5,-0.023300099974970002
2024-09,MET,S09003,7,165.0,22,0,0,7,0,1,165.0,0,0.0,30,1,0,1,30,0,3,nodo,VILLA LITERNO,7.000000000000004,2.0,7.35,4.334415584415584
2024-09,MET,S09101,85,2687.0,1648,0,0,85,0,5,-30.0,0,2717.0,3232,0,1476,0,3232,0,15,nodo,POZZUOLI SOLFATARA,2.5,0.0,3.5,-0.0093574475027384
2024-09,MET,S09103,271,4534.0,1224,0,0,271,0,48,402.0,0,4132.0,3211,3,1646,13,3211,0,89,nodo,NAPOLI CAMPI FLEGREI,4.0,-0.5,6.0,0.1099069191026446
2024-09,MET,S09110,5,91.0,14,0,0,5,0,2,-56.0,0,147.0,73,0,54,1,73,0,3,nodo,NAPOLI GIANTURCO,3.150000000000002,-2.0,7.3749999999999964,-0.7763157894736843
2024-09,MET,S09211,73,1116.0,260,0,0,73,0,11,766.0,0,350.0,526,0,190,1,526,0,23,nodo,CASERTA,5.5,0.5,8.5,1.4960051205085194
2024-09,MET,S09213,32,427.0,24,0,0,32,0,8,397.0,0,30.0,74,0,13,3,74,0,9,nodo,CANCELLO,14.0,3.5,17.349999999999994,5.934343434343434
2024-09,MET,S09215,3,40.0,1,0,0,3,0,1,34.0,0,6.0,8,0,4,0,8,0,2,nodo,ACERRA,8.600000000000001,1.5,10.049999999999995,3.0666666666666664
2024-09,MET,S09218,1,11.0,4,0,0,1,0,0,-6.0,0,17.0,8,0,3,0,8,0,0,nodo,NAPOLI CENTRALE,3.15,1.75,3.325,1.1666666666666667
2024-09,MET,S09756,6,88.0,105,0,0,6,0,2,86.0,0,2.0,114,0,1,0,114,0,4,nodo,CASTELLAMMARE DI STABIA,2.0,0.0,4.449999999999989,0.7678571428571429
2024-09,MET,S09806,11,151.0,61,0,0,11,0,0,23.0,0,128.0,139,0,65,0,139,0,0,nodo,TORRE ANNUNZIATA CENTRALE,4.0,-0.5,5.0,0.1253205128205128
2024-09,MET,S09814,73,1021.0,275,0,0,73,0,4,44.0,0,977.0,772,1,412,1,772,0,21,nodo,NOCERA INFERIORE,4.0,-0.5,6.5,0.0319125319125319
2024-09,MET,S09818,115,1839.0,369,0,0,115,0,22,90.0,0,1749.0,1057,1,543,7,1057,0,40,nodo,SALERNO,4.5,-0.5,8.0,0.0637843181991025
2024-09,MET,S09839,0,5.0,13,0,0,0,0,0,5.0,0,0.0,13,0,0,0,13,0,0,nodo,ARECHI,1.0,0.0,1.7999999999999972,0.38461538461538464
2024-09,MET,S11721,0,1.0,3,0,0,0,0,0,-8.0,0,9.0,5,0,2,0,5,0,0,nodo,SAPRI,0.6000000000000001,0.0,0.7999999999999998,-1.6
2024-09,NCL,N_2F8385CD5EAF,0,0.0,0,0,0,0,0,0,-6.0,0,6.0,1,0,1,0,1,0,0,nodo,NOLA INTERPORTO,-6.0,-6.0,-6.0,-6.0
2024-09,NCL,N_461245307840,1,110.0,0,0,0,1,0,1,110.0,0,0.0,1,1,0,1,1,0,1,nodo,PC CIVITELLA DI AGLIANO,110.0,110.0,110.0,110.0
2024-09,NCL,N_83C8957FEDE6,0,0.0,0,0,0,0,0,0,-7.0,0,7.0,1,0,1,0,1,0,0,nodo,PIEDIMONTE-V.S.L.-AQUINO,-7.0,-7.0,-7.0,-7.0
2024-09,NCL,N_DEBAB2A3D4C0,0,0.0,0,0,0,0,0,0,-7.0,0,7.0,1,0,1,0,1,0,0,nodo,REGGIO CALABRIA CENTRALE,-7.0,-7.0,-7.0,-7.0
2024-09,NCL,S01640,0,0.0,0,0,0,0,0,0,-26.0,0,26.0,1,0,1,0,1,0,0,nodo,MILANO CERTOSA,-26.0,-26.0,-26.0,-26.0
2024-09,NCL,S01820,0,0.0,0,0,0,0,0,0,-5.0,0,5.0,1,0,1,0,1,0,0,nodo,MILANO ROGOREDO,-5.0,-5.0,-5.0,-5.0
2024-09,NCL,S02581,2,326.0,0,0,0,2,0,2,326.0,0,0.0,3,2,0,2,3,0,2,nodo,PADOVA,163.0,163.0,163.0,163.0
2024-09,NCL,S02589,2,326.0,0,0,0,2,0,2,326.0,0,0.0,3,2,0,2,3,0,2,nodo,VENEZIA MESTRE,163.0,163.0,163.0,163.0
2024-09,NCL,S05050,0,0.0,0,0,0,0,0,0,-250.0,0,250.0,4,0,4,0,4,0,0,nodo,BOLOGNA CABINA S.DONATO,-52.8,-65.0,-50.400000000000006,-62.5
2024-09,NCL,S05071,0,0.0,0,0,0,0,0,0,-250.0,0,250.0,4,0,4,0,4,0,0,nodo,RIMINI,-52.8,-65.0,-50.400000000000006,-62.5
2024-09,NCL,S06039,0,0.0,0,0,0,0,0,0,-32.0,0,32.0,2,0,2,0,2,0,0,nodo,GROSSETO,-16.0,-16.0,-16.0,-16.0
2024-09,NCL,S06040,0,0.0,0,0,0,0,0,0,-5.0,0,5.0,1,0,1,0,1,0,0,nodo,VIAREGGIO,-5.0,-5.0,-5.0,-5.0
2024-09,NCL,S08409,1,110.0,0,0,0,1,0,1,110.0,0,0.0,1,1,0,1,1,0,1,nodo,ROMA TERMINI,110.0,110.0,110.0,110.0
2024-09,NCL,S09103,1,110.0,0,0,0,1,0,1,110.0,0,0.0,1,1,0,1,1,0,1,nodo,NAPOLI CAMPI FLEGREI,110.0,110.0,110.0,110.0
2024-09,NCL,S09756,1,110.0,0,0,0,1,0,1,110.0,0,0.0,1,1,0,1,1,0,1,nodo,CASTELLAMMARE DI STABIA,110.0,110.0,110.0,110.0
2024-09,NCL,S09818,2,285.0,0,0,0,2,0,2,285.0,0,0.0,2,2,0,2,2,0,2,nodo,SALERNO,142.5,142.5,142.5,142.5
2024-09,NCL,S09823,2,318.0,0,0,0,2,0,2,318.0,0,0.0,2,2,0,2,2,0,2,nodo,BATTIPAGLIA,159.0,159.0,159.0,159.0
2024-09,NCL,S11420,4,603.0,0,0,0,4,0,4,603.0,0,0.0,4,4,0,4,4,0,4,nodo,POTENZA CENTRALE,194.95,150.75,200.475,150.75
2024-09,REG,N00024,245,2943.0,456,0,0,245,0,23,2897.0,0,46.0,732,0,31,0,732,0,67,nodo,VARESE NORD,8.75,3.0,12.875,3.954004312797629
2024-09,REG,N00025,33,279.0,29,0,0,33,0,0,267.0,0,12.0,67,0,5,0,67,0,1,nodo,VARESE CASBENO,6.750000000000002,2.75,7.0,3.25197628458498
2024-09,REG,N00055,377,4478.0,523,0,0,377,0,49,4433.0,0,45.0,938,0,38,0,938,0,137,nodo,NOVARA NORD,11.5,3.5,14.474999999999993,4.742806835553615
2024-09,REG,N00068,7,73.0,21,0,0,7,0,0,73.0,0,0.0,28,0,0,0,28,0,0,nodo,MARIANO COMENSE,5.35,3.5,5.849999999999999,3.395833333333333
2024-09,REG,N00074,172,1932.0,135,0,0,172,0,25,1932.0,0,0.0,307,0,0,0,307,0,60,nodo,ERBA,13.0,5.5,15.700000000000005,6.295772854596384
2024-09,REG,N00079,285,3534.0,371,0,0,285,0,48,3403.0,0,131.0,741,0,85,0,741,0,115,nodo,ASSO,12.5,2.5,17.149999999999977,4.518658140866577
2024-09,REG,N00210,50,726.0,159,0,0,50,0,13,453.0,0,273.0,291,0,82,0,291,0,15,nodo,ISEO,6.5,1.0,12.0,1.5061589340490795
2024-09,REG,N00217,9,101.0,19,0,0,9,0,0,101.0,0,0.0,28,0,0,0,28,0,3,nodo,PISOGNE,7.35,4.25,7.625,4.083333333333334
2024-09,REG,N00226,15,222.0,32,0,0,15,0,4,212.0,0,10.0,50,0,3,0,50,0,7,nodo,BRENO,10.900000000000004,2.5,13.050000000000004,4.088578088578089
2024-09,REG,N00235,102,1738.0,184,0,0,102,0,41,1618.0,0,120.0,341,0,55,1,341,0,79,nodo,EDOLO,15.0,2.0,17.19999999999999,4.746400027559597
2024-09,REG,N_0140D1681313,0,3.0,2,0,0,0,0,0,3.0,0,0.0,2,0,0,0,2,0,0,nodo,CASTAGNARO,1.5,1.5,1.5,1.5
2024-09,REG,N_046ED0C264AB,0,0.0,0,0,0,0,0,0,-1.0,0,1.0,1,0,1,0,1,0,0,nodo,ACQUAVIVA,-1.0,-1.0,-1.0,-1.0
2024-09,REG,N_062CD5DC38A2,4,91.0,1,0,0,4,0,3,83.0,0,8.0,10,0,5,1,10,0,4,nodo,POGGIBONSI,17.200000000000003,8.0,20.1,8.3
2024-09,REG,N_06F2305DF710,42,972.0,192,0,0,42,0,19,-104.0,0,1076.0,770,1,529,6,770,0,25,nodo,CARBONIA SERBARIU,2.5,-1.5,4.974999999999994,-0.1360741229335862
2024-09,REG,N_098D485D9D54,295,3251.0,545,0,0,295,0,21,3184.0,0,67.0,883,0,43,0,883,0,58,nodo,LAVENO,8.0,2.5,10.799999999999985,3.615358759352581
2024-09,REG,N_0D137C558A92,0,3.0,1,0,0,0,0,0,2.0,0,1.0,2,0,1,0,2,0,0,nodo,LANA-POSTAL,1.0,1.0,1.0,1.0
2024-09,REG,N_0D2920696248,29,405.0,51,0,0,29,0,6,299.0,0,106.0,111,0,30,0,111,0,11,nodo,BUCCINO S.,9.449999999999998,1.5,15.149999999999984,2.6370967741935485
2024-09,REG,N_105299730773,44,729.0,73,0,0,44,0,9,484.0,0,245.0,211,1,93,5,211,0,20,nodo,SAN BENEDETTO SAMBRO-CAST.PEPOLI,7.5,-0.5,10.899999999999991,2.270937301515289
2024-09,REG,N_11F7E18E2C8B,0,1.0,1,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,nodo,RUFINA,1.0,1.0,1.0,1.0
2024-09,REG,N_12B942CEE428,51,935.0,55,0,0,51,0,15,836.0,0,99.0,159,1,53,12,159,0,24,nodo,MARRADI,17.800000000000004,2.0,28.44999999999999,5.046864899806076
2024-09,REG,N_1505A0C07116,2,73.0,0,0,0,2,0,2,73.0,0,0.0,2,0,0,1,2,0,2,nodo,ACQUANEGRA CREMONESE,36.5,36.5,36.5,36.5
2024-09,REG,N_1580326CF92D,44,708.0,65,0,0,44,0,15,574.0,0,134.0,202,0,88,4,202,0,21,nodo,BESOZZO,10.050000000000011,0.25,18.54999999999999,2.926418988648091
2024-09,REG,N_1826D9B394B1,9,204.0,38,0,0,9,0,4,186.0,0,18.0,64,0,17,1,64,0,5,nodo,RIONERO ATELLA RIPACANDITA,5.850000000000003,0.75,13.274999999999991,2.90625
2024-09,REG,N_183909BE091C,2,107.0,0,0,0,2,0,2,107.0,0,0.0,2,0,0,2,2,0,2,nodo,CARAVAGGIO,53.5,53.5,53.5,53.5
2024-09,REG,N_1C248EF31B88,2,27.0,2,0,0,2,0,1,27.0,0,0.0,4,0,0,0,4,0,1,nodo,POMEZIA - S.PALOMBA,8.0,4.0,8.5,5.166666666666667
2024-09,REG,N_2280D03E3419,0,0.0,0,0,0,0,0,0,-1.0,0,1.0,1,0,1,0,1,0,0,nodo,POLICASTRO BUSSENTINO,-1.0,-1.0,-1.0,-1.0
2024-09,REG,N_23A734DE45AE,1,13.0,0,0,0,1,0,0,0.0,0,13.0,2,0,1,0,2,0,1,nodo,S. VINCENZO,0.0,0.0,0.0,0.0
2024-09,REG,N_24B26754DFAB,5,62.0,12,0,0,5,0,1,38.0,0,24.0,29,0,12,0,29,0,3,nodo,CIRE',7.65,5.0,8.45,3.532051282051282
2024-09,REG,N_25B9CF10B7D2,1547,26211.0,3335,0,0,1547,0,389,13355.0,0,12856.0,9058,23,4052,127,9058,0,633,nodo,BOLOGNA C.LE,7.0,0.0,13.5,1.4964480285119932
2024-09,REG,N_25F3B82B35A1,0,2.0,1,0,0,0,0,0,1.0,0,1.0,2,0,1,0,2,0,0,nodo,MONTEMAGGIORE,1.7000000000000002,0.5,1.85,0.5
2024-09,REG,N_26FAC2401D1E,1160,19546.0,4561,0,0,1160,0,177,6234.0,0,13312.0,10406,5,4536,37,10406,0,365,nodo,VENEZIA SANTA LUCIA,5.0,0.5,7.5,0.6063006958692313
2024-09,REG,N_271FD3BAF268,695,8797.0,1215,0,0,695,0,94,8551.0,0,246.0,2079,0,169,0,2079,0,248,nodo,MALPENSA AEROPORTO T2,10.5,2.5,14.474999999999966,4.135543675879439
2024-09,REG,N_296D99B423EF,1,98.0,1,0,0,1,0,1,96.0,0,2.0,3,1,1,1,3,0,1,nodo,LIVORNO FERRARIS,41.5,23.5,43.75,23.5
2024-09,REG,N_2F383E08F558,16,171.0,16,0,0,16,0,3,125.0,0,46.0,40,0,8,0,40,0,5,nodo,GARBAGNATE M.SE,12.900000000000002,2.25,15.099999999999998,3.255952380952381
2024-09,REG,N_2F7AD860AB4E,1,11.0,0,0,0,1,0,0,11.0,0,0.0,1,0,0,0,1,0,1,nodo,COSTA MASNAGA,11.0,11.0,11.0,11.0
2024-09,REG,N_30C37A42B21B,1,8.0,1,0,0,1,0,0,8.0,0,0.0,2,0,0,0,2,0,0,nodo,TORRICOLA,4.8,4.0,4.9,4.0
2024-09,REG,N_30FAE1AF40EC,1,49.0,2,0,0,1,0,1,48.0,0,1.0,4,0,1,1,4,0,1,nodo,MONTECATINI TERME,21.6,12.0,22.8,12.0
2024-09,REG,N_36BF9CCFCA7F,2,63.0,16,0,0,2,0,2,20.0,0,43.0,43,0,25,1,43,0,2,nodo,ATTIGLIANO,1.9500000000000013,-1.0,2.475,0.4664502164502164
2024-09,REG,N_38CCE2986FD3,0,0.0,0,0,0,0,0,0,-34.0,0,34.0,2,0,2,0,2,0,0,nodo,ROMAGNANO SESIA,-17.0,-17.0,-17.0,-17.0
2024-09,REG,N_3A52AADF8221,1,17.0,0,0,0,1,0,1,15.0,0,2.0,2,0,1,0,2,0,1,nodo,PRACCHIA,7.5,7.5,7.5,7.5
