mese,categoria,cod_stazione,in_ritardo,minuti_ritardo_tot,in_orario,cancellate,parzialmente_cancellate,oltre_5,cancellate_tot,oltre_15,minuti_netti_tot,soppresse,minuti_anticipo_tot,effettuate,oltre_60,in_anticipo,oltre_30,corse_osservate,info_mancante,oltre_10,ruolo,nome_stazione,p90,ritardo_mediano,p95,ritardo_medio
2025-10,REG,N_30F87B931B55,1,13.0,0,0,0,1,0,0,13.0,0,0.0,1,0,0,0,1,0,1,nodo,GRICIGNANO-TEVEROLA,13.0,13.0,13.0,13.0
2025-10,REG,N_3C9DD23DE13B,0,3.0,1,0,0,0,0,0,3.0,0,0.0,1,0,0,0,1,0,0,nodo,AMOROSI MELIZZANO,3.0,3.0,3.0,3.0
2025-10,REG,N_3DF9464CB964,1,6.0,0,0,0,1,0,0,6.0,0,0.0,1,0,0,0,1,0,0,nodo,NOLA,6.0,6.0,6.0,6.0
2025-10,REG,N_42AF21D2B00E,1,5.0,0,0,0,1,0,0,-21.0,0,26.0,4,0,3,0,4,0,0,nodo,MONTIGLIO MURISENGO,-0.6499999999999995,-5.25,-0.0750000000000006,-5.25
2025-10,REG,N_46768AA89382,0,2.0,1,0,0,0,0,0,-1.0,0,3.0,3,0,2,0,3,0,0,nodo,FERRANDINA SCALO-MATERA,0.4499999999999999,0.25,0.4749999999999999,0.25
2025-10,REG,N_4A1AF6517E64,2,53.0,0,0,0,2,0,1,53.0,0,0.0,2,0,0,1,2,0,1,nodo,VILLAFRANCA-CANTARANA,26.5,26.5,26.5,26.5
2025-10,REG,N_4FC628F0E434,1,31.0,0,0,0,1,0,1,31.0,0,0.0,1,0,0,1,1,0,1,nodo,S.PAOLO SOLBRITO,31.0,31.0,31.0,31.0
2025-10,REG,N_51482E11C412,0,0.0,0,0,0,0,0,0,-1.0,0,1.0,1,0,1,0,1,0,0,nodo,COLONNA GALLERIA,-1.0,-1.0,-1.0,-1.0
2025-10,REG,N_5235E10668A7,0,4.0,1,0,0,0,0,0,4.0,0,0.0,1,0,0,0,1,0,0,nodo,MARIANOPOLI,4.0,4.0,4.0,4.0
2025-10,REG,N_5493FAF7F44C,0,1.0,1,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,nodo,VALLO DELLA LUCANIA-CASTELNUOVO,1.0,1.0,1.0,1.0
2025-10,REG,N_56227008909E,3,93.0,57,0,0,3,0,1,-163.0,0,256.0,247,0,170,0,247,0,1,nodo,VAL D'ALA,1.0,-1.0,2.0,-0.7086956521739131
2025-10,REG,N_59AA242D370B,15,387.0,77,0,0,15,0,4,281.0,0,106.0,163,2,68,3,163,0,5,nodo,VALLE DELL'ANIENE-MANDELA-SAMBUCI,4.1000000000000085,0.0,7.3249999999999815,1.75625
2025-10,REG,N_5C53F3FFDA03,1,5.0,1,0,0,1,0,0,-4.0,0,9.0,4,0,2,0,4,0,0,nodo,CAMMARATA S.GIOVANNI GEMINI,1.6,-2.0,2.05,-0.6666666666666666
2025-10,REG,N_61EDFA84976B,1,26.0,0,0,0,1,0,1,26.0,0,0.0,1,0,0,0,1,0,1,nodo,BRIATICO,26.0,26.0,26.0,26.0
2025-10,REG,N_67E39248AB1F,0,3.0,1,0,0,0,0,0,3.0,0,0.0,1,0,0,0,1,0,0,nodo,RIMINI VISERBA,3.0,3.0,3.0,3.0
2025-10,REG,N_68D511FA029E,1,13.0,0,0,0,1,0,0,13.0,0,0.0,1,0,0,0,1,0,1,nodo,CAPO BONIFATI,13.0,13.0,13.0,13.0
2025-10,REG,N_6982A8E72046,1,18.0,0,0,0,1,0,1,18.0,0,0.0,1,0,0,0,1,0,1,nodo,MALNATE,18.0,18.0,18.0,18.0
2025-10,REG,N_6C2417F591E3,3,128.0,0,0,0,3,0,3,128.0,0,0.0,3,0,0,2,3,0,3,nodo,FRAGNETO MONFORTE,55.79999999999999,51.0,56.4,42.66666666666666
2025-10,REG,N_6E130BA3A06D,0,2.0,1,0,0,0,0,0,2.0,0,0.0,1,0,0,0,1,0,0,nodo,POLLINA-S.MAURO CASTELVERDE,2.0,2.0,2.0,2.0
2025-10,REG,N_707AAFC2CCFF,1,51.0,0,0,0,1,0,1,51.0,0,0.0,1,0,0,1,1,0,1,nodo,BAIANO DI SPOLETO,51.0,51.0,51.0,51.0
2025-10,REG,N_70F9ED1D0456,1,16.0,2,0,0,1,0,0,14.0,0,2.0,6,0,1,0,6,0,1,nodo,QUARTO D'ALTINO,5.5,3.5,5.749999999999999,3.5
2025-10,REG,N_71B6012FF037,0,3.0,1,0,0,0,0,0,2.0,0,1.0,2,0,1,0,2,0,0,nodo,CAPO D'ORLANDO-NASO,2.6,1.0,2.8,1.0
2025-10,REG,N_754A893C2E1F,2,12.0,1,0,0,2,0,0,12.0,0,0.0,3,0,0,0,3,0,0,nodo,OVADA,4.85,4.25,4.925,4.25
2025-10,REG,N_76377FF0E1CB,1,30.0,1,0,0,1,0,1,30.0,0,0.0,2,0,0,1,2,0,1,nodo,CORMANO-CUSANO MILANINO,27.0,15.0,28.5,15.0
2025-10,REG,N_7B52E45BD1E7,1,9.0,0,0,0,1,0,0,9.0,0,0.0,1,0,0,0,1,0,0,nodo,1`BIVIO ORTE SUD,9.0,9.0,9.0,9.0
2025-10,REG,N_7C26FB2E9EE9,121,1301.0,230,0,0,121,0,3,1193.0,0,108.0,413,0,56,0,413,0,17,nodo,CIANO D'ENZA,7.0,2.5,8.5,2.9444162681736943
2025-10,REG,N_88F9820A85B7,0,8.0,2,0,0,0,0,0,7.0,0,1.0,3,0,1,0,3,0,0,nodo,NOALE-SCORZE',3.75,2.75,3.875,2.75
2025-10,REG,N_890E35011C84,2,110.0,0,0,0,2,0,2,110.0,0,0.0,2,1,0,2,2,0,2,nodo,PORTO EMPEDOCLE SUCCURSALE,55.0,55.0,55.0,55.0
2025-10,REG,N_8B72D0669AB2,1,35.0,3,0,0,1,0,1,33.0,0,2.0,5,0,1,1,5,0,1,nodo,MONTERONI D'ARBIA,14.2,1.0,15.85,5.833333333333333
2025-10,REG,N_8D17239851EA,0,0.0,0,0,0,0,0,0,-1.0,0,1.0,1,0,1,0,1,0,0,nodo,FIUMETORTO,-1.0,-1.0,-1.0,-1.0
2025-10,REG,N_8E24755086C7,0,0.0,0,0,0,0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,nodo,GENOVA PIAZZA PRINCIPE SOTTERRANEA,0.0,0.0,0.0,0.0
2025-10,REG,N_90A042C77C48,1,19.0,0,0,0,1,0,1,19.0,0,0.0,1,0,0,0,1,0,1,nodo,VERNANTE,19.0,19.0,19.0,19.0
2025-10,REG,N_92721D30B4D7,4,78.0,2,0,0,4,0,2,78.0,0,0.0,6,0,0,0,6,0,4,nodo,TARANTO GALESE,19.1,17.5,19.3,13.0
2025-10,REG,N_92B8087ECF63,147,2897.0,452,0,0,147,0,44,1256.0,0,1641.0,1255,3,640,18,1255,0,70,nodo,L'AQUILA,5.5,-1.0,10.0,1.013397417189552
2025-10,REG,N_9305C1A0B9DB,124,2028.0,475,0,0,124,0,24,1382.0,0,646.0,1004,1,388,10,1004,0,44,nodo,CIRIE',4.5,0.5,9.0,1.4006803754588533
2025-10,REG,N_968AC1F0ECFD,1,14.0,1,0,0,1,0,0,14.0,0,0.0,2,0,0,0,2,0,1,nodo,PIEVE VERGONTE,7.0,7.0,7.0,7.0
2025-10,REG,N_981FC66837BA,0,1.0,1,0,0,0,0,0,-1.0,0,2.0,2,0,1,0,2,0,0,nodo,CASTAGNOLE DELLE LANZE,-0.5,-0.5,-0.5,-0.5
2025-10,REG,N_9C8913C50BC2,1,5.0,0,0,0,1,0,0,5.0,0,0.0,1,0,0,0,1,0,0,nodo,BARCELLONA-CASTROREALE,5.0,5.0,5.0,5.0
2025-10,REG,N_9F1CA8B73AC3,1,34.0,2,0,0,1,0,1,34.0,0,0.0,3,0,0,1,3,0,1,nodo,GRAGNOLA,14.15,8.75,14.824999999999998,8.75
2025-10,REG,N_9FDC69CF1486,0,0.0,0,0,0,0,0,0,-2.0,0,2.0,2,0,2,0,2,0,0,nodo,ISTRANA,-1.0,-1.0,-1.0,-1.0
2025-10,REG,N_A97B99E36F8B,15,335.0,5,0,0,15,0,9,334.0,0,1.0,21,0,1,4,21,0,9,nodo,S.DONA' DI PIAVE-JESOLO,36.9,11.75,41.19999999999999,15.604545454545454
2025-10,REG,N_A99D9786FC60,0,2.0,1,0,0,0,0,0,2.0,0,0.0,1,0,0,0,1,0,0,nodo,CERIGNOLA CAMPAGNA,2.0,2.0,2.0,2.0
2025-10,REG,N_ABFF54CF046B,13,291.0,132,0,0,13,0,1,40.0,0,251.0,270,0,116,0,270,0,3,nodo,CEFALU',3.0,0.0,4.399999999999992,0.0224137931034482
2025-10,REG,N_ACA4F494FB58,0,0.0,0,0,0,0,0,0,-15.0,0,15.0,2,0,2,0,2,0,0,nodo,TELESE CERRETO,-7.5,-7.5,-7.5,-7.5
2025-10,REG,N_AEA8F75C58A4,0,0.0,1,0,0,0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,nodo,COLLE MATTIA,0.0,0.0,0.0,0.0
2025-10,REG,N_B35CDCD53B38,2,22.0,2,0,0,2,0,0,22.0,0,0.0,4,0,0,0,4,0,1,nodo,GAIBANELLA,7.6,4.0,8.05,5.333333333333334
2025-10,REG,N_B63D4897DB4E,2,56.0,0,0,0,2,0,1,56.0,0,0.0,2,0,0,1,2,0,1,nodo,COSIO TRAONA,28.0,28.0,28.0,28.0
2025-10,REG,N_B6611117A3FF,1,31.0,1,0,0,1,0,1,31.0,0,0.0,2,0,0,0,2,0,1,nodo,CESATE,24.7,15.5,25.85,15.5
2025-10,REG,N_B9075E1692FD,0,2.0,1,0,0,0,0,0,2.0,0,0.0,1,0,0,0,1,0,0,nodo,S.GIOVANNI IN CROCE,2.0,2.0,2.0,2.0
2025-10,REG,N_BE2680DC86C6,2,64.0,1,0,0,2,0,2,60.0,0,4.0,5,0,2,1,5,0,2,nodo,PORTO D'ASCOLI,17.200000000000003,14.0,17.6,15.0
2025-10,REG,N_C0DC20CCCAE5,0,1.0,1,0,0,0,0,0,-1.0,0,2.0,2,0,1,0,2,0,0,nodo,S.VITTORIA,-0.5,-0.5,-0.5,-0.5
2025-10,REG,N_C23C849BFBAE,0,0.0,3,0,0,0,0,0,0.0,0,0.0,3,0,0,0,3,0,0,nodo,CASTEL DI SANGRO,0.0,0.0,0.0,0.0
2025-10,REG,N_C80D9B1B5BD2,0,4.0,2,0,0,0,0,0,4.0,0,0.0,2,0,0,0,2,0,0,nodo,PRAMAGGIORE,2.0,2.0,2.0,2.0
2025-10,REG,N_CC464453EFAA,1,37.0,1,0,0,1,0,1,37.0,0,0.0,2,0,0,1,2,0,1,nodo,LAMBRUGO - LURAGO D'ERBA,30.9,18.5,32.45,18.5
2025-10,REG,N_CD234BA8A781,3,28.0,4,0,0,3,0,0,23.0,0,5.0,9,0,2,0,9,0,0,nodo,RAIANO,6.35,0.75,6.924999999999999,2.35
2025-10,REG,N_CFACAF3D2860,0,0.0,0,0,0,0,0,0,-13.0,0,13.0,1,0,1,0,1,0,0,nodo,PARATICO SARNICO,-13.0,-13.0,-13.0,-13.0
2025-10,REG,N_D2A2CA2B39D0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,nodo,MENDRISIO,0.0,0.0,0.0,0.0
2025-10,REG,N_D5265F99669A,0,2.0,1,0,0,0,0,0,2.0,0,0.0,1,0,0,0,1,0,0,nodo,PALMI,2.0,2.0,2.0,2.0
2025-10,REG,N_D77115054D63,1,6.0,0,0,0,1,0,0,6.0,0,0.0,1,0,0,0,1,0,0,nodo,BALSORANO,6.0,6.0,6.0,6.0
2025-10,REG,N_E7CF07593EFA,3,35.0,9,0,0,3,0,0,-21.0,0,56.0,30,0,17,0,30,0,1,nodo,S.MARIA LA BRUNA,3.3999999999999986,-1.0,5.599999999999998,-0.7241379310344828
2025-10,REG,N_EA08767C9541,0,2.0,1,0,0,0,0,0,2.0,0,0.0,1,0,0,0,1,0,0,nodo,TAGLIACOZZO,2.0,2.0,2.0,2.0
2025-10,REG,N_F4F1B2E13C5E,0,5.0,3,0,0,0,0,0,5.0,0,0.0,3,0,0,0,3,0,0,nodo,CRUCOLI,2.6,1.0,2.7999999999999994,1.6666666666666667
2025-10,REG,N_F517EE7486F9,2,22.0,0,0,0,2,0,1,22.0,0,0.0,2,0,0,0,2,0,1,nodo,PM MONTALTO ROSE,11.0,11.0,11.0,11.0
2025-10,REG,S00016,15,170.0,24,0,0,15,0,0,160.0,0,10.0,45,0,4,0,45,0,1,nodo,BORGOMANERO,7.900000000000002,3.5,8.5,3.728354978354978
2025-10,REG,S00034,344,5186.0,687,0,0,344,0,75,3366.0,0,1820.0,1855,3,778,16,1855,0,121,nodo,MORTARA,7.5,0.0,12.149999999999977,1.8709588890382995
2025-10,REG,S00039,14,142.0,12,0,0,14,0,1,142.0,0,0.0,26,0,0,0,26,0,4,nodo,TORREBERETTI,10.5,5.0,12.5,5.461538461538462
2025-10,REG,S00041,4,81.0,3,0,0,4,0,1,81.0,0,0.0,7,0,0,1,7,0,3,nodo,VALENZA,15.6,8.0,18.05,8.7
2025-10,REG,S00060,4,105.0,5,0,0,4,0,3,91.0,0,14.0,14,0,5,2,14,0,3,nodo,TORINO REBAUDENGO FOSSATA,18.8,2.5,20.15,6.5
2025-10,REG,S00070,206,3674.0,834,0,0,206,0,38,2332.0,0,1342.0,1720,1,632,16,1720,0,62,nodo,BIELLA S.PAOLO,4.5,0.5,7.0,1.3935784345287918
2025-10,REG,S00088,65,1164.0,322,0,0,65,0,10,374.0,0,790.0,843,2,431,5,843,0,17,nodo,TORINO AEROPORTO DI CASELLE,3.5,-0.75,6.0,0.4592180774748922
2025-10,REG,S00096,92,1529.0,346,0,0,92,0,20,796.0,0,733.0,729,1,280,10,729,0,30,nodo,GERMAGNANO,3.950000000000017,0.0,7.0,1.094023527220808
2025-10,REG,S00100,2,31.0,0,0,0,2,0,1,31.0,0,0.0,2,0,0,0,2,0,2,nodo,VARALLO SESIA,15.5,15.5,15.5,15.5
2025-10,REG,S00154,182,3213.0,782,0,0,182,0,28,1889.0,0,1324.0,1521,0,523,8,1521,0,59,nodo,IVREA,5.5,1.0,7.5,1.270824363682411
2025-10,REG,S00155,0,3.0,2,0,0,0,0,0,3.0,0,0.0,2,0,0,0,2,0,0,nodo,STRAMBINO,1.5,1.5,1.5,1.5
2025-10,REG,S00202,51,934.0,250,0,0,51,0,11,-609.0,0,1543.0,871,0,561,3,871,0,18,nodo,BARDONECCHIA,3.0,-1.5,5.5,-0.7064965197215776
2025-10,REG,S00205,3,51.0,27,0,0,3,0,0,-146.0,0,197.0,91,0,59,0,91,0,0,nodo,SALBERTRAND,1.8000000000000007,-2.75,2.5,-1.6345959595959596
2025-10,REG,S00208,12,251.0,62,0,0,12,0,4,26.0,0,225.0,165,0,86,1,165,0,7,nodo,BUSSOLENO,3.0500000000000043,-1.0,5.724999999999987,0.1624999999999999
2025-10,REG,S00214,0,2.0,2,0,0,0,0,0,-3.0,0,5.0,4,0,2,0,4,0,0,nodo,AVIGLIANA,-0.55,-0.75,-0.5249999999999999,-0.75
2025-10,REG,S00217,1,33.0,3,0,0,1,0,1,33.0,0,0.0,4,0,0,0,4,0,1,nodo,COLLEGNO,13.25,8.25,13.874999999999998,8.25
2025-10,REG,S00219,1055,18748.0,2584,0,0,1055,0,265,9607.0,0,9141.0,6764,21,2995,92,6764,0,457,nodo,TORINO PORTA NUOVA,7.0,0.0,12.5,1.4467647379614983
2025-10,REG,S00228,91,1262.0,291,0,0,91,0,13,1047.0,0,215.0,540,0,146,1,540,0,22,nodo,TORINO STURA,5.5,1.0,7.84999999999998,1.9856199770378873
2025-10,REG,S00229,2,32.0,7,0,0,2,0,0,32.0,0,0.0,9,0,0,0,9,0,1,nodo,SETTIMO,6.65,3.5,7.324999999999999,3.9166666666666665
2025-10,REG,S00232,492,7566.0,1181,0,0,492,0,79,5646.0,0,1920.0,2399,6,666,24,2399,0,128,nodo,CHIVASSO,7.0,1.5,10.0,2.4185841096210936
2025-10,REG,S00245,252,3269.0,485,0,0,252,0,21,3041.0,0,228.0,895,0,139,6,895,0,66,nodo,VERCELLI,8.0,2.5,11.099999999999994,3.472352392320804
2025-10,REG,S00248,1123,17221.0,2320,0,0,1123,0,210,13491.0,0,3730.0,5230,9,1669,72,5230,0,401,nodo,NOVARA,8.0,1.5,13.0,2.640809418469453
2025-10,REG,S00252,1,24.0,0,0,0,1,0,1,24.0,0,0.0,1,0,0,0,1,0,1,nodo,TRECATE,24.0,24.0,24.0,24.0
2025-10,REG,S00260,63,1371.0,456,0,0,63,0,13,347.0,0,1024.0,1004,0,470,5,1004,0,22,nodo,SUSA,3.550000000000012,0.0,5.5,0.3514314342971658
2025-10,REG,S00279,2,40.0,0,0,0,2,0,1,40.0,0,0.0,2,0,0,1,2,0,1,nodo,CAVA CARBONARA,20.0,20.0,20.0,20.0
2025-10,REG,S00314,18,338.0,78,0,0,18,0,4,-184.0,0,522.0,317,0,219,1,317,0,7,nodo,CASALE MONFERRATO,2.5,-2.0,5.199999999999989,-0.5845964685963073
2025-10,REG,S00452,135,2412.0,367,0,0,135,0,35,2017.0,0,395.0,721,2,204,15,721,0,43,nodo,TORINO LINGOTTO,6.5,1.5,13.149999999999974,2.7927217255106704
2025-10,REG,S00455,15,262.0,11,0,0,15,0,10,257.0,0,5.0,29,0,3,0,29,0,12,nodo,TROFARELLO,18.250000000000007,9.25,21.575,8.676190476190476
2025-10,REG,S00462,320,5243.0,1087,0,0,320,0,60,4132.0,0,1111.0,2052,2,598,20,2052,0,91,nodo,ASTI,6.0,1.0,9.0,2.057053475062628
2025-10,REG,S00470,833,13212.0,1576,0,0,833,0,165,9989.0,0,3223.0,3690,14,1198,62,3690,0,300,nodo,ALESSANDRIA,8.5,1.5,13.5,2.7716472017714247
2025-10,REG,S00500,226,3719.0,984,0,0,226,0,25,3144.0,0,575.0,1541,1,293,9,1541,0,46,nodo,CHIERI,5.5,1.0,7.0,2.0910833427770066
2025-10,REG,S00512,0,3.0,1,0,0,0,0,0,3.0,0,0.0,1,0,0,0,1,0,0,nodo,CANDIOLO,3.0,3.0,3.0,3.0
2025-10,REG,S00513,2,57.0,3,0,0,2,0,2,55.0,0,2.0,6,0,1,0,6,0,2,nodo,NONE,13.800000000000002,13.0,13.9,9.166666666666666
2025-10,REG,S00517,307,4449.0,574,0,0,307,0,52,3651.0,0,798.0,1209,3,292,15,1209,0,86,nodo,PINEROLO,7.5,2.5,12.849999999999966,3.112687582489781
2025-10,REG,S00601,0,3.0,1,0,0,0,0,0,3.0,0,0.0,1,0,0,0,1,0,0,nodo,CARMAGNOLA,3.0,3.0,3.0,3.0
2025-10,REG,S00603,0,3.0,1,0,0,0,0,0,3.0,0,0.0,1,0,0,0,1,0,0,nodo,CAVALLERMAGGIORE,3.0,3.0,3.0,3.0
2025-10,REG,S00606,280,4462.0,802,0,0,280,0,41,2499.0,0,1963.0,1967,4,849,15,1967,0,88,nodo,FOSSANO,5.0,0.5,8.5,1.2838586656765938
2025-10,REG,S00610,122,2204.0,362,0,0,122,0,30,1170.0,0,1034.0,912,3,412,9,912,0,55,nodo,CUNEO,6.5,0.0,10.0,1.2959224929246342
2025-10,REG,S00617,17,304.0,78,0,0,17,0,3,-847.0,0,1151.0,475,0,374,0,475,0,8,nodo,LIMONE,1.3500000000000083,-2.5,3.5,-1.7946630236794168
2025-10,REG,S00742,18,378.0,42,0,0,18,0,6,327.0,0,51.0,79,1,19,2,79,0,8,nodo,CEVA,8.300000000000004,1.5,19.225,4.203465982028241
2025-10,REG,S00821,8,181.0,23,0,0,8,0,4,113.0,0,68.0,58,0,27,2,58,0,5,nodo,BRA,8.099999999999994,-1.0,16.599999999999994,1.9482758620689653
2025-10,REG,S00825,163,2782.0,629,0,0,163,0,36,1974.0,0,808.0,1150,2,333,18,1150,0,59,nodo,ALBA,5.0,0.5,10.5,1.7529203170629954
2025-10,REG,S00834,3,90.0,0,0,0,3,0,2,85.0,0,5.0,4,0,1,2,4,0,2,nodo,NIZZA MONFERRATO,23.45,21.25,23.725,21.25
2025-10,REG,S00867,404,5972.0,795,0,0,404,0,63,5670.0,0,302.0,1386,6,166,15,1386,0,137,nodo,ACQUI TERME,9.0,2.5,13.024999999999975,4.157658866466294
2025-10,REG,S00884,224,3743.0,855,0,0,224,0,37,3158.0,0,585.0,1403,2,295,11,1403,0,61,nodo,RIVAROLO,5.5,1.0,8.0,2.2922006102212054
2025-10,REG,S00952,51,783.0,43,0,0,51,0,14,-204.0,0,987.0,343,0,234,3,343,0,35,nodo,MONDOVI`,10.200000000000005,-3.5,14.850000000000009,-0.6200037181632274
2025-10,REG,S01003,363,5721.0,564,0,0,363,0,58,4657.0,0,1064.0,1291,8,348,29,1291,0,125,nodo,DOMODOSSOLA,9.5,1.5,14.0,3.651411396485288
2025-10,REG,S01020,280,4888.0,543,0,0,280,0,60,4220.0,0,668.0,1244,5,367,18,1244,0,107,nodo,ARONA,9.0,1.5,15.0,3.524052065647992
2025-10,REG,S01026,2,130.0,0,0,0,2,0,1,130.0,0,0.0,2,1,0,1,2,0,1,nodo,SESTO CALENDE,65.0,65.0,65.0,65.0
2025-10,REG,S01028,1,63.0,2,0,0,1,0,1,63.0,0,0.0,3,1,0,1,3,0,1,nodo,SOMMA LOMBARDO,28.0,16.0,29.5,16.0
2025-10,REG,S01030,334,5018.0,535,0,0,334,0,75,4593.0,0,425.0,1148,3,254,15,1148,0,136,nodo,GALLARATE,11.900000000000006,2.5,16.0,4.105894043946958
2025-10,REG,S01031,30,752.0,90,0,0,30,0,12,733.0,0,19.0,142,1,19,6,142,0,15,nodo,BUSTO ARSIZIO,11.400000000000002,2.0,25.875,5.020572263993317
2025-10,REG,S01035,3,270.0,1,0,0,3,0,2,265.0,0,5.0,5,1,1,2,5,0,2,nodo,PARABIAGO,77.95000000000002,13.5,88.97499999999997,31.25
2025-10,REG,S01037,162,2450.0,262,0,0,162,0,37,1806.0,0,644.0,740,0,312,18,740,0,64,nodo,RHO,8.0,0.5,14.19999999999996,2.430958663148637
2025-10,REG,S01040,2,50.0,0,0,0,2,0,1,49.0,0,1.0,3,0,1,1,3,0,2,nodo,MAGENTA,17.6,12.0,18.3,12.0
2025-10,REG,S01042,5,121.0,0,0,0,5,0,4,121.0,0,0.0,5,0,0,2,5,0,4,nodo,VITTUONE ARLUNO,32.349999999999994,25.75,33.175,24.25
2025-10,REG,S01059,431,6278.0,1221,0,0,431,0,64,5795.0,0,483.0,1952,1,261,13,1952,0,135,nodo,ALBAIRATE-VERMEZZO,8.0,2.0,11.5,3.027963780329711
2025-10,REG,S01061,2,24.0,1,0,0,2,0,0,-22.0,0,46.0,27,0,24,0,27,0,2,nodo,VIGEVANO,-0.5999999999999979,-2.0,7.699999999999992,-0.8148148148148148
2025-10,REG,S01066,3466,45057.0,7776,0,0,3466,0,464,42037.0,0,3020.0,12909,4,1667,92,12909,0,1062,nodo,MILANO CADORNA,8.5,1.5,12.0,3.2721427865568686
2025-10,REG,S01067,0,0.0,1,0,0,0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,nodo,MILANO DOMODOSSOLA,0.0,0.0,0.0,0.0
2025-10,REG,S01069,0,6.0,3,0,0,0,0,0,6.0,0,0.0,3,0,0,0,3,0,0,nodo,MILANO QUARTO OGGIARO,2.7999999999999994,2.0,2.9,2.0
2025-10,REG,S01070,8,248.0,27,0,0,8,0,2,248.0,0,0.0,35,2,0,2,35,0,4,nodo,NOVATE MILANESE,8.85,5.0,19.499999999999936,7.529411764705881
2025-10,REG,S01073,1,20.0,0,0,0,1,0,1,20.0,0,0.0,1,0,0,0,1,0,1,nodo,GARBAGNATE PARCO DELLE GROANE,20.0,20.0,20.0,20.0
2025-10,REG,S01074,332,3909.0,427,0,0,332,0,36,3597.0,0,312.0,998,0,184,3,998,0,134,nodo,GARBAGNATE MILANESE,10.5,2.0,13.5,3.810152489766543
2025-10,REG,S01077,1,22.0,0,0,0,1,0,1,22.0,0,0.0,1,0,0,0,1,0,1,nodo,SARONNO SUD,22.0,22.0,22.0,22.0
2025-10,REG,S01078,3,70.0,1,0,0,3,0,2,68.0,0,2.0,5,0,1,1,5,0,3,nodo,MILANO AFFORI,29.0,12.0,31.0,13.6
2025-10,REG,S01079,0,2.0,1,0,0,0,0,0,2.0,0,0.0,1,0,0,0,1,0,0,nodo,MILANO BRUZZANO PARCO NORD,2.0,2.0,2.0,2.0
2025-10,REG,S01086,7,137.0,2,0,0,7,0,5,136.0,0,1.0,10,0,1,1,10,0,7,nodo,CESANO MADERNO,23.7,14.5,26.849999999999994,13.6
2025-10,REG,S01113,314,4655.0,375,0,0,314,0,77,4291.0,0,364.0,921,1,210,14,921,0,131,nodo,LUINO,12.599999999999994,2.25,18.049999999999983,4.757462612657225
2025-10,REG,S01118,1,5.0,0,0,0,1,0,0,5.0,0,0.0,1,0,0,0,1,0,0,nodo,LAVENO MOMBELLO,5.0,5.0,5.0,5.0
2025-10,REG,S01137,50,789.0,216,0,0,50,0,10,566.0,0,223.0,381,1,109,1,381,0,19,nodo,BUSTO ARSIZIO NORD,6.5,0.5,9.649999999999991,1.6720364741641338
2025-10,REG,S01139,221,3316.0,1209,0,0,221,0,31,2495.0,0,821.0,1962,1,532,6,1962,0,59,nodo,MALPENSA AEROPORTO TERMINAL 1,5.0,0.0,7.274999999999977,1.271141295310941
2025-10,REG,S01146,766,10659.0,1432,0,0,766,0,146,9883.0,0,776.0,2785,4,521,31,2785,0,299,nodo,MALPENSA AEROPORTO TERMINAL 2,10.0,1.5,14.5,3.6337856109048894
2025-10,REG,S01200,308,4717.0,509,0,0,308,0,62,4312.0,0,405.0,1031,2,196,22,1031,0,123,nodo,PORTO CERESIO,11.0,2.5,15.899999999999977,4.253496530755438
2025-10,REG,S01205,501,8424.0,1371,0,0,501,0,92,5487.0,0,2937.0,3125,4,1182,30,3125,0,174,nodo,VARESE,6.5,0.5,10.5,1.7914479567176242
2025-10,REG,S01301,543,7401.0,1161,0,0,543,0,72,4592.0,0,2809.0,3038,2,1264,12,3038,0,169,nodo,CHIASSO,7.0,1.0,10.0,1.5501768446982014
2025-10,REG,S01307,518,7736.0,1467,0,0,518,0,77,5154.0,0,2582.0,3345,0,1297,29,3345,0,143,nodo,COMO S.GIOVANNI,6.0,0.5,8.5,1.5641757087594408
2025-10,REG,S01308,1,52.0,23,0,0,1,0,1,50.0,0,2.0,26,0,2,0,26,0,1,nodo,COMO CAMERLATA,3.0,1.0,3.0,1.9230769230769231
2025-10,REG,S01310,0,0.0,0,0,0,0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,nodo,PM ALBATE,0.0,0.0,0.0,0.0
2025-10,REG,S01315,14,363.0,5,0,0,14,0,10,359.0,0,4.0,21,0,2,6,21,0,11,nodo,CARIMATE,32.2,18.75,36.0,18.59722222222222
2025-10,REG,S01316,451,5283.0,888,0,0,451,0,31,3895.0,0,1388.0,1932,2,593,5,1932,0,127,nodo,CAMNAGO-LENTATE,6.0,1.5,7.5,2.101046847442208
2025-10,REG,S01318,57,1019.0,34,0,0,57,0,30,1010.0,0,9.0,98,0,6,8,98,0,36,nodo,SEREGNO,22.5,5.5,25.375,8.848973607038124
2025-10,REG,S01322,41,638.0,64,0,0,41,0,7,568.0,0,70.0,144,1,36,5,144,0,13,nodo,MONZA,10.100000000000009,2.5,18.599999999999984,4.123321123321123
2025-10,REG,S01325,23,509.0,6,0,0,23,0,11,503.0,0,6.0,34,0,4,10,34,0,14,nodo,SESTO S.GIOVANNI,28.7,18.25,31.625,15.0
