mese,categoria,in_ritardo,cancellate_tot,minuti_anticipo_tot,oltre_5,oltre_10,cancellate,minuti_ritardo_tot,in_orario,corse_osservate,info_mancante,minuti_netti_tot,parzialmente_cancellate,effettuate,oltre_30,oltre_15,in_anticipo,oltre_60,soppresse,ritardo_medio,ritardo_mediano,p95,p90
2025-09,,7068,0,17952.0,7068,4648,0,175490.0,3822,15116,0,157538.0,0,15116,1628,3294,3994,578,0,10.584385917764042,4.0,51.0,32.0
2025-10,DIR,0,0,0.0,0,0,0,0.0,0,1,0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-10,EC,522,0,2311.0,522,295,0,9777.0,358,1476,0,7466.0,0,1476,76,187,552,22,0,5.2136871508379885,2.0,31.0,18.0
2025-10,EN,26,0,18.0,26,15,0,544.0,12,43,0,526.0,0,43,5,12,5,2,0,12.232558139534884,6.0,45.899999999999984,29.20000000000002
2025-10,EXP,12,0,238.0,12,10,0,728.0,6,48,0,490.0,0,48,7,9,26,6,0,11.136363636363635,-2.0,74.4,67.90000000000002
2025-10,IC,1264,0,5944.0,1264,751,0,29622.0,799,3305,0,23678.0,0,3305,242,511,1141,92,0,7.390137328339575,2.0,42.0,22.0
2025-10,ICN,142,0,1693.0,142,78,0,3273.0,139,561,0,1580.0,0,561,30,57,280,11,0,2.8163992869875223,0.0,35.0,15.0
2025-10,IR,0,0,6.0,0,0,0,3.0,1,5,0,-3.0,0,5,0,0,3,0,0,-0.75,-1.0,2.3999999999999986,1.8000000000000007
2025-10,MET,596,0,12886.0,596,220,0,11247.0,3118,8487,0,-1639.0,0,8487,39,117,4632,2,0,-0.1963815001198178,-1.0,6.0,3.0
2025-10,NCL,63,0,321.0,63,61,0,4179.0,0,83,0,3858.0,0,83,49,57,9,31,0,53.583333333333336,47.0,145.95000000000005,126.5
2025-10,REG,41269,0,240446.0,41269,14718,0,676147.0,104017,240964,0,435701.0,0,240964,2824,8198,90617,590,0,1.8469498056404536,1.0,11.0,7.0
2025-10,,6858,0,18252.0,6858,4414,0,161062.0,4012,15328,0,142810.0,0,15328,1444,3062,4204,450,0,9.473928618813853,4.0,46.19999999999982,29.0
2025-11,EC,455,0,2794.0,455,271,0,9026.0,337,1430,0,6232.0,0,1430,68,175,593,19,0,4.499638989169675,1.0,28.799999999999955,17.0
2025-11,EN,42,0,35.0,42,24,0,939.0,7,51,0,904.0,0,51,11,15,2,4,0,17.725490196078432,9.0,67.0,53.0
2025-11,EXP,21,0,140.0,21,18,0,1108.0,10,43,0,968.0,0,43,9,16,12,6,0,22.511627906976745,3.0,91.4,73.00000000000006
2025-11,FA,1,0,0.0,1,1,0,55.0,0,1,0,55.0,0,1,1,1,0,0,0,55.0,55.0,55.0,55.0
2025-11,FR,0,0,5.0,0,0,0,2.0,2,3,0,-3.0,0,3,0,0,1,0,0,-1.0,1.0,1.0,1.0
2025-11,IC,1165,1,6503.0,1165,733,1,31124.0,837,3289,0,24621.0,0,3288,275,531,1252,102,0,7.5663798401966815,2.0,45.34999999999991,25.0
2025-11,ICN,166,0,1953.0,166,107,0,4921.0,115,577,0,2968.0,0,577,46,80,296,22,0,5.143847487001733,-1.0,49.19999999999993,24.0
2025-11,IR,4,0,9.0,4,3,0,151.0,3,10,0,142.0,0,10,2,2,3,1,0,14.2,3.5,63.34999999999998,55.7
2025-11,MET,438,0,7812.0,438,134,0,8315.0,2791,6518,0,503.0,0,6518,15,70,3221,5,0,0.077984496124031,0.0,5.549999999999272,3.0
2025-11,NCL,118,0,708.0,118,116,0,9231.0,5,256,0,8523.0,0,256,88,108,25,57,0,57.58783783783784,40.0,197.3,151.0
2025-11,REG,38218,0,244334.0,38218,13519,0,608450.0,96840,228182,0,364116.0,0,228182,2327,7423,88177,435,0,1.6310883150043676,1.0,11.0,7.0
2025-11,,13556,0,40976.0,13556,8828,0,356548.0,7232,29532,0,315572.0,0,29532,3352,6460,8708,1348,0,10.698806617846488,4.0,56.0,33.0
2025-12,DIR,0,0,3.0,0,0,0,0.0,0,1,0,-3.0,0,1,0,0,1,0,0,-3.0,-3.0,-3.0,-3.0
2025-12,EC,466,0,2415.0,466,291,0,9431.0,393,1501,0,7016.0,0,1497,61,182,600,19,4,4.8087731322823855,2.0,26.0,17.0
2025-12,ECFR,18,0,0.0,18,9,0,241.0,2,20,0,241.0,0,20,2,5,0,0,0,12.05,8.5,33.000000000000014,20.30000000000002
2025-12,EN,35,8,55.0,35,29,8,1647.0,14,55,0,1592.0,0,47,15,24,6,8,0,28.945454545454545,10.0,119.59999999999994,98.4
2025-12,EXP,14,2,93.0,14,7,2,255.0,6,37,0,162.0,0,35,3,6,11,0,0,5.225806451612903,2.0,37.5,23.0
2025-12,FA,84,0,192.0,84,51,0,2058.0,51,184,0,1866.0,0,184,16,39,49,7,0,10.141304347826088,3.0,53.54999999999998,24.700000000000017
2025-12,FB,39,0,53.0,39,26,0,1214.0,22,77,0,1161.0,0,77,9,19,16,6,0,15.07792207792208,5.0,73.40000000000002,33.20000000000002
2025-12,FR,1078,4,2241.0,1078,683,4,25936.0,594,2212,0,23695.0,0,2208,238,490,540,93,0,10.712025316455696,4.0,52.44999999999982,32.0
2025-12,IC,999,31,7484.0,999,622,29,25417.0,805,3238,0,17933.0,2,3197,239,449,1396,79,10,5.6040625,1.0,41.04999999999973,22.0
2025-12,ICN,139,0,2572.0,139,76,0,4197.0,115,618,0,1625.0,0,618,36,53,364,17,0,2.629449838187702,-2.0,32.14999999999998,12.300000000000068
2025-12,IR,4,2,0.0,4,3,2,188.0,2,6,0,188.0,0,4,2,3,0,1,0,31.33333333333333,15.0,96.75,76.5
2025-12,MET,435,16,8758.0,435,134,16,8292.0,2727,6732,0,-466.0,0,6706,28,70,3502,4,10,-0.0699279711884754,-1.0,5.0,3.0
2025-12,NCL,19,0,0.0,19,19,0,1864.0,11,35,0,1864.0,0,25,16,18,0,11,10,62.133333333333326,42.0,212.8999999999997,141.00000000000003
2025-12,REG,35590,889,257083.0,35590,12309,883,579762.0,97841,232001,0,322679.0,6,230429,2250,6840,94291,465,683,1.4169865010846558,0.0,10.0,6.0
2025-12,,7746,0,24257.0,7746,4938,0,199938.0,4867,18099,0,175681.0,0,18099,1737,3490,5360,751,0,9.774477770897423,2.999336979943644,50.84314050500028,28.42107298745787
2026-01,DIR,0,0,0.0,0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
2026-01,EC,448,5,2028.0,448,272,5,9134.0,393,1431,0,7106.0,0,1334,68,167,590,22,92,4.96575821104123,0.0,28.5,16.0
2026-01,ECFR,40,0,84.0,40,32,0,1199.0,7,60,0,1115.0,0,58,15,28,13,3,2,18.58333333333333,11.0,58.69999999999996,47.50000000000001
2026-01,EN,43,4,35.0,43,34,4,1378.0,9,56,0,1343.0,0,50,13,25,4,3,2,23.982142857142858,12.0,54.25,42.0
2026-01,EXP,2,0,61.0,2,2,0,144.0,5,14,0,83.0,0,12,2,2,7,1,2,5.928571428571429,-0.5,58.549999999999976,24.000000000000032
2026-01,FA,171,2,1020.0,171,97,2,4146.0,157,510,0,3126.0,0,506,34,64,182,14,2,6.129411764705883,1.0,41.54999999999996,19.0
2026-01,FB,83,2,290.0,83,49,2,1468.0,74,246,0,1178.0,0,244,11,27,89,2,0,4.788617886178862,1.0,26.5,15.0
2026-01,FR,2846,29,9688.0,2846,1730,29,64462.0,1846,6769,0,54774.0,0,6720,600,1197,2077,196,20,8.091889496232826,3.0,44.0,27.0
2026-01,IC,961,146,6746.0,961,590,132,24222.0,934,3236,0,17476.0,14,2940,223,423,1341,71,150,5.4004944375772554,0.0,37.0,20.0
2026-01,ICN,117,0,2304.0,117,86,0,3411.0,93,521,0,1107.0,0,521,38,59,311,13,0,2.124760076775432,-2.0,41.0,17.0
2026-01,MET,355,86,8832.0,355,97,86,7057.0,2816,6773,0,-1775.0,0,6529,16,54,3602,3,158,-0.2620699837590433,-1.0,5.0,3.0
2026-01,NCL,17,0,350.0,17,11,0,772.0,8,41,0,422.0,0,37,9,11,16,6,4,10.292682926829269,0.0,90.0,84.0
2026-01,REG,34744,3857,258262.0,34744,12886,3841,587972.0,105576,236781,0,329710.0,16,223827,2662,7421,96461,493,9097,1.392468145670472,0.0,10.0,6.0
2026-01,,141,0,1215.0,141,78,0,2573.0,117,472,0,1358.0,0,472,23,49,214,4,0,2.8771186440677967,0.8601694915254239,21.97881355932204,14.152542372881356
2026-02,EC,426,15,2104.0,426,252,15,8138.0,386,1382,0,6034.0,0,1323,70,168,570,13,44,4.366136034732272,1.0,29.90000000000009,17.0
2026-02,ECFR,32,0,115.0,32,20,0,648.0,7,54,0,533.0,0,52,6,12,15,1,2,9.87037037037037,7.0,43.44999999999996,32.20000000000002
2026-02,EN,45,5,10.0,45,37,5,1692.0,4,52,0,1682.0,0,47,13,27,3,5,0,32.34615384615385,18.5,173.0999999999999,51.49999999999999
2026-02,EXP,5,1,38.0,5,2,1,73.0,7,20,0,35.0,0,17,1,1,8,0,2,1.75,0.0,12.150000000000016,8.300000000000004
2026-02,FA,159,8,670.0,159,106,8,4400.0,122,417,0,3730.0,0,407,44,78,136,19,2,8.94484412470024,2.0,59.0,33.0
2026-02,FB,91,16,322.0,91,66,4,2621.0,55,218,0,2299.0,12,201,20,46,72,11,1,10.545871559633028,3.0,55.3499999999998,29.0
2026-02,FR,2572,46,8592.0,2572,1590,42,67732.0,1746,6247,0,59140.0,4,6168,562,1121,1929,259,33,9.466944133183928,3.0,51.0,27.0
2026-02,IC,908,57,5505.0,908,575,33,21780.0,813,2866,0,16275.0,24,2707,174,393,1145,73,102,5.678646196789951,1.0,36.0,20.0
2026-02,ICN,114,0,1586.0,114,76,0,3699.0,100,472,0,2113.0,0,472,32,55,258,17,0,4.476694915254237,-1.0,44.0,19.800000000000065
2026-02,IR,1,1,0.0,1,1,1,56.0,0,1,0,56.0,0,0,1,1,0,0,0,56.0,56.0,56.0,56.0
2026-02,MET,283,92,7752.0,283,97,92,6385.0,2649,5992,0,-1367.0,0,5819,17,55,3060,1,81,-0.2281375166889185,-1.0,4.0,3.0
2026-02,NCL,57,3,887.0,57,52,3,2957.0,15,109,0,2070.0,0,94,38,48,37,25,12,18.9908256880734,8.0,98.79999999999998,83.4
2026-02,REG,31364,3526,241438.0,31364,10835,3502,515559.0,100429,223457,0,274121.0,24,214437,1913,6093,91664,326,5494,1.2267281848409313,0.0,9.0,6.0
2026-02,,209,1,1346.0,209,103,1,5194.0,399,900,0,3848.0,0,872,52,91,292,13,27,4.275555555555556,1.6033333333333333,34.46855555555552,13.271333333333336
2026-03,EC,427,8,2195.0,427,263,8,8669.0,390,1495,0,6474.0,0,1456,65,167,678,17,31,4.330434782608696,0.0,27.0,16.0
2026-03,ECFR,22,0,191.0,22,17,0,573.0,5,57,0,382.0,0,57,6,13,30,2,0,6.701754385964913,-1.0,52.79999999999998,30.599999999999994
2026-03,EN,47,4,23.0,47,40,4,1150.0,4,55,0,1127.0,0,51,10,32,4,2,0,20.49090909090909,17.0,48.69999999999997,37.80000000000001
2026-03,EXP,9,2,33.0,9,7,2,307.0,4,18,0,274.0,0,15,2,5,5,2,1,15.22222222222222,4.0,73.69999999999989,36.10000000000002
2026-03,FA,121,0,810.0,121,60,0,2147.0,124,402,0,1337.0,0,402,13,49,157,3,0,3.325870646766169,1.0,22.94999999999999,16.0
2026-03,FB,80,0,119.0,80,40,0,1440.0,116,243,0,1321.0,0,243,12,25,47,1,0,5.436213991769547,2.0,29.0,15.600000000000025
2026-03,FR,2549,21,10868.0,2549,1404,21,47035.0,2040,6947,0,36167.0,0,6926,342,863,2358,89,0,5.20613214337124,2.0,29.0,18.0
2026-03,IC,942,39,6528.0,942,550,32,21083.0,833,3164,0,14555.0,7,3100,167,367,1389,56,25,4.600189633375474,0.0,30.0,16.0
2026-03,ICN,121,0,2498.0,121,77,0,4041.0,112,594,0,1543.0,0,594,43,65,361,19,0,2.5976430976430978,-2.0,50.35000000000002,16.700000000000045
2026-03,IR,0,1,1.0,0,0,1,0.0,1,2,0,-1.0,0,1,0,0,1,0,0,-0.5,-0.5,-0.05,-0.0999999999999999
2026-03,MET,476,106,7877.0,476,171,106,9980.0,3395,6912,0,2103.0,0,6751,30,112,3041,0,55,0.3042534722222222,0.0,5.0,3.0
2026-03,NCL,31,0,77.0,31,26,0,1846.0,50,86,0,1769.0,0,41,20,24,5,14,45,20.569767441860463,0.0,121.0,75.0
2026-03,REG,31595,2705,279123.0,31595,10776,2684,538917.0,106334,242317,0,259794.0,21,237848,2057,6089,104388,414,1764,1.0721245310894407,0.0,9.0,5.0
2026-03,,102,0,506.0,102,24,0,1653.0,182,333,0,1147.0,0,232,24,24,49,0,101,3.444444444444445,0.6006006006006005,23.391591591591563,12.169969969969973
2026-04,DIR,1,0,0.0,1,1,0,10.0,0,1,0,10.0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0
2026-04,EC,558,7,1761.0,558,331,7,9660.0,439,1557,0,7899.0,0,1531,59,176,560,15,19,5.073217726396917,2.0,25.0,16.0
2026-04,ECFR,23,0,102.0,23,14,0,418.0,14,50,0,316.0,0,48,3,10,13,1,2,6.32,4.0,29.199999999999992,22.200000000000003
2026-04,EN,45,4,11.0,45,34,4,1032.0,6,55,0,1021.0,0,51,9,24,4,2,0,18.563636363636363,11.0,45.49999999999999,32.2
2026-04,EXP,14,6,77.0,14,5,5,281.0,8,35,0,204.0,1,24,2,4,13,2,5,5.828571428571428,0.0,34.499999999999844,14.000000000000009
2026-04,FA,105,6,541.0,105,58,6,2868.0,115,353,0,2327.0,0,347,21,39,133,7,0,6.592067988668555,1.0,34.19999999999993,18.80000000000001
2026-04,FB,98,4,125.0,98,56,4,2510.0,93,236,0,2385.0,0,232,16,40,45,6,0,10.10593220338983,3.0,43.0,24.0
2026-04,FR,2433,223,10057.0,2433,1337,218,51136.0,2128,6842,0,41079.0,5,6604,391,864,2281,118,15,6.003946214557147,2.0,33.0,18.0
2026-04,IC,1126,60,5711.0,1126,656,57,23810.0,864,3139,0,18099.0,3,3002,224,438,1149,59,77,5.765848996495699,1.0,36.0,21.0
2026-04,ICN,89,0,2495.0,89,47,0,2113.0,100,549,0,-382.0,0,549,22,34,360,10,0,-0.6958105646630237,-3.0,20.200000000000045,8.0
2026-04,IR,4,2,2.0,4,1,2,90.0,1,6,0,88.0,0,4,1,1,1,1,0,14.666666666666666,5.0,55.5,39.0
2026-04,MET,406,73,8411.0,406,121,73,8651.0,3247,6785,0,240.0,0,6678,20,65,3132,0,34,0.0353721444362564,0.0,5.0,3.0
2026-04,NCL,16,0,273.0,16,16,0,1115.0,64,85,0,842.0,0,21,15,16,5,10,64,9.905882352941177,0.0,88.8,71.40000000000003
2026-04,REG,31369,2534,270043.0,31369,10467,2511,514852.0,103143,234214,0,244809.0,23,230076,1762,5654,99702,330,1604,1.0452364077296832,0.0,9.0,6.0
2026-04,,107,0,660.0,107,48,0,1829.0,83,252,0,1169.0,0,200,24,24,62,0,52,4.63888888888889,2.01984126984127,26.359920634920613,14.885714285714284
2026-05,EC,563,8,1747.0,563,317,8,10466.0,477,1595,0,8719.0,0,1532,85,199,555,20,55,5.466457680250784,2.0,32.0,17.0
2026-05,ECFR,25,0,34.0,25,21,0,779.0,24,55,0,745.0,0,55,8,13,6,3,0,13.545454545454543,4.0,57.09999999999998,43.00000000000002
2026-05,EN,44,8,7.0,44,41,8,1347.0,14,61,0,1340.0,0,53,12,31,3,2,0,21.9672131147541,15.0,54.0,37.0
2026-05,EXP,26,5,127.0,26,17,4,825.0,18,64,0,698.0,1,59,8,11,20,6,0,10.90625,3.0,68.09999999999997,49.300000000000026
2026-05,FA,163,4,789.0,163,93,3,3386.0,80,371,0,2597.0,1,367,27,63,128,9,0,7.0,3.0,42.0,23.0
2026-05,FB,106,1,152.0,106,73,1,2890.0,86,242,0,2738.0,0,241,24,49,50,11,0,11.31404958677686,3.0,47.89999999999998,28.90000000000001
2026-05,FR,3125,14,8195.0,3125,1905,12,69768.0,1902,7033,0,61573.0,2,7014,660,1361,2006,186,5,8.754869899047348,3.0,45.39999999999964,28.0
2026-05,IC,1260,51,6366.0,1260,794,46,30590.0,769,3148,0,24224.0,5,3052,303,563,1119,110,45,7.695044472681067,2.0,48.0,28.0
2026-05,ICN,139,0,2679.0,139,95,0,4174.0,124,588,0,1495.0,0,588,34,65,325,20,0,2.542517006802721,-2.0,37.0,17.0
2026-05,IR,1,2,0.0,1,1,2,48.0,2,3,0,48.0,0,1,1,1,0,0,0,16.0,3.0,39.9,35.800000000000004
2026-05,MET,413,103,5869.0,413,111,103,9405.0,3805,6958,0,3536.0,0,6774,21,63,2740,2,81,0.5081920091980454,0.0,5.0,3.0
2026-05,NCL,7,0,85.0,7,7,0,983.0,1,9,0,898.0,0,8,6,7,1,5,1,99.77777777777776,92.0,284.0,276.0
2026-05,REG,35520,3319,256893.0,35520,13431,3299,594761.0,106186,237884,0,337868.0,20,228489,2465,7637,96178,447,6076,1.4203056952127928,0.0,10.0,6.0
2026-05,,468,0,745.0,468,346,0,11347.0,228,884,0,10602.0,0,862,125,245,188,45,22,11.993212669683258,6.029411764705882,44.639366515837,30.234389140271507
2026-06,EC,518,11,1092.0,518,341,10,11918.0,375,1273,0,10826.0,1,1201,106,233,380,33,61,8.50432050274941,3.0,45.39999999999986,26.799999999999955
2026-06,ECFR,17,0,0.0,17,14,0,438.0,15,32,0,438.0,0,32,5,8,0,1,0,13.6875,5.5,52.35,48.10000000000002
2026-06,EN,49,5,64.0,49,41,5,1346.0,6,58,0,1282.0,0,53,16,30,3,2,0,22.103448275862068,15.0,52.45,41.60000000000001
2026-06,EXP,23,7,59.0,23,17,6,567.0,23,57,0,508.0,1,37,8,14,11,1,13,8.912280701754385,1.0,44.79999999999996,33.4
2026-06,FA,99,2,588.0,99,51,2,1889.0,79,278,0,1301.0,0,276,16,30,100,4,0,4.679856115107913,2.0,31.299999999999955,16.30000000000001
2026-06,FB,91,0,236.0,91,68,0,2013.0,68,226,0,1777.0,0,226,23,51,67,3,0,7.862831858407079,3.0,38.0,29.5
2026-06,FR,3169,40,7987.0,3169,2071,40,77848.0,1776,6821,0,69861.0,0,6771,761,1462,1876,253,10,10.2420466207301,4.0,51.0,33.0
2026-06,IC,1315,54,5003.0,1315,863,45,33848.0,712,2982,0,28845.0,9,2882,305,606,955,106,46,9.673038229376257,3.0,50.0,30.0
2026-06,ICN,116,0,2369.0,116,65,0,2931.0,104,551,0,562.0,0,551,24,49,331,11,0,1.0199637023593466,-2.0,26.5,11.0
2026-06,IR,4,1,0.0,4,3,1,112.0,0,4,0,112.0,0,3,2,2,0,0,0,28.0,24.5,53.69999999999999,50.400000000000006
2026-06,MET,314,1072,7401.0,314,56,1072,7099.0,3232,6490,0,-302.0,0,5275,4,25,2944,0,143,-0.0465331278890599,0.0,4.0,3.0
2026-06,NCL,5,0,119.0,5,5,0,280.0,7,17,0,161.0,0,11,4,5,5,3,6,9.470588235294118,0.0,78.0,69.80000000000001
2026-06,REG,35523,4045,248752.0,35523,14016,4031,610050.0,100793,228047,0,361298.0,14,218290,2809,8171,91731,600,5712,1.5843137598828312,0.0,11.0,6.0
2026-06,,119,0,384.0,119,99,0,3468.0,107,345,0,3084.0,0,322,32,68,119,24,23,8.939130434782607,1.7130434782608697,39.28260869565215,23.99072463768117
2026-07,DIR,0,1,2.0,0,0,1,0.0,0,1,0,-2.0,0,0,0,0,1,0,0,-2.0,-2.0,-2.0,-2.0
2026-07,EC,219,6,663.0,219,162,6,5455.0,144,585,0,4792.0,0,564,48,109,222,21,15,8.19145299145299,2.0,40.59999999999991,24.0
2026-07,ECFR,20,0,0.0,20,15,0,502.0,2,22,0,502.0,0,22,5,12,0,3,0,22.818181818181817,15.0,65.95,64.30000000000001
2026-07,EN,16,4,39.0,16,14,4,1198.0,4,24,0,1159.0,0,18,7,11,4,6,2,48.291666666666664,13.5,193.34999999999997,164.19999999999996
2026-07,EXP,10,5,21.0,10,5,5,274.0,5,22,0,253.0,0,16,2,3,7,2,1,11.5,2.0,87.64999999999995,23.00000000000002
2026-07,FA,85,0,265.0,85,52,0,1965.0,37,171,0,1700.0,0,171,21,39,49,3,0,9.941520467836257,4.0,49.0,33.0
2026-07,FB,83,0,40.0,83,60,0,2130.0,38,137,0,2090.0,0,137,16,44,16,9,0,15.255474452554745,7.0,65.3999999999998,33.400000000000034
2026-07,FR,1908,9,4743.0,1908,1216,9,43073.0,964,3909,0,38330.0,0,3896,402,850,1037,128,4,9.805576873880788,4.0,46.0,30.0
2026-07,IC,898,54,2529.0,898,631,45,27108.0,440,1856,0,24579.0,9,1767,257,455,518,99,35,13.242995689655173,4.0,63.0,37.0
2026-07,ICN,79,0,1004.0,79,45,0,2559.0,68,294,0,1555.0,0,294,22,34,147,12,0,5.289115646258503,-0.5,47.0,18.0
2026-07,IR,0,0,0.0,0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
2026-07,MET,220,49,7115.0,220,95,49,4517.0,1170,3735,0,-2598.0,0,3656,19,66,2345,3,30,-0.695582329317269,-1.0,5.0,3.0
2026-07,NCL,2,0,91.0,2,1,0,244.0,19,24,0,153.0,0,7,1,1,3,1,17,6.375,0.0,7.949999999999985,1.3999999999999986
2026-07,REG,21538,2420,153129.0,21538,8301,2399,374641.0,61274,139964,0,221512.0,21,135566,1796,4874,57152,400,1978,1.582635534851819,0.0,11.0,6.0
2026-07,nan,15,6,173.0,15,10,6,364.0,14,54,0,191.0,0,45,4,8,25,1,3,3.537037037037037,0.0,37.64999999999989,19.80000000000001
2026-07,,157,94,1742.0,157,99,94,3750.0,148,535,0,2008.0,0,418,42,80,230,15,23,3.753271028037384,0.4299065420560746,34.37906542056073,19.686355140186915
