giorno,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,nome_partenza,nome_arrivo
2025-10-01,REG,S05000,S05043,5,5,0,0,0,0,1,3,1,3,2,1,0,0,35,1,34,6.8,5.0,14.2,14.6,PIACENZA,BOLOGNA CENTRALE
2025-10-01,REG,S05000,S05071,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,PIACENZA,RIMINI
2025-10-01,REG,S05000,S07104,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,PIACENZA,PESARO
2025-10-01,REG,S05000,S07113,11,11,0,0,0,0,4,5,2,5,2,1,0,0,61,9,52,4.7272727272727275,4.0,12.0,15.0,PIACENZA,ANCONA
2025-10-01,REG,S05009,S01915,6,6,0,0,0,0,1,2,3,2,0,0,0,0,12,8,4,0.6666666666666666,0.0,5.0,5.0,FIDENZA,CREMONA
2025-10-01,REG,S05009,S05090,21,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FIDENZA,SALSOMAGGIORE TERME
2025-10-01,REG,S05014,S01700,3,3,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,2.3333333333333335,2.0,2.8,2.9,PARMA,MILANO CENTRALE
2025-10-01,REG,S05014,S01717,16,16,0,0,0,0,8,2,6,2,2,1,0,0,39,9,30,1.875,0.5,6.0,12.75,PARMA,BRESCIA
2025-10-01,REG,S05014,S01915,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,PARMA,CREMONA
2025-10-01,REG,S05014,S01919,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,PARMA,PIADENA
2025-10-01,REG,S05014,S04702,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,PARMA,GENOVA BRIGNOLE
2025-10-01,REG,S05014,S05043,8,8,0,0,0,0,2,1,5,1,0,0,0,0,9,17,-8,-1.0,-2.5,3.5999999999999996,4.299999999999999,PARMA,BOLOGNA CENTRALE
2025-10-01,REG,S05014,S05090,3,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0.6666666666666666,0.0,1.6,1.7999999999999998,PARMA,SALSOMAGGIORE TERME
2025-10-01,REG,S05014,S06000,13,13,0,0,0,0,5,7,1,7,1,0,0,0,66,1,65,5.0,5.0,9.0,10.599999999999994,PARMA,LA SPEZIA CENTRALE
2025-10-01,REG,S05014,S06161,2,2,0,0,0,0,1,1,0,1,0,0,0,0,11,0,11,5.5,5.5,6.7,6.85,PARMA,BORGO VAL DI TARO
2025-10-01,REG,S05014,S06163,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.9,0.95,PARMA,PONTREMOLI
2025-10-01,REG,S05019,S05802,16,16,0,0,0,0,3,0,13,0,0,0,0,0,2,36,-34,-2.125,-2.0,0.5,1.0,BOLOGNA ROVERI,PORTOMAGGIORE
2025-10-01,REG,S05023,S05194,8,8,0,0,0,0,2,6,0,6,1,1,0,0,47,0,47,5.875,5.0,9.399999999999999,12.199999999999996,REGGIO EMILIA,SASSUOLO RADICI
2025-10-01,REG,S05023,S05921,11,11,0,0,0,0,5,3,3,3,0,0,0,0,26,9,17,1.5454545454545454,2.0,5.0,5.5,REGGIO EMILIA,CIANO D\'ENZA
2025-10-01,REG,S05023,S05960,5,5,0,0,0,0,3,1,1,1,0,0,0,0,8,1,7,1.4,1.0,3.8000000000000003,4.3999999999999995,REGGIO EMILIA,GUASTALLA
2025-10-01,REG,S05032,S02336,15,15,0,0,0,0,4,5,6,5,0,0,0,0,35,10,25,1.6666666666666667,1.0,5.6,6.299999999999999,MODENA,MANTOVA
2025-10-01,REG,S05032,S02349,14,14,0,0,0,0,2,0,12,0,0,0,0,0,2,21,-19,-1.3571428571428572,-2.0,-0.29999999999999893,0.6999999999999993,MODENA,CARPI
2025-10-01,REG,S05032,S05043,18,18,0,0,0,0,10,4,4,4,1,1,0,0,53,13,40,2.2222222222222223,1.5,5.600000000000001,8.499999999999986,MODENA,BOLOGNA CENTRALE
2025-10-01,REG,S05032,S05180,20,20,0,0,0,0,14,6,0,6,0,0,0,0,69,0,69,3.45,3.0,6.0,6.100000000000001,MODENA,SASSUOLO TERMINAL
2025-10-01,REG,S05032,S05188,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,MODENA,MODENA PIAZZA MANZONI
2025-10-01,REG,S05043,S01645,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,BOLOGNA CENTRALE,MILANO PORTA GARIBALDI
2025-10-01,REG,S05043,S01700,9,9,0,0,0,0,2,5,2,5,2,2,0,0,61,2,59,6.555555555555555,5.0,18.6,19.799999999999997,BOLOGNA CENTRALE,MILANO CENTRALE
2025-10-01,REG,S05043,S01807,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,BOLOGNA CENTRALE,VOGHERA
2025-10-01,REG,S05043,S02001,4,4,0,0,0,0,1,2,1,2,1,0,0,0,25,1,24,6.0,6.0,11.5,12.249999999999998,BOLOGNA CENTRALE,BRENNERO
2025-10-01,REG,S05043,S02026,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,BOLOGNA CENTRALE,BOLZANO
2025-10-01,REG,S05043,S02336,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,BOLOGNA CENTRALE,MANTOVA
2025-10-01,REG,S05043,S02430,7,7,0,0,0,0,4,0,3,0,0,0,0,0,5,9,-4,-0.5714285714285714,0.0,2.0,2.0,BOLOGNA CENTRALE,VERONA PORTA NUOVA
2025-10-01,REG,S05043,S02593,16,16,0,0,0,0,9,3,4,3,0,0,0,0,46,9,37,2.3125,3.0,6.0,7.25,BOLOGNA CENTRALE,VENEZIA S.LUCIA
2025-10-01,REG,S05043,S04702,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,BOLOGNA CENTRALE,GENOVA BRIGNOLE
2025-10-01,REG,S05043,S05000,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,11,-10,-5.0,-5.0,-0.19999999999999973,0.39999999999999947,BOLOGNA CENTRALE,PIACENZA
2025-10-01,REG,S05043,S05014,7,7,0,0,0,0,3,3,1,3,2,1,0,0,41,6,35,5.0,4.0,14.000000000000004,16.999999999999993,BOLOGNA CENTRALE,PARMA
2025-10-01,REG,S05043,S05032,18,18,0,0,0,0,10,0,8,0,0,0,0,0,14,25,-11,-0.6111111111111112,0.0,2.3000000000000007,3.1499999999999986,BOLOGNA CENTRALE,MODENA
2025-10-01,REG,S05043,S05054,12,12,0,0,0,0,4,2,6,2,0,0,0,0,20,7,13,1.0833333333333333,-0.5,4.9,5.449999999999999,BOLOGNA CENTRALE,IMOLA
2025-10-01,REG,S05043,S05058,3,3,0,0,0,0,2,1,0,1,0,0,0,0,7,0,7,2.3333333333333335,1.0,4.2,4.6,BOLOGNA CENTRALE,FAENZA
2025-10-01,REG,S05043,S05071,16,16,0,0,0,0,2,8,6,8,4,4,0,0,119,27,92,5.75,4.5,22.5,23.75,BOLOGNA CENTRALE,RIMINI
2025-10-01,REG,S05043,S05105,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,BOLOGNA CENTRALE,MARZABOTTO
2025-10-01,REG,S05043,S05110,4,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,1.25,1.5,2.0,2.0,BOLOGNA CENTRALE,PORRETTA TERME
2025-10-01,REG,S05043,S05131,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,BOLOGNA CENTRALE,PIANORO
2025-10-01,REG,S05043,S05134,26,26,0,0,0,0,8,0,18,0,0,0,0,0,8,32,-24,-0.9230769230769231,-1.0,1.0,1.75,BOLOGNA CENTRALE,S.BENEDETTO SAMBRO-CASTIGLIONE PEPOLI
2025-10-01,REG,S05043,S05308,20,20,0,0,0,0,5,3,12,3,2,0,0,0,38,42,-4,-0.2,-2.0,9.100000000000001,10.150000000000002,BOLOGNA CENTRALE,POGGIO RUSCO
2025-10-01,REG,S05043,S05706,2,2,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,2.5,2.5,2.9,2.95,BOLOGNA CENTRALE,ROVIGO
2025-10-01,REG,S05043,S05712,13,13,0,0,0,0,0,2,11,2,1,0,0,0,19,27,-8,-0.6153846153846154,-2.0,5.400000000000006,8.999999999999993,BOLOGNA CENTRALE,FERRARA
2025-10-01,REG,S05043,S05722,2,2,0,0,0,0,0,1,1,1,0,0,0,0,7,3,4,2.0,2.0,6.0,6.5,BOLOGNA CENTRALE,S.PIETRO IN CASALE
2025-10-01,REG,S05043,S05811,7,7,0,0,0,0,1,4,2,4,2,0,0,0,39,6,33,4.714285714285714,6.0,10.4,10.7,BOLOGNA CENTRALE,RAVENNA
2025-10-01,REG,S05043,S05818,1,1,0,0,0,0,0,1,0,1,1,1,0,0,28,0,28,28.0,28.0,28.0,28.0,BOLOGNA CENTRALE,IGEA MARINA
2025-10-01,REG,S05043,S07102,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,BOLOGNA CENTRALE,CATTOLICA S.GIOVANNI GABICCE
2025-10-01,REG,S05043,S07113,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,BOLOGNA CENTRALE,ANCONA
2025-10-01,REG,S05054,S05043,14,14,0,0,0,0,7,3,4,3,0,0,0,0,29,15,14,1.0,1.0,5.700000000000001,6.35,IMOLA,BOLOGNA CENTRALE
2025-10-01,REG,S05054,S05071,7,7,0,0,0,0,3,0,4,0,0,0,0,0,4,21,-17,-2.4285714285714284,-1.0,1.8000000000000007,2.3999999999999986,IMOLA,RIMINI
2025-10-01,REG,S05054,S05712,3,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,2.0,1.0,3.4000000000000004,3.6999999999999997,IMOLA,FERRARA
2025-10-01,REG,S05054,S05722,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,IMOLA,S.PIETRO IN CASALE
2025-10-01,REG,S05056,S05811,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,CASTELBOLOGNESE-RIOLO TERME,RAVENNA
2025-10-01,REG,S05058,S05043,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,3.6,3.8,FAENZA,BOLOGNA CENTRALE
2025-10-01,REG,S05058,S05811,5,5,0,0,0,0,5,0,0,0,0,0,0,0,10,0,10,2.0,2.0,3.2,3.5999999999999996,FAENZA,RAVENNA
2025-10-01,REG,S05058,S06610,6,6,0,0,0,0,1,0,5,0,0,0,0,0,2,7,-5,-0.8333333333333334,-1.0,0.5,1.25,FAENZA,MARRADI-PALAZZUOLO SUL SENIO
2025-10-01,REG,S05071,S01645,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,RIMINI,MILANO PORTA GARIBALDI
2025-10-01,REG,S05071,S01700,2,2,0,0,0,0,0,2,0,2,2,0,0,0,28,0,28,14.0,14.0,14.0,14.0,RIMINI,MILANO CENTRALE
2025-10-01,REG,S05071,S05000,2,2,0,0,0,0,0,1,1,1,1,0,0,0,11,4,7,3.5,3.5,9.5,10.25,RIMINI,PIACENZA
2025-10-01,REG,S05071,S05014,1,1,0,0,0,0,0,1,0,1,1,1,1,0,59,0,59,59.0,59.0,59.0,59.0,RIMINI,PARMA
2025-10-01,REG,S05071,S05043,16,16,0,0,0,0,3,11,2,11,5,3,2,0,179,7,172,10.75,6.5,26.0,42.5,RIMINI,BOLOGNA CENTRALE
2025-10-01,REG,S05071,S05054,6,6,0,0,0,0,1,4,1,4,0,0,0,0,29,3,26,4.333333333333333,5.5,8.0,8.5,RIMINI,IMOLA
2025-10-01,REG,S05071,S05722,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,RIMINI,S.PIETRO IN CASALE
2025-10-01,REG,S05071,S05811,3,3,0,0,0,0,1,1,1,1,1,0,0,0,14,1,13,4.333333333333333,1.0,10.600000000000001,11.799999999999999,RIMINI,RAVENNA
2025-10-01,REG,S05071,S05813,1,1,0,0,0,0,0,1,0,1,0,0,0,0,9,0,9,9.0,9.0,9.0,9.0,RIMINI,LIDO DI CLASSE-LIDO DI SAVIO
2025-10-01,REG,S05071,S07113,8,8,0,0,0,0,5,2,1,2,0,0,0,0,18,2,16,2.0,1.0,6.199999999999999,7.599999999999998,RIMINI,ANCONA
2025-10-01,REG,S05090,S05009,21,21,0,0,0,0,11,0,10,0,0,0,0,0,8,12,-4,-0.19047619047619047,0.0,1.0,2.0,SALSOMAGGIORE TERME,FIDENZA
2025-10-01,REG,S05090,S05014,3,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,2.0,2.0,2.8,2.9,SALSOMAGGIORE TERME,PARMA
2025-10-01,REG,S05105,S05131,9,9,0,0,0,0,5,0,4,0,0,0,0,0,6,6,0,0.0,1.0,1.2000000000000002,1.5999999999999996,MARZABOTTO,PIANORO
2025-10-01,REG,S05110,S05043,2,2,0,0,0,0,0,1,1,1,0,0,0,0,5,1,4,2.0,2.0,4.4,4.699999999999999,PORRETTA TERME,BOLOGNA CENTRALE
2025-10-01,REG,S05110,S05131,20,20,0,0,0,0,12,0,8,0,0,0,0,0,18,8,10,0.5,0.0,3.0,3.0500000000000007,PORRETTA TERME,PIANORO
2025-10-01,REG,S05110,S06414,6,6,0,0,0,0,2,1,3,1,0,0,0,0,10,4,6,1.0,0.0,4.5,5.25,PORRETTA TERME,PISTOIA
2025-10-01,REG,S05131,S05043,4,4,0,0,0,0,2,0,2,0,0,0,0,0,1,7,-6,-1.5,-1.5,0.7000000000000002,0.8499999999999996,PIANORO,BOLOGNA CENTRALE
2025-10-01,REG,S05131,S05105,8,8,0,0,0,0,8,0,0,0,0,0,0,0,22,0,22,2.75,3.0,4.0,4.0,PIANORO,MARZABOTTO
2025-10-01,REG,S05131,S05110,18,18,0,0,0,0,13,1,4,1,0,0,0,0,35,5,30,1.6666666666666667,2.0,4.0,4.149999999999999,PIANORO,PORRETTA TERME
2025-10-01,REG,S05134,S05043,27,27,0,0,0,0,3,0,24,0,0,0,0,0,5,92,-87,-3.2222222222222223,-4.0,-0.7999999999999936,1.0,S.BENEDETTO SAMBRO-CASTIGLIONE PEPOLI,BOLOGNA CENTRALE
2025-10-01,REG,S05135,S06420,2,2,0,0,0,0,0,1,1,1,0,0,0,0,7,4,3,1.5,1.5,5.9,6.449999999999999,VERNIO MONTEPIANO CANTAGALLO,FIRENZE RIFREDI
2025-10-01,REG,S05135,S06421,2,2,0,0,0,0,0,1,1,1,1,0,0,0,14,2,12,6.0,6.0,12.4,13.2,VERNIO MONTEPIANO CANTAGALLO,FIRENZE SANTA MARIA NOVELLA
2025-10-01,REG,S05135,S06915,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,VERNIO MONTEPIANO CANTAGALLO,AREZZO
2025-10-01,REG,S05161,S02340,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.0,0.0,0.8,0.8999999999999999,SERMIDE,SUZZARA
2025-10-01,REG,S05161,S05712,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,8,-8,-2.6666666666666665,-2.0,-1.2,-1.1,SERMIDE,FERRARA
2025-10-01,REG,S05180,S05032,20,20,0,0,0,0,13,5,2,5,0,0,0,0,53,2,51,2.55,3.0,6.0,6.050000000000001,SASSUOLO TERMINAL,MODENA
2025-10-01,REG,S05180,S05183,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,SASSUOLO TERMINAL,FORMIGINE
2025-10-01,REG,S05180,S05188,1,1,0,0,0,0,0,1,0,1,1,1,0,0,16,0,16,16.0,16.0,16.0,16.0,SASSUOLO TERMINAL,MODENA PIAZZA MANZONI
2025-10-01,REG,S05192,S05960,6,6,0,0,0,0,3,3,0,3,0,0,0,0,24,0,24,4.0,4.5,5.5,5.75,REGGIO S.LAZZARO,GUASTALLA
2025-10-01,REG,S05194,S05023,9,9,0,0,0,0,4,5,0,5,0,0,0,0,41,0,41,4.555555555555555,5.0,7.0,7.0,SASSUOLO RADICI,REGGIO EMILIA
2025-10-01,REG,S05308,S05043,20,20,0,0,0,0,3,0,17,0,0,0,0,0,7,50,-43,-2.15,-2.5,1.1000000000000014,2.1000000000000014,POGGIO RUSCO,BOLOGNA CENTRALE
2025-10-01,REG,S05308,S05161,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,POGGIO RUSCO,SERMIDE
2025-10-01,REG,S05313,S05043,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,S.FELICE SUL PANARO,BOLOGNA CENTRALE
2025-10-01,REG,S05420,S05706,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,ADRIA,ROVIGO
2025-10-01,REG,S05428,S05706,6,6,0,0,0,0,1,0,5,0,0,0,0,0,1,12,-11,-1.8333333333333333,-2.0,0.0,0.5,CHIOGGIA,ROVIGO
2025-10-01,REG,S05703,S02336,7,7,0,0,0,0,3,0,4,0,0,0,0,0,10,4,6,0.8571428571428571,-1.0,3.4000000000000004,3.6999999999999993,MONSELICE,MANTOVA
2025-10-01,REG,S05703,S02366,3,3,0,0,0,0,3,0,0,0,0,0,0,0,10,0,10,3.3333333333333335,4.0,4.0,4.0,MONSELICE,LEGNAGO
2025-10-01,REG,S05706,S02366,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROVIGO,LEGNAGO
2025-10-01,REG,S05706,S02430,13,13,0,0,0,0,7,0,6,0,0,0,0,0,18,15,3,0.23076923076923078,0.0,4.0,4.0,ROVIGO,VERONA PORTA NUOVA
2025-10-01,REG,S05706,S02593,8,8,0,0,0,0,4,2,2,2,0,0,0,0,16,3,13,1.625,1.0,5.6,6.299999999999999,ROVIGO,VENEZIA S.LUCIA
2025-10-01,REG,S05706,S05043,2,2,0,0,0,0,0,1,1,1,1,1,0,0,20,5,15,7.5,7.5,17.5,18.75,ROVIGO,BOLOGNA CENTRALE
2025-10-01,REG,S05706,S05420,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,ROVIGO,ADRIA
2025-10-01,REG,S05706,S05428,6,6,0,0,0,0,1,0,5,0,0,0,0,0,4,12,-8,-1.3333333333333333,-2.5,1.5,2.75,ROVIGO,CHIOGGIA
2025-10-01,REG,S05706,S05712,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,ROVIGO,FERRARA
2025-10-01,REG,S05712,S02340,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,11,-11,-2.75,-2.0,-1.0,-1.0,FERRARA,SUZZARA
2025-10-01,REG,S05712,S02593,4,4,0,0,0,0,2,1,1,1,0,0,0,0,12,2,10,2.5,3.0,5.4,5.699999999999999,FERRARA,VENEZIA S.LUCIA
2025-10-01,REG,S05712,S05043,12,12,0,0,0,0,3,2,7,2,0,0,0,0,20,15,5,0.4166666666666667,-1.0,4.9,5.899999999999999,FERRARA,BOLOGNA CENTRALE
2025-10-01,REG,S05712,S05054,3,3,0,0,0,0,2,0,1,0,0,0,0,0,8,1,7,2.3333333333333335,4.0,4.0,4.0,FERRARA,IMOLA
2025-10-01,REG,S05712,S05071,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,-10,-10.0,-10.0,-10.0,-10.0,FERRARA,RIMINI
2025-10-01,REG,S05712,S05161,3,3,0,0,0,0,1,2,0,2,0,0,0,0,13,0,13,4.333333333333333,5.0,6.6,6.8,FERRARA,SERMIDE
2025-10-01,REG,S05712,S05799,8,8,0,0,0,0,6,2,0,2,0,0,0,0,32,0,32,4.0,4.0,5.3,5.6499999999999995,FERRARA,CODIGORO
2025-10-01,REG,S05712,S05811,13,13,0,0,0,0,7,1,5,1,0,0,0,0,17,10,7,0.5384615384615384,1.0,4.0,4.399999999999999,FERRARA,RAVENNA
2025-10-01,REG,S05722,S05043,3,3,0,0,0,0,1,1,1,1,0,0,0,0,8,2,6,2.0,3.0,4.6,4.8,S.PIETRO IN CASALE,BOLOGNA CENTRALE
2025-10-01,REG,S05722,S05054,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,S.PIETRO IN CASALE,IMOLA
2025-10-01,REG,S05799,S05712,9,9,0,0,0,0,6,0,3,0,0,0,0,0,16,6,10,1.1111111111111112,1.0,4.0,4.0,CODIGORO,FERRARA
2025-10-01,REG,S05802,S05019,16,16,0,0,0,0,11,5,0,5,0,0,0,0,50,0,50,3.125,2.0,6.0,6.5,PORTOMAGGIORE,BOLOGNA ROVERI
2025-10-01,REG,S05811,S05043,5,5,0,0,0,0,1,4,0,4,1,0,0,0,35,0,35,7.0,7.0,9.6,9.8,RAVENNA,BOLOGNA CENTRALE
2025-10-01,REG,S05811,S05056,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,RAVENNA,CASTELBOLOGNESE-RIOLO TERME
2025-10-01,REG,S05811,S05058,5,5,0,0,0,0,4,1,0,1,1,1,0,0,19,0,19,3.8,1.0,10.400000000000002,13.199999999999998,RAVENNA,FAENZA
2025-10-01,REG,S05811,S05071,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,RAVENNA,RIMINI
2025-10-01,REG,S05811,S05712,13,13,0,0,0,0,9,1,3,1,0,0,0,0,24,4,20,1.5384615384615385,2.0,3.8000000000000007,4.399999999999999,RAVENNA,FERRARA
2025-10-01,REG,S05811,S07102,1,1,0,0,0,0,0,1,0,1,1,1,1,0,34,0,34,34.0,34.0,34.0,34.0,RAVENNA,CATTOLICA S.GIOVANNI GABICCE
2025-10-01,REG,S05811,S07104,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,RAVENNA,PESARO
2025-10-01,REG,S05813,S05071,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,LIDO DI CLASSE-LIDO DI SAVIO,RIMINI
2025-10-01,REG,S05818,S05043,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,IGEA MARINA,BOLOGNA CENTRALE
2025-10-01,REG,S05921,S05023,10,10,0,0,0,0,5,5,0,5,1,0,0,0,46,0,46,4.6,3.0,8.599999999999998,11.299999999999994,CIANO D\'ENZA,REGGIO EMILIA
2025-10-01,REG,S05951,S05811,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,LUGO,RAVENNA
2025-10-01,REG,S05960,S05023,5,5,0,0,0,0,4,0,1,0,0,0,0,0,12,2,10,2.0,3.0,3.6,3.8,GUASTALLA,REGGIO EMILIA
2025-10-01,REG,S05960,S05192,7,7,0,0,0,0,5,0,2,0,0,0,0,0,7,3,4,0.5714285714285714,0.0,3.4000000000000004,3.6999999999999993,GUASTALLA,REGGIO S.LAZZARO
2025-10-01,REG,S06000,S04501,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,LA SPEZIA CENTRALE,VENTIMIGLIA
2025-10-01,REG,S06000,S04534,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,LA SPEZIA CENTRALE,GENOVA VOLTRI
2025-10-01,REG,S06000,S04700,1,1,0,0,0,0,0,1,0,1,1,1,1,0,38,0,38,38.0,38.0,38.0,38.0,LA SPEZIA CENTRALE,GENOVA PIAZZA PRINCIPE
2025-10-01,REG,S06000,S04702,6,6,0,0,0,0,1,3,2,3,2,1,0,0,46,6,40,6.666666666666667,3.5,19.5,22.25,LA SPEZIA CENTRALE,GENOVA BRIGNOLE
2025-10-01,REG,S06000,S04725,14,14,0,0,0,0,1,2,11,2,0,0,0,0,16,46,-30,-2.142857142857143,-3.0,5.200000000000006,7.35,LA SPEZIA CENTRALE,SESTRI LEVANTE
2025-10-01,REG,S06000,S04731,3,3,0,0,0,0,0,2,1,2,1,1,0,0,21,3,18,6.0,6.0,13.200000000000001,14.1,LA SPEZIA CENTRALE,LEVANTO
2025-10-01,REG,S06000,S04732,1,1,0,0,0,0,0,1,0,1,1,0,0,0,12,0,12,12.0,12.0,12.0,12.0,LA SPEZIA CENTRALE,MONTEROSSO
2025-10-01,REG,S06000,S04801,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,LA SPEZIA CENTRALE,SAVONA
2025-10-01,REG,S06000,S05014,13,13,0,0,0,0,8,1,4,1,0,0,0,0,22,11,11,0.8461538461538461,2.0,3.0,3.799999999999997,LA SPEZIA CENTRALE,PARMA
2025-10-01,REG,S06000,S06007,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,LA SPEZIA CENTRALE,SARZANA
2025-10-01,REG,S06000,S06163,3,3,0,0,0,0,2,0,1,0,0,0,0,0,3,1,2,0.6666666666666666,0.0,2.4000000000000004,2.6999999999999997,LA SPEZIA CENTRALE,PONTREMOLI
2025-10-01,REG,S06000,S06421,8,8,0,0,0,0,2,1,5,1,1,1,1,0,31,14,17,2.125,-2.0,9.699999999999996,19.849999999999984,LA SPEZIA CENTRALE,FIRENZE SANTA MARIA NOVELLA
2025-10-01,REG,S06000,S06500,16,16,0,0,0,0,5,6,5,6,3,1,1,0,80,16,64,4.0,0.5,12.0,18.5,LA SPEZIA CENTRALE,PISA CENTRALE
2025-10-01,REG,S06000,S06725,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,LA SPEZIA CENTRALE,LIVORNO CENTRALE
2025-10-01,REG,S06004,S04731,16,16,0,0,0,0,4,4,8,4,2,1,0,0,49,19,30,1.875,-0.5,9.0,14.25,LA SPEZIA MIGLIARINA,LEVANTO
2025-10-01,REG,S06007,S04731,3,3,0,0,0,0,1,0,2,0,0,0,0,0,4,7,-3,-1.0,-3.0,2.6000000000000005,3.2999999999999994,SARZANA,LEVANTO
2025-10-01,REG,S06007,S04801,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,SARZANA,SAVONA
2025-10-01,REG,S06007,S06000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,SARZANA,LA SPEZIA CENTRALE
2025-10-01,REG,S06013,S06325,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,4,-4,-1.3333333333333333,-2.0,-0.3999999999999999,-0.20000000000000018,AULLA LUNIGIANA,PIAZZA AL SERCHIO
