mese,tipo_giorno,fascia_oraria,categoria,oltre_5,info_mancante,oltre_30,corse_osservate,cancellate,effettuate,in_ritardo,in_orario,in_anticipo,oltre_60,parzialmente_cancellate,minuti_netti_tot,soppresse,cancellate_tot,minuti_anticipo_tot,oltre_10,minuti_ritardo_tot,oltre_15,ritardo_mediano,p90,p95,ritardo_medio
2025-07,infrasettimanale,tarda_mattina,,1666,0,458,3106,0,3106,1666,800,560,148,0,42628.0,0,0,2218.0,1130,44846.0,816,6.0,38.0,59.0,14.087243886318571
2025-07,weekend,mattina,EC,5,0,3,32,0,32,5,13,13,1,0,140.0,0,0,63.0,4,203.0,3,1.0,10.0,33.5,4.516129032258065
2025-07,weekend,mattina,IC,85,0,19,215,0,215,85,47,83,7,0,1949.0,0,0,424.0,65,2373.0,47,1.0,28.599999999999994,56.29999999999998,9.065116279069768
2025-07,weekend,mattina,ICN,0,0,0,4,0,4,0,0,4,0,0,-76.0,0,0,76.0,0,0.0,0,-15.5,-3.6,-3.3000000000000007,-19.0
2025-07,weekend,mattina,MET,12,0,3,299,0,299,12,141,136,2,0,258.0,0,0,267.0,7,525.0,5,0.0,3.0,4.0,0.892733564013841
2025-07,weekend,mattina,REG,1040,0,69,9191,0,9191,1040,3839,4224,26,0,7551.0,0,0,11221.0,361,18772.0,207,0.0,5.0,8.0,0.8295067560145007
2025-07,weekend,mattina,,452,0,80,1124,0,1124,452,342,330,26,0,8336.0,0,0,1296.0,258,9632.0,182,3.0,22.0,39.94999999999993,7.416370106761565
2025-07,weekend,notte,EC,4,0,3,7,0,7,4,2,1,0,0,147.0,0,0,2.0,4,149.0,3,13.0,48.0,49.5,21.0
2025-07,weekend,notte,EN,5,0,1,16,0,16,5,4,7,1,0,114.0,0,0,25.0,2,139.0,1,0.0,10.0,34.0,7.125
2025-07,weekend,notte,EXP,0,0,0,3,0,3,0,1,2,0,0,-13.0,0,0,13.0,0,0.0,0,-2.0,-0.3999999999999999,-0.2000000000000001,-4.333333333333333
2025-07,weekend,notte,IC,35,0,10,97,0,97,35,21,41,3,0,672.0,0,0,200.0,22,872.0,16,1.0,29.400000000000013,50.19999999999999,6.927835051546392
2025-07,weekend,notte,ICN,5,0,1,20,0,20,5,2,13,0,0,20.0,0,0,72.0,1,92.0,1,-2.5,9.0,11.300000000000033,1.0
2025-07,weekend,notte,MET,1,0,0,167,0,167,1,63,103,0,0,-140.0,0,0,232.0,1,92.0,0,-1.0,2.0,3.0,-0.8383233532934131
2025-07,weekend,notte,NCL,1,0,0,3,0,3,1,0,0,0,0,5.0,0,0,0.0,0,5.0,0,5.0,5.0,5.0,5.0
2025-07,weekend,notte,REG,456,0,46,4082,0,4082,456,1557,2028,16,0,3397.0,0,0,5734.0,178,9131.0,116,-1.0,5.0,9.0,0.8406335065577827
2025-07,weekend,notte,,116,0,26,326,0,326,116,62,148,10,0,2142.0,0,0,828.0,82,2970.0,52,1.0,20.0,40.60000000000002,6.570552147239264
2025-07,weekend,pomeriggio,EC,49,0,16,88,0,88,49,16,23,2,0,1116.0,0,0,82.0,34,1198.0,29,6.5,36.89999999999999,55.0,12.681818181818182
2025-07,weekend,pomeriggio,EXP,0,0,0,4,0,4,0,1,3,0,0,-26.0,0,0,30.0,0,4.0,0,-4.5,1.9000000000000008,2.949999999999997,-6.5
2025-07,weekend,pomeriggio,IC,85,0,27,172,0,172,85,33,54,9,0,2007.0,0,0,262.0,61,2269.0,50,4.0,42.80000000000001,60.14999999999992,11.668604651162791
2025-07,weekend,pomeriggio,ICN,4,0,0,8,0,8,4,2,2,0,0,46.0,0,0,8.0,1,54.0,1,4.5,14.399999999999997,20.69999999999999,5.75
2025-07,weekend,pomeriggio,MET,10,0,0,389,0,389,10,173,205,0,0,-146.0,0,0,419.0,1,273.0,0,-1.0,2.0,4.0,-0.3762886597938144
2025-07,weekend,pomeriggio,REG,1520,0,142,11717,0,11717,1520,4854,5204,38,0,14235.0,0,0,14181.0,598,28416.0,364,0.0,6.0,10.0,1.2294869580238383
2025-07,weekend,pomeriggio,,490,0,158,1056,0,1056,490,240,324,74,0,14192.0,0,0,1458.0,336,15650.0,252,4.0,44.0,71.09999999999997,13.464895635673624
2025-07,weekend,sera,EC,18,0,5,56,0,56,18,12,25,3,0,525.0,0,0,71.0,10,596.0,7,1.0,18.6,48.39999999999994,9.545454545454543
2025-07,weekend,sera,EN,9,0,1,15,0,15,9,6,0,1,0,212.0,0,0,0.0,6,212.0,5,8.0,23.4,43.29999999999993,14.133333333333333
2025-07,weekend,sera,EXP,0,0,0,5,0,5,0,1,4,0,0,-84.0,0,0,84.0,0,0.0,0,-18.0,-2.3999999999999995,-1.200000000000001,-16.8
2025-07,weekend,sera,IC,39,0,13,89,0,89,39,18,32,5,0,965.0,0,0,179.0,26,1144.0,20,3.0,39.2,70.5999999999998,10.842696629213483
2025-07,weekend,sera,ICN,28,0,6,114,0,114,28,30,56,4,0,357.0,0,0,371.0,19,728.0,15,0.0,16.0,28.09999999999997,3.1315789473684204
2025-07,weekend,sera,IR,1,0,1,1,0,1,1,0,0,1,0,72.0,0,0,0.0,1,72.0,1,72.0,72.0,72.0,72.0
2025-07,weekend,sera,MET,9,0,1,351,0,351,9,172,169,0,0,-50.0,0,0,346.0,5,296.0,1,0.0,2.0,3.0,-0.1428571428571428
2025-07,weekend,sera,REG,1376,0,133,9891,0,9891,1376,3985,4394,40,0,14821.0,0,0,11433.0,585,26254.0,372,0.0,6.0,11.0,1.5193234238851872
2025-07,weekend,sera,,138,0,48,382,0,382,138,70,164,36,0,4746.0,0,0,792.0,100,5538.0,76,1.0,52.5,95.5,12.75806451612903
2025-07,weekend,tarda_mattina,EC,49,0,12,126,0,126,49,31,46,3,0,924.0,0,0,172.0,28,1096.0,22,2.5,23.0,45.25,7.333333333333333
2025-07,weekend,tarda_mattina,EXP,1,0,0,2,0,2,1,0,1,0,0,10.0,0,0,1.0,1,11.0,0,5.0,9.8,10.4,5.0
2025-07,weekend,tarda_mattina,IC,112,0,34,241,0,241,112,45,84,10,0,2815.0,0,0,538.0,82,3353.0,63,4.0,37.0,48.0,11.680497925311204
2025-07,weekend,tarda_mattina,ICN,5,0,1,20,0,20,5,7,8,0,0,-7.0,0,0,93.0,3,86.0,1,1.0,11.200000000000005,13.900000000000011,-0.35
2025-07,weekend,tarda_mattina,MET,9,0,0,461,0,461,9,191,260,0,0,-253.0,0,0,545.0,3,292.0,1,-1.0,2.0,3.0,-0.55
2025-07,weekend,tarda_mattina,REG,1623,0,109,12986,0,12986,1623,5358,5865,16,0,11582.0,0,0,15324.0,566,26906.0,330,0.0,5.0,9.0,0.9016036120193056
2025-07,weekend,tarda_mattina,,450,0,144,958,0,958,450,254,254,60,0,12276.0,0,0,1076.0,332,13352.0,232,4.0,40.39999999999998,66.0,12.81419624217119
2025-08,infrasettimanale,mattina,EC,19,0,3,134,0,134,19,38,75,1,0,38.0,0,0,311.0,9,349.0,4,-1.0,5.900000000000006,11.0,0.2878787878787879
2025-08,infrasettimanale,mattina,IC,182,0,42,491,0,491,182,130,179,14,0,3531.0,0,0,1074.0,120,4605.0,85,1.0,24.0,49.0,7.191446028513238
2025-08,infrasettimanale,mattina,ICN,1,0,0,13,0,13,1,1,11,0,0,-244.0,0,0,259.0,1,15.0,0,-23.0,2.6000000000000054,6.799999999999989,-18.76923076923077
2025-08,infrasettimanale,mattina,MET,27,0,0,887,0,887,27,447,402,0,0,79.0,0,0,734.0,8,813.0,1,0.0,3.0,4.0,0.0901826484018264
2025-08,infrasettimanale,mattina,NCL,0,0,0,1,0,1,0,0,1,0,0,-64.0,0,0,64.0,0,0.0,0,-64.0,-64.0,-64.0,-64.0
2025-08,infrasettimanale,mattina,REG,3153,0,224,30230,0,30230,3153,12948,13815,61,0,21080.0,0,0,37773.0,1092,58853.0,667,0.0,5.0,7.0,0.7046396577082498
2025-08,infrasettimanale,mattina,,668,0,122,2398,0,2398,668,664,1064,36,0,8408.0,0,0,6240.0,388,14648.0,260,1.0,15.0,30.0,3.5091819699499167
2025-08,infrasettimanale,notte,EC,2,0,1,18,0,18,2,3,13,0,0,-4.0,0,0,45.0,1,41.0,1,-2.0,3.6000000000000014,8.749999999999964,-0.2222222222222222
2025-08,infrasettimanale,notte,EN,25,0,9,43,0,43,25,10,8,3,0,844.0,0,0,48.0,18,892.0,17,7.0,48.6,63.49999999999998,19.627906976744185
2025-08,infrasettimanale,notte,EXP,3,0,2,6,0,6,3,0,3,1,0,1.0,0,0,123.0,3,124.0,3,7.0,51.0,60.0,0.1666666666666666
2025-08,infrasettimanale,notte,IC,96,0,22,289,0,289,96,87,105,9,0,1786.0,0,0,645.0,56,2431.0,48,2.0,22.30000000000001,40.59999999999991,6.201388888888889
2025-08,infrasettimanale,notte,ICN,5,0,2,43,0,43,5,8,30,1,0,-19.0,0,0,192.0,3,173.0,2,-3.0,5.200000000000017,12.599999999999994,-0.4418604651162791
2025-08,infrasettimanale,notte,MET,8,0,0,294,0,294,8,80,204,0,0,-373.0,0,0,511.0,0,138.0,0,-1.0,1.0,3.0,-1.2773972602739727
2025-08,infrasettimanale,notte,NCL,10,0,9,14,0,14,10,1,3,6,0,724.0,0,0,84.0,9,808.0,9,50.0,121.7,123.75,51.71428571428572
2025-08,infrasettimanale,notte,REG,1307,0,119,13507,0,13507,1307,5477,6617,24,0,6824.0,0,0,18186.0,473,25010.0,297,0.0,4.0,7.0,0.5092157301693904
2025-08,infrasettimanale,notte,,250,0,50,1166,0,1166,250,270,646,16,0,1546.0,0,0,4256.0,134,5802.0,98,-1.0,11.0,24.899999999999977,1.3259005145797598
2025-08,infrasettimanale,pomeriggio,EC,94,0,19,300,0,300,94,66,135,8,0,1773.0,0,0,567.0,56,2340.0,39,1.0,20.0,38.200000000000045,6.010169491525423
2025-08,infrasettimanale,pomeriggio,EXP,3,0,0,5,0,5,3,1,1,0,0,22.0,0,0,27.0,2,49.0,1,8.0,21.8,25.4,4.4
2025-08,infrasettimanale,pomeriggio,IC,210,0,48,416,0,416,210,87,118,20,0,4623.0,0,0,752.0,157,5375.0,107,5.0,37.80000000000007,57.29999999999996,11.13975903614458
2025-08,infrasettimanale,pomeriggio,ICN,14,0,5,40,0,40,14,12,14,2,0,311.0,0,0,76.0,9,387.0,5,1.0,38.50000000000001,47.49999999999992,7.775
2025-08,infrasettimanale,pomeriggio,MET,40,0,1,1124,0,1124,40,529,551,0,0,9.0,0,0,1033.0,11,1042.0,6,0.0,2.0,4.0,0.0080357142857142
2025-08,infrasettimanale,pomeriggio,REG,5031,0,394,37380,0,37380,5031,15760,16227,76,0,44633.0,0,0,43563.0,1873,88196.0,1106,0.0,6.0,10.0,1.2057107353179537
2025-08,infrasettimanale,pomeriggio,,812,0,148,2446,0,2446,812,678,956,48,0,11850.0,0,0,6076.0,506,17926.0,338,2.0,19.0,35.0,4.844644317252658
2025-08,infrasettimanale,sera,EC,75,0,8,197,0,197,75,37,80,4,0,1167.0,0,0,287.0,40,1454.0,22,1.0,17.0,26.44999999999999,6.078125
2025-08,infrasettimanale,sera,EN,27,0,7,41,0,41,27,7,7,3,0,806.0,0,0,76.0,24,882.0,18,13.0,41.0,80.0,19.65853658536585
2025-08,infrasettimanale,sera,EXP,3,0,0,9,0,9,3,3,2,0,0,-5.0,0,0,29.0,0,24.0,0,1.0,6.9,7.949999999999998,-0.625
2025-08,infrasettimanale,sera,IC,82,0,21,230,0,230,82,60,88,13,0,2476.0,0,0,516.0,63,2992.0,41,2.0,26.299999999999983,61.64999999999996,10.765217391304347
2025-08,infrasettimanale,sera,ICN,75,0,12,283,0,283,75,66,142,4,0,593.0,0,0,1109.0,44,1702.0,31,-1.0,15.800000000000011,24.0,2.095406360424028
2025-08,infrasettimanale,sera,MET,18,0,0,1011,0,1011,18,522,466,0,0,-106.0,0,0,909.0,3,803.0,2,0.0,2.0,3.0,-0.1053677932405566
2025-08,infrasettimanale,sera,REG,4411,0,374,30774,0,30774,4411,12941,13089,106,0,44190.0,0,0,35258.0,1660,79448.0,965,0.0,6.0,10.0,1.4516605893367498
2025-08,infrasettimanale,sera,,214,0,32,734,0,734,214,136,384,12,0,1858.0,0,0,2858.0,118,4716.0,74,-1.0,14.400000000000036,26.69999999999999,2.5313351498637604
2025-08,infrasettimanale,tarda_mattina,EC,99,0,12,320,0,320,99,83,137,3,0,1263.0,0,0,477.0,48,1740.0,30,1.0,13.0,21.399999999999864,3.9592476489028217
2025-08,infrasettimanale,tarda_mattina,EXP,5,0,3,6,0,6,5,0,1,2,0,339.0,0,0,1.0,5,340.0,4,24.0,140.5,165.75,56.5
2025-08,infrasettimanale,tarda_mattina,IC,260,0,67,641,0,641,260,131,249,19,0,5596.0,0,0,1203.0,174,6799.0,120,2.0,30.10000000000002,52.0,8.74375
2025-08,infrasettimanale,tarda_mattina,ICN,8,0,2,46,0,46,8,10,28,2,0,77.0,0,0,159.0,6,236.0,3,-4.0,10.5,17.0,1.673913043478261
2025-08,infrasettimanale,tarda_mattina,IR,0,0,0,1,0,1,0,0,1,0,0,-3.0,0,0,3.0,0,0.0,0,-3.0,-3.0,-3.0,-3.0
2025-08,infrasettimanale,tarda_mattina,MET,45,0,3,1264,0,1264,45,588,617,0,0,120.0,0,0,1200.0,16,1320.0,11,0.0,3.0,4.0,0.096
2025-08,infrasettimanale,tarda_mattina,NCL,1,0,1,2,0,2,1,0,1,0,0,36.0,0,0,19.0,1,55.0,1,18.0,47.60000000000001,51.3,18.0
2025-08,infrasettimanale,tarda_mattina,REG,4089,0,257,38402,0,38402,4089,16249,17713,48,0,25304.0,0,0,46982.0,1422,72286.0,822,0.0,5.0,8.0,0.6650022338440514
2025-08,infrasettimanale,tarda_mattina,,780,0,206,2252,0,2252,780,582,890,58,0,14384.0,0,0,5354.0,500,19738.0,376,2.0,26.0,41.0,6.38721136767318
2025-08,weekend,mattina,EC,13,0,1,54,0,54,13,15,26,0,0,129.0,0,0,104.0,9,233.0,6,0.0,16.10000000000001,21.349999999999994,2.388888888888889
2025-08,weekend,mattina,IC,85,0,18,261,0,261,85,67,109,9,0,2018.0,0,0,717.0,53,2735.0,36,1.0,20.0,44.0,7.731800766283525
2025-08,weekend,mattina,ICN,0,0,0,6,0,6,0,0,6,0,0,-100.0,0,0,100.0,0,0.0,0,-18.5,-8.0,-7.0,-16.666666666666668
2025-08,weekend,mattina,MET,8,0,0,372,0,372,8,155,207,0,0,-125.0,0,0,390.0,1,265.0,0,-1.0,2.0,4.0,-0.3378378378378378
2025-08,weekend,mattina,REG,1115,0,87,11069,0,11069,1115,4529,5321,15,0,6052.0,0,0,14565.0,421,20617.0,251,0.0,5.0,8.0,0.5519379844961241
2025-08,weekend,mattina,,370,0,48,1214,0,1214,370,332,512,14,0,4844.0,0,0,2884.0,202,7728.0,124,1.0,15.0,23.399999999999864,3.99011532125206
2025-08,weekend,notte,EC,1,0,0,8,0,8,1,3,4,0,0,14.0,0,0,10.0,1,24.0,1,0.0,7.399999999999997,13.69999999999999,1.75
2025-08,weekend,notte,EN,13,0,4,20,0,20,13,4,3,2,0,466.0,0,0,9.0,10,475.0,8,9.5,49.400000000000034,75.05000000000005,23.3
2025-08,weekend,notte,EXP,3,0,1,5,0,5,3,0,2,0,0,66.0,0,0,17.0,3,83.0,3,17.0,34.6,37.8,13.2
2025-08,weekend,notte,IC,32,0,3,122,0,122,32,27,63,2,0,253.0,0,0,350.0,24,603.0,14,-1.0,15.0,20.0,2.0737704918032787
2025-08,weekend,notte,ICN,3,0,2,24,0,24,3,1,20,1,0,35.0,0,0,160.0,2,195.0,2,-4.0,6.599999999999994,48.0999999999999,1.4583333333333333
2025-08,weekend,notte,MET,2,0,0,130,0,130,2,39,88,0,0,-127.0,0,0,219.0,1,92.0,1,-2.0,2.0,3.0,-0.9844961240310076
2025-08,weekend,notte,REG,444,0,33,5018,0,5018,444,1954,2573,4,0,1060.0,0,0,7367.0,167,8427.0,93,-1.0,4.0,7.0,0.2132367732850533
2025-08,weekend,notte,,98,0,24,434,0,434,98,92,244,10,0,644.0,0,0,1748.0,72,2392.0,54,-1.0,16.0,32.19999999999999,1.4838709677419355
2025-08,weekend,pomeriggio,EC,37,0,6,122,0,122,37,15,68,4,0,666.0,0,0,288.0,20,954.0,10,-1.0,13.0,26.34999999999998,5.55
2025-08,weekend,pomeriggio,EXP,2,0,1,4,0,4,2,0,2,0,0,22.0,0,0,50.0,2,72.0,2,8.0,40.400000000000006,43.69999999999999,5.5
2025-08,weekend,pomeriggio,IC,92,0,31,195,0,195,92,48,53,9,0,2952.0,0,0,241.0,68,3193.0,46,4.0,42.400000000000034,56.0,15.295336787564768
2025-08,weekend,pomeriggio,ICN,3,0,1,6,0,6,3,2,1,0,0,63.0,0,0,5.0,1,68.0,1,3.5,29.5,41.25,10.5
2025-08,weekend,pomeriggio,MET,15,0,0,479,0,479,15,204,254,0,0,-123.0,0,0,515.0,6,392.0,2,-1.0,2.0,3.0,-0.2600422832980972
2025-08,weekend,pomeriggio,REG,1653,0,157,14203,0,14203,1653,5669,6698,28,0,12457.0,0,0,18835.0,650,31292.0,412,0.0,5.0,9.0,0.8885164051355207
2025-08,weekend,pomeriggio,,396,0,60,1176,0,1176,396,298,482,16,0,5080.0,0,0,2742.0,212,7822.0,132,2.0,15.0,29.649999999999977,4.319727891156463
2025-08,weekend,sera,EC,33,0,3,82,0,82,33,16,33,2,0,429.0,0,0,122.0,18,551.0,7,2.0,11.0,23.950000000000003,5.2317073170731705
2025-08,weekend,sera,EN,12,0,4,19,0,19,12,3,4,2,0,326.0,0,0,34.0,9,360.0,6,8.0,60.6,77.09999999999995,17.157894736842106
2025-08,weekend,sera,EXP,2,0,0,11,0,11,2,1,8,0,0,-58.0,0,0,89.0,2,31.0,1,-1.0,10.0,13.5,-5.2727272727272725
2025-08,weekend,sera,IC,30,0,6,87,0,87,30,17,39,3,0,675.0,0,0,208.0,21,883.0,10,1.0,15.5,42.0,7.848837209302324
2025-08,weekend,sera,ICN,32,0,8,167,0,167,32,41,94,1,0,9.0,0,0,699.0,18,708.0,12,-1.0,10.0,27.099999999999973,0.0538922155688622
2025-08,weekend,sera,MET,5,0,0,427,0,427,5,210,212,0,0,-159.0,0,0,449.0,2,290.0,1,0.0,2.0,3.0,-0.37236533957845436
2025-08,weekend,sera,NCL,5,0,1,6,0,6,5,1,0,0,0,88.0,0,0,0.0,3,88.0,3,13.0,27.0,31.0,14.666666666666666
2025-08,weekend,sera,REG,1571,0,110,12183,0,12183,1571,5011,5468,23,0,12264.0,0,0,14722.0,585,26986.0,321,0.0,5.0,9.0,1.0177593360995851
2025-08,weekend,sera,,88,0,24,396,0,396,88,60,246,10,0,752.0,0,0,1592.0,52,2344.0,38,-3.0,13.0,37.0,1.908629441624365
2025-08,weekend,tarda_mattina,EC,55,0,4,170,0,170,55,43,70,1,0,573.0,0,0,251.0,30,824.0,15,1.0,14.0,19.65000000000001,3.4107142857142856
2025-08,weekend,tarda_mattina,EXP,0,0,0,3,0,3,0,2,1,0,0,-24.0,0,0,28.0,0,4.0,0,0.0,3.2000000000000006,3.6,-8.0
2025-08,weekend,tarda_mattina,IC,114,0,28,308,0,308,114,56,136,13,0,2964.0,0,0,782.0,76,3746.0,58,1.0,28.5,56.25,9.68627450980392
2025-08,weekend,tarda_mattina,ICN,2,0,0,24,0,24,2,8,14,0,0,-106.0,0,0,135.0,0,29.0,0,-1.5,4.0,4.849999999999998,-4.416666666666667
2025-08,weekend,tarda_mattina,MET,3,0,0,577,0,577,3,256,318,0,0,-329.0,0,0,616.0,0,287.0,0,-1.0,2.0,2.0,-0.5701906412478336
2025-08,weekend,tarda_mattina,REG,1652,0,105,15618,0,15618,1652,6398,7423,22,0,9573.0,0,0,20230.0,568,29803.0,303,0.0,5.0,8.0,0.6186906223744587
2025-08,weekend,tarda_mattina,,416,0,102,1054,0,1054,416,250,388,30,0,9994.0,0,0,1916.0,290,11910.0,218,2.0,28.40000000000004,48.79999999999996,9.481973434535105
2025-09,infrasettimanale,mattina,EC,28,0,3,126,0,126,28,38,53,1,0,297.0,0,0,261.0,17,558.0,8,1.0,13.0,15.0,2.495798319327731
2025-09,infrasettimanale,mattina,EXP,1,0,1,1,0,1,1,0,0,0,0,42.0,0,0,0.0,1,42.0,1,42.0,42.0,42.0,42.0
2025-09,infrasettimanale,mattina,IC,297,0,75,577,0,577,297,152,123,24,0,7447.0,0,0,482.0,198,7929.0,154,5.0,37.0,51.89999999999986,13.01923076923077
2025-09,infrasettimanale,mattina,ICN,3,0,1,7,0,7,3,0,4,0,0,12.0,0,0,55.0,2,67.0,2,-3.0,28.8,29.4,1.7142857142857142
2025-09,infrasettimanale,mattina,MET,119,0,2,1073,0,1073,119,476,430,0,0,787.0,0,0,991.0,31,1778.0,13,0.0,5.0,7.0,0.7678048780487805
2025-09,infrasettimanale,mattina,NCL,1,0,1,2,0,2,1,0,1,0,0,2.0,0,0,33.0,1,35.0,1,1.0,28.200000000000003,31.599999999999994,1.0
2025-09,infrasettimanale,mattina,REG,7178,0,521,37799,0,37799,7178,16538,13079,124,0,83670.0,0,0,33881.0,2608,117551.0,1478,1.0,7.0,12.0,2.273950264981655
2025-09,infrasettimanale,mattina,,1578,0,286,3190,0,3190,1578,822,728,116,0,32576.0,0,0,3056.0,1004,35632.0,660,5.0,27.700000000000045,48.0,10.414322250639389
2025-09,infrasettimanale,notte,EC,6,0,2,21,0,21,6,4,8,0,0,103.0,0,0,30.0,2,133.0,2,1.0,17.800000000000026,45.24999999999998,5.722222222222222
2025-09,infrasettimanale,notte,EN,30,0,12,40,0,40,30,8,2,6,0,1200.0,0,0,8.0,26,1208.0,19,14.0,80.80000000000003,128.79999999999995,30.0
2025-09,infrasettimanale,notte,EXP,6,0,1,14,0,14,6,2,4,1,0,160.0,0,0,19.0,5,179.0,5,6.0,24.700000000000006,50.64999999999996,13.333333333333334
2025-09,infrasettimanale,notte,IC,97,0,26,280,0,280,97,70,110,9,0,1910.0,0,0,644.0,68,2554.0,46,2.0,27.0,40.599999999999966,6.8953068592057765
2025-09,infrasettimanale,notte,ICN,8,0,3,39,0,39,8,11,20,3,0,192.0,0,0,189.0,6,381.0,5,-1.0,15.200000000000005,83.10000000000002,4.923076923076923
2025-09,infrasettimanale,notte,MET,8,0,4,377,0,377,8,120,231,2,0,-192.0,0,0,654.0,5,462.0,4,-1.0,2.0,3.0,-0.5348189415041783
2025-09,infrasettimanale,notte,NCL,4,0,4,4,0,4,4,0,0,1,0,228.0,0,0,0.0,4,228.0,4,37.5,99.0,110.99999999999996,57.0
2025-09,infrasettimanale,notte,REG,2084,0,181,15785,0,15785,2084,6671,6553,56,0,21262.0,0,0,17044.0,778,38306.0,441,0.0,6.0,10.0,1.3889469558400835
2025-09,infrasettimanale,notte,,424,0,94,1116,0,1116,424,356,316,36,0,9250.0,0,0,1336.0,272,10586.0,180,2.0,25.30000000000001,40.0,8.43978102189781
2025-09,infrasettimanale,pomeriggio,EC,120,0,23,286,0,286,120,60,81,10,0,2768.0,0,0,372.0,83,3140.0,57,3.0,26.0,56.0,10.60536398467433
2025-09,infrasettimanale,pomeriggio,EXP,3,0,1,8,0,8,3,1,2,0,0,62.0,0,0,7.0,1,69.0,1,4.0,30.5,41.25,10.333333333333334
2025-09,infrasettimanale,pomeriggio,IC,237,0,48,492,0,492,237,116,129,14,0,4869.0,0,0,514.0,153,5383.0,115,4.0,29.0,45.849999999999966,10.101659751037344
2025-09,infrasettimanale,pomeriggio,ICN,10,0,6,40,0,40,10,7,23,2,0,218.0,0,0,128.0,7,346.0,7,-1.0,37.1,48.74999999999996,5.45
2025-09,infrasettimanale,pomeriggio,MET,99,0,2,1344,0,1344,99,544,632,0,0,154.0,0,0,1570.0,41,1724.0,13,0.0,3.6000000000001364,7.0,0.1207843137254902
2025-09,infrasettimanale,pomeriggio,NCL,1,0,0,4,0,4,1,0,3,0,0,-109.0,0,0,119.0,1,10.0,0,-34.0,-1.6999999999999922,4.149999999999984,-27.25
2025-09,infrasettimanale,pomeriggio,REG,8355,0,593,46285,0,46285,8355,19548,16469,126,0,95201.0,0,0,41864.0,3253,137065.0,1887,1.0,7.0,13.0,2.145519697106283
2025-09,infrasettimanale,pomeriggio,,1598,0,390,2952,0,2952,1598,690,608,128,0,38772.0,0,0,2684.0,1098,41456.0,812,6.0,37.0,56.0,13.388121546961326
2025-09,infrasettimanale,sera,DIR,1,0,0,1,0,1,1,0,0,0,0,27.0,0,0,0.0,1,27.0,1,27.0,27.0,27.0,27.0
2025-09,infrasettimanale,sera,EC,90,0,19,184,0,184,90,33,46,6,0,1904.0,0,0,143.0,48,2047.0,36,5.0,31.0,49.6,11.266272189349111
2025-09,infrasettimanale,sera,EN,31,0,8,41,0,41,31,9,1,2,0,841.0,0,0,4.0,22,845.0,16,10.0,44.0,56.0,20.51219512195122
2025-09,infrasettimanale,sera,EXP,1,0,0,5,0,5,1,2,1,0,0,23.0,0,0,3.0,1,26.0,1,1.5,16.700000000000003,19.849999999999994,5.75
2025-09,infrasettimanale,sera,IC,130,0,34,291,0,291,130,68,88,16,0,3286.0,0,0,480.0,88,3766.0,63,4.0,39.0,63.75,11.48951048951049
2025-09,infrasettimanale,sera,ICN,71,0,13,228,0,228,71,58,99,8,0,1381.0,0,0,493.0,41,1874.0,32,1.0,20.30000000000001,34.94999999999993,6.057017543859649
2025-09,infrasettimanale,sera,IR,1,0,0,1,0,1,1,0,0,0,0,14.0,0,0,0.0,1,14.0,0,14.0,14.0,14.0,14.0
2025-09,infrasettimanale,sera,MET,82,0,7,1245,0,1245,82,533,609,0,0,57.0,0,0,1590.0,26,1647.0,10,0.0,4.0,5.0,0.0465686274509803
2025-09,infrasettimanale,sera,REG,7667,0,656,37128,0,37128,7667,15241,13278,142,0,91557.0,0,0,35158.0,3053,126715.0,1782,1.0,8.0,14.0,2.530177416680484
2025-09,infrasettimanale,sera,,518,0,118,1170,0,1170,518,250,386,32,0,9806.0,0,0,2160.0,332,11966.0,236,3.0,30.0,45.0,8.49740034662045
2025-09,infrasettimanale,tarda_mattina,EC,126,0,20,361,0,361,126,91,117,5,0,1987.0,0,0,442.0,65,2429.0,41,2.0,18.0,36.0499999999999,5.949101796407184
2025-09,infrasettimanale,tarda_mattina,EXP,7,0,3,18,0,18,7,3,5,3,0,477.0,0,0,82.0,4,559.0,4,4.0,76.0,167.0999999999997,31.799999999999997
2025-09,infrasettimanale,tarda_mattina,IC,278,0,68,623,0,623,278,162,179,21,0,6378.0,0,0,975.0,193,7353.0,139,3.0,34.0,53.10000000000003,10.303715670436189
2025-09,infrasettimanale,tarda_mattina,ICN,10,0,0,43,0,43,10,14,19,0,0,25.0,0,0,103.0,3,128.0,2,0.0,8.0,10.799999999999995,0.5813953488372093
2025-09,infrasettimanale,tarda_mattina,IR,0,0,0,2,0,2,0,1,1,0,0,2.0,0,0,2.0,0,4.0,0,1.0,3.4000000000000004,3.6999999999999993,1.0
2025-09,infrasettimanale,tarda_mattina,MET,76,0,3,1496,0,1496,76,587,778,0,0,-299.0,0,0,1894.0,19,1595.0,9,-1.0,3.0,5.0,-0.2074947952810546
2025-09,infrasettimanale,tarda_mattina,NCL,0,0,0,7,0,7,0,1,6,0,0,-162.0,0,0,165.0,0,3.0,0,-25.0,0.6000000000000014,1.7999999999999972,-23.142857142857142
2025-09,infrasettimanale,tarda_mattina,REG,7267,0,499,47075,0,47075,7267,19907,18066,93,0,74191.0,0,0,45860.0,2670,120051.0,1538,1.0,6.0,11.0,1.639942528735632
2025-09,infrasettimanale,tarda_mattina,,1530,0,400,2986,0,2986,1530,726,666,130,0,37338.0,0,0,2592.0,1072,39930.0,794,5.0,36.0,54.0,12.7782340862423
