mese,tipo_giorno,fascia_oraria,categoria,oltre_5,info_mancante,oltre_30,corse_osservate,cancellate,effettuate,in_ritardo,in_orario,in_anticipo,oltre_60,parzialmente_cancellate,minuti_netti_tot,soppresse,cancellate_tot,minuti_anticipo_tot,oltre_10,minuti_ritardo_tot,oltre_15,ritardo_mediano,p90,p95,ritardo_medio
2025-01,infrasettimanale,pomeriggio,EC,80,0,13,241,0,241,80,65,94,5,0,1390.0,0,0,348.0,48,1738.0,30,1.0,19.0,32.099999999999994,5.815899581589958
2025-01,infrasettimanale,pomeriggio,EN,20,0,5,41,0,41,20,11,9,3,0,511.0,0,0,80.0,17,591.0,15,4.0,30.900000000000013,62.649999999999956,12.774999999999999
2025-01,infrasettimanale,pomeriggio,EXP,1,0,1,1,0,1,1,0,0,1,0,80.0,0,0,0.0,1,80.0,1,80.0,80.0,80.0,80.0
2025-01,infrasettimanale,pomeriggio,IC,202,0,57,536,0,536,202,128,192,22,0,5122.0,0,0,665.0,129,5787.0,93,3.0,30.0,48.0,9.812260536398467
2025-01,infrasettimanale,pomeriggio,ICN,14,0,2,58,0,58,14,13,31,1,0,488.0,0,0,100.0,5,588.0,5,-1.0,9.0,19.15,8.413793103448276
2025-01,infrasettimanale,pomeriggio,MET,59,0,3,1164,0,1164,59,467,623,0,0,-107.0,0,0,1350.0,21,1243.0,13,-1.0,3.0,5.0,-0.093124456048738
2025-01,infrasettimanale,pomeriggio,NCL,0,0,0,6,0,6,0,0,3,0,0,-171.0,0,0,171.0,0,0.0,0,-67.0,-42.2,-39.1,-57.0
2025-01,infrasettimanale,pomeriggio,REG,6750,0,427,43150,0,43150,6750,19836,16031,99,0,71746.0,0,0,40454.0,2243,112200.0,1270,1.0,6.0,10.0,1.6835065818804702
2025-01,infrasettimanale,pomeriggio,,1344,0,284,3072,0,3072,1344,942,786,90,0,28052.0,0,0,3174.0,834,31226.0,589,3.4886067708333335,28.0,46.23291015625,9.131510416666666
2025-01,infrasettimanale,sera,EC,46,0,10,133,0,133,46,31,51,5,0,865.0,0,0,158.0,26,1023.0,15,2.0,19.499999999999982,37.84999999999992,6.7578125
2025-01,infrasettimanale,sera,IC,131,0,26,275,0,275,131,71,66,9,0,3402.0,0,0,232.0,83,3634.0,57,4.0,29.0,43.64999999999998,12.694029850746269
2025-01,infrasettimanale,sera,ICN,67,0,19,242,0,242,67,59,116,9,0,1413.0,0,0,819.0,43,2232.0,32,1.0,19.0,48.0,5.838842975206612
2025-01,infrasettimanale,sera,MET,51,0,3,1080,0,1080,51,483,543,2,0,-110.0,0,0,1326.0,18,1216.0,11,-1.0,2.3999999999999773,4.0,-0.1021355617455896
2025-01,infrasettimanale,sera,REG,6110,0,469,35413,0,35413,6110,15050,13856,113,0,65567.0,0,0,37757.0,2279,103324.0,1321,1.0,7.0,12.0,1.8724868631482752
2025-01,infrasettimanale,sera,,446,0,86,1272,0,1272,446,342,480,16,0,6723.0,0,0,2347.0,259,9070.0,180,2.0,19.488993710691823,34.53789308176096,5.302060196143259
2025-01,infrasettimanale,tarda_mattina,EC,89,0,18,274,0,274,89,51,131,7,0,1386.0,0,0,606.0,55,1992.0,41,0.0,21.0,37.0,5.114391143911439
2025-01,infrasettimanale,tarda_mattina,IC,211,0,53,604,0,604,211,152,231,22,0,4302.0,0,0,1100.0,127,5402.0,88,1.0,24.0,49.35000000000002,7.242424242424242
2025-01,infrasettimanale,tarda_mattina,ICN,5,0,2,47,0,47,5,6,36,1,0,-70.0,0,0,283.0,4,213.0,3,-4.0,5.599999999999993,22.19999999999993,-1.4893617021276595
2025-01,infrasettimanale,tarda_mattina,MET,76,0,4,1326,0,1326,76,520,719,1,0,-201.0,0,0,1714.0,31,1513.0,16,-1.0,3.0,5.0,-0.1528517110266159
2025-01,infrasettimanale,tarda_mattina,NCL,1,0,0,7,0,7,1,1,1,0,0,2.0,0,0,7.0,0,9.0,0,0.0,7.2,8.1,0.6666666666666666
2025-01,infrasettimanale,tarda_mattina,REG,5215,0,292,43731,0,43731,5215,19332,18721,60,0,42497.0,0,0,47472.0,1784,89969.0,1000,0.0,5.0,8.0,0.982180826476842
2025-01,infrasettimanale,tarda_mattina,,1117,0,228,2947,0,2947,1117,929,895,74,0,22855.0,0,0,3468.0,674,26323.0,470,3.0,24.48829317950458,37.897658635900896,7.771174057431639
2025-01,weekend,mattina,EC,6,0,2,46,0,46,6,14,23,1,0,56.0,0,0,113.0,3,169.0,3,-1.0,5.800000000000004,14.399999999999991,1.302325581395349
2025-01,weekend,mattina,EXP,1,0,1,1,0,1,1,0,0,0,0,38.0,0,0,0.0,1,38.0,1,38.0,38.0,38.0,38.0
2025-01,weekend,mattina,IC,56,0,11,202,0,202,56,46,86,6,0,1217.0,0,0,441.0,35,1658.0,23,0.0,17.0,34.30000000000001,6.473404255319149
2025-01,weekend,mattina,IR,0,0,0,1,0,1,0,1,0,0,0,4.0,0,0,0.0,0,4.0,0,4.0,4.0,4.0,4.0
2025-01,weekend,mattina,MET,5,0,1,274,0,274,5,108,134,0,0,-150.0,0,0,344.0,1,194.0,1,-1.0,2.0,3.0,-0.6072874493927125
2025-01,weekend,mattina,NCL,0,0,0,1,0,1,0,0,1,0,0,-4.0,0,0,4.0,0,0.0,0,-4.0,-4.0,-4.0,-4.0
2025-01,weekend,mattina,REG,962,0,69,7735,0,7735,962,3085,3119,21,0,8044.0,0,0,8496.0,322,16540.0,182,0.0,5.0,9.0,1.1225230253977114
2025-01,weekend,mattina,,388,0,85,1049,0,1049,388,242,348,37,0,8524.0,0,0,1589.0,223,10113.0,150,2.0,26.431458531935206,49.86730219256433,8.705644726593091
2025-01,weekend,notte,EC,0,0,0,6,0,6,0,2,4,0,0,-8.0,0,0,12.0,0,4.0,0,-1.0,2.0,3.0,-1.3333333333333333
2025-01,weekend,notte,EN,4,0,1,13,0,13,4,3,6,1,0,128.0,0,0,57.0,1,185.0,1,1.0,6.0,68.39999999999978,9.846153846153848
2025-01,weekend,notte,IC,24,0,6,80,0,80,24,12,41,3,0,367.0,0,0,244.0,13,611.0,11,-1.0,23.80000000000001,49.60000000000002,4.766233766233766
2025-01,weekend,notte,ICN,2,0,1,15,0,15,2,2,11,1,0,-60.0,0,0,139.0,1,79.0,1,-7.0,4.399999999999998,24.89999999999993,-4.0
2025-01,weekend,notte,MET,1,0,0,87,0,87,1,31,46,0,0,-65.0,0,0,109.0,0,44.0,0,-1.0,2.0,3.0,-0.8333333333333334
2025-01,weekend,notte,REG,367,0,40,3228,0,3228,367,1252,1356,10,0,3510.0,0,0,3813.0,162,7323.0,110,0.0,5.0,10.0,1.1798319327731093
2025-01,weekend,notte,,84,0,29,306,0,306,84,86,113,14,0,2452.0,0,0,533.0,49,2985.0,39,1.0,30.17058823529417,66.96029411764708,8.656038111574444
2025-01,weekend,pomeriggio,EC,26,0,7,74,0,74,26,11,33,3,0,425.0,0,0,133.0,17,558.0,9,0.0,26.500000000000007,38.69999999999996,6.071428571428571
2025-01,weekend,pomeriggio,EN,6,0,0,12,0,12,6,2,4,0,0,56.0,0,0,65.0,4,121.0,4,5.0,28.700000000000003,29.0,4.666666666666667
2025-01,weekend,pomeriggio,EXP,1,0,0,3,0,3,1,1,1,0,0,-40.0,0,0,67.0,1,27.0,1,1.0,21.0,23.5,-13.333333333333334
2025-01,weekend,pomeriggio,IC,51,0,5,177,0,177,51,44,68,3,0,1004.0,0,0,296.0,28,1300.0,19,1.0,19.80000000000001,25.80000000000001,6.159509202453987
2025-01,weekend,pomeriggio,ICN,1,0,1,6,0,6,1,1,4,1,0,52.0,0,0,14.0,1,66.0,1,-2.5,33.0,47.5,8.666666666666666
2025-01,weekend,pomeriggio,IR,1,0,0,2,0,2,1,0,1,0,0,8.0,0,0,1.0,0,9.0,0,4.0,8.0,8.5,4.0
2025-01,weekend,pomeriggio,MET,13,0,1,338,0,338,13,109,182,0,0,-189.0,0,0,469.0,6,280.0,4,-1.0,2.0,3.849999999999965,-0.6217105263157895
2025-01,weekend,pomeriggio,REG,1121,0,98,9708,0,9708,1121,3920,3891,20,0,10014.0,0,0,10721.0,394,20735.0,260,0.0,5.0,9.0,1.121137483206449
2025-01,weekend,pomeriggio,,245,0,41,926,0,926,245,255,355,15,0,4457.0,0,0,1434.0,128,5891.0,80,1.0,14.939740820734364,29.458909287257008,5.208355005505193
2025-01,weekend,sera,EC,15,0,2,46,0,46,15,8,22,0,0,196.0,0,0,81.0,10,277.0,7,0.0,24.400000000000006,29.0,4.355555555555555
2025-01,weekend,sera,IC,23,0,8,104,0,104,23,24,40,5,0,798.0,0,0,267.0,15,1065.0,12,0.0,19.800000000000043,84.0000000000001,9.172413793103448
2025-01,weekend,sera,ICN,17,0,6,73,0,73,17,11,45,3,0,283.0,0,0,289.0,12,572.0,9,-2.0,21.399999999999977,45.19999999999989,3.8767123287671232
2025-01,weekend,sera,IR,0,0,0,2,0,2,0,1,1,0,0,-2.0,0,0,3.0,0,1.0,0,-1.0,0.6000000000000001,0.7999999999999998,-1.0
2025-01,weekend,sera,MET,17,0,0,292,0,292,17,111,133,0,0,-111.0,0,0,412.0,8,301.0,2,-1.0,3.0,6.0,-0.425287356321839
2025-01,weekend,sera,REG,980,0,101,7963,0,7963,980,2992,3285,31,0,9730.0,0,0,8947.0,395,18677.0,240,0.0,6.0,10.0,1.3407744246934
2025-01,weekend,sera,,78,0,11,385,0,385,78,79,184,3,0,573.0,0,0,958.0,47,1531.0,33,-1.0,15.020259740259748,25.19974025974025,1.6755296814596008
2025-01,weekend,tarda_mattina,EC,39,0,3,115,0,115,39,25,48,3,0,391.0,0,0,249.0,17,640.0,10,1.0,12.900000000000006,19.44999999999999,3.4910714285714284
2025-01,weekend,tarda_mattina,IC,39,0,11,206,0,206,39,45,102,5,0,1135.0,0,0,664.0,27,1799.0,23,-1.0,17.0,33.75,6.102150537634408
2025-01,weekend,tarda_mattina,ICN,1,0,0,11,0,11,1,1,9,0,0,-60.0,0,0,86.0,1,26.0,1,-4.0,1.0,13.0,-5.454545454545454
2025-01,weekend,tarda_mattina,MET,5,0,0,406,0,406,5,123,240,0,0,-544.0,0,0,720.0,0,176.0,0,-1.0,2.0,2.0,-1.4782608695652173
2025-01,weekend,tarda_mattina,REG,947,0,59,10477,0,10477,947,4107,4606,16,0,4760.0,0,0,12542.0,289,17302.0,169,0.0,4.0,7.0,0.4927536231884058
2025-01,weekend,tarda_mattina,,255,0,69,894,0,894,255,251,324,31,0,6003.0,0,0,1272.0,144,7275.0,122,1.5313199105145414,24.322706935123065,49.44261744966438,7.228668973723431
2025-02,infrasettimanale,mattina,DIR,0,0,0,1,0,1,0,0,1,0,0,-2.0,0,0,2.0,0,0.0,0,-2.0,-2.0,-2.0,-2.0
2025-02,infrasettimanale,mattina,EC,30,0,4,134,0,134,30,42,56,1,0,308.0,0,0,243.0,17,551.0,8,1.0,12.0,18.94999999999997,2.40625
2025-02,infrasettimanale,mattina,IC,209,0,30,537,0,537,209,155,171,11,0,3365.0,0,0,674.0,99,4039.0,65,2.0,16.0,34.299999999999955,6.289719626168225
2025-02,infrasettimanale,mattina,ICN,0,0,0,1,0,1,0,0,1,0,0,-23.0,0,0,23.0,0,0.0,0,-23.0,-23.0,-23.0,-23.0
2025-02,infrasettimanale,mattina,IR,1,0,1,1,0,1,1,0,0,1,0,62.0,0,0,0.0,1,62.0,1,62.0,62.0,62.0,62.0
2025-02,infrasettimanale,mattina,MET,69,0,4,882,0,882,69,426,378,0,0,407.0,0,0,968.0,23,1375.0,13,0.0,4.0,6.0,0.4662084765177549
2025-02,infrasettimanale,mattina,NCL,5,0,2,5,0,5,5,0,0,2,0,236.0,0,0,0.0,4,236.0,4,20.0,100.6,111.79999999999998,47.2
2025-02,infrasettimanale,mattina,REG,5480,0,274,34006,0,34006,5480,15137,12977,55,0,51803.0,0,0,34393.0,1734,86196.0,911,1.0,6.0,10.0,1.5420313151157945
2025-02,infrasettimanale,mattina,,1356,0,246,3000,0,3000,1356,930,712,68,0,25886.0,0,0,3018.0,838,28904.0,568,4.0,26.0,41.0,8.634422948632421
2025-02,infrasettimanale,notte,EC,0,0,0,20,0,20,0,8,12,0,0,-29.0,0,0,42.0,0,13.0,0,-1.5,3.0,3.0,-1.45
2025-02,infrasettimanale,notte,EN,15,0,11,36,0,36,15,4,16,3,0,532.0,0,0,107.0,13,639.0,13,3.0,51.20000000000002,67.79999999999998,15.199999999999998
2025-02,infrasettimanale,notte,IC,82,0,14,249,0,249,82,56,108,5,0,1074.0,0,0,575.0,46,1649.0,33,1.0,17.5,30.75,4.365853658536586
2025-02,infrasettimanale,notte,ICN,4,0,1,44,0,44,4,9,31,0,0,-101.0,0,0,203.0,3,102.0,1,-2.0,3.700000000000003,11.800000000000011,-2.2954545454545454
2025-02,infrasettimanale,notte,MET,14,0,6,314,0,314,14,111,186,1,0,66.0,0,0,452.0,7,518.0,6,-1.0,2.0,4.0,0.2122186495176848
2025-02,infrasettimanale,notte,NCL,1,0,1,1,0,1,1,0,0,1,0,136.0,0,0,0.0,1,136.0,1,136.0,136.0,136.0,136.0
2025-02,infrasettimanale,notte,REG,1667,0,131,14260,0,14260,1667,5998,6399,40,0,13496.0,0,0,17580.0,612,31076.0,350,0.0,5.0,9.0,0.959613196814562
2025-02,infrasettimanale,notte,,390,0,74,1076,0,1076,390,364,322,32,0,7338.0,0,0,1166.0,230,8504.0,154,2.0,22.0,34.14999999999998,6.819702602230484
2025-02,infrasettimanale,pomeriggio,EC,66,0,10,232,0,232,66,61,104,0,0,766.0,0,0,438.0,43,1204.0,30,1.0,18.0,24.0,3.3160173160173154
2025-02,infrasettimanale,pomeriggio,EN,23,0,7,36,0,36,23,8,4,2,0,660.0,0,0,28.0,17,688.0,14,9.0,36.8,52.699999999999946,18.857142857142858
2025-02,infrasettimanale,pomeriggio,IC,166,0,24,448,0,448,166,105,174,8,0,2521.0,0,0,673.0,103,3194.0,62,2.0,18.0,30.0,5.665168539325843
2025-02,infrasettimanale,pomeriggio,ICN,9,0,5,67,0,67,9,13,45,1,0,122.0,0,0,187.0,7,309.0,5,-2.0,9.799999999999995,42.19999999999993,1.82089552238806
2025-02,infrasettimanale,pomeriggio,MET,66,0,2,1051,0,1051,66,393,571,0,0,-256.0,0,0,1405.0,25,1149.0,13,-1.0,3.0,5.0,-0.2485436893203883
2025-02,infrasettimanale,pomeriggio,NCL,1,0,1,2,0,2,1,0,1,0,0,10.0,0,0,36.0,1,46.0,1,5.0,37.8,41.89999999999999,5.0
2025-02,infrasettimanale,pomeriggio,REG,5948,0,325,41033,0,41033,5948,18631,15739,53,0,56949.0,0,0,40404.0,1944,97353.0,1058,1.0,6.0,9.0,1.41249565950692
2025-02,infrasettimanale,pomeriggio,,1236,0,142,2712,0,2712,1236,780,696,32,0,18026.0,0,0,2904.0,660,20930.0,418,4.0,19.0,31.25,6.646755162241888
2025-02,infrasettimanale,sera,EC,32,0,7,108,0,108,32,19,51,1,0,478.0,0,0,162.0,18,640.0,12,-0.5,16.900000000000006,37.0,4.686274509803922
2025-02,infrasettimanale,sera,IC,100,0,17,233,0,233,100,68,65,6,0,1999.0,0,0,275.0,68,2274.0,37,3.0,20.80000000000001,36.59999999999991,8.579399141630901
2025-02,infrasettimanale,sera,ICN,56,0,11,211,0,211,56,54,101,4,0,931.0,0,0,557.0,27,1488.0,22,0.0,16.0,28.0,4.412322274881516
2025-02,infrasettimanale,sera,IR,0,0,0,2,0,2,0,1,1,0,0,-1.0,0,0,1.0,0,0.0,0,-0.5,-0.0999999999999999,-0.05,-0.5
2025-02,infrasettimanale,sera,MET,28,0,1,955,0,955,28,426,499,1,0,-421.0,0,0,1198.0,10,777.0,3,-1.0,2.0,4.0,-0.4417628541448058
2025-02,infrasettimanale,sera,REG,5567,0,299,33294,0,33294,5567,14152,13222,59,0,51671.0,0,0,36186.0,1902,87857.0,1007,1.0,7.0,11.0,1.5685923317446344
2025-02,infrasettimanale,sera,,344,0,22,1090,0,1090,344,292,454,8,0,2602.0,0,0,2298.0,164,4900.0,76,1.0,12.0,18.799999999999955,2.387155963302752
2025-02,infrasettimanale,tarda_mattina,EC,82,0,16,260,0,260,82,65,113,4,0,1249.0,0,0,482.0,52,1731.0,35,1.0,20.19999999999999,31.049999999999983,4.803846153846154
2025-02,infrasettimanale,tarda_mattina,EXP,1,0,1,1,0,1,1,0,0,1,0,60.0,0,0,0.0,1,60.0,1,60.0,60.0,60.0,60.0
2025-02,infrasettimanale,tarda_mattina,IC,165,0,36,513,0,513,165,136,208,15,0,3072.0,0,0,1073.0,107,4145.0,76,1.0,20.0,42.0,6.035363457760314
2025-02,infrasettimanale,tarda_mattina,ICN,5,0,2,51,0,51,5,3,43,1,0,-41.0,0,0,268.0,3,227.0,3,-5.0,2.0,15.0,-0.803921568627451
2025-02,infrasettimanale,tarda_mattina,MET,54,0,10,1220,0,1220,54,487,673,0,0,-372.0,0,0,1798.0,24,1426.0,16,-1.0,2.0,4.0,-0.3064250411861614
2025-02,infrasettimanale,tarda_mattina,NCL,3,0,2,7,0,7,3,1,3,1,0,26.0,0,0,137.0,2,163.0,2,3.0,73.20000000000002,84.59999999999998,3.714285714285713
2025-02,infrasettimanale,tarda_mattina,REG,4698,0,278,41697,0,41697,4698,17797,18439,34,0,33053.0,0,0,47130.0,1543,80183.0,823,0.0,5.0,8.0,0.807470562368691
2025-02,infrasettimanale,tarda_mattina,,1064,0,204,2684,0,2684,1064,840,780,78,0,20378.0,0,0,2978.0,620,23356.0,412,3.0,23.0,40.0,7.592399403874814
2025-02,weekend,mattina,EC,11,0,2,50,0,50,11,19,19,0,0,104.0,0,0,84.0,5,188.0,3,1.0,9.400000000000006,13.799999999999985,2.122448979591837
2025-02,weekend,mattina,IC,56,0,11,212,0,212,56,52,103,3,0,615.0,0,0,540.0,32,1155.0,21,0.0,14.0,28.5,2.914691943127962
2025-02,weekend,mattina,ICN,0,0,0,1,0,1,0,1,0,0,0,1.0,0,0,0.0,0,1.0,0,1.0,1.0,1.0,1.0
2025-02,weekend,mattina,MET,13,0,1,304,0,304,13,119,172,0,0,-91.0,0,0,421.0,5,330.0,5,-1.0,2.0,4.0,-0.2993421052631579
2025-02,weekend,mattina,NCL,0,0,0,1,0,1,0,0,1,0,0,-2.0,0,0,2.0,0,0.0,0,-2.0,-2.0,-2.0,-2.0
2025-02,weekend,mattina,REG,1052,0,81,9096,0,9096,1052,3865,4102,11,0,7556.0,0,0,11199.0,371,18755.0,225,0.0,5.0,8.0,0.8377868943341834
2025-02,weekend,mattina,,422,0,80,1116,0,1116,422,310,384,16,0,7332.0,0,0,1486.0,252,8818.0,178,2.0,24.0,38.0,6.56989247311828
2025-02,weekend,notte,EC,0,0,0,8,0,8,0,2,6,0,0,-22.0,0,0,25.0,0,3.0,0,-4.0,0.8999999999999995,1.9499999999999984,-2.75
2025-02,weekend,notte,EN,0,0,0,11,0,11,0,4,7,0,0,-44.0,0,0,50.0,0,6.0,0,-3.0,2.0,2.0,-4.0
2025-02,weekend,notte,EXP,0,0,0,1,0,1,0,0,1,0,0,-3.0,0,0,3.0,0,0.0,0,-3.0,-3.0,-3.0,-3.0
2025-02,weekend,notte,IC,21,0,4,97,0,97,21,15,61,2,0,258.0,0,0,333.0,13,591.0,10,-2.0,13.800000000000011,22.999999999999943,2.6597938144329896
2025-02,weekend,notte,ICN,1,0,0,22,0,22,1,4,17,0,0,-146.0,0,0,159.0,0,13.0,0,-4.0,1.900000000000002,2.95,-6.636363636363637
2025-02,weekend,notte,MET,3,0,1,99,0,99,3,34,61,0,0,-36.0,0,0,154.0,2,118.0,2,-1.0,2.0,3.0,-0.3673469387755102
2025-02,weekend,notte,REG,428,0,25,4020,0,4020,428,1611,1940,5,0,1770.0,0,0,5652.0,155,7422.0,94,0.0,5.0,7.0,0.4448353857753204
2025-02,weekend,notte,,136,0,26,340,0,340,136,86,118,6,0,2066.0,0,0,536.0,92,2602.0,52,2.0,19.19999999999999,36.54999999999998,6.076470588235294
2025-02,weekend,pomeriggio,EC,31,0,6,89,0,89,31,24,34,1,0,471.0,0,0,119.0,19,590.0,14,2.0,19.0,31.199999999999985,5.292134831460674
2025-02,weekend,pomeriggio,EN,4,0,0,9,0,9,4,3,2,0,0,50.0,0,0,10.0,2,60.0,1,4.0,13.000000000000004,19.0,5.555555555555555
2025-02,weekend,pomeriggio,EXP,1,0,0,1,0,1,1,0,0,0,0,6.0,0,0,0.0,0,6.0,0,6.0,6.0,6.0,6.0
2025-02,weekend,pomeriggio,IC,58,0,12,198,0,198,58,42,97,0,0,592.0,0,0,500.0,36,1092.0,23,0.0,17.400000000000006,31.0,3.00507614213198
2025-02,weekend,pomeriggio,ICN,1,0,0,9,0,9,1,0,8,0,0,-25.0,0,0,30.0,0,5.0,0,-3.0,-0.5999999999999988,2.199999999999997,-2.7777777777777777
2025-02,weekend,pomeriggio,IR,0,0,0,1,0,1,0,0,1,0,0,-4.0,0,0,4.0,0,0.0,0,-4.0,-4.0,-4.0,-4.0
2025-02,weekend,pomeriggio,MET,14,0,0,382,0,382,14,157,198,0,0,-33.0,0,0,444.0,8,411.0,6,-1.0,2.0,4.0,-0.089430894308943
2025-02,weekend,pomeriggio,REG,1311,0,85,11322,0,11322,1311,4895,4993,19,0,9686.0,0,0,13794.0,457,23480.0,273,0.0,5.0,8.0,0.8648986516653273
2025-02,weekend,pomeriggio,,366,0,50,1034,0,1034,366,314,354,14,0,5798.0,0,0,1436.0,190,7234.0,124,2.0,17.0,28.19999999999999,5.607350096711799
2025-02,weekend,sera,EC,8,0,1,45,0,45,8,11,24,0,0,83.0,0,0,64.0,7,147.0,3,-1.0,11.800000000000004,14.9,1.930232558139535
2025-02,weekend,sera,IC,27,0,7,84,0,84,27,20,35,2,0,559.0,0,0,193.0,15,752.0,11,1.0,22.700000000000017,48.200000000000045,6.817073170731708
2025-02,weekend,sera,ICN,20,0,1,115,0,115,20,29,66,0,0,-71.0,0,0,436.0,12,365.0,8,-1.0,10.200000000000015,21.0,-0.6173913043478261
2025-02,weekend,sera,IR,1,0,0,1,0,1,1,0,0,0,0,26.0,0,0,0.0,1,26.0,1,26.0,26.0,26.0,26.0
2025-02,weekend,sera,MET,13,0,1,319,0,319,13,151,153,0,0,-102.0,0,0,421.0,4,319.0,2,0.0,3.0,4.0,-0.3217665615141956
2025-02,weekend,sera,REG,1188,0,74,9558,0,9558,1188,4068,4240,19,0,8586.0,0,0,12008.0,425,20594.0,230,0.0,5.0,9.0,0.9041701769165964
2025-02,weekend,sera,,132,0,8,428,0,428,132,96,200,0,0,1070.0,0,0,930.0,74,2000.0,42,0.5,14.0,23.349999999999994,2.5
2025-02,weekend,tarda_mattina,EC,42,0,9,131,0,131,42,31,57,3,0,746.0,0,0,256.0,27,1002.0,22,1.0,25.10000000000001,35.099999999999994,5.7384615384615385
2025-02,weekend,tarda_mattina,IC,54,0,9,236,0,236,54,58,122,3,0,307.0,0,0,790.0,33,1097.0,20,-1.0,13.0,21.349999999999994,1.311965811965812
2025-02,weekend,tarda_mattina,ICN,1,0,0,19,0,19,1,2,16,0,0,-172.0,0,0,182.0,0,10.0,0,-5.0,2.0,2.3999999999999915,-9.052631578947368
2025-02,weekend,tarda_mattina,MET,11,0,1,463,0,463,11,170,281,1,0,-332.0,0,0,734.0,7,402.0,5,-1.0,2.0,3.0,-0.7186147186147186
2025-02,weekend,tarda_mattina,NCL,1,0,0,1,0,1,1,0,0,0,0,20.0,0,0,0.0,1,20.0,1,20.0,20.0,20.0,20.0
2025-02,weekend,tarda_mattina,REG,1175,0,63,12237,0,12237,1175,5113,5838,16,0,5505.0,0,0,15768.0,383,21273.0,199,0.0,4.0,7.0,0.45398317664522514
2025-02,weekend,tarda_mattina,,280,0,66,942,0,942,280,280,382,18,0,5280.0,0,0,1470.0,176,6750.0,130,1.0,24.0,37.5,5.6050955414012735
2025-03,infrasettimanale,mattina,EC,25,0,0,145,0,145,25,33,85,0,0,7.0,0,0,370.0,14,377.0,8,-1.0,8.799999999999997,16.600000000000023,0.0489510489510489
2025-03,infrasettimanale,mattina,IC,216,0,40,566,0,566,216,206,144,13,0,3984.0,0,0,574.0,121,4558.0,91,2.5,21.0,35.0,7.03886925795053
2025-03,infrasettimanale,mattina,ICN,0,0,0,1,0,1,0,0,1,0,0,-16.0,0,0,16.0,0,0.0,0,-16.0,-16.0,-16.0,-16.0
2025-03,infrasettimanale,mattina,IR,2,0,0,3,0,3,2,0,1,0,0,35.0,0,0,4.0,2,39.0,2,17.0,21.0,21.5,11.666666666666666
2025-03,infrasettimanale,mattina,MET,106,0,12,933,0,933,106,428,373,4,0,1313.0,0,0,912.0,50,2225.0,34,0.0,6.0,11.0,1.4476295479603087
2025-03,infrasettimanale,mattina,NCL,3,0,0,5,0,5,3,0,2,0,0,-22.0,0,0,48.0,1,26.0,0,7.0,9.8,10.4,-4.4
2025-03,infrasettimanale,mattina,REG,5480,0,316,35131,0,35131,5480,15925,13346,55,0,54819.0,0,0,34515.0,1880,89334.0,1024,1.0,6.0,10.0,1.5774797847543955
2025-03,infrasettimanale,mattina,,1252,0,182,3152,0,3152,1252,1012,854,60,0,22094.0,0,0,3586.0,748,25680.0,472,3.0,21.0,34.0,7.0859525336754325
2025-03,infrasettimanale,notte,EC,3,0,0,21,0,21,3,3,15,0,0,-31.0,0,0,60.0,1,29.0,1,-3.0,5.0,7.0,-1.4761904761904765
2025-03,infrasettimanale,notte,EN,13,0,9,41,0,41,13,4,24,3,0,361.0,0,0,223.0,12,584.0,12,-3.0,46.0,64.0,8.804878048780488
2025-03,infrasettimanale,notte,EXP,1,0,0,2,0,2,1,0,1,0,0,15.0,0,0,1.0,1,16.0,1,7.5,14.3,15.15,7.5
2025-03,infrasettimanale,notte,IC,74,0,12,253,0,253,74,74,103,5,0,1350.0,0,0,496.0,44,1846.0,28,1.0,17.0,27.0,5.378486055776892
2025-03,infrasettimanale,notte,ICN,3,0,0,43,0,43,3,12,28,0,0,-168.0,0,0,232.0,2,64.0,2,-3.0,3.8000000000000043,6.699999999999995,-3.9069767441860463
2025-03,infrasettimanale,notte,MET,12,0,3,333,0,333,12,115,199,0,0,-181.0,0,0,490.0,8,309.0,5,-1.0,2.0,3.0,-0.5552147239263804
2025-03,infrasettimanale,notte,REG,1497,0,118,14788,0,14788,1497,6247,6927,26,0,10160.0,0,0,18367.0,524,28527.0,324,0.0,5.0,7.0,0.692522663758435
2025-03,infrasettimanale,notte,,396,0,92,1102,0,1102,396,338,366,26,0,8192.0,0,0,1364.0,244,9556.0,174,2.0,27.0,38.54999999999996,7.447272727272726
2025-03,infrasettimanale,pomeriggio,EC,92,0,20,252,0,252,92,59,97,2,0,1277.0,0,0,481.0,51,1758.0,36,2.0,18.0,35.64999999999998,5.149193548387097
2025-03,infrasettimanale,pomeriggio,EN,27,0,3,41,0,41,27,10,4,0,0,416.0,0,0,26.0,18,442.0,11,7.0,25.0,31.0,10.146341463414634
2025-03,infrasettimanale,pomeriggio,EXP,2,0,0,5,0,5,2,0,2,0,0,-16.0,0,0,33.0,1,17.0,0,-0.5,9.900000000000002,10.949999999999998,-4.0
2025-03,infrasettimanale,pomeriggio,IC,182,0,30,501,0,501,182,119,197,14,0,3385.0,0,0,821.0,113,4206.0,67,2.0,18.0,36.0,6.7971887550200805
2025-03,infrasettimanale,pomeriggio,ICN,11,0,3,66,0,66,11,21,34,2,0,128.0,0,0,126.0,5,254.0,3,-1.0,7.5,13.25,1.93939393939394
2025-03,infrasettimanale,pomeriggio,MET,82,0,7,1121,0,1121,82,418,563,1,0,173.0,0,0,1357.0,37,1530.0,20,-1.0,4.0,7.0,0.1627469426152399
